"","modified","institutionCode","collectionCode","catalogNumber","scientificName","identificationQualifier","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","fieldNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","bibliographicCitation","acceptedNameUsage","infraspecificEpithet","comments"
"1",NA,"Cenargen","CEN","98088","Jacaranda praetermissa Sandwith",NA,"Bignoniaceae","Jacaranda","praetermissa","Sandwith","G. M. Antar",NA,NA,"277",NA,"Guilherme de M. Antar",2013,10,29,"Brazil","To","MATEIROS","Parque Estadual do Jalapão. Próximo a sede do Parque.",-46.506388,-10.575277,"Cálice esverdeado, corola arroxeada com a fauce alva. Doação Universidade de São Paulo - Herbário SPF.","BRA:Cenargen:CEN:0000098088",NA,"Jacaranda praetermissa Sandwith",NA,NA
"2","2017-10-15T14:35:18.000+0000","JBRJ","RB","RB01307209","Jacaranda praetermissa Sandwith",NA,"Bignoniaceae","Jacaranda","praetermissa","Sandwith","G.M. Antar",NA,NA,"277",NA,"G.M. Antar; M. Escaramai",2013,10,29,"Brazil","Tocantins","Mateiros","Parque Estadual do Jalapão. Próximo a sede do parque.",-46.506389,-10.575278,NA,"urn:catalog:JBRJ:RB:1307209",NA,"Jacaranda praetermissa Sandwith",NA,NA
"3",NA,"UnB","UB","171011","Jacaranda praetermissa Sandwith",NA,"Bignoniaceae","Jacaranda","praetermissa","Sandwith","Faria, JEQ","2013-03-01T00:00:00.000+0000",NA,"1955",NA,"Faria, JEQ",2011,10,1,"Brazil","Bahia","Formosa do Rio Preto","Margem da estrada de terra para o Riachão e fazenda Estrndo, ca. de 43 km da cidade",-45.5225,-11.112778,"Arbusto ca. 1,8 m de altura, caule liso, flores liláses (coletado material em sílica gel); Campo cerrado","BRA:UnB:UB:0000171011",NA,"Jacaranda praetermissa Sandwith",NA,NA
"4",NA,"UnB","UB","171222","Jacaranda praetermissa Sandwith",NA,"Bignoniaceae","Jacaranda","praetermissa","Sandwith","Faria, JEQ","2012-03-01T00:00:00.000+0000",NA,"2166",NA,"Faria, JEQ; Moreira, HJC; Bringel, JBA",2011,11,13,"Brazil","Tocantins","Mateiros","Jalapão, margem da estrada entre Mateiros e Coaceral, ca. 7 km de Mateiros",-46.361667,-10.570556,"Arvoreta ca. 2 m de altura, fruto imaturo verde e maduro seco marrom; Cerrado com predomínio de arbustos","BRA:UnB:UB:0000171222",NA,"Jacaranda praetermissa Sandwith",NA,NA
"5",NA,"UnB","UB","171212","Jacaranda praetermissa Sandwith",NA,"Bignoniaceae","Jacaranda","praetermissa","Sandwith","Faria, JEQ","2012-03-01T00:00:00.000+0000",NA,"2156",NA,"Faria, JEQ; Moreira, HJC; Bringel, JBA",2011,11,12,"Brazil","Tocantins","Mateiros","Coletada a ca. de 500 m das dunas do Jalapão",-46.664444,-10.568611,"Arbusto ca. 0,7 m de altura, flor azul (coletado material em sílica gel); Cerrado sensu stricto","BRA:UnB:UB:0000171212",NA,"Jacaranda praetermissa Sandwith",NA,NA
"6",NA,"Universidade Federal do Ceará, UFC","EAC","47225","Jacaranda praetermissa Sandwith",NA,"Bignoniaceae","Jacaranda","praetermissa","Sandwith","Castro, A.S.F.","2010-04-01T00:00:00.000+0000",NA,"2311",NA,"Castro, A.S.F.",2010,3,10,"Brazil","Piauí","Piracuruca","Parque Nacional de Sete Cidades, próx. à pedra da",0,0,"Arvoreta; flor lilás.; Cerrado","BRA:UFC:EAC:0000047225",NA,"Jacaranda praetermissa Sandwith",NA,NA
"7",NA,"UESB","HUESB","6425","Jacaranda praetermissa Sandwith",NA,"Bignoniaceae","Jacaranda","praetermissa","Sandwith","Castro, A.S.F.","2010-04-01T00:00:00.000+0000",NA,"2311",NA,"Castro, A.S.F.",2010,3,10,"Brazil","Piauí","Piracuruca","Parque Nacional de Sete Cidades. Próximo à pedra da Biblioteca.",0,0,"Arvoreta. Flor lilás. ; DE","BRA:UESB:HUESB:0000006425",NA,"Jacaranda praetermissa Sandwith",NA,NA
"8",NA,"Universidade Federal Rural de Pernambuco, UFRPE","HST","16365","Jacaranda praetermissa Sandwith",NA,"Bignoniaceae","Jacaranda","praetermissa","Sandwith","M.M.Silva-Castro","2013-04-09T00:00:00.000+0000",NA,"5963",NA,"A.M.Miranda; R. Costa et V.F. Silva",2009,5,13,"Brazil","Maranhão","Tasso Fragoso",NA,NA,NA,"Arvoreta ca. 3 m alt.; delgada, pouco ramificada; caule marron; folíolos coriáceos, levemente discolores; frutos imaturos verdes, na maturação marrons.","BRA:UFRPE:HST:0000016365",NA,"Jacaranda praetermissa Sandwith",NA,NA
"9",NA,"IPA","IPA","83223","Jacaranda praetermissa Sandwith",NA,"Bignoniaceae","Jacaranda","praetermissa","Sandwith","Silva-Castro, M.M.","2013-04-09T00:00:00.000+0000",NA,"5963",NA,"Miranda, A.M.; Costa, R.; Silva, V.F.; Costa, R.; Silva, V.F.",2009,5,13,"Brazil","Maranhão","Tasso Fragoso",NA,0,0,"Arvoreta ca. 3m de altura; delgada, pouco ramificada; caule marrom; folíolos coriáceos, levemente discolores; frutos imaturos verdes, na maturação marrons.","BRA:IPA:IPA:0000083223",NA,"Jacaranda praetermissa Sandwith",NA,NA
"10",NA,"UnB","UB","181157","Jacaranda praetermissa Sandwith",NA,"Bignoniaceae","Jacaranda","praetermissa","Sandwith","Proença, CEB","2011-01-01T00:00:00.000+0000",NA,"244",NA,"Oliveira, FCS; Santana Neto, LS; Barros, G",2008,1,19,"Brazil","Piauí","Oeiras",NA,0,0,"Arbusto, fruto marrom.; Transição cerrado/caatinga; substrato arenoso.","BRA:UnB:UB:0000181157",NA,"Jacaranda praetermissa Sandwith",NA,NA
"11",NA,"UFPI","TEPB","23371","Jacaranda praetermissa Sandwith",NA,"Bignoniaceae","Jacaranda","praetermissa","Sandwith","L.G. Lohmann",NA,NA,"244",NA,"Oliveira, F. C. S.",2008,1,19,"Brazil","Piauí","Oeiras","Brionia",NA,NA,"Arbusto, fruto marrom, pouco frequente, substrato arenoso. Ambiente: Transição Cerrado/Caatinga <ll>dwc_commonname:</ll> Corobinha","BRA:UFPI:TEPB:0000023371",NA,"Jacaranda praetermissa Sandwith",NA,NA
"12",NA,"UNITINS","HUTO","1449","Jacaranda praetermissa Sandwith",NA,"Bignoniaceae","Jacaranda","praetermissa","Sandwith","Antar, G.M.","2015-01-01T00:00:00.000+0000",NA,"298",NA,"Haidar, R.F.",2008,2,8,"Brazil","Tocantins","Ponte Alta","Cachoeira da Velha. Parque Estadual do Jalapão. Estrita vegetação ao rio Novo",0,0,"Arbusto 1 m de altura. Fruto verde","BRA:UNITINS:HUTO:0000001449",NA,"Jacaranda praetermissa Sandwith",NA,NA
"13",NA,"UNITINS","HUTO","1757","Jacaranda praetermissa Sandwith",NA,"Bignoniaceae","Jacaranda","praetermissa","Sandwith",NA,NA,NA,"1667",NA,"Santos, E.R.",2008,7,5,"Brazil","Tocantins","Novo Acordo","Margem do córrego Lajeado, estrada para São Félix",-47.618056,-9.994444,"Arbusto com cerca de 1,50 m de altura. Frutos jovens verdes; Cerrado rupestre","BRA:UNITINS:HUTO:0000001757",NA,"Jacaranda praetermissa Sandwith",NA,NA
"14",NA,"UNITINS","HUTO","3779","Jacaranda praetermissa Sandwith",NA,"Bignoniaceae","Jacaranda","praetermissa","Sandwith","Fonseca, M.L.","2009-05-01T00:00:00.000+0000",NA,"6256",NA,"Mendonça, R.C.",2008,10,17,"Brazil","Tocantins","Dianópolis","Bacia do Tocantins. Sub-bacia do rio Palma. Solo arenoso. Relevo plano",-46.676944,-11.67075,"Arbusto 1 m de altura. Folhagem nova. Flor lilás-azulada. Botão floral roxo; Cerrado ralo adjacente a uma vereda","BRA:UNITINS:HUTO:0000003779",NA,"Jacaranda praetermissa Sandwith",NA,NA
"15",NA,"Universidade Estadual Paulista, UNESP","HRCB","53748","Jacaranda praetermissa Sandwith",NA,"Bignoniaceae","Jacaranda","praetermissa","Sandwith","Fonseca, M.L.","2009-05-01T00:00:00.000+0000",NA,"6256",NA,"Mendonça, R.C.",2008,10,17,"Brazil","Tocantins","Dianópolis","Bacia do Tocantins. Sub-bacia do Rio Palma",-46.676944,-11.67075,"Projeto Mapeamento e Inventário do Estado do Tocantins. Arbusto heliófilo, 1m de altura. Folhagem nova. Flor lilás-azulada. Botão floral roxo.","BRA:UNESPRC:HRCB:0000053748",NA,"Jacaranda praetermissa Sandwith",NA,NA
"16",NA,"UnB","UB","152622","Jacaranda praetermissa Sandwith",NA,"Bignoniaceae","Jacaranda","praetermissa","Sandwith","Fonseca, ML","2009-05-01T00:00:00.000+0000",NA,"6256",NA,"Mendonça, RC; Oliveira, FCA; Guimarães, LL; Cardoso, E",2008,10,17,"Brazil","Tocantins","Dianópolis","Bacia do Tocantins. Sub-bacia do Rio Palma.",-46.4037,-11.40147,"Folhagem nova. Flor lilás-azulada. Botão floral roxo.; Arbusto heliófilo, 1m altura. &nf;; Solo: arenoso. Relevo: plano. Vegetação: cerrado ralo adjacente a uma vereda.","BRA:UnB:UB:0000152622",NA,"Jacaranda praetermissa Sandwith",NA,NA
