"","modified","institutionCode","collectionCode","catalogNumber","scientificName","identificationQualifier","family","genus","specificEpithet","infraspecificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","fieldNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","acceptedNameUsage","occurrenceID","comments","bibliographicCitation"
"1",NA,NA,"HCDAL","13464","Jacaranda brasiliana Pers.",NA,"Bignoniaceae","Jacaranda","brasiliana",NA,"Pers.","","",NA,"HCDAL13464",NA,"Calixto, J. .T.",2018,1,15,"brazil","Ceará","Lavras da Mangabeira","Região do Cariri",-38.995038,-6.778223,"Arbóreo.","Jacaranda brasiliana Pers.",NA,"centroide mpo (0) OK","GBIF"
"2",NA,NA,"CEN","98876","Jacaranda brasiliana Pers.",NA,"Bignoniaceae","Jacaranda","brasiliana",NA,"Pers.","B. M. T. Walter","",NA,"6691",NA,"José Rubens Pirani",2017,2,8,"brazil","Goiás","COLINAS DO SUL","RPPN Cachoeira das pedras Bonitas (Torguim). Proprietário Sr. Oswaldo Ferreira da Silva. Trilha para a beira do rio Tocantinzinho, bem perto da margem do rio.",-48.0575,-14.211666,"Entre grandes blocos rochosos à beira da mata-de galeria pertubada. Heliófita. folhas verde-claras. Frutos imaturos verde-claros a secos acastanhados. Doação Universidade de São Paulo. Herbário SPF.","Jacaranda brasiliana Pers.",NA,"original coordinates OK","GBIF"
"3",NA,NA,"ALCB","127130","Jacaranda brasiliana Pers.",NA,"Bignoniaceae","Jacaranda","brasiliana",NA,"Pers.","Guedes, ML","2017-03-01",NA,"25326",NA,"Guedes, ML; Alunos de Botânica BIO C05",2017,2,3,"brazil","Bahia","Rio de Contas","Chapada Diamantina, Sítio Bonito.",-41.8,-13.583333,"Folhas bipinadas, pinas discolores, glabras. Fruto cápsula, imatura.; Folhas coriáceas, pecíolo curto, com indumento ferruginoso. Flores com pétalas carnosas, as três pétalas externas, vilosas, ferrugíneas.","Jacaranda brasiliana Pers.",NA,"original coordinates OK","GBIF"
"4",NA,NA,"CEN","104121","Jacaranda brasiliana Pers.",NA,"Bignoniaceae","Jacaranda","brasiliana",NA,"Pers.","A. C. Servilha","",NA,"6942",NA,"Anderson Cássio Sevilha",2017,3,28,"brazil","Minas Gerais","INDAIABIRA","Sítio 22. Ponto 3.",-42.103333,-15.431666,"Terraço de rio. Projeto Bem Diverso.","Jacaranda brasiliana Pers.",NA,"original coordinates OK","GBIF"
"5",NA,NA,"CEN","103321","Jacaranda brasiliana Pers.",NA,"Bignoniaceae","Jacaranda","brasiliana",NA,"Pers.","G. Pereira-Silva & L. M. Brauner","",NA,"441",NA,"Rômullo Quirino de Souza Ferreira",2017,8,26,"brazil","Tocantins","RECURSOLANDIA","Conglomerado: TO-156. Coleta Extra.",-47.16,-8.46,"Inventário Florestal Nacional (IFN). Árvore com 8 m de altura e 21,2 cm de DAP, base reta. Fuste de casca externa fina, do tipo rugosa, de cor rajada-marrom, casca interna de cor amarelo claro.","Jacaranda brasiliana Pers.",NA,"original coordinates OK","GBIF"
"6",NA,NA,"CEN","103323","Jacaranda brasiliana Pers.",NA,"Bignoniaceae","Jacaranda","brasiliana",NA,"Pers.","G. Pereira-Silva & L. M. Brauner","",NA,"556",NA,"Teddy. D. R. Terra",2017,8,24,"brazil","Tocantins","DARCINOPOLIS","Conglomerado: TO-50. Subunidade 2, subparcela 1, indivíduo 4.",-47.88,-6.84,"Projeto Inventário Florestal Nacional (IFN). Arbusto com 4 m de altura e 8,6 cm de DAP, base reta. Fuste de casca externa grossa, do tipo fissurada, de cor cinza, cor interna amarela.","Jacaranda brasiliana Pers.",NA,"original coordinates OK","GBIF"
"7",NA,NA,"MFS","007509","Jacaranda brasiliana Pers.",NA,"Bignoniaceae","Jacaranda","brasiliana",NA,"Pers.","","",NA,"2002",NA,"Lucas, FCA",2017,9,18,"brazil","Pará","Cachoeira do Arari","Ilha do Marajó",-48.962517,-1.014367,"Árvore de 5 m de altura com fruto imaturo verde.","Jacaranda brasiliana Pers.",NA,"original coordinates OK","GBIF"
"8",NA,NA,"HST","22102","Jacaranda brasiliana Pers.",NA,"Bignoniaceae","Jacaranda","brasiliana",NA,"Pers.","A.M.Miranda","2018-05-08",NA,"117",NA,"K.Martins; A.Figueredo",2017,11,13,"brazil","Bahia","São Desidério","",-45.482902,-12.798637,"Arvoreta ca. 5,5 m alt.; caule que descama; folhas membranáceas; frutos imaturos verdes. Ocasional.","Jacaranda brasiliana Pers.",NA,"centroide mpo OK","GBIF"
"9",NA,NA,"HUEFS","237135","Jacaranda brasiliana Pers.",NA,"Bignoniaceae","Jacaranda","brasiliana",NA,"Pers.","","",NA,"119",NA,"Chagas, D.B.das",2016,8,20,"brazil","Tocantins","Porto Nacional","Faz. São Judas - Porto Nacional - TO",-48.416667,-10.8,"Cerrado stricto sensu","Jacaranda brasiliana Pers.",NA,"original coordinates outside municipality original in porto nacional falls in brejinho de nazare","GBIF"
"10",NA,NA,"EAC","59871","Jacaranda brasiliana Pers.",NA,"Bignoniaceae","Jacaranda","brasiliana",NA,"Pers.","Lima-Verde, L.W.","2016-10-06",NA,"172",NA,"Pinto, G.S.",2016,8,26,"brazil","Ceará","Fortaleza","Campus do Pici, Dpto. de Zootecnia - UFC.",-38.527959,-3.785769,"Árvore; flor lilás.; Ambiente urbano.","Jacaranda brasiliana Pers.",NA,"centroide mpo (0) OK","GBIF"
