"","institutionCode","catalogNumber","recordedBy"
"1","Instituto Nacional de Pesquisas da Amazônia (INPA)","220542","Roque, N"
"2","Instituto Nacional de Pesquisas da Amazônia (INPA)","212343","Giulietti, AM"
