"","modified","institutionCode","collectionCode","catalogNumber","scientificName","identificationQualifier","family","genus","specificEpithet","infraspecificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","fieldNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","bibliographicCitation","acceptedNameUsage","comments"
"1","2018-01-04T12:17:02.000+0000","MNHN","P","P03576155","Tecoma umbellata Sond.",NA,"Bignoniaceae","Handroanthus","umbellata",NA,"Sond.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://coldb.mnhn.fr/catalognumber/mnhn/p/p03576155",NA,"Tecoma umbellata Sond.",NA
"2","2015-09-04T08:03:14.000+0000","MNHN","P","P03611266","Tabebuia umbellata (Sond.) Sandwith",NA,"Bignoniaceae","Handroanthus","umbellata",NA,"(Sond.) Sandwith",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://coldb.mnhn.fr/catalognumber/mnhn/p/p03611266",NA,"Tabebuia umbellata (Sond.) Sandwith",NA
"3",NA,"FLAS",NA,"238014","Tabebuia umbellata (Sond.) Sandwith",NA,"Bignoniaceae","Handroanthus","umbellata",NA,"(Sond.) Sandwith",NA,NA,NA,NA,NA,"Stephen Brown",2012,3,29,"United States of America","Florida",NA,NA,NA,NA,"[Label note:] Received for plant id from Stephen Brown, Lee County Extension Service.","3e86e91e-7fcc-42dd-afa4-281d94175ba5",NA,"Tabebuia umbellata (Sond.) Sandwith",NA
"4",NA,"FLAS",NA,"238013","Tabebuia umbellata (Sond.) Sandwith",NA,"Bignoniaceae","Handroanthus","umbellata",NA,"(Sond.) Sandwith",NA,NA,NA,NA,NA,"Stephen Brown",2012,3,29,"United States of America","Florida",NA,NA,NA,NA,"[Label note:] Received for plant id from Stephen Brown, Lee County Extension Service.","1f3d6cc7-00f5-4fd5-98ba-47b249a307d4",NA,"Tabebuia umbellata (Sond.) Sandwith",NA
"5",NA,"FLAS",NA,"264253","Handroanthus umbellatus (Sond.) Mattos",NA,"Bignoniaceae","Handroanthus","umbellatus",NA,"(Sond.) Mattos",NA,NA,NA,"1489",NA,"Ronald Lange",2012,4,25,"United States of America","Florida",NA,NA,NA,NA,NA,"3e305b47-3ae3-4b5a-8e7f-4398e48c15b4",NA,"Handroanthus umbellatus (Sond.) Mattos",NA
"6",NA,"FLAS",NA,"233486","Handroanthus umbellatus (Sond.) Mattos",NA,"Bignoniaceae","Handroanthus","umbellatus",NA,"(Sond.) Mattos",NA,NA,NA,"823",NA,"Ronald Lange",2011,3,12,"United States of America","Florida",NA,NA,NA,NA,"[DNA ann.:] Voucher for plant DNA banking and BARFF (Barcoding the Flora of Florida) by J. Richard Abbott, Kurt M. Neubig, W. Mark Whitten, Norris H. Williams & Kent D. Perkins. [2012]","40828820-f61d-4ad9-bdac-d00335baf123",NA,"Handroanthus umbellatus (Sond.) Mattos",NA
"7",NA,"FLAS",NA,"216714","Tabebuia umbellata (Sond.) Sandwith",NA,"Bignoniaceae","Handroanthus","umbellata",NA,"(Sond.) Sandwith",NA,NA,NA,NA,NA,"Stephen Brown",2005,3,24,"United States of America","Florida",NA,NA,NA,NA,"[Label note:] Note: Leaves collected 21 April 2005. Received for plant id from Stephen Brown, Lee County Extension Service.","4a4070a3-ac22-4fd9-9488-ec3978cf1f21",NA,"Tabebuia umbellata (Sond.) Sandwith",NA
"8",NA,"FLAS",NA,"208374","Tabebuia umbellata (Sond.) Sandwith",NA,"Bignoniaceae","Handroanthus","umbellata",NA,"(Sond.) Sandwith",NA,NA,NA,NA,NA,"Al Stanley",1998,4,8,"United States of America","Florida",NA,NA,NA,NA,"[Label note:] ""Tabebuia""; ""Golden Trumpet"" -- Rcd. for plant id.","28817b34-afb9-4cd5-961a-e9252939683f",NA,"Tabebuia umbellata (Sond.) Sandwith",NA
"9","2008-05-27T22:02:00.000+0000","MO","MO","479975","Tabebuia umbellata (Sond.) Sandwith",NA,"Bignoniaceae","Handroanthus","umbellata",NA,"(Sond.) Sandwith",NA,NA,NA,"Merello 468","58","Mary Merello|et al.",1992,11,20,"United States of America","Florida",NA,"Walt Disney World Nurseries Field 410.",-81.45,28.5,NA,"urn:catalog:MO:Tropicos:479975","http://www.tropicos.org/Specimen/479975","Tabebuia umbellata (Sond.) Sandwith",NA
"10","2008-05-27T22:02:00.000+0000","MO","MO","1047841","Handroanthus umbellatus (Sond.) Mattos",NA,"Bignoniaceae","Handroanthus","umbellatus",NA,"(Sond.) Mattos","Susan O. Grose, March","2006-01-01T00:00:00.000+0000",NA,"Bunting 13276",NA,"George S. Bunting|Luis Alfonso G.",1984,4,12,"Venezuela, Bolivarian Republic of","Zulia",NA,NA,NA,NA,NA,"urn:catalog:MO:Tropicos:1047841","http://www.tropicos.org/Specimen/1047841","Handroanthus umbellatus (Sond.) Mattos",NA
