"","modified","institutionCode","collectionCode","catalogNumber","scientificName","family","genus","specificEpithet","infraspecificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","fieldNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","bibliographicCitation","acceptedNameUsage","identificationQualifier","comments"
"1",NA,"UCS","HUCS","47152","Citharexylum solanaceum Cham.","Verbenaceae","Citharexylum","solanaceum",NA,"Cham.","Gonzatti, F.","2018-03-01T00:00:00.000+0000",NA,"4227",NA,"Gonzatti, F.; Pessi, F.; Panisson, F.; Krieger, V.",2018,3,7,"Brazil","Rio Grande do Sul","Caxias do Sul","Cânion dos Palanquinhos e imediações",-50.833914,-28.899936,"Frutos alaranjados, solo pedregoso, arbusto com ca. 1,5 m.; em beira da mata e do Cânion","BRA:UCS:HUCS:0000047152",NA,"Citharexylum solanaceum Cham.",NA,NA
"2",NA,"Universidade Regional de Blumenau, FURB","FURB","58521","Citharexylum solanaceum Cham.","Verbenaceae","Citharexylum","solanaceum",NA,"Cham.","Kassner-Filho, A.","2018-04-06T00:00:00.000+0000",NA,"2547",NA,"Kassner-Filho, A.",2018,4,6,"Brazil","Santa Catarina","Alfredo Wagner",NA,-49.322222,-27.811667,"fruto vermelho","BRA:FURB:FURB:0000058521",NA,"Citharexylum solanaceum Cham.",NA,NA
"3","2018-07-09T09:29:53.000+0000","JBRJ","RB","RB01394542","Citharexylum solanaceum Cham.","Verbenaceae","Citharexylum","solanaceum",NA,"Cham.","A. Kassner-Filho",NA,NA,"2547",NA,"A. Kassner-Filho; D. Santos; G. Bollmann; L. F. Althoff",2018,4,6,"Brazil","Santa Catarina","Alfredo Wagner",NA,-49.322222,-27.811667,"Fruto vermelho  IFFSC - 2/249/coleta extra/ árvore","urn:catalog:JBRJ:RB:1394542",NA,"Citharexylum solanaceum Cham.",NA,NA
"4",NA,"Universidade Federal do Paraná, UFPR","EFC","15518","Citharexylum solanaceum Cham.","Verbenaceae","Citharexylum","solanaceum",NA,"Cham.","Souza, I.","2017-02-17T00:00:00.000+0000",NA,NA,NA,"Souza, I.",2017,2,17,"Brazil","Paraná","Curitiba","Capão do Cifloma",NA,NA,"Ávore 10 m, frutos verdes. No chão frutos maduros laranja com pintas, Floresta Ombrófila Mista.","BRA:UFPR:EFC:0000015518",NA,"Citharexylum solanaceum Cham.",NA,NA
"5",NA,"UNESC","CRI","11006","Citharexylum solanaceum Cham.","Verbenaceae","Citharexylum","solanaceum",NA,"Cham.","Renato Colares","2017-10-04T00:00:00.000+0000",NA,NA,NA,"Renato Colares",2017,10,4,"Brazil","Santa Catarina","Criciúma","UNESC",-49.412222,-28.703889,"Flor branca.","BRA:UNESC:CRI:0000011006",NA,"Citharexylum solanaceum Cham.",NA,NA
"6",NA,"UEM","HUEM","30026","Citharexylum solanaceum Cham.","Verbenaceae","Citharexylum","solanaceum",NA,"Cham.",NA,NA,NA,"01",NA,"Barizão, O. .B.",2016,3,7,"Brazil","São Paulo","Campina do Monte Alegre",NA,-48.477222,-23.591944,"Arbórea; aproximadamente 4-5m de alt.; flor de coloração branca; fruto de coloração vermelha. Coletada em solo do tipo latossolo.","BRA:UEM:HUEM:0000030026",NA,"Citharexylum solanaceum Cham.",NA,NA
"7","2018-04-27T11:32:39.000+0000","JBRJ","RB","RB01385713","Citharexylum solanaceum Cham.","Verbenaceae","Citharexylum","solanaceum",NA,"Cham.","Farias, D.M.",NA,NA,"897",NA,"Uller, H.F.; Klitzke, A.R; Bollmann, G.O.",2016,11,23,"Brazil","Santa Catarina","Abelardo Luz","Papuâ. Papuâ.",-52.200556,-26.64,"frutos verdes","urn:catalog:JBRJ:RB:1385713",NA,"Citharexylum solanaceum Cham.",NA,NA
"8",NA,"Universidade Regional de Blumenau, FURB","FURB","51682","Citharexylum solanaceum Cham.","Verbenaceae","Citharexylum","solanaceum",NA,"Cham.","Farias, D.M.","2016-11-01T00:00:00.000+0000",NA,"897",NA,"Uller, H.F.",2016,11,23,"Brazil","Santa Catarina","Abelardo Luz","Papuâ.",-52.200556,-26.64,"frutos verdes","BRA:FURB:FURB:0000051682",NA,"Citharexylum solanaceum Cham.",NA,NA
"9",NA,"Universidade Regional de Blumenau, FURB","FURB","48658","Citharexylum solanaceum Cham.","Verbenaceae","Citharexylum","solanaceum",NA,"Cham.","Oliveira, AA de","2015-10-27T00:00:00.000+0000",NA,"2675",NA,"Oliveira, A.A. de",2015,10,27,"Brazil","Santa Catarina","Campo Alegre","Bateias de Baixo.",-49.228611,-26.098889,NA,"BRA:FURB:FURB:0000048658",NA,"Citharexylum solanaceum Cham.",NA,NA
"10",NA,"Universidade Regional de Blumenau, FURB","FURB","50819","Citharexylum solanaceum Cham.","Verbenaceae","Citharexylum","solanaceum",NA,"Cham.","Funez, L.A.","2016-01-01T00:00:00.000+0000",NA,"5065",NA,"Funez, L.A.",2015,11,16,"Brazil","Santa Catarina","São Bento do Sul","Linha férrea em Serra Alta.",-49.366111,-26.278889,NA,"BRA:FURB:FURB:0000050819",NA,"Citharexylum solanaceum Cham.",NA,NA
"11",NA,"Universidade Federal do Paraná, UFPR","EFC","12216","Citharexylum solanaceum Cham.","Verbenaceae","Citharexylum","solanaceum",NA,"Cham.","Vieira, R.S.","2014-01-24T00:00:00.000+0000",NA,"337",NA,"Vieira, R.S.",2014,1,24,"Brazil","Paraná","Paranaguá","Vila Paraná",NA,NA,"Árvore com aprox. 9 m. na borda da floresta. Com frutos verdes.","BRA:UFPR:EFC:0000012216",NA,"Citharexylum solanaceum Cham.",NA,NA
"12",NA,"MBM","MBM","389330","Citharexylum solanaceum Cham.","Verbenaceae","Citharexylum","solanaceum",NA,"Cham.","Cordeiro, J; Felitto, G","2014-05-22T00:00:00.000+0000",NA,"823",NA,"Felitto, G; Ariati, V; Dutra, M; Bianchin, JE; Santos, LM",2014,3,14,"Brazil","Santa Catarina","São Joaquim","Entre Vila Boava e Vila Luizinho",0,0,"Árvore, 6m; frutos maduros vermelhos-alaranjados.; Floresta Ombrófila Mista Montana.","BRA:MBM:MBM:0000389330",NA,"Citharexylum solanaceum Cham.",NA,NA
