"","modified","institutionCode","collectionCode","catalogNumber","scientificName","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","fieldNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","bibliographicCitation","acceptedNameUsage","identificationQualifier","infraspecificEpithet","comments"
"1",NA,"Universidade Regional de Blumenau, FURB","FURB","56090","Recordia reitzii (Moldenke) Thode & O'Leary","Verbenaceae","Recordia","reitzii","(Moldenke) Thode & O'Leary","Kassner-Filho, A.","2017-10-17T00:00:00.000+0000",NA,"1226",NA,"Kassner-Filho, A.",2017,10,17,"Brazil","Santa Catarina","Lauro Muller",NA,-49.499722,-28.35,NA,"BRA:FURB:FURB:0000056090",NA,"Recordia reitzii (Moldenke) Thode & O'Leary",NA,NA,NA
"2",NA,"UDESC","LUSC","7891","Recordia reitzii (Moldenke) Thode & O'Leary","Verbenaceae","Recordia","reitzii","(Moldenke) Thode & O'Leary","C. Mondin",NA,NA,"3738",NA,NA,2017,10,8,"Brazil","Santa Catarina","Florianópolis","Na Costa de Dentro.",NA,NA,"Árvore com ca. 8 m de altura, na borda da mata. Flores brancas, perfumadas. Ornamental.","BRA:UDESC:LUSC:0000007891",NA,"Recordia reitzii (Moldenke) Thode & O'Leary",NA,NA,NA
"3",NA,"UFRGS","ICN","197217","Recordia reitzii (Moldenke) Thode & O'Leary","Verbenaceae","Recordia","reitzii","(Moldenke) Thode & O'Leary","J.A. Jarenkow",NA,NA,"438",NA,"Külkamp",2017,11,18,"Brazil","Rs","Morrinhos do Sul","Próximo a serra da Tajuva",-49.975278,-29.379444,"Arvore de 5 metros.; Borda de mata, perto do rio.","BRA:UFRGS:ICN:0000197217",NA,"Recordia reitzii (Moldenke) Thode & O'Leary",NA,NA,NA
"4",NA,"UNESC","CRI","12386","Recordia reitzii (Moldenke) Thode & O'Leary","Verbenaceae","Recordia","reitzii","(Moldenke) Thode & O'Leary","Renato Colares","2018-05-24T00:00:00.000+0000",NA,NA,NA,"Renato Colares",2016,11,NA,"Brazil","Santa Catarina","Siderópolis","Lote 42.",-49.453611,-28.570278,NA,"BRA:UNESC:CRI:0000012386",NA,"Recordia reitzii (Moldenke) Thode & O'Leary",NA,NA,NA
"6",NA,"Universidade Regional de Blumenau, FURB","FURB","45434","Verbenoxylum reitzii (Moldenke) Tronc.","Verbenaceae","Recordia","reitzii","(Moldenke) Tronc.","Oliveira, AA de","2015-01-12T00:00:00.000+0000",NA,"839",NA,"Oliveira, A.A. de",2015,1,12,"Brazil","Santa Catarina","Jacinto Machado","Cará.",-49.859167,-28.979444,"Fito IFFSC 15 /N/68","BRA:FURB:FURB:0000045434",NA,"Verbenoxylum reitzii (Moldenke) Tronc.",NA,NA,NA
"7",NA,"Universidade Federal de Sergipe, UFS","ASE","40257","Verbenoxylum reitzii (Moldenke) Tronc.","Verbenaceae","Recordia","reitzii","(Moldenke) Tronc.","Valduga, E","2015-02-01T00:00:00.000+0000",NA,"1482",NA,"Gonzatti, F",2014,11,30,"Brazil","Rio Grande do Sul","Osório","Morro da Borussia",-50.1121,-29.5216,"Árvore; Bordo da mata","BRA:UFS:ASE:0000040257",NA,"Verbenoxylum reitzii (Moldenke) Tronc.",NA,NA,NA
"12",NA,"UFRGS","ICN","190415","Verbenoxylum reitzii (Moldenke) Tronc.","Verbenaceae","Recordia","reitzii","(Moldenke) Tronc.","Thode, VA","2012-08-24T00:00:00.000+0000",NA,"1",NA,"Comerlato, LC; Vignoli-Silva, M; Zuanazzi, JAS; Ramos, G",2012,4,2,"Brazil","Rs","Osório","Morro da Borussia ao lado mirante (voo livre); 29°52'54""S 50°17'14""W",-50.287222,-29.881667,"Árvore com aproximadamente 3m de altura, flores brancas.; Na borda de mata.","BRA:UFRGS:ICN:0000190415",NA,"Verbenoxylum reitzii (Moldenke) Tronc.",NA,NA,NA
"13",NA,"UFRGS","ICN","175535","Verbenoxylum reitzii (Moldenke) Tronc.","Verbenaceae","Recordia","reitzii","(Moldenke) Tronc.",NA,NA,NA,"405",NA,"Thode, V",2011,5,5,"Brazil","Sc","Lauro Müller","Serra do Rio do Rastro, beira da estrada, pto 133",-49.503611,-28.387778,NA,"BRA:UFRGS:ICN:0000175535",NA,"Verbenoxylum reitzii (Moldenke) Tronc.",NA,NA,NA
"14",NA,"UFRGS","ICN","166764","Verbenoxylum reitzii (Moldenke) Tronc.","Verbenaceae","Recordia","reitzii","(Moldenke) Tronc.",NA,NA,NA,"314",NA,"Thode, V",2010,1,19,"Brazil","Sc","Criciúma","mata da SADC 28 42'25.3"" e 49 24'30.6"" pto 92",0,0,"árvore estéril; Borda de mato","BRA:UFRGS:ICN:0000166764",NA,"Verbenoxylum reitzii (Moldenke) Tronc.",NA,NA,NA
"15",NA,"UFRGS","ICN","166766","Verbenoxylum reitzii (Moldenke) Tronc.","Verbenaceae","Recordia","reitzii","(Moldenke) Tronc.",NA,NA,NA,"317",NA,"Thode, V",2010,1,20,"Brazil","Sc","Treviso","28 43' 10 19676'' e -49 22' 12 67608'' (pto 121)",0,0,"árvore estéril; borda da trilha ao lado do rio, muito freqüente","BRA:UFRGS:ICN:0000166766",NA,"Verbenoxylum reitzii (Moldenke) Tronc.",NA,NA,NA
"16",NA,"UFRGS","ICN","166765","Verbenoxylum reitzii (Moldenke) Tronc.","Verbenaceae","Recordia","reitzii","(Moldenke) Tronc.",NA,NA,NA,"315",NA,"Thode, V",2010,1,19,"Brazil","Sc","Siderópolis","-28 43' 10 19676'' e -49 22' 12 67608'' (pto 118)",0,0,"árvore; fr.; Beira de estrada de chão","BRA:UFRGS:ICN:0000166765",NA,"Verbenoxylum reitzii (Moldenke) Tronc.",NA,NA,NA
"17",NA,"UFRGS","ICN","166767","Verbenoxylum reitzii (Moldenke) Tronc.","Verbenaceae","Recordia","reitzii","(Moldenke) Tronc.",NA,NA,NA,"318",NA,"Thode, V",2010,1,20,"Brazil","Sc","Treviso","28 29' 22 78788'' e -49 31' 13 63152'' (pto 124)",0,0,"árvore estéril; borda da trilha ao lado do rio","BRA:UFRGS:ICN:0000166767",NA,"Verbenoxylum reitzii (Moldenke) Tronc.",NA,NA,NA
"18",NA,"UCS","HUCS","36682","Verbenoxylum reitzii (Moldenke) Tronc.","Verbenaceae","Recordia","reitzii","(Moldenke) Tronc.","Giehl, E. .H.","2010-01-01T00:00:00.000+0000",NA,"521",NA,"Pasini, E.",2010,11,27,"Brazil","Rio Grande do Sul","Osório","Morro da Bonísia",0,0,"beira da mata atlântica - topo do morro","BRA:UCS:HUCS:0000036682",NA,"Verbenoxylum reitzii (Moldenke) Tronc.",NA,NA,NA
