"","modified","institutionCode","collectionCode","catalogNumber","scientificName","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","bibliographicCitation","acceptedNameUsage","identificationQualifier","infraspecificEpithet","fieldNumber","comments"
"1",NA,"UFRB","HURB","13871","Couepia bondarii Prance","Chrysobalanaceae","Couepia","bondarii","Prance",NA,NA,NA,"1113","Victor Jr., V.",2013,1,19,"Brazil","Bahia","Ibirapitanga","Serra do Papuã; APA do Pratigi",NA,NA,NA,"BRA:UFRB:HURB:0000013871",NA,"Couepia bondarii Prance",NA,NA,NA,NA
"2",NA,"UFRB","HURB","13870","Couepia bondarii Prance","Chrysobalanaceae","Couepia","bondarii","Prance",NA,NA,NA,"1831","Victor Jr., V.",2013,1,17,"Brazil","Bahia","Ibirapitanga","Serra do Papuã; APA do Pratigi",NA,NA,NA,"BRA:UFRB:HURB:0000013870",NA,"Couepia bondarii Prance",NA,NA,NA,NA
"3",NA,"Universidade Federal da Bahia (UFBA)","ALCB","121400","Couepia bondarii Prance","Chrysobalanaceae","Couepia","bondarii","Prance","Gomes, FS","2013-12-01T00:00:00.000+0000",NA,"1618","Gomes, FS",2013,4,15,"Brazil","Bahia","Una",NA,-39.045278,-15.349444,"Folhas cartáceas, face abaxial ferrugínea. 89.3, parcela 01.","BRA:UFBA:ALCB:0000121400",NA,"Couepia bondarii Prance",NA,NA,NA,NA
"4",NA,"Universidade Federal da Bahia (UFBA)","ALCB","121433","Couepia bondarii Prance","Chrysobalanaceae","Couepia","bondarii","Prance","Gomes, FS","2013-12-01T00:00:00.000+0000",NA,"1651","Gomes, FS",2013,5,15,"Brazil","Bahia","Mascote",NA,-39.3825,-15.728056,"Material estéril. 120.1, parcela 01.","BRA:UFBA:ALCB:0000121433",NA,"Couepia bondarii Prance",NA,NA,NA,NA
"5",NA,"Comissão Executiva do Plano da Lavoura Cacaueira (CEPLAC)","CEPEC","135737","Couepia bondarii Prance","Chrysobalanaceae","Couepia","bondarii","Prance",NA,NA,NA,NA,"Carvalho, G. M.",2010,5,NA,"Brazil","Bahia","Porto Seguro","RPPN Estação Veracel",-39.133333,-16.333333,"Floresta Ombrófila Densa","BRA:CEPLAC:CEPEC:0000135737",NA,"Couepia bondarii Prance",NA,NA,NA,NA
"6",NA,"Comissão Executiva do Plano da Lavoura Cacaueira (CEPLAC)","CEPEC","122606","Couepia bondarii Prance","Chrysobalanaceae","Couepia","bondarii","Prance",NA,NA,NA,"CEPEC","Martini, A.",2004,4,NA,"Brazil","Bahia","Uruçuca","Estrada de Itacaré para Ubaitaba. Área do inventário do plano manejo do Parque Estadual da Serra do Conduru. Mata da Fazenda Capitão.",-39.115,-14.499722,"Floresta Ombrófila Densa.","BRA:CEPLAC:CEPEC:0000122606",NA,"Couepia bondarii Prance",NA,NA,NA,NA
"7",NA,"MBML","MBML-HERBARIO","42733","Couepia bondarii Prance","Chrysobalanaceae","Couepia","bondarii","Prance","R.G. Barbosa-Silva/10-05-2018",NA,NA,"13303","W. W. Thomas; M.R. Barbosa, T.S. Santos & J.L. Paixão",2002,11,4,"Brazil","Bahia","Uruçuca","Escola Média de Agropecuária Regional da CEPLAC (EMARC), Reserva Florestal Gregório Bondar. Disturbed Southern Atlantic Wet Forest with cacau",-39.266667,-14.6,"Tree 5m, leaves deep green above, scurfy pale golden beneath, sepals greenish white, petals and filaments white becoming pale yellow with age","BRA:MBML:MBML-HERBARIO:0000042733",NA,"Couepia bondarii Prance",NA,NA,NA,NA
"10","2014-01-17T09:47:00.000+0000","MO","MO","100664595","Couepia bondarii Prance","Chrysobalanaceae","Couepia","bondarii","Prance","G.T. Prance","2005-01-01T00:00:00.000+0000",NA,"Thomas 13303","W. Wayt Thomas|M.R. Barbosa|T. dos Santos|J. Lima Paixão",2002,11,4,"Brazil","Bahia",NA,"Uruçuca, Escola Média de Agropecuária Regional da CEPLAC (EMARC), Reserva Florestal Gregorio Bondar.",-39.266667,-14.6,NA,"urn:catalog:MO:Tropicos:100664595","http://www.tropicos.org/Specimen/100664595","Couepia bondarii Prance",NA,NA,NA,NA
"12",NA,"UESC","UESC","2298","Couepia bondarii Prance","Chrysobalanaceae","Couepia","bondarii","Prance",NA,NA,NA,"3249","Carvalho, A.M.de",1991,2,25,"Brazil","Bahia","Uruçuca",NA,NA,NA,"Árvore caom ca. 5m de altura.","BRA:UESC:UESC:0000002298",NA,"Couepia bondarii Prance",NA,NA,NA,NA
"14",NA,"Instituto de Botânica, IBT","SP","33192","Couepia bondarii Prance","Chrysobalanaceae","Couepia","bondarii","Prance","Prance, GT","1972-01-01T00:00:00.000+0000","HOLOTYPE","1863","Bondar, G",1937,2,3,"Brazil","Bahia","Água Preta",NA,0,0,NA,"BRA:IBt:SP:0000033192",NA,"Couepia bondarii Prance",NA,NA,NA,NA
