"","institutionCode","catalogNumber","recordedBy"
"1","Instituto Nacional de Pesquisas da Amazônia (INPA)","238982","Prata, EMB"
"2","Instituto Nacional de Pesquisas da Amazônia (INPA)","223079","Santos, AD dos"
"3","Instituto Nacional de Pesquisas da Amazônia (INPA)","249576","Soares, ML"
"4","Instituto Nacional de Pesquisas da Amazônia (INPA)","182048","Ferreira, CAC"
"5","Instituto Nacional de Pesquisas da Amazônia (INPA)","217017","Daly, DC"
"6","Instituto Nacional de Pesquisas da Amazônia (INPA)","141131","Ribeiro, JELS"
"7","Instituto Nacional de Pesquisas da Amazônia (INPA)","141094","Benat, H"
"8","Instituto Nacional de Pesquisas da Amazônia (INPA)","47829","Ramos, JF"
"9","Instituto Nacional de Pesquisas da Amazônia (INPA)","45107","Campbell, DG"
"10","Instituto Nacional de Pesquisas da Amazônia (INPA)","45106","Campbell, DG"
"11","Instituto Nacional de Pesquisas da Amazônia (INPA)","39844","Lleras, E"
"12","Instituto Nacional de Pesquisas da Amazônia (INPA)","40591","Lleras, E"
"13","Instituto Nacional de Pesquisas da Amazônia (INPA)","32231","Prance, GT"
