"","modified","institutionCode","collectionCode","catalogNumber","scientificName","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","fieldNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","bibliographicCitation","acceptedNameUsage"
"1","2018-10-01T10:18:55.000+0000","JBRJ","RB","RB01399180","Couepia rufa Ducke","Chrysobalanaceae","Couepia","rufa","Ducke","F.Gomes Silva",NA,NA,"385",NA,"F.Gomes-Silva; M.L.Bazante, F.A.A.Nepomuceno e T.S.Coutinho",2017,10,24,"Brazil","Pernambuco","Gravatá","Próximo a Serra do Contente",NA,NA,NA,"urn:catalog:JBRJ:RB:1399180",NA,"Couepia rufa Ducke"
"2",NA,"IMA","MAC","61660","Couepia rufa Ducke","Chrysobalanaceae","Couepia","rufa","Ducke","F.Gomes-Silva","2017-01-30T00:00:00.000+0000",NA,"4715",NA,"L.Nusbaumer",2015,10,30,"Brazil","Pernambuco","Jaqueira","Serra de Mosquito., Entre Pedra d' Anta e Serra de Kengo.",-36.419444,-9.191375,"Árvore ca. 28 m. Botões florais brancos.; Mata Atlântica.","BRA:IMA:MAC:0000061660",NA,"Couepia rufa Ducke"
"3",NA,"Universidade Federal da Bahia (UFBA)","ALCB","117984","Couepia rufa Ducke","Chrysobalanaceae","Couepia","rufa","Ducke","Guedes, ML","2014-12-01T00:00:00.000+0000",NA,"23044",NA,"Guedes, ML; Kelmo, F; Alunos de Kelmo da Disciplina Ecologia",2014,11,8,"Brazil","Bahia","Maraú","Litoral Sul, Ponto 02 a 8 km de Barra Grande.",-38.933333,-13.95,"de ca 6 m de altura. Folhas coriáceas, discolores. Frutos imaturos verdes.","BRA:UFBA:ALCB:0000117984",NA,"Couepia rufa Ducke"
"4",NA,"IMA","MAC","57606","Couepia rufa Ducke","Chrysobalanaceae","Couepia","rufa","Ducke","B.S.Amorim; F.Gomes-Silva","2017-02-02T00:00:00.000+0000",NA,"1779",NA,"B.S.Amorim; J.L.Costa-Lima; D.Araújo; S.N.Moreira; M.A.Chagas",2013,1,31,"Brazil","Pernambuco","Jaqueira","RPPN Frei Caneca, Borda da mata.",-36.325833,-9.218611,"Arvoreta ca. 6 m. Face abaxial da folha com tricomas ferrugíneos. Frutos verdes.; Mata Atântica.","BRA:IMA:MAC:0000057606",NA,"Couepia rufa Ducke"
"5","2018-07-10T17:13:47.000+0000","JBRJ","RB","RB00825513","Couepia rufa Ducke","Chrysobalanaceae","Couepia","rufa","Ducke",NA,NA,NA,"16331",NA,"G. Pereira-Silva; A.J.B. Santos; G.P.E. Rocha & J.B. Pereira",2012,8,18,"Brazil","Rondônia","Porto Velho","Estrada à esquerda no final do ramal Primavera.",-65.118333,-9.616111,"Árvore com cerca de 40 metros de altura","urn:catalog:JBRJ:RB:825513",NA,"Couepia rufa Ducke"
"6",NA,"UEFS","HUEFS","188660","Couepia rufa Ducke","Chrysobalanaceae","Couepia","rufa","Ducke",NA,NA,NA,"2547",NA,"Matos, E.N.de",2011,10,31,"Brazil","Bahia","Valença","Maricultura Bahia",-38.982222,-13.250833,"Restinga. Floresta.","BRA:UEFS:HUEFS:0000188660",NA,"Couepia rufa Ducke"
"7",NA,"IMA","MAC","47447","Couepia rufa Ducke","Chrysobalanaceae","Couepia","rufa","Ducke","F.Gomes-Silva","2017-01-30T00:00:00.000+0000",NA,"12824",NA,"R.P.Lyra-Lemos; F.Cavalcante; M.C.S.Mota",2010,1,24,"Brazil","Alagoas","Ibateguara",NA,0,0,"Árvore ca. 8m de altura.; Mata Atlântica.","BRA:IMA:MAC:0000047447",NA,"Couepia rufa Ducke"
"8",NA,"IMA","MAC","47971","Couepia rufa Ducke","Chrysobalanaceae","Couepia","rufa","Ducke","F.Gomes Silva","2017-01-30T00:00:00.000+0000",NA,"382",NA,"F.Cavalcante; M.C.S.Mota",2010,3,14,"Brazil","Alagoas","Ibateguara","Usina Serra Grande, mata Petrópolis",-35.929444,-8.975556,"Árvore ca. de 15m de altura. Estéril.; Mata Atlântica.","BRA:IMA:MAC:0000047971",NA,"Couepia rufa Ducke"
"9",NA,"IMA","MAC","35117","Couepia rufa Ducke","Chrysobalanaceae","Couepia","rufa","Ducke","E.C.O.Chagas","2009-01-10T00:00:00.000+0000",NA,"1625",NA,"Chagas-Mota; J.W.A.Silva; P.B.Alves",2009,1,10,"Brazil","Alagoas","São Luiz do Quitunde","Garabu.",0,0,"Árvore ca. 2 m de altura. Superfície com lanugem ferrugínea.; Mata Pluvial Atlântica.","BRA:IMA:MAC:0000035117",NA,"Couepia rufa Ducke"
"10",NA,"UNICAP","HUCPE","1048","Couepia rufa Ducke","Chrysobalanaceae","Couepia","rufa","Ducke","IPA","2010-01-14T00:00:00.000+0000",NA,"D437",NA,"Cunha, L. .V.",2009,2,13,"Brazil","Pernambuco","Igarassu","Mata Córrego do Pinto",-34.87481,-7.832298,NA,"BRA:UNICAP:HUCPE:0000001048",NA,"Couepia rufa Ducke"
