"","modified","institutionCode","collectionCode","catalogNumber","scientificName","identificationQualifier","family","genus","specificEpithet","infraspecificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","fieldNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","comments","bibliographicCitation","acceptedNameUsage"
"1","","","HUEFS","239975","Parinari littoralis Prance","","Chrysobalanaceae","Parinari","littoralis","","Prance","","","","1020","","Barbosa-Silva, R.G.","2018","1","31","brazil","Bahia","Entre Rios","Borda da mata da Fazenda Rio Negro","-38.042945","-12.073204","Floresta estacional","","centroide mpo","GBIF","Parinari littoralis Prance"
"2","","","HUEFS","239969","Parinari littoralis Prance","","Chrysobalanaceae","Parinari","littoralis","","Prance","","","","1014","","Barbosa-Silva, R.G.","2018","1","31","brazil","Bahia","Entre Rios","Mata do Areal.","-37","-12.416944","Floresta Ombrófila.","","original coordinates","GBIF","Parinari littoralis Prance"
"3","","","HUEFS","239977","Parinari littoralis Prance","","Chrysobalanaceae","Parinari","littoralis","","Prance","","","","1022","","Barbosa-Silva, R.G.","2018","1","31","brazil","Bahia","Entre Rios","Fazenda Rio Negro","-38.042945","-12.073204","Floresta estacional","","centroide mpo","GBIF","Parinari littoralis Prance"
"4","","","HUEFS","243014","Parinari littoralis Prance","","Chrysobalanaceae","Parinari","littoralis","","Prance","","","","2911","","Costa-Lima, J.L.","2018","5","5","brazil","Bahia","Valença","Mata de restinga próxima a rodovia BA-887, caminho para Guaibim.","-39.003333","-12.317222","","","original coordinates","GBIF","Parinari littoralis Prance"
"5","","","VIES","13686","Parinari littoralis Prance","","Chrysobalanaceae","Parinari","littoralis","","Prance","R.G. Barbosa-Silva","2018-05-07","","19382","","Guedes, M.L.; Gomes, F.S.","2012","3","2","brazil","Bahia","Jandaíra","Estrada para Jandaíra.","-37.597289","-11.597756","SW1137","","centroide mpo","GBIF","Parinari littoralis Prance"
"6","","","JPB","50945","Parinari littoralis Prance","","Chrysobalanaceae","Parinari","littoralis","","Prance","Barbosa-Silva, RG","2017-12-01","","141","","Déda, RM; Amorim, BS; Chagas, MA; Costa-Lima, JL; Lourenço, AR; Santos, E","2012","4","17","brazil","Sergipe","Santa Luzia do Itanhy","RPPN Mata do Crasto","-37.425861","-11.382639","Árvore com cerca de 10 m. Inflorescência creme. Frutos marrons com manchas pretas.; Mata Atlântica.","","original coordinates","GBIF","Parinari littoralis Prance"
"7","","","JPB","50402","Parinari littoralis Prance","","Chrysobalanaceae","Parinari","littoralis","","Prance","Barbosa-Silva, RG","2017-12-01","","283","","Gomes, LA; Déda, RM; Santos, E","2011","12","20","brazil","Sergipe","Santa Luzia do Itanhy","RPPN Mata do Crasto, Borda de mata. Solo arenoso","-37.421389","-11.375556","Árvore com cerca de 8m. Com frutos marrom.; Mata Atlântica.","","original coordinates","GBIF","Parinari littoralis Prance"
"8","","","RB","RB00755343","Parinari littoralis Prance","","Chrysobalanaceae","Parinari","littoralis","","Prance","G.T.PRANCE","","","27","","R. C. A Pereira et. al.;","2011","12","3","brazil","Bahia","Itacaré","Campo cheiroso. Rod. Ilhéus- Itacaré, km 46.","-39.033333","-14.383333","Árvore ca. 15m alt; folhas discolores, face adaxial verde escura e abaxial acizentada. Inflorescência amarronzadas e flores creme.","","original coordinates","GBIF","Parinari littoralis Prance"
"9","","","UESC","21499","Parinari littoralis Prance","","Chrysobalanaceae","Parinari","littoralis","","Prance","R.G. Barbosa-Silva","2017-10-01","","","","Rocha-Santos, L.","2010","6","","brazil","Bahia","Ituberá","","-39.228889","-16.840278","Trecho bem conservado e outros estágios médios de regeneração.; Árvore de 11cm de DAP e 12m de altura. Presente em área de floresta em estágio médio de regeneração.; (N° T2, 135m, 43)","","original coordinates","GBIF","Parinari littoralis Prance"
"10","","","HUEFS","165922","Parinari littoralis Prance","","Chrysobalanaceae","Parinari","littoralis","","Prance","","","","762","","Popovkin, A.V.","2010","10","9","brazil","Bahia","Entre Rios","Fazenda Rio do Negro. Residual stands of the Atlantic Forest of the Rio do Negro valley, ca. 15 km southeast of Entre Rios.","-38.033333","-12.016667","Atlantic forest.","","original coordinates","GBIF","Parinari littoralis Prance"
"11","","","SPF","215732","Parinari littoralis Prance","","Chrysobalanaceae","Parinari","littoralis","","Prance","Barbosa-Silva, RG","2017-07-01","","467","","Daneu, L","2010","11","25","brazil","Bahia","Ilhéus","Estrada Ilhéus - Uma, entrada à direita sentido a Vila Brasil.","-39.083333","-15.15","","","original coordinates","GBIF","Parinari littoralis Prance"
"12","","","UFP","56807","Parinari littoralis Prance","","Chrysobalanaceae","Parinari","littoralis","","Prance","Barbosa-Silva, R.G.","2017-10-29","","269","","Mendes, K.","2009","1","5","brazil","Sergipe","Areia Branca","Parque Nacional Serra de Itabaiana-Trilha para o véu da noiva.","-37.331991","-10.788646","HABITAT:Arbustivo-arbóreo,arenoso. &nf;&nf;&nf;&nf;; DESC:Árvore cerca de 6m, estéril. Face abaxial ferruginea. Lado oposto do alagado da casa de tratamento de água. &nf;&nf;&nf;;","","centroide mpo (0)","GBIF","Parinari littoralis Prance"
"13","","","HUEFS","158328","Parinari littoralis Prance","","Chrysobalanaceae","Parinari","littoralis","","Prance","","","","592","","Popovkin, A.V.","2009","5","28","brazil","Bahia","Entre Rios","Fazenda Rio do Negro. Residual stands of the Atlantic Forest of the Rio do Negro valley, ca. 15 km southeast of Entre Rios.","-38.033333","-12.016667","","","original coordinates","GBIF","Parinari littoralis Prance"
"14","","","ASE","20539","Parinari littoralis Prance","","Chrysobalanaceae","Parinari","littoralis","","Prance","Landim, M","2011-12-01","","180","","Matos, IS; Santos, E","2009","8","24","brazil","Sergipe","Itaporanga d'Ajuda","Fazenda Trapsa, Borda da Mata.","-37.310278","-10.998333","Árvore com cerca de 2,5 metros. Flores com cálice amarelado e corola branca. Fruto imaturo verde.; Árvore com cerca de 2,5 metros. Flores com cálice amarelado e corola branca. Fruto imaturo verde.","","original coordinates","GBIF","Parinari littoralis Prance"
"15","","","HUEFS","143254","Parinari littoralis Prance","","Chrysobalanaceae","Parinari","littoralis","","Prance","","","","333","","Popovkin, A.V.","2008","7","23","brazil","Bahia","Entre Rios","Fazenda Rio do Negro. Residual stands of the Atlantic Forest of the Rio do Negro valley, ca. 15 km southeast of Entre Rios.","-37.95","-12.883333","","","original coordinates","GBIF","Parinari littoralis Prance"
"16","","","ASE","9872","Parinari littoralis Prance","","Chrysobalanaceae","Parinari","littoralis","","Prance","Landim, M","2011-12-01","","21","","Melo, JF; Santos, E","2007","2","27","brazil","Sergipe","Itaporanga d'Ajuda","Faz. Trapsa","-37.1837","-10.5954","arvore. 7. m. flores e botões verdes.; arvore. 7. m. flores e botões verdes.; Mata atlantica","","original coordinates","GBIF","Parinari littoralis Prance"
