"","modified","institutionCode","collectionCode","catalogNumber","scientificName","identificationQualifier","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","fieldNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","bibliographicCitation","acceptedNameUsage"
"1","2017-10-15T11:14:31.000+0000","JBRJ","RB","RB01117727","Hirtella martiana Hook.f.",NA,"Chrysobalanaceae","Hirtella","martiana","Hook.f.","A.S.L. Marinho",NA,NA,"4087",NA,"J.E.Q. Faria; M.R.V. Zanatta; B.M. Castro",2014,8,20,"Brazil","Distrito Federal","Brasília","Margem da estrada entre Morro da Pedreira e a DF.205.",-47.861389,-15.495833,"Árvore ca de 6 m de alt, botões verdes e florais brancas.","urn:catalog:JBRJ:RB:1117727",NA,"Hirtella martiana Hook.f."
"2",NA,"Universidade Federal da Bahia (UFBA)","ALCB","115530","Hirtella martiana Hook.f.",NA,"Chrysobalanaceae","Hirtella","martiana","Hook.f.","Guedes, ML","2016-11-01T00:00:00.000+0000",NA,"4455",NA,"Roque, N; Guedes, ML; Gandara, A; Campos, L",2014,8,6,"Brazil","Bahia","Licínio de Almeida","Serra Geral, Sete quedas.",-42.532778,-14.516389,NA,"BRA:UFBA:ALCB:0000115530",NA,"Hirtella martiana Hook.f."
"4",NA,"Universidade Federal da Bahia (UFBA)","ALCB","116745","Hirtella martiana Hook.f.",NA,"Chrysobalanaceae","Hirtella","martiana","Hook.f.","Guedes, ML","2016-11-01T00:00:00.000+0000",NA,"22549",NA,"Guedes, ML; Borges, RL; Stadnik, A; Sacramento, CC",2014,10,15,"Brazil","Bahia","Licínio de Almeida","Caminho para Riacho Fundo.",-42.526389,-14.584722,"de ca 4 m de altura. Folhas cartáceas, discolores. Inflorescência axilar, flores com estames alvos. Frutos imaturos, verdes, vilosos.","BRA:UFBA:ALCB:0000116745",NA,"Hirtella martiana Hook.f."
"5",NA,"UEFS","HUEFS","211137","Hirtella martiana Hook.f.",NA,"Chrysobalanaceae","Hirtella","martiana","Hook.f.",NA,NA,NA,"85",NA,"Asprino, R.C.",2014,10,28,"Brazil","Bahia","Rio de Contas","Margem do rio Brumado, próximo à Cachoeira do Fraga.",NA,NA,NA,"BRA:UEFS:HUEFS:0000211137",NA,"Hirtella martiana Hook.f."
"6",NA,"Cenargen","CEN","89511","Hirtella martiana Hook.f.",NA,"Chrysobalanaceae","Hirtella","martiana","Hook.f.","R. F. Haidar",NA,NA,"1762",NA,"Ricardo Flores Haidar",2013,7,4,"Brazil","Mt","NOVA BRASILANDIA",NA,-54.854722,-14.921666,"Flor.","BRA:Cenargen:CEN:0000089511",NA,"Hirtella martiana Hook.f."
"7",NA,"UnB","UB","216850","Hirtella martiana Hook.f.",NA,"Chrysobalanaceae","Hirtella","martiana","Hook.f.","Kuhlmann, MP","2013-12-04T00:00:00.000+0000",NA,"262",NA,"Kuhlmann, MP",2013,12,4,"Brazil","Distrito Federal","Brasília","Estação Ecológica Águas Emendadas",0,0,"Foto em www.frutosatrativosdocerrado.bio.br; Árvore 10 m; fruto roxo maduro, 1 semente; Mata de Galeria","BRA:UnB:UB:0000216850",NA,"Hirtella martiana Hook.f."
"10",NA,"Universidade Federal da Bahia (UFBA)","ALCB","105867","Hirtella martiana Hook.f.",NA,"Chrysobalanaceae","Hirtella","martiana","Hook.f.","Guedes, ML","2016-11-01T00:00:00.000+0000",NA,"3641",NA,"Roque, N; Borges, RL; Oliveira, GR de; Stadnik, A; Santana, FA",2012,7,19,"Brazil","Bahia","Licínio de Almeida","Serra Geral, Serra do Salto. Boiadeiro - Pedreira do Riacho Fundo",-42.539722,-14.553056,"ca. 3m alt. Ramos decumbentes. Folhas levemente discolores. Sépalas verdes, corola e estames alvos.","BRA:UFBA:ALCB:0000105867",NA,"Hirtella martiana Hook.f."
"11",NA,"Universidade Federal da Bahia (UFBA)","ALCB","105769","Hirtella martiana Hook.f.",NA,"Chrysobalanaceae","Hirtella","martiana","Hook.f.","Guedes, ML","2016-11-01T00:00:00.000+0000",NA,"3369",NA,"Roque, N; Santana, FA; Alves, M; Hurbath, F",2011,9,17,"Brazil","Bahia","Licínio de Almeida","Serra Geral, Serra do Salto. Trilha da Fazenda Matinha para o Xaxá",-42.543056,-14.675278,"ca. 6m alt. Ramos decumbentes, folhas discolores. Sépalas e pétalas verdes, estames alvos.","BRA:UFBA:ALCB:0000105769",NA,"Hirtella martiana Hook.f."
"13",NA,"UEFS","HUEFS","166556","Hirtella martiana Hook.f.",NA,"Chrysobalanaceae","Hirtella","martiana","Hook.f.",NA,NA,NA,"56155",NA,"Harley, R.M.",2010,9,26,"Brazil","Bahia","Rio de Contas","O Ponte do Coronel",-41.868333,-13.493889,"Vegetacao ribeirinha,","BRA:UEFS:HUEFS:0000166556",NA,"Hirtella martiana Hook.f."
"14",NA,"USP","SPF","205323","Hirtella martiana Hook.f.",NA,"Chrysobalanaceae","Hirtella","martiana","Hook.f.",NA,NA,NA,"56160",NA,"Harley, RM",2010,9,27,"Brazil","Bahia","Rio de Contas",NA,-41.870556,-13.493889,NA,"BRA:USP:SPF:0000205323",NA,"Hirtella martiana Hook.f."
"15",NA,"Jardim Botânico de Brasília (JBB)","HEPH","27083","Hirtella martiana Hook.f.",NA,"Chrysobalanaceae","Hirtella","martiana","Hook.f.","Marinho, ASL","2014-03-11T00:00:00.000+0000",NA,"2307",NA,"Ramos, AE; et al.",2010,9,15,"Brazil","Distrito Federal","Planaltina","Núcleo Rural Fazenda Larga. FL 78.",-47.458056,-15.533056,"Árvore 5m; Fruto Imaturos verdes;; Interior de mata; Relevo Plano","BRA:JBB:HEPH:0000027083",NA,"Hirtella martiana Hook.f."
