"","modified","institutionCode","collectionCode","catalogNumber","scientificName","identificationQualifier","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","fieldNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","acceptedNameUsage"
"1",NA,"UEFS","HUEFS","29053","Licania spicata Hook.f.",NA,"Chrysobalanaceae","Licania","spicata","Hook.f.",NA,NA,NA,"61510",NA,"Hatschbach, G.",1995,1,15,"Brazil","Espírito Santo","Venda Nova do Imigrante","Alto Bananal",NA,NA,"Mata pluvial","BRA:UEFS:HUEFS:0000029053","Licania spicata Hook.f."
"2",NA,"UCS","HUCS","12315","Licania spicata Hook.f.",NA,"Chrysobalanaceae","Licania","spicata","Hook.f.","Prance, G. .T.","1996-01-01T00:00:00.000+0000",NA,"61510",NA,"Hatschbach, G.; Hatschbach, M.; Silva, J.M.",1995,1,15,"Brazil","Espírito Santo","Venda Nova do Imigrante",NA,0,0,"árvore - 20 m, flor creme; mata pluvial","BRA:UCS:HUCS:0000012315","Licania spicata Hook.f."
"3","2017-10-18T23:08:24.000+0000","JBRJ","RB","RB00070321","Licania spicata Hook.f.",NA,"Chrysobalanaceae","Licania","spicata","Hook.f.","G.T. Prance","1996-01-01T00:00:00.000+0000",NA,"61510",NA,"G.Hatschbach; J.M.Silva",1995,1,15,"Brazil","Espírito Santo","Espírito Santo","Alto Bananal, Venda Nova do Imigrante.",NA,NA,"árvore, 20 cm, flor creme,","urn:catalog:JBRJ:RB:70321","Licania spicata Hook.f."
"4",NA,"MBM","MBM","172632","Licania spicata Hook.f.",NA,"Chrysobalanaceae","Licania","spicata","Hook.f.","Prance, GT",NA,NA,"61510",NA,"Hatschbach, G; Hatschbach, M; Silva, JM",1995,1,15,"Brazil","Espírito Santo","Venda Nova do Imigrante","Alto Bananal",0,0,NA,"BRA:MBM:MBM:0000172632","Licania spicata Hook.f."
"5",NA,"MBM","MBM","172634","Licania spicata Hook.f.",NA,"Chrysobalanaceae","Licania","spicata","Hook.f.","Prance, GT",NA,NA,"61607",NA,"Hatschbach, G; Hatschbach, M; Silva, JM",1995,1,17,"Brazil","Espírito Santo","Domingos Martins","Rod. BR-262, próximo a Vitor Hugo, Rio Jucu Braço Sul",0,0,NA,"BRA:MBM:MBM:0000172634","Licania spicata Hook.f."
"6",NA,"USP","SPF","112478","Licania spicata Hook.f.",NA,"Chrysobalanaceae","Licania","spicata","Hook.f.","Prance, GT","1996-01-01T00:00:00.000+0000",NA,"61607",NA,"Hatschbach, M",1995,1,17,"Brazil","Espírito Santo","Domingos Martins",NA,0,0,NA,"BRA:USP:SPF:0000112478","Licania spicata Hook.f."
"7",NA,"Universidade Estadual de Londrina, UEL","FUEL","21528","Licania spicata Hook.f.",NA,"Chrysobalanaceae","Licania","spicata","Hook.f.","Prance, GT","1996-01-01T00:00:00.000+0000",NA,"61510",NA,"Hatschbach, G",1995,1,15,"Brazil","Espírito Santo","Venda Nova do Imigrante","Alto Bananal",0,0,"Árvore 20m alt; flor creme. Mata pluvial. Alt.: 900m","BRA:UEL:FUEL:0000021528","Licania spicata Hook.f."
"8",NA,"MBM","MBM","216537","Licania spicata Hook.f.",NA,"Chrysobalanaceae","Licania","spicata","Hook.f.","Prance, GT",NA,NA,"5997",NA,"Carvalho, AM de; et al.",1995,3,12,"Brazil","Bahia","Ilhéus","Mata da Esperança",0,0,NA,"BRA:MBM:MBM:0000216537","Licania spicata Hook.f."
"9",NA,"Universidade Federal da Bahia (UFBA)","ALCB","031994","Licania spicata Hook.f.",NA,"Chrysobalanaceae","Licania","spicata","Hook.f.","Prance, GT","1996-01-01T00:00:00.000+0000",NA,"5997",NA,"Carvalho, AM de; Garcia, F; Furlan, A",1995,3,12,"Brazil","Bahia","Ilhéus","Litoral Sul, Mata da Esperança. Ca. 2 Km NNE do Banco da Vitória, na estrada que corre na borda Oeste da mata",-39.091111,-14.777222,"ca. 12m de altura. Folhas discolores com face inferior algo ferrugíneas. Flores creme.; Higrófila Sul Baiana. Pertubada.","BRA:UFBA:ALCB:0000031994","Licania spicata Hook.f."
"10","2015-09-05T07:17:29.000+0000","MNHN","P","P04828749","Licania spicata Hook.f.",NA,"Chrysobalanaceae","Licania","spicata","Hook.f.",NA,NA,NA,NA,40,"Binot",1880,1,1,"Brazil",NA,NA,NA,NA,NA,NA,"http://coldb.mnhn.fr/catalognumber/mnhn/p/p04828749","Licania spicata Hook.f."
