"","modified","institutionCode","collectionCode","catalogNumber","scientificName","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","fieldNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","acceptedNameUsage"
"1",NA,"MBML","MBML-HERBARIO","47857","Hirtella hebeclada Moric.","Chrysobalanaceae","Hirtella","hebeclada","Moric.","F.S. Meyer/Fev.-2009",NA,NA,"893",NA,"F.S. Meyer",2009,2,7,"Brazil","Santa Catarina","São Bento do Sul","Arredores do Cepa Rugendas-Univille, Rio Natal",-49.378611,-26.250556,"Arvoreta ca 7m alt., coletada em matinha secundária, na região de floresta ombrófila densa montana. Flores perfumadas, com pétalas brancas e estames com filetes roxos","BRA:MBML:MBML-HERBARIO:0000047857","Hirtella hebeclada Moric."
"2",NA,"UFPR","UPCB","52304","Hirtella hebeclada Moric.","Chrysobalanaceae","Hirtella","hebeclada","Moric.","Hatschbach, G.","2005-01-01T00:00:00.000+0000",NA,"8789",NA,"Cervi, A.C.",2004,12,22,"Brazil","Santa Catarina","Garuva","Rod. Garuva - Guaratuba, Rio Saí Guaçu, Ponte do XV",NA,NA,"Árvore ca. 10m, flores com pétalas alvas e estames róseos..","BRA:UFPR:UPCB:0000052304","Hirtella hebeclada Moric."
"3",NA,"HUCP",NA,"16654","Hirtella hebeclada Moric.","Chrysobalanaceae","Hirtella","hebeclada","Moric.","Hatschbach, G",NA,NA,"72723",NA,"Hatschbach, G",2001,11,27,"Brazil","Paraná",NA,"Rodovia BR 405",0,0,NA,"16569","Hirtella hebeclada Moric."
"4","2010-08-16T16:15:30.000+0000","Harvard University","GH","barcode-00046214","Hirtella gardnerii Benth.","Chrysobalanaceae","Hirtella","gardnerii","Benth.",NA,NA,"ISOTYPE","370",370,"George Gardner",1838,NA,NA,"Brazil","Rio de Janeiro",NA,"Organ Mountains",NA,NA,NA,NA,"Hirtella gardnerii Benth."
"5","2007-11-02T00:00:00.000+0000","E","E","E00053734","Hirtella gardnerii Benth.","Chrysobalanaceae","Hirtella","gardnerii","Benth.",NA,NA,NA,"370",NA,"Gardner, George",1837,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,"http://data.rbge.org.uk/herb/E00053734","Hirtella gardnerii Benth."
"6",NA,"US","Botany","1066318","Hirtella gardnerii Benth.","Chrysobalanaceae","Hirtella","gardnerii","Benth.",NA,NA,"ISOTYPE","370",NA,"G. Gardner",NA,NA,NA,"Brazil",NA,NA,"Organ Mountains.",NA,NA,NA,"http://n2t.net/ark:/65665/3ab440c00-eab4-429c-b12c-e11e4490bd75","Hirtella gardnerii Benth."
"7",NA,"W","Herbarium W","1889-0132251","Hirtella hebeclada Moric.","Chrysobalanaceae","Hirtella","hebeclada","Moric.",NA,NA,NA,NA,NA,"REFLORA provisional entry",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,"Hirtella hebeclada Moric."
"8",NA,"ER","ER","13918","Hirtella hebeclada Moric.","Chrysobalanaceae","Hirtella","hebeclada","Moric.","Silva, J.M.",NA,NA,NA,NA,"Silva, J.M., Cordeiro, J. & Poliquesi, C.B.",NA,NA,NA,"Brazil",NA,NA,"Colônia Limeira",NA,NA,NA,NA,"Hirtella hebeclada Moric."
"9",NA,"US","Botany","1066317","Hirtella gardnerii Benth.","Chrysobalanaceae","Hirtella","gardnerii","Benth.",NA,NA,"ISOTYPE","370",NA,"G. Gardner",NA,NA,NA,"Brazil",NA,NA,"Mt. Organ.",NA,NA,NA,"http://n2t.net/ark:/65665/38ff5f630-b07f-4d4c-b95f-338eb6927656","Hirtella gardnerii Benth."
"10",NA,"W","Herbarium W","0059418","Hirtella hebeclada Moric.","Chrysobalanaceae","Hirtella","hebeclada","Moric.",NA,NA,NA,NA,NA,"REFLORA provisional entry",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,"Hirtella hebeclada Moric."
"11",NA,"NY","NY","428218","Hirtella gardnerii Benth.","Chrysobalanaceae","Hirtella","gardnerii","Benth.",NA,NA,"ISOTYPE","370",NA,"G. Gardner",NA,NA,NA,"Brazil",NA,NA,"Brasilia",0,0,NA,"52f500c0-9600-40c8-acca-0126c33058b9","Hirtella gardnerii Benth."
"12",NA,"NY","NY","428217","Hirtella gardnerii Benth.","Chrysobalanaceae","Hirtella","gardnerii","Benth.",NA,NA,"ISOTYPE","370",NA,"G. Gardner",NA,NA,NA,"Brazil",NA,NA,"Brasilia",0,0,NA,"2a8b4c58-4b15-4042-b0d5-c2149c374f90","Hirtella gardnerii Benth."
"13",NA,"B","FMNH-B-Types","3354","Hirtella selloana Hook.fil.","Chrysobalanaceae","Hirtella","selloana","Hook.fil.",NA,NA,"HOLOTYPE","2043",NA,"F. Sellow",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,"Hirtella selloana Hook.fil."
"14",NA,"F","Botany","V0053909F","Hirtella gardnerii Benth.","Chrysobalanaceae","Hirtella","gardnerii","Benth.",NA,NA,"ISOTYPE","370",NA,"G. Gardner",NA,NA,NA,"Brazil",NA,NA,NA,-52.8731,-10.8339,NA,"42b32719-75fd-42ca-9431-84343c7ac8af","Hirtella gardnerii Benth."
"15",NA,"NHMUK","BOT","BM000793127","Hirtella hebeclada Moric.","Chrysobalanaceae","Hirtella","hebeclada","Moric.",NA,NA,"TYPE","370",370,"George Gardner",1837,1,NA,"Brazil",NA,NA,NA,-53.08982,-10.773109,NA,"047fb194-92c3-4a24-a329-b6bed34861f6","Hirtella hebeclada Moric."
