"","modified","institutionCode","collectionCode","catalogNumber","scientificName","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","acceptedNameUsage"
"1",NA,"UEFS","HUEFS","239975","Parinari littoralis Prance","Chrysobalanaceae","Parinari","littoralis","Prance",NA,NA,NA,"1020","Barbosa-Silva, R.G.",2018,1,31,"Brazil","Bahia","Entre Rios","Borda da mata da Fazenda Rio Negro",NA,NA,"Floresta estacional","BRA:UEFS:HUEFS:0000239975","Parinari littoralis Prance"
"2",NA,"UEFS","HUEFS","239969","Parinari littoralis Prance","Chrysobalanaceae","Parinari","littoralis","Prance",NA,NA,NA,"1014","Barbosa-Silva, R.G.",2018,1,31,"Brazil","Bahia","Entre Rios","Mata do Areal.",-37,-12.416944,"Floresta Ombrófila.","BRA:UEFS:HUEFS:0000239969","Parinari littoralis Prance"
"3",NA,"UEFS","HUEFS","239977","Parinari littoralis Prance","Chrysobalanaceae","Parinari","littoralis","Prance",NA,NA,NA,"1022","Barbosa-Silva, R.G.",2018,1,31,"Brazil","Bahia","Entre Rios","Fazenda Rio Negro",NA,NA,"Floresta estacional","BRA:UEFS:HUEFS:0000239977","Parinari littoralis Prance"
"4",NA,"UEFS","HUEFS","243014","Parinari littoralis Prance","Chrysobalanaceae","Parinari","littoralis","Prance",NA,NA,NA,"2911","Costa-Lima, J.L.",2018,5,5,"Brazil","Bahia","Valença","Mata de restinga próxima a rodovia BA-887, caminho para Guaibim.",-39.003333,-12.317222,NA,"BRA:UEFS:HUEFS:0000243014","Parinari littoralis Prance"
"5",NA,"UFES","VIES","13686","Parinari littoralis Prance","Chrysobalanaceae","Parinari","littoralis","Prance","R.G. Barbosa-Silva","2018-05-07T00:00:00.000+0000",NA,"19382","Guedes, M.L.; Gomes, F.S.",2012,3,2,"Brazil","Bahia","Jandaíra","Estrada para Jandaíra.",NA,NA,"SW1137","BRA:UFES:VIES:0000013686","Parinari littoralis Prance"
"6",NA,"UFPB","JPB","50945","Parinari littoralis Prance","Chrysobalanaceae","Parinari","littoralis","Prance","Barbosa-Silva, RG","2017-12-01T00:00:00.000+0000",NA,"141","Déda, RM; Amorim, BS; Chagas, MA; Costa-Lima, JL; Lourenço, AR; Santos, E",2012,4,17,"Brazil","Sergipe","Santa Luzia do Itanhy","RPPN Mata do Crasto",-37.425861,-11.382639,"Árvore com cerca de 10 m. Inflorescência creme. Frutos marrons com manchas pretas.; Mata Atlântica.","BRA:UFPB:JPB:0000050945","Parinari littoralis Prance"
"7",NA,"UFPB","JPB","50402","Parinari littoralis Prance","Chrysobalanaceae","Parinari","littoralis","Prance","Barbosa-Silva, RG","2017-12-01T00:00:00.000+0000",NA,"283","Gomes, LA; Déda, RM; Santos, E",2011,12,20,"Brazil","Sergipe","Santa Luzia do Itanhy","RPPN Mata do Crasto, Borda de mata. Solo arenoso",-37.421389,-11.375556,"Árvore com cerca de 8m. Com frutos marrom.; Mata Atlântica.","BRA:UFPB:JPB:0000050402","Parinari littoralis Prance"
"8","2017-10-19T05:51:30.000+0000","JBRJ","RB","RB00755343","Parinari littoralis Prance","Chrysobalanaceae","Parinari","littoralis","Prance","G.T.PRANCE",NA,NA,"27","R. C. A Pereira et. al.;",2011,12,3,"Brazil","Bahia","Itacaré","Campo cheiroso. Rod. Ilhéus- Itacaré, km 46.",-39.033333,-14.383333,"Árvore ca. 15m alt; folhas discolores, face adaxial verde escura e abaxial acizentada. Inflorescência amarronzadas e flores creme.","urn:catalog:JBRJ:RB:755343","Parinari littoralis Prance"
"10",NA,"UESC","UESC","21499","Parinari littoralis Prance","Chrysobalanaceae","Parinari","littoralis","Prance","R.G. Barbosa-Silva","2017-10-01T00:00:00.000+0000",NA,NA,"Rocha-Santos, L.",2010,6,NA,"Brazil","Bahia","Ituberá",NA,-39.228889,-16.840278,"Trecho bem conservado e outros estágios médios de regeneração.; Árvore de 11cm de DAP e 12m de altura. Presente em área de floresta em estágio médio de regeneração.; (N° T2, 135m, 43)","BRA:UESC:UESC:0000021499","Parinari littoralis Prance"
"11",NA,"UEFS","HUEFS","165922","Parinari littoralis Prance","Chrysobalanaceae","Parinari","littoralis","Prance",NA,NA,NA,"762","Popovkin, A.V.",2010,10,9,"Brazil","Bahia","Entre Rios","Fazenda Rio do Negro. Residual stands of the Atlantic Forest of the Rio do Negro valley, ca. 15 km southeast of Entre Rios.",-38.033333,-12.016667,"Atlantic forest.","BRA:UEFS:HUEFS:0000165922","Parinari littoralis Prance"
"12",NA,"USP","SPF","215732","Parinari littoralis Prance","Chrysobalanaceae","Parinari","littoralis","Prance","Barbosa-Silva, RG","2017-07-01T00:00:00.000+0000",NA,"467","Daneu, L",2010,11,25,"Brazil","Bahia","Ilhéus","Estrada Ilhéus - Uma, entrada à direita sentido a Vila Brasil.",-39.083333,-15.15,NA,"BRA:USP:SPF:0000215732","Parinari littoralis Prance"
"14",NA,"UFPE","UFP","56807","Parinari littoralis Prance","Chrysobalanaceae","Parinari","littoralis","Prance","Barbosa-Silva, R.G.","2017-10-29T00:00:00.000+0000",NA,"269","Mendes, K.",2009,1,5,"Brazil","Sergipe","Areia Branca","Parque Nacional Serra de Itabaiana-Trilha para o véu da noiva.",0,0,"HABITAT:Arbustivo-arbóreo,arenoso. &nf;&nf;&nf;&nf;; DESC:Árvore cerca de 6m, estéril. Face abaxial ferruginea. Lado oposto do alagado da casa de tratamento de água. &nf;&nf;&nf;;","BRA:UFPE:UFP:0000056807","Parinari littoralis Prance"
"15",NA,"UEFS","HUEFS","158328","Parinari littoralis Prance","Chrysobalanaceae","Parinari","littoralis","Prance",NA,NA,NA,"592","Popovkin, A.V.",2009,5,28,"Brazil","Bahia","Entre Rios","Fazenda Rio do Negro. Residual stands of the Atlantic Forest of the Rio do Negro valley, ca. 15 km southeast of Entre Rios.",-38.033333,-12.016667,NA,"BRA:UEFS:HUEFS:0000158328","Parinari littoralis Prance"
