"","modified","institutionCode","collectionCode","catalogNumber","scientificName","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","fieldNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","bibliographicCitation","acceptedNameUsage","identificationQualifier","infraspecificEpithet","comments"
"1","2017-10-10T22:01:32.000+0000","JBRJ","RB","RB00811538","Hirtella glaziovii Taub.","Chrysobalanaceae","Hirtella","glaziovii","Taub.","G.T.PRANCE",NA,NA,"3630",NA,"J. Paula Souza; V.C. Souza",2003,11,6,"Brazil","São Paulo","Caraguatatuba",NA,NA,NA,NA,"urn:catalog:JBRJ:RB:811538",NA,"Hirtella glaziovii Taub.",NA,NA,NA
"2",NA,"Pontifícia Universidade Católica do Rio de Janeiro (PUC-RIO)","FCAB","6279","Hirtella glaziovii Taub.","Chrysobalanaceae","Hirtella","glaziovii","Taub.","A.L. Peixoto",NA,NA,"2477",NA,"R.R. Oliveira",1999,12,7,"Brazil","Rio de Janeiro","Rio de Janeiro","Maciço da Pedra Branca, Floresta do Camorim, próxi",0,0,"Continuação da localidade: Em floresta de encosta em avançado estágio sucessional.&nf;Árvore de aproximidade 18m de altura, com diâmentro a altura do peito de 0,35m.","BRA:PUC-RIO:FCAB:0000006279",NA,"Hirtella glaziovii Taub.",NA,NA,NA
"3",NA,"IF","SPSF","31800","Hirtella glaziovii Taub.","Chrysobalanaceae","Hirtella","glaziovii","Taub.",NA,NA,NA,"1398",NA,"R.J.F. Garcia",1997,11,16,"Brazil","Sp","São Paulo","P.E.Serra do Mar, Núcleo Curucutu",NA,NA,"COLETA: XLS: SPSFAntigo;","BRA:IF:SPSF:0000031800",NA,"Hirtella glaziovii Taub.",NA,NA,NA
"4",NA,"USP","SPF","165358","Hirtella glaziovii Taub.","Chrysobalanaceae","Hirtella","glaziovii","Taub.","Prance, GT","2000-02-01T00:00:00.000+0000",NA,"1398",NA,"Garcia, RJF",1997,11,16,"Brazil","São Paulo","São Paulo","Parque Estadual da Serra do Mar",0,0,NA,"BRA:USP:SPF:0000165358",NA,"Hirtella glaziovii Taub.",NA,NA,NA
"5",NA,"Instituto de Botânica, IBT","SP","115552","Hirtella glaziovii Taub.","Chrysobalanaceae","Hirtella","glaziovii","Taub.",NA,NA,NA,"12762",NA,"Mattos, JR; Moura, C",1965,10,28,"Brazil","São Paulo","Santo André","E.B. do Alto da Serra de Paranapiacaba, via férrea São Paulo-Santos",0,0,"Na mata virgem, pequena árvore","BRA:IBt:SP:0000115552",NA,"Hirtella glaziovii Taub.",NA,NA,NA
"7",NA,"Instituto de Botânica, IBT","SP","58626","Hirtella glaziovii Taub.","Chrysobalanaceae","Hirtella","glaziovii","Taub.","Prance, GT","1969-03-01T00:00:00.000+0000",NA,"4328",NA,"Kuhlmann, M",1958,1,30,"Brazil","São Paulo","Santo André","E.B. do Alto da Serra de Paranapiacaba",0,0,NA,"BRA:IBt:SP:0000058626",NA,"Hirtella glaziovii Taub.",NA,NA,NA
"9",NA,"NY","NY","378210","Hirtella glaziovii Taub.","Chrysobalanaceae","Hirtella","glaziovii","Taub.","G. T. Prance","1969-03-01T00:00:00.000+0000",NA,"1748",NA,"M. Kuhlmann",1949,1,28,"Brazil","SÃ£o Paulo",NA,"SalesÃ³polis, BoracÃ©a",-45.886229,-23.65179,NA,"1642eb9a-3b7d-4d07-af4d-e69ddf4c44bc",NA,"Hirtella glaziovii Taub.",NA,NA,NA
"10",NA,"USP","SPF","72181","Hirtella glaziovii Taub.","Chrysobalanaceae","Hirtella","glaziovii","Taub.","Prance, GT","1969-03-01T00:00:00.000+0000",NA,"1748",NA,"Kuhlmann, M",1949,1,28,"Brazil","São Paulo","Salesópolis",NA,0,0,NA,"BRA:USP:SPF:0000072181",NA,"Hirtella glaziovii Taub.",NA,NA,NA
"11",NA,"NY","NY","378208","Hirtella glaziovii Taub.","Chrysobalanaceae","Hirtella","glaziovii","Taub.","G. T. Prance","1969-01-01T00:00:00.000+0000",NA,"3096",NA,"F. Markgraf",1938,10,28,"Brazil","Rio de Janeiro",NA,"Pico da Tijuca",-43.2076685470805,-22.9069598238154,NA,"729d77f2-539d-4927-90c6-8c34c1754fdb",NA,"Hirtella glaziovii Taub.",NA,NA,NA
"12",NA,"Instituto de Botânica, IBT","SP","1119","Hirtella glaziovii Taub.","Chrysobalanaceae","Hirtella","glaziovii","Taub.","Prance, GT","1969-03-01T00:00:00.000+0000",NA,"s.n.",NA,"Hoehne, FC",1917,12,19,"Brazil","São Paulo","Santo André","E.B. do Alto da Serra de Paranapiacaba",0,0,"Árvore pequena, flores amareladas","BRA:IBt:SP:0000001119",NA,"Hirtella glaziovii Taub.",NA,NA,NA
"13",NA,"NY","NY","378209","Hirtella glaziovii Taub.","Chrysobalanaceae","Hirtella","glaziovii","Taub.","G. T. Prance",NA,NA,"s.n.",NA,"F. C. Hoehne",1917,12,19,"Brazil","SÃ£o Paulo",NA,"Alto da Serra, EstaÃ§ao BiolÃ³gica",-46.4100916355625,-23.7138667659755,NA,"fa0b0b3c-c84f-46cf-b578-4f4ed48a4bf8",NA,"Hirtella glaziovii Taub.",NA,NA,NA
"14","2014-07-08T06:21:40.000+0000","JBRJ","RB","RB00068872","Hirtella glaziovii Taub.","Chrysobalanaceae","Hirtella","glaziovii","Taub.",NA,NA,NA,NA,NA,"J.G. Kulhmann",1915,1,10,"Brazil","Rio de Janeiro","Rio de Janeiro","Pico da Tijuca.",NA,NA,"Árvore de 3-4 mts.","urn:catalog:JBRJ:RB:68872",NA,"Hirtella glaziovii Taub.",NA,NA,NA
"15",NA,"NY","NY","428223","Hirtella glaziovii Taub.","Chrysobalanaceae","Hirtella","glaziovii","Taub.",NA,NA,"ISOTYPE","4946",NA,"A. F. M. Glaziou",1875,11,7,"Brazil","Rio de Janeiro",NA,"Pico da Tijuca",-43.2076685470805,-22.9069598238154,NA,"e067bd95-1b3d-4aa5-b7dd-eb7bf3847eaf",NA,"Hirtella glaziovii Taub.",NA,NA,NA
"16",NA,"MN","R-TIPOS","8797","Hirtella glaziovii Taub.","Chrysobalanaceae","Hirtella","glaziovii","Taub.",NA,NA,NA,"4946",NA,"Glaziou, A.F.M.",1871,11,7,"Brazil","Rio de Janeiro","Rio de Janeiro","Alto do Pico da Tijuca",NA,NA,NA,"BRA:MN:R-TIPOS:0000008797",NA,"Hirtella glaziovii Taub.",NA,NA,NA
"17","2015-10-02T02:05:57.000+0000","MNHN","P","P00741034","Hirtella glaziovii Taub.","Chrysobalanaceae","Hirtella","glaziovii","Taub.",NA,NA,"ISOLECTOTYPE",NA,4946,"Glaziou, A.",1871,11,7,"Brazil",NA,NA,NA,NA,NA,NA,"http://coldb.mnhn.fr/catalognumber/mnhn/p/p00741034",NA,"Hirtella glaziovii Taub.",NA,NA,NA
