,modified,institutionCode,collectionCode,catalogNumber,scientificName,basisOfRecord,kingdom,phylum,class,ordem,family,genus,species,subspecies,scientificNameAuthorship,identifiedBy,yearIdentified,monthIdentified,dayIdentified,typeStatus,collectorNumber,fieldNumber,collector,yearCollected,monthCollected,dayCollected,julianDay,timeOfDay,continentOcean,country,stateProvince,county,locality,longitude,latitude,longitude_mun,latitude_mun,coordinatePrecision,boundingBox,minimumElevation,maximumElevation,minimumDepth,maximumDepth,sex,preparationType,individualCount,previousCatalogNumber,relationshipType,relatedCatalogItem,notes,barcode
1,2/06/17 15:57,INPA,INPA,141094,Acioa edulis,S,Plantae,Dicotyledon Com-Clade,NA,Malpighiales,Chrysobalanaceae,Acioa,edulis,NA,Prance,"Prance, GT",2014,6,NA,NA,4,NA,"Benat, H",1981,4,20,NA,NA,Southern America,Brasil,Amazonas,TefÃ©,Deus proteja. Polo JuruÃ¡-SolimÃµes,NA,NA,-64.7114,-3.35417,340205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,INPA0141094
2,2/06/17 15:57,INPA,INPA,141131,Acioa edulis,S,Plantae,Dicotyledon Com-Clade,NA,Malpighiales,Chrysobalanaceae,Acioa,edulis,NA,Prance,NA,NA,NA,NA,NA,53,NA,"Ribeiro, JELS",1982,7,10,NA,NA,Southern America,Brasil,Amazonas,TefÃ©,Rio CurumitÃ¡ de Baixo - Pt 5,NA,NA,-64.7114,-3.35417,340205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,INPA0141131
3,2/06/17 15:57,INPA,INPA,182048,Acioa edulis,S,Plantae,Dicotyledon Com-Clade,NA,Malpighiales,Chrysobalanaceae,Acioa,edulis,NA,Prance,"Prance, GT",1999,NA,NA,NA,10628,NA,"Ferreira, CAC",1991,11,8,NA,NA,Southern America,Brasil,Acre,MÃ¢ncio Lima,Ramal do Banho a 5 Km da Sede do MunicÃ_pio,-73.466667,-7.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,INPA0182048
4,2/06/17 15:57,INPA,INPA,217017,Acioa edulis,S,Plantae,Dicotyledon Com-Clade,NA,Malpighiales,Chrysobalanaceae,Acioa,edulis,NA,Prance,NA,NA,NA,NA,NA,4348,NA,"Daly, DC",1986,11,18,NA,NA,Southern America,Brasil,Amazonas,Tonantins,"""Uitinga ParÃ¡"", aprox. 25min. upstream by motoboard brow confluence with Rio SolimÃµes. Scrub and low forest vegetation on white sand. On 2 nd collecting locality. In low forest",-67.833333,-2.883333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,INPA0217017
5,2/06/17 15:57,INPA,INPA,217017,Acioa edulis,S,Plantae,Dicotyledon Com-Clade,NA,Malpighiales,Chrysobalanaceae,Acioa,edulis,NA,Prance,NA,NA,NA,NA,NA,4348,NA,"Daly, DC",1986,11,18,NA,NA,Southern America,Brasil,Amazonas,Tonantins,"""Uitinga ParÃ¡"", aprox. 25min. upstream by motoboard brow confluence with Rio SolimÃµes. Scrub and low forest vegetation on white sand. On 2 nd collecting locality. In low forest",-67.833333,-2.883333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,INPA0217017
6,2/06/17 15:57,INPA,INPA,223079,Acioa edulis,S,Plantae,Dicotyledon Com-Clade,NA,Malpighiales,Chrysobalanaceae,Acioa,edulis,NA,Prance,"Ramos, JF",2008,2,NA,NA,7,NA,"Santos, AD dos",2008,1,22,NA,NA,Southern America,Brasil,Amazonas,Manaus,Campo Experimental da EMBRAPA AM-010 KM 28,NA,NA,-60.025,-3.10194,138090,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,INPA0223079
7,2/06/17 15:57,INPA,INPA,238982,Acioa edulis,S,Plantae,Dicotyledon Com-Clade,NA,Malpighiales,Chrysobalanaceae,Acioa,edulis,NA,Prance,"Prata, EMB",2010,11,NA,NA,676,NA,"Prata, EMB",2010,9,20,NA,NA,Southern America,Brasil,Amazonas,NA,"Margem da BR-319, km 390-400 no sentido Manaus - P",-62.01215,-5.32312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,INPA0238982
8,2/06/17 15:57,INPA,INPA,238982,Acioa edulis,S,Plantae,Dicotyledon Com-Clade,NA,Malpighiales,Chrysobalanaceae,Acioa,edulis,NA,Prance,"Prata, EMB",2010,11,NA,NA,676,NA,"Prata, EMB",2010,9,20,NA,NA,Southern America,Brasil,Amazonas,NA,"Margem da BR-319, km 390-400 no sentido Manaus - P",-62.01215,-5.32312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,INPA0238982
9,2/06/17 15:57,INPA,INPA,249576,Acioa edulis,S,Plantae,Dicotyledon Com-Clade,NA,Malpighiales,Chrysobalanaceae,Acioa,edulis,NA,Prance,"Formiga, KM",2008,NA,NA,NA,628,NA,"Soares, ML",2005,9,15,NA,NA,Southern America,Brasil,Amazonas,Coari,"Coari, Coari.",-65.0513,-4.5048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,INPA0249576
10,2/06/17 15:57,INPA,INPA,249576,Acioa edulis,S,Plantae,Dicotyledon Com-Clade,NA,Malpighiales,Chrysobalanaceae,Acioa,edulis,NA,Prance,"Formiga, KM",2008,NA,NA,NA,628,NA,"Soares, ML",2005,9,15,NA,NA,Southern America,Brasil,Amazonas,Coari,"Coari, Coari.",-65.0513,-4.5048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,INPA0249576
