"","modified","institutionCode","collectionCode","catalogNumber","scientificName","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","bibliographicCitation","acceptedNameUsage","identificationQualifier","infraspecificEpithet","fieldNumber","comments"
"1","2009-11-16T09:40:00.000+0000","MO","MO","3161016","Heisteria amphoricarpa (Ducke) Sleumer","Erythropalaceae","Heisteria","amphoricarpa","(Ducke) Sleumer","J. Kallunki","1988-01-01T00:00:00.000+0000",NA,"Cid Ferreira 7338","C.A. Cid Ferreira|et al.",1986,3,8,"Brazil",NA,NA,"Mun. Amaturá, AM. Est. Ecológica Jutai$-Solimões. Rio Solimões margem dir. 3 km atráz da Comunidade São Domingos. Mata de terra firme, solo argiloso",-67,-3,NA,"urn:catalog:MO:Tropicos:3161016","http://www.tropicos.org/Specimen/3161016","Heisteria amphoricarpa (Ducke) Sleumer",NA,NA,NA,NA
"2",NA,"NY","NY","02265492","Heisteria amphoricarpa (Ducke) Sleumer","Erythropalaceae","Heisteria","amphoricarpa","(Ducke) Sleumer",NA,NA,NA,"7338","C. A. Cid Ferreira",1986,5,8,"Brazil","Amazonas",NA,"EstaÃ§ao Ecologica Jutai-Solimoes. Rio Solimoes margem direita, 3 km atras da Comunidade Sao Domingos.",-68.1994840796552,-3.36754644476814,NA,"22649e77-5473-4883-9151-a2f3ea5edbb3",NA,"Heisteria amphoricarpa (Ducke) Sleumer",NA,NA,NA,NA
"3","2008-05-27T22:02:00.000+0000","MO","MO","3161018","Heisteria amphoricarpa (Ducke) Sleumer","Erythropalaceae","Heisteria","amphoricarpa","(Ducke) Sleumer","J. Kallunki","1988-01-01T00:00:00.000+0000",NA,"Daly 4384","Douglas C. Daly",1986,11,21,"Brazil","Amazonas",NA,"Upper Rio Solimões. Mun. Amataurá, São Domingos, right bank of Rio Solimões, trail extending behind village, primary terra firme forest on hilly terrain",-67.91666,-3.31666,NA,"urn:catalog:MO:Tropicos:3161018","http://www.tropicos.org/Specimen/3161018","Heisteria amphoricarpa (Ducke) Sleumer",NA,NA,NA,NA
"4","2014-09-26T00:00:00.000+0000","Instituto Nacional de Pesquisas da Amazônia (INPA)","Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)","217062","Heisteria amphoricarpa (Ducke) Sleumer","Erythropalaceae","Heisteria","amphoricarpa","(Ducke) Sleumer",NA,NA,NA,"4401","Daly, DC",1986,11,24,"Brazil","Amazonas",NA,"Estrada Bomfim, trail beyond, road approx. 16 Km S of tourn center. Low forest on white sand, undulating terrain. Discontinuous, canopy 15m with emergents to 35m. Relatully few.",-68.95,-3.5,NA,"urn:catalog:inpa:herbarium:37521",NA,"Heisteria amphoricarpa (Ducke) Sleumer",NA,NA,NA,NA
"6","2008-05-27T22:02:00.000+0000","MO","MO","3161017","Heisteria amphoricarpa (Ducke) Sleumer","Erythropalaceae","Heisteria","amphoricarpa","(Ducke) Sleumer","J. Kallunki","1988-01-01T00:00:00.000+0000",NA,"Daly 4401","Douglas C. Daly",1986,11,23,"Brazil","Amazonas",NA,"Upper Rio Solimões. Mun. São Paulo de Olivenca, Estrada Bomfim, trail beyond road, 6 km S of town center. Low forest on white sand, undulating terrain. Discontinuous canopy ca. 15 m with emergents to 35 m. Relatively few trees more than 10 cm DBH. Layer of litter and humus 10-30 cm deep",-68.95,-3.5,NA,"urn:catalog:MO:Tropicos:3161017","http://www.tropicos.org/Specimen/3161017","Heisteria amphoricarpa (Ducke) Sleumer",NA,NA,NA,NA
"7",NA,"NY","NY","02265491","Heisteria amphoricarpa (Ducke) Sleumer","Erythropalaceae","Heisteria","amphoricarpa","(Ducke) Sleumer",NA,NA,NA,"4384","D. C. Daly",1986,11,21,"Brazil","Amazonas",NA,"SÃ£o Domingos, right bank of Rio SolimÃµes, extending behind village, primary terra firme forest, on hilly terrain.",-67.916667,-3.316667,NA,"3b01af8c-9602-4369-899c-85f25e425980",NA,"Heisteria amphoricarpa (Ducke) Sleumer",NA,NA,NA,NA
"9","2014-09-26T00:00:00.000+0000","Instituto Nacional de Pesquisas da Amazônia (INPA)","Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)","99100","Heisteria amphoricarpa (Ducke) Sleumer","Erythropalaceae","Heisteria","amphoricarpa","(Ducke) Sleumer","Liesner, R.L.","1988-01-01T00:00:00.000+0000",NA,"81-159","Monteiro, OP",1981,3,NA,"Brazil","Amazonas",NA,"Estrada do Bomfim",NA,NA,NA,"urn:catalog:inpa:herbarium:106367",NA,"Heisteria amphoricarpa (Ducke) Sleumer",NA,NA,NA,NA
"10","2008-05-27T22:02:00.000+0000","MO","MO","3161019","Heisteria amphoricarpa (Ducke) Sleumer","Erythropalaceae","Heisteria","amphoricarpa","(Ducke) Sleumer","Ronald Liesner (MO)","1988-01-01T00:00:00.000+0000",NA,"MONREIRO 159","* MONREIRO",1981,3,NA,"Brazil",NA,NA,"Município de São Paulo de Olivenca, estrada do Bomfim; mata de terra firme; solo arenoso",NA,NA,NA,"urn:catalog:MO:Tropicos:3161019","http://www.tropicos.org/Specimen/3161019","Heisteria amphoricarpa (Ducke) Sleumer",NA,NA,NA,NA
"11",NA,"NY","NY","02265493","Heisteria amphoricarpa (Ducke) Sleumer","Erythropalaceae","Heisteria","amphoricarpa","(Ducke) Sleumer",NA,NA,NA,"20748","R. de Lemos Fróes",1945,4,NA,"Brazil","Amazonas",NA,NA,-69.504833,-4.696879,NA,"098e7f38-8a10-4278-88f7-8030aacfabcd",NA,"Heisteria amphoricarpa (Ducke) Sleumer",NA,NA,NA,NA
"12",NA,NA,"Botany","L.1134596","Aptandropsis amphoricarpa Ducke","Erythropalaceae","Heisteria","amphoricarpa","Ducke",NA,NA,"TYPE",NA,"Ducke A",1944,4,1,"Brazil","Amazonas",NA,"BrasilAmazonasSao Paulo de Olivenca",NA,NA,NA,"http://data.biodiversitydata.nl/naturalis/specimen/L.1134596",NA,"Aptandropsis amphoricarpa Ducke",NA,NA,NA,NA
