"","modified","institutionCode","collectionCode","catalogNumber","scientificName","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","fieldNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","bibliographicCitation","acceptedNameUsage"
"1",NA,"UnB","UB","27589","Cathedra paraensis Sleumer","Aptandraceae","Cathedra","paraensis","Sleumer","Proença, CEB",NA,NA,"6784",NA,"Ratter, JA",1993,7,NA,"Brazil","Tocantins","Darcinópolis","Fazenda Bragança",-47.8,-6.55,NA,"BRA:UnB:UB:0000027589",NA,"Cathedra paraensis Sleumer"
"2","2014-09-26T00:00:00.000+0000","Instituto Nacional de Pesquisas da Amazônia (INPA)","Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)","233451","Cathedra paraensis Sleumer","Aptandraceae","Cathedra","paraensis","Sleumer","Proença, C.E.B.","1994-01-01T00:00:00.000+0000",NA,"R6782",NA,"Mike Hopkins",1993,7,8,"Brazil","Tocantins",NA,"Fazenda Bragança, Fazenda Bragança, Darcinópolis, Tocantins.",-47.8,-6.55,NA,"urn:catalog:inpa:herbarium:216137",NA,"Cathedra paraensis Sleumer"
"3",NA,"UnB","UB","27590","Cathedra paraensis Sleumer","Aptandraceae","Cathedra","paraensis","Sleumer","Proença, CEB",NA,NA,"6782",NA,"Ratter, JA",1993,7,8,"Brazil","Tocantins","Darcinópolis","Fazenda Bragança",-47.8,-6.55,".","BRA:UnB:UB:0000027590",NA,"Cathedra paraensis Sleumer"
"4","2014-01-06T16:35:00.000+0000","MO","MO","3222084","Cathedra paraensis Sleumer","Aptandraceae","Cathedra","paraensis","Sleumer","J. Kallunki","1999-01-01T00:00:00.000+0000",NA,"Cid Ferreira 10443",NA,"C.A. Cid Ferreira|L. Luz",1991,10,28,"Brazil","Acre",NA,"Mun. Cruzeiro do Sul: Igarapé Humaitá, afluente da margem direita do Rio Juruá, a 6 km da margem, atrás da Colocação Dois Portos. Mata de terra firme. Solo areno-arenoso.",NA,NA,NA,"urn:catalog:MO:Tropicos:3222084","http://www.tropicos.org/Specimen/3222084","Cathedra paraensis Sleumer"
"6","2014-09-26T00:00:00.000+0000","Instituto Nacional de Pesquisas da Amazônia (INPA)","Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)","200247","Cathedra paraensis Sleumer","Aptandraceae","Cathedra","paraensis","Sleumer","Kallunki, J.A.",NA,NA,"10443",NA,"Mike Hopkins",1991,10,28,"Brazil","Acre",NA,"Igarapé Humaitá, afluente da margem direita do Rio Juruá, a 6 km da margem, atrás da Colocação Dois Portos.",-72.78,-8.316667,NA,"urn:catalog:inpa:herbarium:54555",NA,"Cathedra paraensis Sleumer"
"8","2014-09-26T00:00:00.000+0000","Instituto Nacional de Pesquisas da Amazônia (INPA)","Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)","18539","Cathedra paraensis Sleumer","Aptandraceae","Cathedra","paraensis","Sleumer","Sleumer, H.O.","1981-01-01T00:00:00.000+0000",NA,"3016",NA,"Mike Hopkins",1966,11,4,"Brazil","Acre",NA,"Estrada do Alemanha, Cachoeira Tarumã",NA,NA,NA,"urn:catalog:inpa:herbarium:129084",NA,"Cathedra paraensis Sleumer"
"9",NA,NA,"Botany","L.1665080","Cathedra paraensis Sleumer","Aptandraceae","Cathedra","paraensis","Sleumer",NA,NA,NA,NA,NA,"Prance GT; Pena BS; Ramos JF",1966,11,4,"Brazil",NA,NA,"Plants of Brazilian Amazonia. State of Acre. Cruzeiro do Sul, Rio Jurua. Estrada do Alemanha, Cruzeiro do Sul. Forest on terra firme.",NA,NA,NA,"http://data.biodiversitydata.nl/naturalis/specimen/L.1665080",NA,"Cathedra paraensis Sleumer"
"11","2017-10-17T18:24:30.000+0000","JBRJ","RB","RB00557199","Cathedra paraensis Sleumer","Aptandraceae","Cathedra","paraensis","Sleumer","H. Sleumer","1981-01-01T00:00:00.000+0000","ISOTYPE",NA,NA,"Ducke, A.",1927,1,10,"Brazil","Pará","Pará","Rio Trombetas, campinarana a leste da cachoeira Porteira.",NA,NA,"Árvore pequena","urn:catalog:JBRJ:RB:557199",NA,"Cathedra paraensis Sleumer"
"13","2009-08-12T12:37:29.000+0000","K","Herbarium","K000580916","Cathedra paraensis Sleumer","Aptandraceae","Cathedra","paraensis","Sleumer","Sleumer, H.",NA,"ISOTYPE","19554",NA,"Ducke, A.",1927,1,10,"Brazil",NA,NA,"Rio Trombetas circa cataractam Porteira.",NA,NA,NA,"http://specimens.kew.org/herbarium/K000580916",NA,"Cathedra paraensis Sleumer"
"14",NA,"B","Herbarium Berolinense","B 10 0248314","Cathedra paraensis Sleumer","Aptandraceae","Cathedra","paraensis","Sleumer",NA,NA,"HOLOTYPE",NA,NA,"A. Ducke",1927,1,10,"Brazil",NA,NA,"Rio Trombetas (civ. Pará), in sabulosis ""campina-rana"" dictis prope cataractam Porteira.",NA,NA,NA,"http://herbarium.bgbm.org/object/B100248314",NA,"Cathedra paraensis Sleumer"
"16",NA,"F","Botany","V0176432F","Cathedra paraensis Sleumer","Aptandraceae","Cathedra","paraensis","Sleumer","RRC ID Flag","1981-01-01T00:00:00.000+0000",NA,"3016",3016,"G. T. Prance",NA,NA,NA,"Brazil","Acre",NA,NA,-70,-9,NA,"e3961e41-49a2-4429-b8c9-03b859a98102",NA,"Cathedra paraensis Sleumer"
