"","modified","institutionCode","collectionCode","catalogNumber","scientificName","identificationQualifier","family","genus","specificEpithet","infraspecificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","fieldNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","bibliographicCitation","acceptedNameUsage","comments"
"1",NA,"UFRB","HURB","10655","Heisteria blanchetiana (Engl.) Sleumer",NA,"Erythropalaceae","Heisteria","blanchetiana",NA,"(Engl.) Sleumer",NA,NA,NA,"1246",NA,"Costa, G.; Ribeiro, P.L.",2015,3,28,"Brazil","Bahia","Jiquiriçá","Cachoeira dos Amores;",-39.570278,-13.2825,"Flores: sépalas persistentes, avermelhadas, arilo branco; Hábito: arbusto","BRA:UFRB:HURB:0000010655",NA,"Heisteria blanchetiana (Engl.) Sleumer",NA
"2",NA,"UEFS","HUEFS","105177","Heisteria blanchetiana (Engl.) Sleumer",NA,"Erythropalaceae","Heisteria","blanchetiana",NA,"(Engl.) Sleumer","D.Cardoso","2007-03-01T00:00:00.000+0000",NA,"12098",NA,"Queiroz, L.P.de",2006,1,19,"Brazil","Bahia","Itaberaba","Serra do Orobó. Fazenda Gameleira.",-40.5375,-12.414722,"Mata de altitude.","BRA:UEFS:HUEFS:0000105177",NA,"Heisteria blanchetiana (Engl.) Sleumer",NA
"3",NA,"Universidade Federal do Ceará, UFC","EAC","40834","Heisteria blanchetiana (Engl.) Sleumer",NA,"Erythropalaceae","Heisteria","blanchetiana",NA,"(Engl.) Sleumer","Gomes, V.","2004-10-10T00:00:00.000+0000",NA,"546",NA,"Gomes, V.",2004,3,5,"Brazil","Ceará","Baturité","Sítio Taveira, Levantamento Fitossociológico Ponto 5 Quadrante 4",-38.919556,-4.298417,"Floresta Ombrófila Montana","BRA:UFC:EAC:0000040834",NA,"Heisteria blanchetiana (Engl.) Sleumer",NA
"4",NA,"Universidade Federal do Ceará, UFC","EAC","40875","Heisteria blanchetiana (Engl.) Sleumer",NA,"Erythropalaceae","Heisteria","blanchetiana",NA,"(Engl.) Sleumer","Gomes, V.","2004-10-10T00:00:00.000+0000",NA,"206",NA,"Gomes, V.",2004,6,20,"Brazil","Ceará","Baturité","Sítio Taveira, Levantamento Fitossociológico Ponto 184 Quadrante 1",-38.919556,-4.298417,"Floresta Ombrófila Montana","BRA:UFC:EAC:0000040875",NA,"Heisteria blanchetiana (Engl.) Sleumer",NA
"5",NA,"NY","NY","684353","Heisteria blanchetiana (Engl.) Sleumer",NA,"Erythropalaceae","Heisteria","blanchetiana",NA,"(Engl.) Sleumer","W. W. Thomas","2001-01-01T00:00:00.000+0000",NA,"12691",NA,"W. W. Thomas",2001,10,30,"Brazil","Bahia",NA,"11.2 km W of BR 101 on road from Aurelino Leal towards Laje do Banco",-39.381867,-14.34533,NA,"16ff4742-a4e3-45e3-a2b5-4606f03e1489",NA,"Heisteria blanchetiana (Engl.) Sleumer",NA
"6","2008-05-27T22:02:00.000+0000","MO","MO","3161265","Heisteria blanchetiana (Engl.) Sleumer",NA,"Erythropalaceae","Heisteria","blanchetiana",NA,"(Engl.) Sleumer","W.W. Thomas","2001-01-01T00:00:00.000+0000",NA,"Thomas 12691",NA,"W. Wayt Thomas",2001,10,30,"Brazil","Bahia",NA,"Mun. Aurelino Leal: 11.2 km W of BR 101 on road from Aurelino Leal towards Laje do Banco. Disturbed Southern Bahian Wet Forest on rocky slope",-39.38333,-14.35,NA,"urn:catalog:MO:Tropicos:3161265","http://www.tropicos.org/Specimen/3161265","Heisteria blanchetiana (Engl.) Sleumer",NA
"7",NA,"UEFS","HUEFS","30455","Heisteria blanchetiana (Engl.) Sleumer",NA,"Erythropalaceae","Heisteria","blanchetiana",NA,"(Engl.) Sleumer",NA,NA,NA,"808",NA,"Funch, L.S.",1995,1,15,"Brazil","Bahia","Lençóis","Rio Lençóis.",-41.411111,-12.556389,NA,"BRA:UEFS:HUEFS:0000030455",NA,"Heisteria blanchetiana (Engl.) Sleumer",NA
"8",NA,"UEFS","HUEFS","21174","Heisteria blanchetiana (Engl.) Sleumer",NA,"Erythropalaceae","Heisteria","blanchetiana",NA,"(Engl.) Sleumer","L.N.Sátiro & L.P.de Queiroz","1999-09-01T00:00:00.000+0000",NA,"PCD1491",NA,"Guedes, M.L.S.",1994,11,29,"Brazil","Bahia","Lençóis","Morro da Chapadinha.",-41.433333,-12.45,"Terreno plano fraturado, com instalação de espécies arbustivas e arbóreas. Afloramento rochoso de arenito.","BRA:UEFS:HUEFS:0000021174",NA,"Heisteria blanchetiana (Engl.) Sleumer",NA
"9",NA,"UEFS","HUEFS","31822","Heisteria blanchetiana (Engl.) Sleumer",NA,"Erythropalaceae","Heisteria","blanchetiana",NA,"(Engl.) Sleumer","L.N.Sátiro & L.P.de Queiroz","1999-09-01T00:00:00.000+0000",NA,"1491",NA,"Guedes, M.L.S.",1994,12,29,"Brazil","Bahia","Lençóis","Morro Chapadinha. Chapadinha.",-41.440278,-12.459722,"Campo rupestre. Terreno plano fraturado, rochoso, com instalação de espécies arbustivas e arbória. Afloramento rochoso de arenito.","BRA:UEFS:HUEFS:0000031822",NA,"Heisteria blanchetiana (Engl.) Sleumer",NA
"10",NA,"G","Geneva Herbarium – General Collection (G)","G-G-224944/1","Heisteria blanchetiana (Engl.) Sleumer",NA,"Erythropalaceae","Heisteria","blanchetiana",NA,"(Engl.) Sleumer","Spichiger, R. (1995)",NA,NA,NA,NA,"Cervi, A. C., R. Spichiger, P.-A. Loizeau & E. Cottier",1994,12,9,"Brazil",NA,NA,"Pedra Talhada - Reserva biológica (Convenio IBAMA-Associação Pedra Talhada)/Estado de Alagoas",-36.41667,-9.25,NA,NA,NA,"Heisteria blanchetiana (Engl.) Sleumer",NA
"11","2010-05-13T21:22:00.000+0000","MO","MO","3161264","Heisteria blanchetiana (Engl.) Sleumer",NA,"Erythropalaceae","Heisteria","blanchetiana",NA,"(Engl.) Sleumer","R. Spichiger","1995-01-01T00:00:00.000+0000",NA,"Cervi CA7280",NA,"Armando C. Cervi|Rodolphe E. Spichiger|Pierre A. Loizeau|E. Cottier",1994,12,9,"Brazil","Alagoas",NA,"Município de Quebrangulo Reserva Biológica de Pedra Talhada. Agreste, Area de transicão Florestas Estacional Semidecidual/Decidual Contrafortes da Borborema, solos argilosos profundos com aflor. de rochas (gneiss). Mata densa",-36.41666,-9.25,NA,"urn:catalog:MO:Tropicos:3161264","http://www.tropicos.org/Specimen/3161264","Heisteria blanchetiana (Engl.) Sleumer",NA
"12",NA,"NY","NY","1034308","Heisteria blanchetiana (Engl.) Sleumer",NA,"Erythropalaceae","Heisteria","blanchetiana",NA,"(Engl.) Sleumer","R. Spichiger","1995-01-01T00:00:00.000+0000",NA,"CA7280",NA,"A. C. Cervi",1994,12,9,"Brazil","Alagoas",NA,"Reserva BiolÃ³gica de Pedra Talhada",-36.42,-9.25,NA,"c6fe41ff-c1c5-4a56-aeb5-20da1a98badc",NA,"Heisteria blanchetiana (Engl.) Sleumer",NA
"13",NA,"NY","NY","594464","Heisteria blanchetiana (Engl.) Sleumer",NA,"Erythropalaceae","Heisteria","blanchetiana",NA,"(Engl.) Sleumer","E. Lucas","1998-01-01T00:00:00.000+0000",NA,"2093",NA,"W. Ganev",1993,8,23,"Brazil","Bahia",NA,"Samambaia",-42.33,-13.85,NA,"13217dba-d1d2-4790-857c-6f750c0e3a14",NA,"Heisteria blanchetiana (Engl.) Sleumer",NA
"14",NA,"NY","NY","594463","Heisteria blanchetiana (Engl.) Sleumer",NA,"Erythropalaceae","Heisteria","blanchetiana",NA,"(Engl.) Sleumer","Lucas; Pleasants","1998-01-01T00:00:00.000+0000",NA,"2425",NA,"B. L. Stannard",1993,11,6,"Brazil","Bahia",NA,"Guarda-Mor, caminho Guarda-Mor - Serrinha - CatolÃ©s",-41.85,-13.32,NA,"dd676c7e-e35b-4ebb-b6df-74b03bd74b8a",NA,"Heisteria blanchetiana (Engl.) Sleumer",NA
"15",NA,"USP","SPF","112104","Heisteria blanchetiana (Engl.) Sleumer",NA,"Erythropalaceae","Heisteria","blanchetiana",NA,"(Engl.) Sleumer","Queiroz, LP","1997-07-01T00:00:00.000+0000",NA,"2425",NA,"Ganev, W",1993,11,6,"Brazil","Bahia","Abaíra",NA,-41.85,-13.316667,NA,"BRA:USP:SPF:0000112104",NA,"Heisteria blanchetiana (Engl.) Sleumer",NA
"16",NA,"NY","NY","395987","Heisteria blanchetiana (Engl.) Sleumer",NA,"Erythropalaceae","Heisteria","blanchetiana",NA,"(Engl.) Sleumer","J. A. Kallunki","1992-01-01T00:00:00.000+0000",NA,"9008",NA,"W. W. Thomas",1992,2,1,"Brazil","Bahia",NA,"Road from OlivenÃ§a to Serra das Trempes, 6 km from OlivenÃ§a",-39.05,-14.98,NA,"1504f8c2-ea7a-4395-9da2-e0e7793bcd7d",NA,"Heisteria blanchetiana (Engl.) Sleumer",NA
"17","2015-08-23T05:45:00.000+0000","MO","MO","3161263","Heisteria blanchetiana (Engl.) Sleumer",NA,"Erythropalaceae","Heisteria","blanchetiana",NA,"(Engl.) Sleumer","Lucas & Pleasants","1998-01-01T00:00:00.000+0000",NA,"Stannard H52716",NA,"B.L. Stannard|T. Silva|Wilson Ganev",1992,3,20,"Brazil","Bahia",NA,"Mun. Abaíra: Rodeador, Beira da estrada, carrasco",NA,NA,NA,"urn:catalog:MO:Tropicos:3161263","http://www.tropicos.org/Specimen/3161263","Heisteria blanchetiana (Engl.) Sleumer",NA
"18",NA,"NY","NY","594462","Heisteria blanchetiana (Engl.) Sleumer",NA,"Erythropalaceae","Heisteria","blanchetiana",NA,"(Engl.) Sleumer","Lucas; Pleasants","1998-01-01T00:00:00.000+0000",NA,"H52716",NA,"B. L. Stannard",1992,3,20,"Brazil","Bahia",NA,"Rodeador",-41.73,-13.27,NA,"29ffd147-e8b2-459e-a673-5757a4a22e57",NA,"Heisteria blanchetiana (Engl.) Sleumer",NA
"19",NA,"USP","SPF","89171","Heisteria blanchetiana (Engl.) Sleumer",NA,"Erythropalaceae","Heisteria","blanchetiana",NA,"(Engl.) Sleumer","Queiroz, LP","1997-07-01T00:00:00.000+0000",NA,"H52716",NA,"Stannard, BL",1992,3,20,"Brazil","Bahia","Abaíra",NA,-41.733333,-13.266667,NA,"BRA:USP:SPF:0000089171",NA,"Heisteria blanchetiana (Engl.) Sleumer",NA
"20",NA,"NY","NY","395988","Heisteria blanchetiana (Engl.) Sleumer",NA,"Erythropalaceae","Heisteria","blanchetiana",NA,"(Engl.) Sleumer","L. P. de Queiroz","1997-01-01T00:00:00.000+0000",NA,"H52716",NA,"B. L. Stannard",1992,3,20,"Brazil","Bahia",NA,"Rodeador",-41.73,-13.27,NA,"f8e5c88a-598b-4a49-b66f-fdcabcd8f10e",NA,"Heisteria blanchetiana (Engl.) Sleumer",NA
"21",NA,"USP","SPF","89226","Heisteria blanchetiana (Engl.) Sleumer",NA,"Erythropalaceae","Heisteria","blanchetiana",NA,"(Engl.) Sleumer","Queiroz, LP","1997-07-01T00:00:00.000+0000",NA,"H52772",NA,"Stannard, BL",1992,3,22,"Brazil","Bahia","Abaíra",NA,-41.85,-13.283333,NA,"BRA:USP:SPF:0000089226",NA,"Heisteria blanchetiana (Engl.) Sleumer",NA
"22","2009-04-23T00:00:00.000+0000","E","E","E00312929","Heisteria blanchetiana (Engl.) Sleumer",NA,"Erythropalaceae","Heisteria","blanchetiana",NA,"(Engl.) Sleumer",NA,NA,NA,"52716",NA,"Stannard, B.; Ganev, W.; Queiroz, R.F.",1992,3,20,"Brazil",NA,NA,NA,NA,NA,NA,"http://data.rbge.org.uk/herb/E00312929",NA,"Heisteria blanchetiana (Engl.) Sleumer",NA
"23",NA,"NY","NY","594461","Heisteria blanchetiana (Engl.) Sleumer",NA,"Erythropalaceae","Heisteria","blanchetiana",NA,"(Engl.) Sleumer","Lucas; Pleasants","1998-01-01T00:00:00.000+0000",NA,"1612",NA,"W. Ganev",1992,12,2,"Brazil","Bahia",NA,"Estrada Engenho de Baixo - MarquÃ©s",-41.78,-13.33,NA,"342c2072-bdd2-4652-b9c6-7e8a8ff2c06d",NA,"Heisteria blanchetiana (Engl.) Sleumer",NA
"24",NA,"USP","SPF","88917","Heisteria blanchetiana (Engl.) Sleumer",NA,"Erythropalaceae","Heisteria","blanchetiana",NA,"(Engl.) Sleumer","Queiroz, LP","1997-07-01T00:00:00.000+0000",NA,"1612",NA,"Ganev, W",1992,12,2,"Brazil","Bahia","Abaíra",NA,-41.783333,-13.333333,NA,"BRA:USP:SPF:0000088917",NA,"Heisteria blanchetiana (Engl.) Sleumer",NA
"25",NA,"UEFS","HUEFS","12877","Heisteria blanchetiana (Engl.) Sleumer",NA,"Erythropalaceae","Heisteria","blanchetiana",NA,"(Engl.) Sleumer","E.Lucas","1998-12-01T00:00:00.000+0000",NA,"1612",NA,"Ganev, W.",1992,12,2,"Brazil","Bahia","Abaíra","Catolés Estrada Engenho de Baixo-Marques.",-41.783333,-13.333333,"de campo com solo arenoso.","BRA:UEFS:HUEFS:0000012877",NA,"Heisteria blanchetiana (Engl.) Sleumer",NA
"26",NA,"UEFS","HUEFS","50817","Heisteria blanchetiana (Engl.) Sleumer",NA,"Erythropalaceae","Heisteria","blanchetiana",NA,"(Engl.) Sleumer",NA,NA,NA,"27731",NA,"Harley, R.M.",1988,12,25,"Brazil","Bahia","Abaíra","17km da cidade na estrada para Catolés.",-41.766667,-13.333333,"Cerrado de altitude com riacho e mata ciliar.","BRA:UEFS:HUEFS:0000050817",NA,"Heisteria blanchetiana (Engl.) Sleumer",NA
