"","modified","institutionCode","collectionCode","catalogNumber","scientificName","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","bibliographicCitation","acceptedNameUsage"
"1",NA,"NY","NY","02265494","Heisteria amphoricarpa (Ducke) Sleumer","Erythropalaceae","Heisteria","amphoricarpa","(Ducke) Sleumer",NA,NA,NA,"4401","D. C. Daly",1986,11,24,"Brazil","Amazonas",NA,"Estrada Bomfim, trail beyond, road approx. 16 Km S of tourn center. Low forest on white sand, undulating terrain. Discontinuous, canopy 15m with emergents to 35m. Relatully few.",-68.935084,-3.471174,NA,"8723432e-faa9-49c4-9f62-3db0d87d0d2c",NA,"Heisteria amphoricarpa (Ducke) Sleumer"
"2","2014-09-26T00:00:00.000+0000","Instituto Nacional de Pesquisas da Amazônia (INPA)","Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)","217046","Heisteria amphoricarpa (Ducke) Sleumer","Erythropalaceae","Heisteria","amphoricarpa","(Ducke) Sleumer","Kallunki, J.A.","1988-01-01T00:00:00.000+0000",NA,"4384","Mike Hopkins",1986,11,21,"Brazil","Amazonas",NA,"São Domingos, ryth bank of Rio Solimões, extending behind village, primary terra firme forest, on hilly terrain.",-67.92,-3.316667,NA,"urn:catalog:inpa:herbarium:37505",NA,"Heisteria amphoricarpa (Ducke) Sleumer"
"3",NA,NA,"Botany","L.1087238","Aptandropsis amphoricarpa Ducke","Erythropalaceae","Heisteria","amphoricarpa","Ducke",NA,NA,"TYPE",NA,"Ducke A",1944,4,1,"Brazil","Amazonas",NA,"BrasilAmazonasSao Paulo de Olivenca",NA,NA,NA,"http://data.biodiversitydata.nl/naturalis/specimen/L.1087238",NA,"Aptandropsis amphoricarpa Ducke"
"4",NA,NA,"Botany","L.1087236","Aptandropsis amphoricarpa Ducke","Erythropalaceae","Heisteria","amphoricarpa","Ducke",NA,NA,"TYPE",NA,"Ducke A",1944,4,1,"Brazil","Amazonas",NA,"BrasilAmazonasSao Paulo de Olivenca",NA,NA,NA,"http://data.biodiversitydata.nl/naturalis/specimen/L.1087236",NA,"Aptandropsis amphoricarpa Ducke"
"5",NA,NA,"Botany","L  0038991","Aptandropsis amphoricarpa Ducke","Erythropalaceae","Heisteria","amphoricarpa","Ducke",NA,NA,"TYPE",NA,"Ducke A",1944,4,1,"Brazil","Amazonas",NA,"BrasilAmazonasSao Paulo de Olivenca",NA,NA,NA,"http://data.biodiversitydata.nl/naturalis/specimen/L%20%200038991",NA,"Aptandropsis amphoricarpa Ducke"
"6",NA,NA,"Botany","L.1087237","Aptandropsis amphoricarpa Ducke","Erythropalaceae","Heisteria","amphoricarpa","Ducke",NA,NA,"TYPE",NA,"Ducke A",1944,4,1,"Brazil","Amazonas",NA,"BrasilAmazonasSao Paulo de Olivenca",NA,NA,NA,"http://data.biodiversitydata.nl/naturalis/specimen/L.1087237",NA,"Aptandropsis amphoricarpa Ducke"
"7",NA,NA,"Botany","L.1134640","Aptandropsis amphoricarpa Ducke","Erythropalaceae","Heisteria","amphoricarpa","Ducke",NA,NA,"TYPE",NA,"Ducke A",1944,4,1,"Brazil","Amazonas",NA,"BrasilAmazonasSao Paulo de Olivenca",NA,NA,NA,"http://data.biodiversitydata.nl/naturalis/specimen/L.1134640",NA,"Aptandropsis amphoricarpa Ducke"
"8",NA,"NY","NY","285445","Aptandropsis amphoricarpa Ducke","Erythropalaceae","Heisteria","amphoricarpa","Ducke",NA,NA,"TYPE","1664","W. A. Ducke",1942,10,16,"Brazil","Amazonas",NA,NA,-69.504833,-4.696879,NA,"11bab2c8-a097-4e45-ba46-585388d12fcb",NA,"Aptandropsis amphoricarpa Ducke"
"9",NA,"F","Botany","V0066200F","Aptandropsis amphoricarpa Ducke","Erythropalaceae","Heisteria","amphoricarpa","Ducke",NA,NA,"ISOLECTOTYPE","1664","A. Ducke",1942,10,16,"Brazil","Amazonas",NA,NA,-63,-5,NA,"573541e1-f5b3-4133-8d68-6a00b9ce9800",NA,"Aptandropsis amphoricarpa Ducke"
"10",NA,"MN","R-TIPOS","55327A","Aptandropsis amphoricarpa Ducke","Erythropalaceae","Heisteria","amphoricarpa","Ducke","Sleumer, H.","1982-01-01T00:00:00.000+0000",NA,"1664","Ducke, W.A.",1942,10,16,"Brazil","Amazonas","São Paulo de Olivença",NA,NA,NA,NA,"BRA:MN:R-TIPOS:000055327A",NA,"Aptandropsis amphoricarpa Ducke"
"11",NA,"US","Botany","2249562","Aptandropsis amphoricarpa Ducke","Erythropalaceae","Heisteria","amphoricarpa","Ducke",NA,NA,"ISOLECTOTYPE","1664","A. Ducke",1942,NA,NA,"Brazil","Amazonas",NA,NA,NA,NA,NA,"http://n2t.net/ark:/65665/3d23ef8b6-0f3e-42a5-bc38-5cfe9dacc3af",NA,"Aptandropsis amphoricarpa Ducke"
"12","2017-10-18T11:18:43.000+0000","JBRJ","RB","RB00557197","Aptandropsis amphoricarpa Ducke","Erythropalaceae","Heisteria","amphoricarpa","Ducke",NA,NA,"SYNTYPE",NA,"Ducke, A.",1932,2,19,"Brazil","Amazonas","São Paulo de Olivença","Mata de terra firme,lugar umido.",NA,NA,"Árvore pequena, fruto verde.","urn:catalog:JBRJ:RB:557197",NA,"Aptandropsis amphoricarpa Ducke"
"13","2017-10-18T10:09:46.000+0000","JBRJ","RB","RB00557196","Aptandropsis amphoricarpa Ducke","Erythropalaceae","Heisteria","amphoricarpa","Ducke",NA,NA,"SYNTYPE",NA,"Ducke, A.",1932,2,19,"Brazil","Amazonas","São Paulo de Olivença","Mata de terra firme,lugar umido.",NA,NA,"Árvore pequena, fruto verde.","urn:catalog:JBRJ:RB:557196",NA,"Aptandropsis amphoricarpa Ducke"
