"","modified","institutionCode","collectionCode","catalogNumber","scientificName","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","fieldNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","acceptedNameUsage","identificationQualifier","infraspecificEpithet","comments","bibliographicCitation"
"1",NA,"Reserva Natural Vale (CVRD)","CVRD","8791","Symplocos pycnobotrya Mart. ex Miq.","Symplocaceae","Symplocos","pycnobotrya","Mart. ex Miq.","Domingos A. Folli","2004-07-06T00:00:00.000+0000",NA,"96",NA,"Siqueira, G.S.",2004,7,6,"Brazil","Es","LINHARES",NA,NA,NA,"<ll>dwc_commonname:</ll> Sete mentira","BRA:CVRD:CVRD:0000008791","Symplocos pycnobotrya Mart. ex Miq.",NA,NA,NA,NA
"2",NA,"Reserva Natural Vale (CVRD)","CVRD","8792","Symplocos pycnobotrya Mart. ex Miq.","Symplocaceae","Symplocos","pycnobotrya","Mart. ex Miq.","Domingos A. Folli","2004-07-05T00:00:00.000+0000",NA,"4877",NA,"Folli, D.A.",2004,7,5,"Brazil","Es","LINHARES",NA,NA,NA,"<ll>dwc_commonname:</ll> Sete mentira","BRA:CVRD:CVRD:0000008792","Symplocos pycnobotrya Mart. ex Miq.",NA,NA,NA,NA
"3",NA,"Reserva Natural Vale (CVRD)","CVRD","4891","Symplocos pycnobotrya Mart. ex Miq.","Symplocaceae","Symplocos","pycnobotrya","Mart. ex Miq.","Milton Groppo Jr.","2003-03-25T00:00:00.000+0000",NA,"2267",NA,"Folli, D.A.",1994,3,29,"Brazil","Es","LINHARES","Coleta de flor IAS. 58",NA,NA,"<ll>dwc_commonname:</ll> Sete mentira","BRA:CVRD:CVRD:0000004891","Symplocos pycnobotrya Mart. ex Miq.",NA,NA,NA,NA
"4",NA,"USP","SPF","152700","Symplocos pycnobotrya Mart. ex Miq.","Symplocaceae","Symplocos","pycnobotrya","Mart. ex Miq.","Groppo, M","2003-03-01T00:00:00.000+0000",NA,"2267",NA,"Folli, DA",1994,3,29,"Brazil","Espírito Santo","Linhares","Reserva Natural Vale",0,0,NA,"BRA:USP:SPF:0000152700","Symplocos pycnobotrya Mart. ex Miq.",NA,NA,NA,NA
"5","2017-10-10T18:41:19.000+0000","JBRJ","RB","RB00434930","Symplocos fallax Brand","Symplocaceae","Symplocos","fallax","Brand",NA,NA,NA,"354",NA,"M.L.M.Azevedo; E.C.Lopes",1989,9,28,"Brazil","Distrito Federal","Distrito Federal",NA,-47.883333,-15.965556,"Árvore ca. 6 metros de altura, com frutos imaturos de cor verde, maduros de cor preta.","urn:catalog:JBRJ:RB:434930","Symplocos fallax Brand",NA,NA,NA,NA
"6",NA,"UNICAMP","UEC","28621","Symplocos pycnobotrya Mart. ex Miq.","Symplocaceae","Symplocos","pycnobotrya","Mart. ex Miq.","Bidá, A.","1996-05-01T00:00:00.000+0000",NA,"13229",NA,"Stubblebine, W.H.; Shepherd, G.J.; Tamashiro, J.Y.",1981,12,11,"Brazil","São Paulo","Iguape","Restinga de Grajaú",0,0,"flor, Arvoreta 5m, flores brancas.","BRA:UNICAMP:UEC:0000028621","Symplocos pycnobotrya Mart. ex Miq.",NA,NA,NA,NA
"7",NA,"USP","SPF","72624","Symplocos pycnobotrya Mart. ex Miq.","Symplocaceae","Symplocos","pycnobotrya","Mart. ex Miq.","Bidá, A","1996-02-01T00:00:00.000+0000",NA,"21334",NA,"Harley, RM",1980,4,13,"Brazil","Bahia",NA,"Serra Geral de Caitité",-42.5,-14.116667,NA,"BRA:USP:SPF:0000072624","Symplocos pycnobotrya Mart. ex Miq.",NA,NA,NA,NA
"8",NA,"UNICAMP","UEC","39720","Symplocos pycnobotrya Mart. ex Miq.","Symplocaceae","Symplocos","pycnobotrya","Mart. ex Miq.","Bidá, A.","1996-05-01T00:00:00.000+0000",NA,"21334",NA,"Harley, R.M.; Bromley, G.L.; Carvalho, A.M.; Hage, J.L.; Brito, H.S.",1980,4,13,"Brazil","Bahia","Caitité","9.5km s. of Caitité on road to Brejinhos",-42.5,-15.166667,"vegetativo, By small reservoir and stream. Scrub among rocks by stream, mith nearby woodland. This plant growing in forest.Tree 5m. Leaves coriaceous, bright glossy green above, pale dull green beneath. Teeth pale. Young stems fawn. Young fruit green","BRA:UNICAMP:UEC:0000039720","Symplocos pycnobotrya Mart. ex Miq.",NA,NA,NA,NA
"9",NA,"USP","SPF","157319","Symplocos pycnobotrya Mart. ex Miq.","Symplocaceae","Symplocos","pycnobotrya","Mart. ex Miq.","Groppo, M","2003-06-01T00:00:00.000+0000",NA,"58",NA,"Silva, LA",1979,8,24,"Brazil","Espírito Santo","Linhares","Reserva Natural Vale",0,0,NA,"BRA:USP:SPF:0000157319","Symplocos pycnobotrya Mart. ex Miq.",NA,NA,NA,NA
"10",NA,"Reserva Natural Vale (CVRD)","CVRD","330","Symplocos pycnobotrya Mart. ex Miq.","Symplocaceae","Symplocos","pycnobotrya","Mart. ex Miq.","Milton Groppo Jr.","2003-06-02T00:00:00.000+0000",NA,"58",NA,"Silva, I.A.",1979,8,24,"Brazil","Es","LINHARES","Próxima a um Jacarandá, Matriz nº 14",NA,NA,"<ll>dwc_commonname:</ll> Sete mentira","BRA:CVRD:CVRD:0000000330","Symplocos pycnobotrya Mart. ex Miq.",NA,NA,NA,NA
