"","modified","institutionCode","collectionCode","catalogNumber","scientificName","identificationQualifier","family","genus","specificEpithet","infraspecificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","fieldNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","bibliographicCitation","acceptedNameUsage","comments"
"1",NA,"F","Botany","V0104873F","Capsicum velutinum (Sendt.) Kuntze",NA,"Solanaceae","Aureliana","velutinum",NA,"(Sendt.) Kuntze",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brazil",NA,NA,NA,-52.8731,-10.8339,NA,"697a20d8-ad3e-4ee4-bb50-831a5b2ce929",NA,"Capsicum velutinum (Sendt.) Kuntze",NA
"2",NA,"F","Botany","V0104870F","Capsicum velutinum (Sendt.) Kuntze",NA,"Solanaceae","Aureliana","velutinum",NA,"(Sendt.) Kuntze",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brazil",NA,NA,NA,-52.8731,-10.8339,NA,"da6ec133-2200-41e7-b8e9-729038de6c09",NA,"Capsicum velutinum (Sendt.) Kuntze",NA
"3",NA,"F","Botany","V0103516F","Aureliana velutina Sendtn.",NA,"Solanaceae","Aureliana","velutina",NA,"Sendtn.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brazil",NA,NA,NA,-52.8731,-10.8339,NA,"bcb81aca-1226-4900-90eb-c447a39377ec",NA,"Aureliana velutina Sendtn.",NA
"4",NA,"F","Botany","V0104878F","Capsicum velutinum (Sendt.) Kuntze",NA,"Solanaceae","Aureliana","velutinum",NA,"(Sendt.) Kuntze",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brazil",NA,NA,NA,-52.8731,-10.8339,NA,"cdd2e409-4df1-4da0-bb90-e9de16479966",NA,"Capsicum velutinum (Sendt.) Kuntze",NA
"5",NA,"F","Botany","V0104879F","Capsicum velutinum (Sendt.) Kuntze",NA,"Solanaceae","Aureliana","velutinum",NA,"(Sendt.) Kuntze",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brazil",NA,NA,NA,-52.8731,-10.8339,NA,"26e09fa6-92c5-4ca3-98ec-71238b8ef6a7",NA,"Capsicum velutinum (Sendt.) Kuntze",NA
"6",NA,"F","Botany","V0103514F","Aureliana velutina Sendtn.",NA,"Solanaceae","Aureliana","velutina",NA,"Sendtn.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brazil",NA,NA,NA,-52.8731,-10.8339,NA,"ff5123d2-cf16-4d2e-a247-d7b16fbac467",NA,"Aureliana velutina Sendtn.",NA
"7",NA,"F","Botany","V0104872F","Capsicum velutinum (Sendt.) Kuntze",NA,"Solanaceae","Aureliana","velutinum",NA,"(Sendt.) Kuntze",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brazil",NA,NA,NA,-52.8731,-10.8339,NA,"ac23c58d-b1f4-42bb-b5bb-5cc8013f8c6d",NA,"Capsicum velutinum (Sendt.) Kuntze",NA
"8",NA,"F","Botany","V0104875F","Capsicum velutinum (Sendt.) Kuntze",NA,"Solanaceae","Aureliana","velutinum",NA,"(Sendt.) Kuntze",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brazil",NA,NA,NA,-52.8731,-10.8339,NA,"75fe5672-0b36-45ce-a209-78f9cfefa84e",NA,"Capsicum velutinum (Sendt.) Kuntze",NA
"9",NA,"F","Botany","V0104880F","Capsicum velutinum (Sendt.) Kuntze",NA,"Solanaceae","Aureliana","velutinum",NA,"(Sendt.) Kuntze",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brazil",NA,NA,NA,-52.8731,-10.8339,NA,"5e0dca89-8fc1-4789-983d-8974a62d505b",NA,"Capsicum velutinum (Sendt.) Kuntze",NA
"10",NA,"NY","NY","02486281","Athenaea velutina (Sendtn.) W.G.D'Arcy",NA,"Solanaceae","Aureliana","velutina",NA,"(Sendtn.) W.G.D'Arcy","S. D. Knapp","2016-01-01T00:00:00.000+0000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,"72fd17da-8243-472b-bc13-0b68fbec8f9f",NA,"Athenaea velutina (Sendtn.) W.G.D'Arcy",NA
"11",NA,"NY","NY","02479093","Aureliana velutina Sendtn.",NA,"Solanaceae","Aureliana","velutina",NA,"Sendtn.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,"712b939d-1f9e-4b5e-ad1e-2bcd6bc3cf92",NA,"Aureliana velutina Sendtn.",NA
"12",NA,NA,"Botany","U.1736366","Capsicum velutinum (Sendt.) Kuntze",NA,"Solanaceae","Aureliana","velutinum",NA,"(Sendt.) Kuntze",NA,NA,NA,NA,NA,"Mexia YEJ",1930,1,2,"unknown or invalid",NA,NA,NA,NA,NA,NA,"http://data.biodiversitydata.nl/naturalis/specimen/U.1736366",NA,"Capsicum velutinum (Sendt.) Kuntze",NA
"13",NA,"HBG","Ule_nummeriert","729","Aureliana velutina Sendtn.",NA,"Solanaceae","Aureliana","velutina",NA,"Sendtn.",NA,NA,NA,NA,NA,"Ule",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Aureliana velutina Sendtn.",NA
