"","modified","institutionCode","collectionCode","catalogNumber","scientificName","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","recordNumber","fieldNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","bibliographicCitation","acceptedNameUsage","identificationQualifier","infraspecificEpithet","typeStatus","comments"
"1",NA,"Universidade Federal de Minas Gerais (UFMG)","BHCB","190199","Aureliana cuspidata (Witasek) I.M.C.Rodrigues & Stehmann","Solanaceae","Aureliana","cuspidata","(Witasek) I.M.C.Rodrigues & Stehmann",NA,"2018-04-02T00:00:00.000+0000","6457",NA,"Stehmann, JR; Barboza, G; Deanna, R",2018,4,2,"Brazil","São Paulo","Salesópolis","de Salesópolis rumo a represa, ca. 20 km de Salesópolis",-46.889722,-23.626861,"Barboza, G. 5011","BRA:UFMG:BHCB:0000190199",NA,"Aureliana cuspidata (Witasek) I.M.C.Rodrigues & Stehmann",NA,NA,NA,NA
"2","2018-03-07T11:53:16.000+0000","JBRJ","RB","RB01382688","Athenaea cuspidata Witasek","Solanaceae","Aureliana","cuspidata","Witasek","J.R. Stehmann",NA,"6394",NA,"J.R. Stehmann",2016,9,12,"Brazil","Espírito Santo","Espírito Santo","Pedra Menina",-41.801667,-20.548055,NA,"urn:catalog:JBRJ:RB:1382688",NA,"Athenaea cuspidata Witasek",NA,NA,NA,NA
"4",NA,"Universidade Federal de Minas Gerais (UFMG)","BHCB","175533","Athenaea cuspidata Witasek","Solanaceae","Aureliana","cuspidata","Witasek",NA,NA,"5",NA,"Falcão, BF; Moreira, SN; Rodrigues, IMC; Gouvêa, YF; Souza, JF",2013,9,23,"Brazil","Minas Gerais","Simonésia","RPPN Mata do Sossego, Trilha das Hortências. Lado direito de quem sobe, clareira antes do mirante.",-42.0885,-20.068111,NA,"BRA:UFMG:BHCB:0000175533",NA,"Athenaea cuspidata Witasek",NA,NA,NA,NA
"5",NA,"Universidade Federal de Minas Gerais (UFMG)","BHCB","169701","Athenaea cuspidata Witasek","Solanaceae","Aureliana","cuspidata","Witasek",NA,"2014-03-01T00:00:00.000+0000","750",NA,"Dias, HM; Silva, AE; Castro, KC; Kunz, SH; Bruno, N",2012,6,12,"Brazil","Espírito Santo","Ibitirama","Parque Nacional do Caparaó, Vale do Rio Santa Marta",-42.270556,-20.825278,NA,"BRA:UFMG:BHCB:0000169701",NA,"Athenaea cuspidata Witasek",NA,NA,NA,NA
"6","2016-01-18T15:29:06.000+0000","JBRJ","RB","RB00936259","Athenaea cuspidata Witasek","Solanaceae","Aureliana","cuspidata","Witasek","J.R. Stehmann","2015-10-20T00:00:00.000+0000","1740",NA,"T.B. Flores; O.R. Campos",2012,10,31,"Brazil","Espírito Santo","Castelo","Propriedade particular (Sidinei Casagrande - Elias Fassine), ao lado da sede do Parque Estadual de Forno Grande.",NA,NA,"Arbusto, ca. 2m de alt. Frutos imaturos verdes","urn:catalog:JBRJ:RB:936259",NA,"Athenaea cuspidata Witasek",NA,NA,NA,NA
"7","2015-11-25T14:14:46.000+0000","JBRJ","RB","RB00784401","Athenaea cuspidata Witasek","Solanaceae","Aureliana","cuspidata","Witasek","J.R. Stehmann","2015-10-20T00:00:00.000+0000","1420",NA,"T.B. Flores; et al",2012,10,22,"Brazil","Espírito Santo","Dores do Rio Preto","Parque Nacional do Caparaó - Intermediações do alojamento.",-41.816667,-20.5,"Arbusto, ca. 2m de alt. Cálice verde, corola alva com pontuações roxas na parte interna, androceu alva com traços amarronzados. Botões e frutos imaturos verdes","urn:catalog:JBRJ:RB:784401",NA,"Athenaea cuspidata Witasek",NA,NA,NA,NA
"8",NA,"Universidade Federal de Minas Gerais (UFMG)","BHCB","162584","Athenaea cuspidata Witasek","Solanaceae","Aureliana","cuspidata","Witasek",NA,NA,"11",NA,"Rocha, KP da; Stehmann, JR",2012,11,6,"Brazil","Minas Gerais","Simonésia","RPPN Mata do Sossego, Trilha das Hortências",-42.087517,-20.335833,"Arbustivo, 2,5m. Fruto verde-amarelado com máculas verde-escuro","BRA:UFMG:BHCB:0000162584",NA,"Athenaea cuspidata Witasek",NA,NA,NA,NA
"9",NA,"Universidade Federal de Minas Gerais (UFMG)","BHCB","162217","Athenaea cuspidata Witasek","Solanaceae","Aureliana","cuspidata","Witasek",NA,"2012-11-06T00:00:00.000+0000","35",NA,"Gouvêa, YF; Stehmann, JR",2012,11,6,"Brazil","Minas Gerais","Simonésia","RPPN Mata do Sossego, Trilha do Mirante",-42.091389,-20.071389,NA,"BRA:UFMG:BHCB:0000162217",NA,"Athenaea cuspidata Witasek",NA,NA,NA,NA
"10",NA,"Universidade Federal de Minas Gerais (UFMG)","BHCB","152284","Aureliana cuspidata (Witasek) I.M.C.Rodrigues & Stehmann","Solanaceae","Aureliana","cuspidata","(Witasek) I.M.C.Rodrigues & Stehmann",NA,"2013-01-01T00:00:00.000+0000","1249",NA,"Giacomin, LL; Machado, TM; Souza, FS",2011,2,10,"Brazil","Espírito Santo","Divino de São Lourenço","Parque Nacional do caparaó, Trilha para Pedra Escorada",-41.76225,-20.555583,NA,"BRA:UFMG:BHCB:0000152284",NA,"Aureliana cuspidata (Witasek) I.M.C.Rodrigues & Stehmann",NA,NA,NA,NA
"12",NA,"Universidade Federal de Santa Catarina (UFSC)","FLOR","39812","Athenaea cuspidata Witasek","Solanaceae","Aureliana","cuspidata","Witasek","Stehmann, J.R.","2010-12-03T00:00:00.000+0000","52",NA,"Venda, A.K.L.",2010,12,3,"Brazil","Minas Gerais","Alto Caparaó","Estrada para Cachoeira Bonita, Parque Nacional do Caparaó.",-41.843333,-20.409167,"arbusto, flor cálice verdeverde. Folhas verdes. Recebida de BHCB 147108.","BRA:UFSC:FLOR:0000039812",NA,"Athenaea cuspidata Witasek",NA,NA,NA,NA
