"","modified","institutionCode","collectionCode","catalogNumber","scientificName","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","recordNumber","fieldNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","bibliographicCitation","acceptedNameUsage","identificationQualifier","infraspecificEpithet","typeStatus","comments"
"16",NA,"Universidade Federal de Minas Gerais (UFMG)","BHCB","128887","Aureliana cuspidata (Witasek) I.M.C.Rodrigues & Stehmann","Solanaceae","Aureliana","cuspidata","(Witasek) I.M.C.Rodrigues & Stehmann",NA,"2013-01-01T00:00:00.000+0000","6012",NA,"Stehmann, JR; Matos, LVS; Miranda, GM; Santos, JL; Moreira, NC",2009,3,21,"Brazil","Minas Gerais","Simonésia","RPPN Mata do Sossego, Floresta Estacional Semi-Decidual Secundária",-42.079083,-20.067667,NA,"BRA:UFMG:BHCB:0000128887",NA,"Aureliana cuspidata (Witasek) I.M.C.Rodrigues & Stehmann",NA,NA,NA,NA
"17","2014-07-07T19:50:29.000+0000","JBRJ","RB","RB00591627","Athenaea cuspidata Witasek","Solanaceae","Aureliana","cuspidata","Witasek","L. R. Martins da Costa","2010-07-15T00:00:00.000+0000","7185",NA,"L. S. Leoni",2008,6,29,"Brazil","Minas Gerais","Pedra Menina","Parque Nacional do Caparaó.",NA,NA,"Arbusto ca. 3,0-3,5 m de altura, caule com nódulos de cor escura, ramos patentes folhas com pubescências pegajosas, corola de cor clara com pigmento quase roxo.","urn:catalog:JBRJ:RB:591627",NA,"Athenaea cuspidata Witasek",NA,NA,NA,NA
"18",NA,"Universidade Federal de Minas Gerais (UFMG)","BHCB","151137","Aureliana cuspidata (Witasek) I.M.C.Rodrigues & Stehmann","Solanaceae","Aureliana","cuspidata","(Witasek) I.M.C.Rodrigues & Stehmann",NA,NA,"7185",NA,"Leoni, LS",2008,6,29,"Brazil","Espírito Santo",NA,"Pedra Menina, Parque Nacional do Caparaó",0,0,NA,"BRA:UFMG:BHCB:0000151137",NA,"Aureliana cuspidata (Witasek) I.M.C.Rodrigues & Stehmann",NA,NA,NA,NA
"19",NA,"Universidade Federal de Minas Gerais (UFMG)","BHCB","137611","Aureliana cuspidata (Witasek) I.M.C.Rodrigues & Stehmann","Solanaceae","Aureliana","cuspidata","(Witasek) I.M.C.Rodrigues & Stehmann",NA,"2015-04-24T00:00:00.000+0000","5260",NA,"Forzza, RC; Amorim, AMA; Paixão, JL; Gomes, LCJ",2008,7,20,"Brazil","Espírito Santo","Cariacica","Reserva Biológica de Duas Bocas, Floresta na beira da estrada para a localidade de Alegre. Floresta Ombrófila Densa Montana.",-40.481944,-20.3025,NA,"BRA:UFMG:BHCB:0000137611",NA,"Aureliana cuspidata (Witasek) I.M.C.Rodrigues & Stehmann",NA,NA,NA,NA
"20",NA,"Universidade Federal de Minas Gerais (UFMG)","BHCB","115951","Athenaea cuspidata Witasek","Solanaceae","Aureliana","cuspidata","Witasek",NA,NA,"4812",NA,"Stehmann, JR; Viana, PL; Zamberlan, PM",2007,10,24,"Brazil","São Paulo","Biritiba-Mirim","Estação Biológica de Boracéia",-45.885278,-23.652778,NA,"BRA:UFMG:BHCB:0000115951",NA,"Athenaea cuspidata Witasek",NA,NA,NA,NA
"22",NA,"Universidade Federal de Minas Gerais (UFMG)","BHCB","87679","Aureliana cuspidata (Witasek) I.M.C.Rodrigues & Stehmann","Solanaceae","Aureliana","cuspidata","(Witasek) I.M.C.Rodrigues & Stehmann",NA,"2015-04-24T00:00:00.000+0000","1252",NA,"Demuner, V; Bausen, E; Pizziolo, W",2000,7,25,"Brazil","Espírito Santo","Fundão","Goiapaba-Açu",0,0,NA,"BRA:UFMG:BHCB:0000087679",NA,"Aureliana cuspidata (Witasek) I.M.C.Rodrigues & Stehmann",NA,NA,NA,NA
"23",NA,"Universidade Estadual de Londrina, UEL","FUEL","35496","Athenaea cuspidata Witasek","Solanaceae","Aureliana","cuspidata","Witasek",NA,NA,"s.n.",NA,"Lombardi, JA",1999,7,10,"Brazil","Minas Gerais","Fervedouro","Parque Estadual da Serra do Brigadeiro",0,0,"Arbusto ca. 1,8m; mata atlântica em diversos graus de perturbação, margem da estrada; folhas papiráceas, cálice verde, corola branca, centro internamente roxo, anteras brancas.","BRA:UEL:FUEL:0000035496",NA,"Athenaea cuspidata Witasek",NA,NA,NA,NA
"24",NA,"UEFS","HUEFS","75220","Athenaea cuspidata Witasek","Solanaceae","Aureliana","cuspidata","Witasek",NA,NA,"3071",NA,"Lombardi, J.A.",1999,7,10,"Brazil","Minas Gerais",NA,"Fervedouro: Parque Estadual da Serra do Brigadeiro",-42.483889,-20.716111,NA,"BRA:UEFS:HUEFS:0000075220",NA,"Athenaea cuspidata Witasek",NA,NA,NA,NA
"25",NA,"Reserva Natural Vale (CVRD)","CVRD","5166","Athenaea cuspidata Witasek","Solanaceae","Aureliana","cuspidata","Witasek","Lúcia d'Avila Freires de Carvalho","1998-05-05T00:00:00.000+0000","2529",NA,"Folli, D.A.",1995,1,31,"Brazil","Es","VENDA NOVA DO IMIGRANTE","Próximo a casa na chapada.",NA,NA,"<ll>dwc_commonname:</ll> Jurubeba coração","BRA:CVRD:CVRD:0000005166",NA,"Athenaea cuspidata Witasek",NA,NA,NA,NA
"26","2014-07-22T15:26:19.000+0000","JBRJ","RB","RB00460688","Athenaea cuspidata Witasek","Solanaceae","Aureliana","cuspidata","Witasek",NA,NA,"2529",NA,"D.A. Folli",1995,1,31,"Brazil","Espírito Santo","Espírito Santo","Sítio Guaçuvirá-ICEB-Ve.nda Nova do Imigrante. Próximo a casa na chapada.",NA,NA,"Cor de botão: verde. Cor da flor: roxo. Cor da exsudação: incolor. Porte: arbustivo. Altura total: 1,5m. Exsudação: seiva.","urn:catalog:JBRJ:RB:460688",NA,"Athenaea cuspidata Witasek",NA,NA,NA,NA
"27",NA,"Universidade Federal de Minas Gerais (UFMG)","BHCB","30956","Aureliana cuspidata (Witasek) I.M.C.Rodrigues & Stehmann","Solanaceae","Aureliana","cuspidata","(Witasek) I.M.C.Rodrigues & Stehmann",NA,NA,"959",NA,"Lombardi, JA",1995,9,29,"Brazil","Minas Gerais","Caparaó","Parque Nacional do Caparaó, Vale Verde, às margens do córrego José Pedro",0,0,NA,"BRA:UFMG:BHCB:0000030956",NA,"Aureliana cuspidata (Witasek) I.M.C.Rodrigues & Stehmann",NA,NA,NA,NA
"28",NA,"IAC","IAC","31689","Athenaea cuspidata Witasek","Solanaceae","Aureliana","cuspidata","Witasek","J.R. Stehmann & L.L. Giacomin","2011-09-12T00:00:00.000+0000","3073",NA,"L.S. Leoni",1995,9,29,"Brazil","Minas Gerais","Caparaó","Parque Nacional, Vale verde, do lado do córrego",-41.9044,-20.5231,NA,"BRA:IAC:IAC:0000031689",NA,"Athenaea cuspidata Witasek",NA,NA,NA,NA
"30",NA,"Escola Superior de Agricultura Luiz de Queiroz, ESALQ","ESA","ESA012514","Athenaea cuspidata Witasek","Solanaceae","Aureliana","cuspidata","Witasek","Stehmann, J.R.","1999-08-01T00:00:00.000+0000","1939",NA,"Souza, V.C. et al.",1990,7,8,"Brazil","São Paulo","Ilhabela","Beira de mata",NA,NA,NA,"BRA:ESALQ:ESA:0ESA012514",NA,"Athenaea cuspidata Witasek",NA,NA,NA,NA
"32",NA,"Universidade Federal de Minas Gerais (UFMG)","BHCB","19445","Aureliana cuspidata (Witasek) I.M.C.Rodrigues & Stehmann","Solanaceae","Aureliana","cuspidata","(Witasek) I.M.C.Rodrigues & Stehmann",NA,"2015-04-24T00:00:00.000+0000","s.n.",NA,"Leoni, LS",1989,8,25,"Brazil","Minas Gerais","Carangola","Serra da Conceição, Interior da mata de encosta",0,0,NA,"BRA:UFMG:BHCB:0000019445",NA,"Aureliana cuspidata (Witasek) I.M.C.Rodrigues & Stehmann",NA,NA,NA,NA
"33",NA,"IAC","IAC","29349","Athenaea cuspidata Witasek","Solanaceae","Aureliana","cuspidata","Witasek","J.R. Stehmann & L.L. Giacomin","2011-09-12T00:00:00.000+0000","842",NA,"L.S. Leoni",1989,8,25,"Brazil","Minas Gerais","Carangola","Serra da Conceição, cresce no interior da mata de encosta, ao lado da picada",-42.0294,-20.7331,NA,"BRA:IAC:IAC:0000029349",NA,"Athenaea cuspidata Witasek",NA,NA,NA,NA
"34",NA,"UNICAMP","UEC","50411","Athenaea cuspidata Witasek","Solanaceae","Aureliana","cuspidata","Witasek","Barboza, G.","2003-01-01T00:00:00.000+0000","20700",NA,"Brown Jr, K.S.",1988,11,5,"Brazil","Rio de Janeiro","Casemiro de Abreu","Fazenda União, área de reserva (700 ha), 10 metros.",0,0,"Planta de Ithomia spp (Ithomiinae). Arbustiva até 3 metros.; Em mata virgem, de brejo, domina alguns pontos.","BRA:UNICAMP:UEC:0000050411",NA,"Athenaea cuspidata Witasek",NA,NA,NA,NA
"35",NA,"UNICAMP","UEC","50339","Athenaea cuspidata Witasek","Solanaceae","Aureliana","cuspidata","Witasek","Barboza, G.","2003-01-01T00:00:00.000+0000","20955",NA,"Brown Jr, K.S.",1988,11,19,"Brazil","Rio de Janeiro","Macaé","Fazenda União, reserva Municipal Macaé (fronteira de Casemiro de Abreu)",0,0,"Veja 20.700. Arbustos, flores creme/verde, cálice no fruto branco.","BRA:UNICAMP:UEC:0000050339",NA,"Athenaea cuspidata Witasek",NA,NA,NA,NA
"36","2013-11-16T15:12:00.000+0000","MO","MO","2923457","Athenaea cuspidata Witasek","Solanaceae","Aureliana","cuspidata","Witasek","Izabella M.C.Rodrigues","2012-01-01T00:00:00.000+0000","Webster 25509",NA,"Webster",1986,10,7,"Brazil","São Paulo",NA,"Mun. Santo André, Reserva Biologica de Paranapiacaba, lower montane rain forest with cloud forest on upper ridges",-46.333333,-23.783333,NA,"urn:catalog:MO:Tropicos:2923457","http://www.tropicos.org/Specimen/2923457","Athenaea cuspidata Witasek",NA,NA,NA,NA
"37",NA,"Universidade Federal de Minas Gerais (UFMG)","BHCB","153876","Aureliana cuspidata (Witasek) I.M.C.Rodrigues & Stehmann","Solanaceae","Aureliana","cuspidata","(Witasek) I.M.C.Rodrigues & Stehmann",NA,"2013-01-01T00:00:00.000+0000","134",NA,"Guerra, TP; Kirizawa, M",1985,9,24,"Brazil","São Paulo","Santo André","Estação Biológica do Alto da Serra de Paranapiacab",0,0,NA,"BRA:UFMG:BHCB:0000153876",NA,"Aureliana cuspidata (Witasek) I.M.C.Rodrigues & Stehmann",NA,NA,NA,NA
"38",NA,"Universidade Federal de Minas Gerais (UFMG)","BHCB","153862","Aureliana cuspidata (Witasek) I.M.C.Rodrigues & Stehmann","Solanaceae","Aureliana","cuspidata","(Witasek) I.M.C.Rodrigues & Stehmann",NA,"2013-01-01T00:00:00.000+0000","490",NA,"Sugiyama, M; Kirizawa, M; Lopes, EA",1984,4,17,"Brazil","São Paulo","Paranapiacaba","Estação Biológica",-46.316667,-23.783333,NA,"BRA:UFMG:BHCB:0000153862",NA,"Aureliana cuspidata (Witasek) I.M.C.Rodrigues & Stehmann",NA,NA,NA,NA
"39","2014-07-22T15:31:45.000+0000","JBRJ","RB","RB00468798","Athenaea cuspidata Witasek","Solanaceae","Aureliana","cuspidata","Witasek","L. R. Martins da Costa","2010-07-15T00:00:00.000+0000","369",NA,"Pereira, O.J.",1984,7,10,"Brazil","Espírito Santo","Domingos Martins","Doimingos Martins.",NA,NA,"Flores brancas, com máculas vinosas.","urn:catalog:JBRJ:RB:468798",NA,"Athenaea cuspidata Witasek",NA,NA,NA,NA
"40",NA,"Universidade Federal de Minas Gerais (UFMG)","BHCB","153872","Aureliana cuspidata (Witasek) I.M.C.Rodrigues & Stehmann","Solanaceae","Aureliana","cuspidata","(Witasek) I.M.C.Rodrigues & Stehmann",NA,"2013-01-01T00:00:00.000+0000","46",NA,"Guerra, TP; Kirizawa, M; Macedo, ICC; Sugiyama, M",1983,6,27,"Brazil","São Paulo","Santo André","Estação Biológica do Alto da Serra de Paranapiacab",0,0,NA,"BRA:UFMG:BHCB:0000153872",NA,"Aureliana cuspidata (Witasek) I.M.C.Rodrigues & Stehmann",NA,NA,NA,NA
"41",NA,"Universidade Federal de Minas Gerais (UFMG)","BHCB","38701","Aureliana cuspidata (Witasek) I.M.C.Rodrigues & Stehmann","Solanaceae","Aureliana","cuspidata","(Witasek) I.M.C.Rodrigues & Stehmann",NA,NA,"300",NA,"Sugiyama, M; Custódio Filho, A",1983,7,7,"Brazil","São Paulo","Biritiba Mirim","Estação Biológica de Boracéia",-45.866667,-23.633333,NA,"BRA:UFMG:BHCB:0000038701",NA,"Aureliana cuspidata (Witasek) I.M.C.Rodrigues & Stehmann",NA,NA,NA,NA
"43",NA,"NY","NY","1184677","Aureliana cuspidata (Witasek) I.M.C.Rodrigues & Stehmann","Solanaceae","Aureliana","cuspidata","(Witasek) I.M.C.Rodrigues & Stehmann","I. M. C. Rodrigues","2013-01-01T00:00:00.000+0000","45171",NA,"G. G. Hatschbach",1982,7,21,"Brazil","EspÃ­rito Santo",NA,"Rod. BR-262.",-41.4131438377716,-20.4682197189775,NA,"34f0710e-75e3-4485-9aaa-b8615f0b9e43",NA,"Aureliana cuspidata (Witasek) I.M.C.Rodrigues & Stehmann",NA,NA,NA,NA
"44","2013-11-16T15:12:00.000+0000","MO","MO","2920368","Athenaea cuspidata Witasek","Solanaceae","Aureliana","cuspidata","Witasek","Izabella M.C.Rodrigues","2012-01-01T00:00:00.000+0000","Hatschbach 45171",NA,"Gert G. Hatschbach|O. V. Guimarães",1982,7,21,"Brazil","Espírito Santo",NA,"Rod. BR-262 (mun. Muniz Freire)",NA,NA,NA,"urn:catalog:MO:Tropicos:2920368","http://www.tropicos.org/Specimen/2920368","Athenaea cuspidata Witasek",NA,NA,NA,NA
"46",NA,"NY","NY","00962444","Aureliana cuspidata (Witasek) I.M.C.Rodrigues & Stehmann","Solanaceae","Aureliana","cuspidata","(Witasek) I.M.C.Rodrigues & Stehmann","I. M. C. Rodrigues","2013-01-01T00:00:00.000+0000","32",NA,"R. C. AmÃ¢ncio Pagni Gelli",1980,9,26,"Brazil","SÃ£o Paulo",NA,"Estrada entre a praia de Una e a praia do Guarau, ao sul de PeruÃ­be.",0,0,NA,"b2bae817-500c-4ba1-b098-8283a1db7e14",NA,"Aureliana cuspidata (Witasek) I.M.C.Rodrigues & Stehmann",NA,NA,NA,NA
"47","2014-07-22T15:26:20.000+0000","JBRJ","RB","RB00460696","Athenaea cuspidata Witasek","Solanaceae","Aureliana","cuspidata","Witasek","Mattos Silva & G. Barboza y A.T. Hunjiker",NA,NA,NA,"L.A. Mattos Silva; J.L. Hage & A.J. Ribeiro",1979,7,5,"Brazil","Bahia","Prado","Km 31 da Rod. Prado/Itamaraju (rod Ba 284).",-39.4,-17.2,"Arbusto, 1,5m de altura. Sépalas verdes e pétalas brancas, matizadas de marron.","urn:catalog:JBRJ:RB:460696",NA,"Athenaea cuspidata Witasek",NA,NA,NA,NA
"48","2017-10-19T22:38:22.000+0000","JBRJ","RB","RB00460669","Athenaea cuspidata Witasek","Solanaceae","Aureliana","cuspidata","Witasek",NA,NA,"10888",NA,"W. Berison",1979,12,22,"Brazil","São Paulo","Sete Barras","Reservas de Sete Barras.",NA,NA,NA,"urn:catalog:JBRJ:RB:460669",NA,"Athenaea cuspidata Witasek",NA,NA,NA,NA
"49","2017-10-19T05:37:07.000+0000","JBRJ","RB","RB00460682","Athenaea cuspidata Witasek","Solanaceae","Aureliana","cuspidata","Witasek","Lúcia Freire de Carvalho","1990-01-01T00:00:00.000+0000","474",NA,"A. Luna Peixoto; Oswaldo L. Peixoto et R. Kautsky",1975,1,19,"Brazil","Espírito Santo","Domingos Martins","Estrada para a pedra azul.",NA,NA,"Arbusto com cerca de 3m de altura, heliófito. Cálice verde, corola branca com manchas bordo na face interna das pétalas. Fruto imaturo. Pecíolo, cálice e frutos pegajosos.","urn:catalog:JBRJ:RB:460682",NA,"Athenaea cuspidata Witasek",NA,NA,NA,NA
"50",NA,"NY","NY","1184708","Athenaea cuspidata Witasek","Solanaceae","Aureliana","cuspidata","Witasek","G. E. Barboza; A. T. Hunziker","1989-01-01T00:00:00.000+0000","13740",NA,"J. Mattos",1966,5,24,"Brazil","SÃ£o Paulo",NA,"Reserva Florestal",-45.4103221857857,-23.6238676839665,NA,"e6aa03bd-4d43-4fb5-82db-b0cd2f69369a",NA,"Athenaea cuspidata Witasek",NA,NA,NA,NA
"51",NA,"Universidade Federal de Minas Gerais (UFMG)","BHCB","38700","Athenaea cuspidata Witasek","Solanaceae","Aureliana","cuspidata","Witasek",NA,NA,"13836",NA,"Mattos, J",1966,8,30,"Brazil","São Paulo","Miracatu","Perto de Pedro Barros",0,0,NA,"BRA:UFMG:BHCB:0000038700",NA,"Athenaea cuspidata Witasek",NA,NA,NA,NA
"52",NA,"NY","NY","1184634","Aureliana cuspidata (Witasek) I.M.C.Rodrigues & Stehmann","Solanaceae","Aureliana","cuspidata","(Witasek) I.M.C.Rodrigues & Stehmann","I. M. C. Rodrigues","2013-01-01T00:00:00.000+0000","s.n.",NA,"J. G. Bartolomeu",1951,7,17,"Brazil","SÃ£o Paulo",NA,"PrÃ³ximo a Registro. SÃ­tio N. S. da VitÃ³ria.",0,0,NA,"bae52e9d-b17f-4b1e-8452-3f692e0709b7",NA,"Aureliana cuspidata (Witasek) I.M.C.Rodrigues & Stehmann",NA,NA,NA,NA
"53",NA,"Universidade Federal de Minas Gerais (UFMG)","BHCB","38699","Aureliana cuspidata (Witasek) I.M.C.Rodrigues & Stehmann","Solanaceae","Aureliana","cuspidata","(Witasek) I.M.C.Rodrigues & Stehmann",NA,"2013-01-01T00:00:00.000+0000","s.n.",NA,"Bartolomeu, J",1951,7,17,"Brazil","São Paulo","Registro","Sítio N.S. da Vitoria Morro. Ex. Universidade de S, Próximo a Registro",0,0,NA,"BRA:UFMG:BHCB:0000038699",NA,"Aureliana cuspidata (Witasek) I.M.C.Rodrigues & Stehmann",NA,NA,NA,NA
"55","2013-01-28T00:00:00.000+0000","K","Herbarium","K000788479","Athenaea cuspidata Witasek","Solanaceae","Aureliana","cuspidata","Witasek","Rodrigues, I.M.C.","1905-07-04T00:00:00.000+0000","12997",NA,"Bartolomeu, J.",1951,7,17,"Brazil",NA,"Registro","Brazil, Estado: São Paulo, Registro,  Sítio N. S. da Vitória, Morro.",NA,NA,NA,"http://specimens.kew.org/herbarium/K000788479",NA,"Athenaea cuspidata Witasek",NA,NA,NA,NA
"57","2015-04-11T13:35:20.000+0000","S","VascularPlants","S12-8261","Athenaea cuspidata Witasek","Solanaceae","Aureliana","cuspidata","Witasek",NA,NA,"276",276,"Alberto Löfgren",1909,3,12,"Brazil",NA,NA,"Porto. S. José dos Campos.",NA,NA,NA,"S:VascularPlants:S12-8261",NA,"Athenaea cuspidata Witasek",NA,NA,NA,NA
"58","2013-01-28T00:00:00.000+0000","K","Herbarium","K000788452","Athenaea cuspidata Witasek","Solanaceae","Aureliana","cuspidata","Witasek","Rodrigues, I.M.C.","1905-07-04T00:00:00.000+0000","s.n.",NA,"Robert, A.",1905,3,17,"Brazil",NA,NA,"Brazil, Estado: Espírito Santo,  Engenheiro reed, 500m",NA,NA,NA,"http://specimens.kew.org/herbarium/K000788452",NA,"Athenaea cuspidata Witasek",NA,NA,NA,NA
"59",NA,"WU","Herbarium WU","0062926","Athenaea cuspidata Witasek","Solanaceae","Aureliana","cuspidata","Witasek","J. A. Witasek",NA,NA,NA,"Wettstein,R. & Schiffner,V.",1901,6,NA,"Brazil",NA,NA,"Brasilia. Prov. Sao Paulo. Prope Raiz de Serra. 20-50 m.",NA,NA,NA,NA,NA,"Athenaea cuspidata Witasek",NA,NA,NA,NA
"66",NA,"MBM","MBM","240010","Athenaea cuspidata Witasek","Solanaceae","Aureliana","cuspidata","Witasek","Souza, VC",NA,"1939",NA,"Souza, VC; et al.",NA,NA,NA,"Brazil","São Paulo","Ilhabela","Ilha de São Sebastião",0,0,NA,"BRA:MBM:MBM:0000240010",NA,"Athenaea cuspidata Witasek",NA,NA,NA,NA
"67",NA,"Comissão Executiva do Plano da Lavoura Cacaueira (CEPLAC)","CEPEC","133326","Athenaea cuspidata Witasek","Solanaceae","Aureliana","cuspidata","Witasek","J. R. Stehmann",NA,"52",NA,"A. K. L. Venda",NA,NA,NA,"Brazil","Minas Gerais","Alto caparaó","Alto Jequitibá, Parque Nacional do Caparaó, Estrada para Cachoeira Bonita.",-41.843333,-20.409167,"Ambiente: Mata. Habito: Arbusto","BRA:CEPLAC:CEPEC:0000133326",NA,"Athenaea cuspidata Witasek",NA,NA,NA,NA
"68",NA,"Comissão Executiva do Plano da Lavoura Cacaueira (CEPLAC)","CEPEC","49554","Athenaea cuspidata Witasek","Solanaceae","Aureliana","cuspidata","Witasek","Ma. de F. Agra",NA,"3285",NA,"A. M. de Carvalho",NA,NA,NA,"Brazil","Bahia","una","2Km ao S de Una, n a estrada p/ o distrito de Pedras.",NA,NA,"Ambiente: Restinga arborea. Habito: Arbusto","BRA:CEPLAC:CEPEC:0000049554",NA,"Athenaea cuspidata Witasek",NA,NA,NA,NA
