"","modified","institutionCode","collectionCode","catalogNumber","scientificName","identificationQualifier","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","recordNumber","fieldNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","bibliographicCitation","acceptedNameUsage","infraspecificEpithet","typeStatus","comments"
"1",NA,"UNIVILLE","JOI","16054","Aureliana wettsteiniana (Wiatsek) Hunz. & Barboza",NA,"Solanaceae","Aureliana","wettsteiniana","(Wiatsek) Hunz. & Barboza","Pastório, F.F.","2015-03-31T00:00:00.000+0000","1366",NA,"Oliveira, A.A. de",2015,3,20,"Brazil","Santa Catarina","Santa Terezinha","Morro do Timbó.",NA,NA,"; TIPO VEGETACIONAL: Floresta Ombrófila Densa","BRA:UNIVILLE:JOI:0000016054",NA,"Aureliana wettsteiniana (Wiatsek) Hunz. & Barboza",NA,NA,NA
"2",NA,"Universidade Regional de Blumenau, FURB","FURB","46741","Aureliana wettsteiniana (Wiatsek) Hunz. & Barboza",NA,"Solanaceae","Aureliana","wettsteiniana","(Wiatsek) Hunz. & Barboza","Pastório, FF","2015-03-31T00:00:00.000+0000","1366",NA,"Oliveira, A.A. de",2015,3,20,"Brazil","Santa Catarina","Santa Terezinha","Morro do Taió.",-50.04,-26.73,"Florística Entorno IFFSC 796","BRA:FURB:FURB:0000046741",NA,"Aureliana wettsteiniana (Wiatsek) Hunz. & Barboza",NA,NA,NA
"3",NA,"Universidade Regional de Blumenau, FURB","FURB","48045","Aureliana wettsteiniana (Wiatsek) Hunz. & Barboza",NA,"Solanaceae","Aureliana","wettsteiniana","(Wiatsek) Hunz. & Barboza","Pastório, FF","2015-09-28T00:00:00.000+0000","2822",NA,"Oliveira, A.A. de",2015,9,13,"Brazil","Santa Catarina","Ponte Alta","Ponte Altinha.",-50.233611,-27.361111,NA,"BRA:FURB:FURB:0000048045",NA,"Aureliana wettsteiniana (Wiatsek) Hunz. & Barboza",NA,NA,NA
"4","2018-04-27T13:11:31.000+0000","JBRJ","RB","RB01385772","Aureliana wettsteiniana (Wiatsek) Hunz. & Barboza",NA,"Solanaceae","Aureliana","wettsteiniana","(Wiatsek) Hunz. & Barboza","Pastório, FF","2015-09-28T00:00:00.000+0000","2822",NA,"Oliveira, A.A. de",2015,9,13,"Brazil","Santa Catarina","Ponte Alta","Ponte Altinha. Ponte Altinha.",-50.233611,-27.361111,NA,"urn:catalog:JBRJ:RB:1385772",NA,"Aureliana wettsteiniana (Wiatsek) Hunz. & Barboza",NA,NA,NA
"5","2018-04-30T12:21:11.000+0000","JBRJ","RB","RB01386217","Aureliana wettsteiniana (Wiatsek) Hunz. & Barboza",NA,"Solanaceae","Aureliana","wettsteiniana","(Wiatsek) Hunz. & Barboza","Pastório, FF",NA,"2853",NA,"Oliveira, A.A. de",2015,12,9,"Brazil","Santa Catarina","Alfredo Wagner","Alto Limeira. Alto Limeira.",-49.5,-27.63,NA,"urn:catalog:JBRJ:RB:1386217",NA,"Aureliana wettsteiniana (Wiatsek) Hunz. & Barboza",NA,NA,NA
"6",NA,"Universidade Regional de Blumenau, FURB","FURB","49271","Aureliana wettsteiniana (Wiatsek) Hunz. & Barboza",NA,"Solanaceae","Aureliana","wettsteiniana","(Wiatsek) Hunz. & Barboza","Pastório, FF","2016-03-09T00:00:00.000+0000","2853",NA,"Oliveira, A.A. de",2015,12,9,"Brazil","Santa Catarina","Alfredo Wagner","Alto Limeira.",-49.5,-27.63,NA,"BRA:FURB:FURB:0000049271",NA,"Aureliana wettsteiniana (Wiatsek) Hunz. & Barboza",NA,NA,NA
"7",NA,"Universidade Regional de Blumenau, FURB","FURB","40551","Aureliana wettsteiniana (Wiatsek) Hunz. & Barboza",NA,"Solanaceae","Aureliana","wettsteiniana","(Wiatsek) Hunz. & Barboza","Stehmann, JR","2016-04-20T00:00:00.000+0000","1837",NA,"Funez, L.A.",2013,2,22,"Brazil","Santa Catarina","Rodeio","Propriedade de Denis Pintarelli.",-49.401111,-26.8675,NA,"BRA:FURB:FURB:0000040551",NA,"Aureliana wettsteiniana (Wiatsek) Hunz. & Barboza",NA,NA,NA
"8","2018-03-16T10:32:15.000+0000","JBRJ","RB","RB00682830","Aureliana wettsteiniana (Wiatsek) Hunz. & Barboza",NA,"Solanaceae","Aureliana","wettsteiniana","(Wiatsek) Hunz. & Barboza","J.R.STEHMANN",NA,NA,NA,"A. Stanke Sobrinho",2011,6,5,"Brazil","Santa Catarina","José Boiteux","Reserva Biológico Estadual do Sassafrás.",-49.679167,-26.716667,"Arbusto 2 m, fruto verde.","urn:catalog:JBRJ:RB:682830",NA,"Aureliana wettsteiniana (Wiatsek) Hunz. & Barboza",NA,NA,NA
"9",NA,"Universidade Federal de Minas Gerais (UFMG)","BHCB","143722","Aureliana wettsteiniana (Wiatsek) Hunz. & Barboza",NA,"Solanaceae","Aureliana","wettsteiniana","(Wiatsek) Hunz. & Barboza",NA,"2010-11-11T00:00:00.000+0000","1731",NA,"Korte, A; Kniess, A",2010,2,5,"Brazil","Santa Catarina","Santa Terezinha","Nova Esperança",-49.950556,-26.730278,"Florística IFFSC 797","BRA:UFMG:BHCB:0000143722",NA,"Aureliana wettsteiniana (Wiatsek) Hunz. & Barboza",NA,NA,NA
"10",NA,"Universidade Regional de Blumenau, FURB","FURB","26989","Aureliana wettsteiniana (Wiatsek) Hunz. & Barboza",NA,"Solanaceae","Aureliana","wettsteiniana","(Wiatsek) Hunz. & Barboza","Oliveira, AA de","2011-01-26T00:00:00.000+0000","1731",NA,"Korte, A.",2010,2,5,"Brazil","Santa Catarina","Santa Terezinha","Nova Esperança.",-49.950556,-26.730278,"Florística IFFSC 797 (Arbusto)","BRA:FURB:FURB:0000026989",NA,"Aureliana wettsteiniana (Wiatsek) Hunz. & Barboza",NA,NA,NA
"11",NA,"Universidade Federal de Minas Gerais (UFMG)","BHCB","143717","Aureliana wettsteiniana (Wiatsek) Hunz. & Barboza",NA,"Solanaceae","Aureliana","wettsteiniana","(Wiatsek) Hunz. & Barboza",NA,"2010-11-11T00:00:00.000+0000","3714",NA,"Verdi, M; Klettenberg, DH; Klemz, G",2010,2,22,"Brazil","Santa Catarina","Orleans","Barra do Rio Novo",-49.319167,-28.348056,"Florística IFFSSC 97","BRA:UFMG:BHCB:0000143717",NA,"Aureliana wettsteiniana (Wiatsek) Hunz. & Barboza",NA,NA,NA
"12",NA,"Universidade Regional de Blumenau, FURB","FURB","26972","Aureliana wettsteiniana (Wiatsek) Hunz. & Barboza",NA,"Solanaceae","Aureliana","wettsteiniana","(Wiatsek) Hunz. & Barboza","Oliveira, AA de","2011-01-26T00:00:00.000+0000","1897",NA,"Korte, A.",2010,2,22,"Brazil","Santa Catarina","Rio do Campo","Anta Branca (Antigo Alto Rio do Oeste).",-50.220278,-26.91,"Florística IFFSC 681 (Arbusto)","BRA:FURB:FURB:0000026972",NA,"Aureliana wettsteiniana (Wiatsek) Hunz. & Barboza",NA,NA,NA
"13",NA,"MBM","MBM","410300","Aureliana wettsteiniana (Wiatsek) Hunz. & Barboza",NA,"Solanaceae","Aureliana","wettsteiniana","(Wiatsek) Hunz. & Barboza","Stehmann, JR","2010-09-02T00:00:00.000+0000","3714",NA,"Verdi, M; Klettenberg, DH; Klemz, G",2010,2,22,"Brazil","Santa Catarina","Orleans","Barra do Rio Novo",-49.319167,-28.348056,"Arbusto; botão floral branco; Floresta Ombrófila Densa; estágio médio de regeneração; interior do fragmento","BRA:MBM:MBM:0000410300",NA,"Aureliana wettsteiniana (Wiatsek) Hunz. & Barboza",NA,NA,NA
"14",NA,"Universidade Federal de Minas Gerais (UFMG)","BHCB","143718","Aureliana wettsteiniana (Wiatsek) Hunz. & Barboza",NA,"Solanaceae","Aureliana","wettsteiniana","(Wiatsek) Hunz. & Barboza",NA,"2010-11-11T00:00:00.000+0000","3920",NA,"Verdi, M; Klettenberg, DH; Klemz, G",2010,3,12,"Brazil","Santa Catarina","Orleans","Rio Mirador, Próximo ao Parque Estadual da Serra Furada.",-49.41,-28.17,"Florística IFFSC 142.","BRA:UFMG:BHCB:0000143718",NA,"Aureliana wettsteiniana (Wiatsek) Hunz. & Barboza",NA,NA,NA
"15",NA,"Universidade Regional de Blumenau, FURB","FURB","26985","Aureliana wettsteiniana (Wiatsek) Hunz. & Barboza",NA,"Solanaceae","Aureliana","wettsteiniana","(Wiatsek) Hunz. & Barboza","Stehmann, JR","2010-09-02T00:00:00.000+0000","3920",NA,"Verdi, M.",2010,3,12,"Brazil","Santa Catarina","Orleans","Rio Mirador (próximo ao Parque Estadual da Serra Furada).",-49.41,-28.17,"Florística IFFSC 142 (Arbusto)","BRA:FURB:FURB:0000026985",NA,"Aureliana wettsteiniana (Wiatsek) Hunz. & Barboza",NA,NA,NA
"16",NA,"Universidade Regional de Blumenau, FURB","FURB","27015","Aureliana wettsteiniana (Wiatsek) Hunz. & Barboza",NA,"Solanaceae","Aureliana","wettsteiniana","(Wiatsek) Hunz. & Barboza","Stehmann, JR","2010-09-02T00:00:00.000+0000","2329",NA,"Korte, A.",2010,3,30,"Brazil","Santa Catarina","Rodeio","São Pedro.",-49.411389,-26.910278,"Florística IFFSC 690 (Arbusto)","BRA:FURB:FURB:0000027015",NA,"Aureliana wettsteiniana (Wiatsek) Hunz. & Barboza",NA,NA,NA
