"","modified","institutionCode","collectionCode","catalogNumber","scientificName","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","fieldNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","bibliographicCitation","acceptedNameUsage"
"1","2006-08-21T22:00:00.000+0000","C","VT","11826","Mollinedia glaziovii Perkins","Monimiaceae","Mollinedia","glaziovii","Perkins",NA,NA,"ISOTYPE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"urn:catalog:C:VT:11826",NA,"Mollinedia glaziovii Perkins"
"2","2006-08-21T22:00:00.000+0000","C","VT","11827","Mollinedia glaziovii Perkins","Monimiaceae","Mollinedia","glaziovii","Perkins",NA,NA,"ISOTYPE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"urn:catalog:C:VT:11827",NA,"Mollinedia glaziovii Perkins"
"3",NA,"F","Botany","V0157725F","Mollinedia glaziovii Perkins","Monimiaceae","Mollinedia","glaziovii","Perkins",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brazil",NA,NA,NA,-52.8731,-10.8339,NA,"76aa98eb-240f-41f4-87c3-56de1d7f6a0c",NA,"Mollinedia glaziovii Perkins"
"4","2006-08-21T22:00:00.000+0000","C","VT","11830","Mollinedia glaziovii Perkins","Monimiaceae","Mollinedia","glaziovii","Perkins",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"urn:catalog:C:VT:11830",NA,"Mollinedia glaziovii Perkins"
"5","2006-08-21T22:00:00.000+0000","C","VT","11828","Mollinedia glaziovii Perkins","Monimiaceae","Mollinedia","glaziovii","Perkins",NA,NA,"ISOTYPE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"urn:catalog:C:VT:11828",NA,"Mollinedia glaziovii Perkins"
"6","2006-08-21T22:00:00.000+0000","C","VT","11829","Mollinedia glaziovii Perkins","Monimiaceae","Mollinedia","glaziovii","Perkins",NA,NA,"ISOTYPE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"urn:catalog:C:VT:11829",NA,"Mollinedia glaziovii Perkins"
