"","modified","institutionCode","collectionCode","catalogNumber","scientificName","identificationQualifier","family","genus","specificEpithet","infraspecificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","fieldNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","acceptedNameUsage","occurrenceID","comments","bibliographicCitation"
"1","","","FURB","59234","Dahlstedtia pentaphylla (Taub.) Burkart","","Fabaceae","Dahlstedtia","pentaphylla","","(Taub.) Burkart","Schwirkowski,P.","2018-05-01","","2749","","Schwirkowski, P.","2018","5","1","brazil","Santa Catarina","São Bento do Sul","Rio Natal. Linha férrea, próximo ao CEPA Rugendas.","-49.311944","-26.323056","Flores avermelhadas","Dahlstedtia pentaphylla (Taub.) Burkart","","original coordinates","GBIF"
"2","","","RB","RB01217555","Dahlstedtia pinnata Malme","","Fabaceae","Dahlstedtia","pinnata","","Malme","Carlos D. M. Ferreira","","","405","","Carlos D. M. Ferreira; F.R.M. Fraga; T. Lorenzetti; B. Valente; C. Heisecke","2017","1","18","brazil","Rio de Janeiro","Rio de Janeiro","Tijuca. Após 500m do início da trilha para o Morro Archer. Parque Nacional da Tijuca -  Setor A","-43.45231","-22.924471","Arvoreta, 3 m. Folhas membranáceas, discolores. Cálice verde claro a amarelado. Pétalas de coloração rósea. Solo argiloso. Umbrófila.","Dahlstedtia pinnata Malme","","centroide mpo","GBIF"
"3","","","MBM","408338","Dahlstedtia pentaphylla (Taub.) Burkart","","Fabaceae","Dahlstedtia","pentaphylla","","(Taub.) Burkart","Barboza, E","2017-03-27","","2410","","Brotto, ML; Völtz, RR; Silva, JM","2017","2","22","brazil","Paraná","Adrianópolis","Parque Estadual das Lauráceas, próximo ao rio Pardo","-48.580361","-24.684667","Arvoreta com 3 m de altura; flores com corola vermelha.; Floresta Ombrófila Densa Submontana.","Dahlstedtia pentaphylla (Taub.) Burkart","","original coordinates","GBIF"
"4","","","FURB","53601","Dahlstedtia pentaphylla (Taub.) Burkart","","Fabaceae","Dahlstedtia","pentaphylla","","(Taub.) Burkart","","","","5","","Rodrigues, A.V.","2017","4","17","brazil","Santa Catarina","Balneário Camboriú","Praia de Taquarinhas.","-48.55","-26.998889","Vermelho","Dahlstedtia pentaphylla (Taub.) Burkart","","original coordinates","GBIF"
"5","","","CRI","10699","Dahlstedtia pentaphylla (Taub.) Burkart","","Fabaceae","Dahlstedtia","pentaphylla","","(Taub.) Burkart","Renato Colares & Aline V. Guislon","2017-07-25","","","","Alexandre Medeiros","2017","4","19","brazil","Santa Catarina","Balneário Camboriú","Laranjeiras.","-48.620501","-27.005573","Coleta 39.","Dahlstedtia pentaphylla (Taub.) Burkart","","centroide mpo","GBIF"
"6","","","FURB","55708","Dahlstedtia pentaphylla (Taub.) Burkart","","Fabaceae","Dahlstedtia","pentaphylla","","(Taub.) Burkart","Schwirkowski, P.","2017-09-02","","2357","","Schwirkowski, P.","2017","9","2","brazil","Santa Catarina","São Bento do Sul","Rio Natal. Linha férrea. Rabo do Macaco. Descendo os trilhos, sentido Igreja de Rio Natal.","-49.304167","-26.341389","Flores vermelhas. Interior da mata","Dahlstedtia pentaphylla (Taub.) Burkart","","original coordinates","GBIF"
"7","","","EFC","15239","Dahlstedtia pentaphylla (Taub.) Burkart","","Fabaceae","Dahlstedtia","pentaphylla","","(Taub.) Burkart","Völtz, R.R.","2016-03-26","","1002","","Völtz, R.R.; Santos, G.H.","2016","3","26","brazil","Santa Catarina","Joinville","RPPN Caetezal, Salto do Cubatão","-49.1025","-26.1955","Arvoreta 4 m alt; flores escarlates; interior da Floresta Ombrófila Densa Montana.","Dahlstedtia pentaphylla (Taub.) Burkart","","original coordinates","GBIF"
"8","","","RB","RB01200239","Dahlstedtia pinnata Malme","","Fabaceae","Dahlstedtia","pinnata","","Malme","","","","8460","","Haroldo C. de Lima; J.M.A. Braga, L.J.T. Cardoso, C. de Carvalho & W. da Silva","2016","11","3","brazil","Rio de Janeiro","Nova Iguaçu","Tinguá, Represa de Macuco, margens do rio Macuco. Mata de encosta. Reserva Biológica do Tinguá","-43.435278","-22.580833","Arvoreta com 2-3 m alt. Flores em ramos sem folhas, cálice verde-rosado e corola magenta-rosada. Ocasional no sub-bosque e na margem do rio. Mat. Banco DNA e fotos HCL.","Dahlstedtia pinnata Malme","","original coordinates","GBIF"
"9","","","UPCB","88425","Dahlstedtia pentaphylla (Taub.) Burkart","","Fabaceae","Dahlstedtia","pentaphylla","","(Taub.) Burkart","Völtz, R.R.","2016-11-22","","1095","","Völtz, R.R. et al.","2016","11","22","brazil","Paraná","Guaratuba","Parque Nacional do Guaricana, estrada para o rio Canavieiras.","-48.799722","-25.635833","Arvoreta próximo ao rio; flores com pétalas vermelho-alaranjado; interio de Floresta Ombrófila Densa Submontana..","Dahlstedtia pentaphylla (Taub.) Burkart","","original coordinates","GBIF"
"10","","","MBM","408881","Dahlstedtia pentaphylla (Taub.) Burkart","","Fabaceae","Dahlstedtia","pentaphylla","","(Taub.) Burkart","Barboza, E","2017-03-31","","9582","","Silva, JM; Bayeri, I; Noguchi, G","2016","11","14","brazil","Paraná","Mangueirinha","PCH Tigre, Rio Marreca","-52.178056","-26.0475","Arbusto com 3 m de altura; flor rosada.; Em barranco.","Dahlstedtia pentaphylla (Taub.) Burkart","","original coordinates","GBIF"
