"","modified","institutionCode","collectionCode","catalogNumber","scientificName","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","fieldNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","acceptedNameUsage","identificationQualifier","infraspecificEpithet","comments","bibliographicCitation"
"1",NA,"US","Botany","2929192","Jacqueshuberia quinquangulata Ducke","Fabaceae","Jacqueshuberia","quinquangulata","Ducke",NA,NA,NA,"5036",NA,"N. T. Silva & C. S. Rosário",1979,2,7,"Brazil","Pará",NA,"Gurupa, campina do jacopi",NA,NA,NA,"http://n2t.net/ark:/65665/3b27589df-78c3-4ca7-a924-00ab6f64c864","Jacqueshuberia quinquangulata Ducke",NA,NA,NA,NA
"3",NA,"NY","NY","1184494","Jacqueshuberia quinquangulata Ducke","Fabaceae","Jacqueshuberia","quinquangulata","Ducke","N. T. da Silva","1979-01-01T00:00:00.000+0000",NA,"5036",NA,"N. T. da Silva",1979,11,7,"Brazil","ParÃ¡",NA,"campina do Jacobpi; zona de transiÃ§Ã£o para a mata, solo arenoso com hÃºmus.",-51.6406885623443,-1.40833443736832,NA,"a62fe4ae-eded-4749-bd72-ff20451f2ec0","Jacqueshuberia quinquangulata Ducke",NA,NA,NA,NA
"6",NA,NA,"Botany","U.1311087","Jacqueshuberia quinquangulata Ducke","Fabaceae","Jacqueshuberia","quinquangulata","Ducke","Ducke A",NA,NA,NA,NA,"Ducke A",1923,2,24,"Brazil","Pará",NA,"Gurupá (civ. Pará).",NA,NA,NA,"http://data.biodiversitydata.nl/naturalis/specimen/U.1311087","Jacqueshuberia quinquangulata Ducke",NA,NA,NA,NA
"7",NA,"NY","NY","1184513","Jacqueshuberia quinquangulata Ducke","Fabaceae","Jacqueshuberia","quinquangulata","Ducke","B. G. Stergios D.","1988-01-01T00:00:00.000+0000",NA,"17018",NA,"W. A. Ducke",1923,2,24,"Brazil","ParÃ¡",NA,NA,0,0,NA,"1d850d57-6628-4715-a776-5434a804e2ad","Jacqueshuberia quinquangulata Ducke",NA,NA,NA,NA
"8","2014-09-26T00:00:00.000+0000","Instituto Nacional de Pesquisas da Amazônia (INPA)","Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)","94198","Jacqueshuberia quinquangulata Ducke","Fabaceae","Jacqueshuberia","quinquangulata","Ducke","Silva, M.F. da","1980-08-01T00:00:00.000+0000",NA,"s.n.",NA,"Ducke, A",1923,2,24,"Brazil","Pará",NA,"Campina do Jacopi.",NA,NA,NA,"urn:catalog:inpa:herbarium:41146","Jacqueshuberia quinquangulata Ducke",NA,NA,NA,NA
"9",NA,"US","Botany","1441722","Jacqueshuberia quinquangulata Ducke","Fabaceae","Jacqueshuberia","quinquangulata","Ducke",NA,NA,NA,"17018",NA,"A. Ducke",1923,2,24,"Brazil","Pará",NA,"Gurupá; prope Jacopy",NA,NA,NA,"http://n2t.net/ark:/65665/391bb72fe-e4d7-4170-af17-8e1ce9330b06","Jacqueshuberia quinquangulata Ducke",NA,NA,NA,NA
"10","2012-11-28T00:00:00.000+0000","K","Herbarium","K000841894","Jacqueshuberia quinquangulata Ducke","Fabaceae","Jacqueshuberia","quinquangulata","Ducke",NA,NA,NA,"17018",NA,"Ducke, A.",1923,2,24,"Brazil",NA,NA,NA,NA,NA,"Seed-fruit studied for USDA tech. Bulls. C.R. Gunn, 1980IES","http://specimens.kew.org/herbarium/K000841894","Jacqueshuberia quinquangulata Ducke",NA,NA,NA,NA
"12","2012-11-28T00:00:00.000+0000","K","Herbarium","K000841893","Jacqueshuberia quinquangulata Ducke","Fabaceae","Jacqueshuberia","quinquangulata","Ducke","Ducke, A.","1923-02-21T00:00:00.000+0000",NA,"s.n.",NA,"Ducke, A.",1923,2,24,"Brazil",NA,"Gurupá","Prope rivum jacopy.",NA,NA,"Leaf sample removed by K.G. Shawe for my thesis in plant taxonomy at reading University 1984.","http://specimens.kew.org/herbarium/K000841893","Jacqueshuberia quinquangulata Ducke",NA,NA,NA,NA
"13",NA,"F","Botany","V0093774F","Jacqueshuberia quinquangulata Ducke","Fabaceae","Jacqueshuberia","quinquangulata","Ducke",NA,NA,"ISOTYPE","15953",NA,"A. Ducke",1916,1,17,"Brazil","Pará",NA,"Gurupá",NA,NA,NA,"bf0b3dc9-2424-4ddf-ad3c-323a242581b5","Jacqueshuberia quinquangulata Ducke",NA,NA,NA,NA
"16","2015-08-18T16:21:05.000+0000","MNHN","P","P01818095","Jacqueshuberia quinquangulata Ducke","Fabaceae","Jacqueshuberia","quinquangulata","Ducke",NA,NA,"TYPE",NA,15953,"Ducke, A.",1916,1,17,"Brazil",NA,NA,NA,NA,NA,NA,"http://coldb.mnhn.fr/catalognumber/mnhn/p/p01818095","Jacqueshuberia quinquangulata Ducke",NA,NA,NA,NA
"25",NA,"MN","R-TIPOS","2375A","Jacqueshuberia quinquangulata Ducke","Fabaceae","Jacqueshuberia","quinquangulata","Ducke",NA,NA,"ISOTYPE","15953",NA,"Ducke, W.A.",NA,NA,NA,"Brazil","Pará","Gurupá",NA,NA,NA,NA,"BRA:MN:R-TIPOS:000002375A","Jacqueshuberia quinquangulata Ducke",NA,NA,NA,NA
