"","modified","institutionCode","collectionCode","catalogNumber","scientificName","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","acceptedNameUsage"
"1",NA,"UEFS","HUEFS","240169","Pterocarpus zehntneri Harms","Fabaceae","Pterocarpus","zehntneri","Harms","E.B.Souza & F.F.Araújo","2017-01-01T00:00:00.000+0000",NA,"100","Araújo, F.F.",2017,1,8,"Brazil","Ceará","Graça","Sítio Santa Clara.",-40.819722,-3.963333,"Área de caatinga fechada com solo rochoso. Floresta caducifólia (mata seca). Área antropizada.","BRA:UEFS:HUEFS:0000240169","Pterocarpus zehntneri Harms"
"2",NA,"UEFS","HUEFS","235594","Pterocarpus zehntneri Harms","Fabaceae","Pterocarpus","zehntneri","Harms",NA,NA,NA,"122","Mizushima, M.",2017,4,15,"Brazil","Piauí","Sete Cidades",NA,-41.713889,-4.099722,"Caatinga","BRA:UEFS:HUEFS:0000235594","Pterocarpus zehntneri Harms"
"3",NA,"UEFS","HUEFS","241482","Pterocarpus zehntneri Harms","Fabaceae","Pterocarpus","zehntneri","Harms","F.F.Araújo","2017-05-01T00:00:00.000+0000",NA,"216","Araújo, F.F.",2017,5,14,"Brazil","Ceará","Graça","Sítio Santa Clara.",-40.812778,-3.968333,"Área de caatinga fechada com solo rochoso, Floresta estacional caducifólia semidecidua (mata seca).","BRA:UEFS:HUEFS:0000241482","Pterocarpus zehntneri Harms"
"5",NA,"UFPI","TEPB","31116","Pterocarpus zehntneri Harms","Fabaceae","Pterocarpus","zehntneri","Harms","D. Silva","2016-09-21T00:00:00.000+0000",NA,"161","D. Silva",2016,1,26,"Brazil","Piauí","Buriti dos Lopes","Fazenda Mucambo Velho",-41.702556,-3.366278,"árvore, flor amarela Ambiente: Cerrado ecotonal <ll>dwc_commonname:</ll> pau-de-sangue","BRA:UFPI:TEPB:0000031116","Pterocarpus zehntneri Harms"
"7",NA,"Universidade Federal do Ceará, UFC","EAC","59875","Pterocarpus zehntneri Harms","Fabaceae","Pterocarpus","zehntneri","Harms","Guedes, M.L.","2015-11-01T00:00:00.000+0000",NA,"24222","Guedes, M.L.",2015,10,8,"Brazil","Ceará",NA,NA,-41.618889,-3.910833,"Arvoreta: de ca. 3 m de altura. Frutos sâmara, passadas.; Caatinga.","BRA:UFC:EAC:0000059875","Pterocarpus zehntneri Harms"
"9",NA,"Universidade Federal do Ceará, UFC","EAC","56065","Pterocarpus zehntneri Harms","Fabaceae","Pterocarpus","zehntneri","Harms","Castro, A.S.F.","2014-01-01T00:00:00.000+0000",NA,"2772","Castro, A.S.F.",2014,1,2,"Brazil","Ceará","Graça","Lagoa do Boi",0,0,"Árvore; flor creme.","BRA:UFC:EAC:0000056065","Pterocarpus zehntneri Harms"
"10",NA,"Universidade Federal do Ceará, UFC","EAC","44556","Pterocarpus zehntneri Harms","Fabaceae","Pterocarpus","zehntneri","Harms","Castro, A.S.F.","2008-11-10T00:00:00.000+0000",NA,"2131","Castro, A.S.F.",2008,10,26,"Brazil","Piauí","Redenção do Gurguéia","Sítio próx. à zona urbana",0,0,"Árvore, flor amarela; Mata semidecídua","BRA:UFC:EAC:0000044556","Pterocarpus zehntneri Harms"
"11",NA,"UEFS","HUEFS","219456","Pterocarpus zehntneri Harms","Fabaceae","Pterocarpus","zehntneri","Harms","L.P.Queiroz","2016-05-01T00:00:00.000+0000",NA,"3747","Pereira, B.A.S.",2006,10,20,"Brazil","Bahia","Bom Jesus da Lapa","Afloramento de calcário onde situa a caverna que abriga a Catedral do Senhor do Bom Jesus da Lapa.",-43.421389,-13.258889,"Floresta estacional decidual.","BRA:UEFS:HUEFS:0000219456","Pterocarpus zehntneri Harms"
"12",NA,"UEFS","HUEFS","66073","Pterocarpus zehntneri Harms","Fabaceae","Pterocarpus","zehntneri","Harms","L.P.de Queiroz","2002-12-01T00:00:00.000+0000",NA,"1253","Ferreira, M.C.",2002,5,4,"Brazil","Bahia","Bom Jesus da Lapa","BA-160",-43.542778,-13.267778,"Savana Estépica (Caatinga).","BRA:UEFS:HUEFS:0000066073","Pterocarpus zehntneri Harms"
"14",NA,"Universidade Federal da Bahia (UFBA)","ALCB","54406","Pterocarpus zehntneri Harms","Fabaceae","Pterocarpus","zehntneri","Harms","Guedes, ML","2001-10-01T00:00:00.000+0000",NA,"401","Santana, DL; Loureiro, DM; Alves, L. de J.; Guedes, ML",2001,6,2,"Brazil","Bahia","Rio de Contas","Chapada Diamantina, Assentamento Boqueirão, área de lote",-41.283889,-12.241111,NA,"BRA:UFBA:ALCB:0000054406","Pterocarpus zehntneri Harms"
