"","modified","institutionCode","collectionCode","catalogNumber","scientificName","identificationQualifier","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","acceptedNameUsage"
"1",NA,"IF","SPSF","45495","Exostyles godoyensis Soares-Silva & Mansano",NA,"Fabaceae","Exostyles","godoyensis","Soares-Silva & Mansano","A.O.S.Vieira","2010-05-06T00:00:00.000+0000",NA,"278","E.M.Francisco",2009,5,29,"Brazil","Pr","Londrina","Parque Estadual Mata dos Godoy",-51.233333,-23.433333,"COLETA: Interior de mata.&nf;Árvore 25m altura; flores de cor rosa;","BRA:IF:SPSF:0000045495","Exostyles godoyensis Soares-Silva & Mansano"
"2",NA,"Escola Superior de Agricultura Luiz de Queiroz, ESALQ","ESA","ESA113073","Exostyles godoyensis Soares-Silva & Mansano",NA,"Fabaceae","Exostyles","godoyensis","Soares-Silva & Mansano","Vieira, A.O.S.","2010-05-06T00:00:00.000+0000",NA,"278","Francisco, E.M.",2009,5,29,"Brazil","Paraná","Londrina",NA,NA,NA,NA,"BRA:ESALQ:ESA:0ESA113073","Exostyles godoyensis Soares-Silva & Mansano"
"3","2014-07-22T18:53:02.000+0000","JBRJ","RB","RB00516967","Exostyles godoyensis Soares-Silva & Mansano",NA,"Fabaceae","Exostyles","godoyensis","Soares-Silva & Mansano","J.B. Baitello","2007-09-26T00:00:00.000+0000",NA,"60","C.R. Lima ; J.A. Pastore, J.B. Baitello & D.F. Bueno",2007,9,26,"Brazil","São Paulo","Paranapanema","Estação Ecológica, trilha C.",-48.732778,-23.525278,"Árvore, frutos imaturos verdes","urn:catalog:JBRJ:RB:516967","Exostyles godoyensis Soares-Silva & Mansano"
"4","2015-10-27T12:19:41.000+0000","JBRJ","RB","RB00309088","Exostyles godoyensis Soares-Silva & Mansano",NA,"Fabaceae","Exostyles","godoyensis","Soares-Silva & Mansano","V.F. Manzano","2006-01-01T00:00:00.000+0000",NA,NA,"Eduardo Malta Campos Filho",2005,9,20,"Brazil","São Paulo","Capão Bonito","Fazenda Santa Inês. Fragmento ""Deserto"" (propriedade da VCP - Votorantim Celulose e Papel). Conservação Empresa Casa da Floresta",-73.723889,-23.035,"Árvore com 12m e CAP de 35cm e 39cm. Árvore n. 88 da parcela 09","urn:catalog:JBRJ:RB:309088","Exostyles godoyensis Soares-Silva & Mansano"
"5",NA,"UTFPR","DVPR","1501","Exostyles godoyensis Soares-Silva & Mansano",NA,"Fabaceae","Exostyles","godoyensis","Soares-Silva & Mansano",NA,NA,NA,"224","Mansano, V.F.; et al.; et al.",2003,5,12,"Brazil","Paraná","Londrina","Mata dos Godoy",0,0,"Árvore 15 m, flores com hipanto castanho, face interna do cálice bege e gineceu verde.","BRA:UTFPR:DVPR:0000001501","Exostyles godoyensis Soares-Silva & Mansano"
"6",NA,"UEM","HUEM","16914","Exostyles godoyensis Soares-Silva & Mansano",NA,"Fabaceae","Exostyles","godoyensis","Soares-Silva & Mansano","Soares-Silva, L.H.","2003-01-01T00:00:00.000+0000",NA,"1110","Soares-Silva, L.H.",2001,9,9,"Brazil","Paraná","Londrina","Parque Estadual Mata dos Godoy",0,0,"Árvore; fruto imaturos verde; 25m de alt.; suber com placas de ritidoma involutas, castanhas; córtex marfim; porção N do Parque","BRA:UEM:HUEM:0000016914","Exostyles godoyensis Soares-Silva & Mansano"
"7",NA,"MBM","MBM","299259","Exostyles godoyensis Soares-Silva & Mansano",NA,"Fabaceae","Exostyles","godoyensis","Soares-Silva & Mansano","Soares-Silva, LH","2003-01-01T00:00:00.000+0000","PARATYPE","1110","Soares-Silva, LH",2001,9,9,"Brazil","Paraná","Londrina","Parque Estadual, Mata do Godoy. Porção N do parque.",NA,NA,"Árvore. Fruto verde. 25m alt. Mata; Árvore. Fruto verde. 25m alt. Suber com placas de ritidoma involutas, castanhas, cortex marfim, frutos imaturos.","BRA:MBM:MBM:0000299259","Exostyles godoyensis Soares-Silva & Mansano"
"8",NA,"Instituto de Botânica, IBT","SP","370944","Exostyles godoyensis Soares-Silva & Mansano",NA,"Fabaceae","Exostyles","godoyensis","Soares-Silva & Mansano","Soares Silva, LH","2001-09-09T00:00:00.000+0000","PARATYPE","1110","Soares Silva, LH",2001,9,9,"Brazil","Paraná","Londrina","Parque Estadual Mata dos Godoy. Porção N do Pq. Mata",-51.083333,-23.45,"Árvore. Fruto verde. Arv. 25 m alt. Suber com placas de ritidoma involutas, castanhas, córtex marfim, frutos imaturos","BRA:IBt:SP:0000370944","Exostyles godoyensis Soares-Silva & Mansano"
"9",NA,"UnB","UB","10387","Exostyles godoyensis Soares-Silva & Mansano",NA,"Fabaceae","Exostyles","godoyensis","Soares-Silva & Mansano","Soares-Silva, LH",NA,"HOLOTYPE","1110","Soares-Silva, LH",2001,9,9,"Brazil","Paraná","Londrina","Parque Estadual, Mata dos Godoy",-51.180556,-23.45,"Árvore 25m alt., porção N do Parque, suber com placs de ritidoma involutas, castanhas, córtex marfim, frutos imaturos.; Árvore. Fruto verde.; Mata.","BRA:UnB:UB:0000010387","Exostyles godoyensis Soares-Silva & Mansano"
"10",NA,"UFPR","UPCB","50855","Exostyles godoyensis Soares-Silva & Mansano",NA,"Fabaceae","Exostyles","godoyensis","Soares-Silva & Mansano","Soares-Silva, L.H.","2003-01-01T00:00:00.000+0000","PARATYPE","1110","Soares e Silva, L.H.",2001,9,9,"Brazil","Paraná","Londrina","Parque Mata Estadual Mata dos Godoy, 23°27'0""S 51°15'0""W",-51.25,-23.45,"Árvore, 25m, fruto verde, suber com placas de ritidoma involutas, castanhas, córtex marfim, frutos imaturos..","BRA:UFPR:UPCB:0000050855","Exostyles godoyensis Soares-Silva & Mansano"
"11",NA,"Instituto de Botânica, IBT","SP","386552","Exostyles godoyensis Soares-Silva & Mansano",NA,"Fabaceae","Exostyles","godoyensis","Soares-Silva & Mansano","Mansano, VF","2004-01-01T00:00:00.000+0000","PARATYPE","s.n.","Francisco, EM; Dias, MC",2000,6,6,"Brazil","Paraná","Londrina","Mata dos Godoy. Interior da mata, na trilha do IAP",0,0,"Árvore 12 m, botões róseos, flores com cálice róseo, pétalas claras","BRA:IBt:SP:0000386552","Exostyles godoyensis Soares-Silva & Mansano"
"12",NA,"UFU","HUFU","46598","Exostyles godoyensis Soares-Silva & Mansano",NA,"Fabaceae","Exostyles","godoyensis","Soares-Silva & Mansano",NA,NA,"ISOTYPE","s.n.","Francisco, E.M.; Dias, M.C.",2000,6,6,"Brazil","Paraná","Londrina","Mata dos Godoy, Interior da mata, na trilha do IAP.",0,0,"Paratype.; Árvore 12 metros. Botões róseos, flores com cálice róseo e pétalas clara.; Interior da Mata.","BRA:UFU:HUFU:0000046598","Exostyles godoyensis Soares-Silva & Mansano"
"13",NA,"Universidade Estadual de Londrina, UEL","FUEL","30916","Exostyles godoyensis Soares-Silva & Mansano",NA,"Fabaceae","Exostyles","godoyensis","Soares-Silva & Mansano",NA,NA,"PARATYPE","s.n.","Francisco, EM; Dias, MC",2000,6,6,"Brazil","Paraná","Londrina","Mata dos Godoy, Interior da mata, na trilha do IAP.",0,0,"Árvore 12m; botões róseos; flores com cálice rósea e pétalas clara.","BRA:UEL:FUEL:0000030916","Exostyles godoyensis Soares-Silva & Mansano"
"14",NA,"MN","R-TIPOS","211394","Exostyles godoyensis Soares-Silva & Mansano",NA,"Fabaceae","Exostyles","godoyensis","Soares-Silva & Mansano",NA,NA,NA,"s.n.","Francisco, E.M.",2000,6,6,"Brazil","Paraná","Londrina","Mata dos Godoy",NA,NA,NA,"BRA:MN:R-TIPOS:0000211394","Exostyles godoyensis Soares-Silva & Mansano"
"15",NA,"Universidade Estadual de Londrina, UEL","FUEL","33556","Exostyles godoyensis Soares-Silva & Mansano",NA,"Fabaceae","Exostyles","godoyensis","Soares-Silva & Mansano","Miotto, STS","2009-01-01T00:00:00.000+0000",NA,"479","Vieira, AOS; et al.",1999,4,9,"Brazil","Paraná","Londrina","Parque Estadual Mata dos Godoy",0,0,"Árvore 18-20m; botões rosado; cálice rosado; pétalas brancas.","BRA:UEL:FUEL:0000033556","Exostyles godoyensis Soares-Silva & Mansano"
"16",NA,"MBM","MBM","337522","Exostyles godoyensis Soares-Silva & Mansano",NA,"Fabaceae","Exostyles","godoyensis","Soares-Silva & Mansano","Vieira, AOS","2007-01-01T00:00:00.000+0000",NA,"s.n.","Andrade, SF; et al.",1999,9,10,"Brazil","Paraná","Londrina","Parque Estadual Mata dos Godoy",0,0,"Árvore 20 m; frutos imaturos, verdes. Interior da mata e beira da trilha","BRA:MBM:MBM:0000337522","Exostyles godoyensis Soares-Silva & Mansano"
"17",NA,"Universidade Estadual de Londrina, UEL","FUEL","16420","Exostyles godoyensis Soares-Silva & Mansano",NA,"Fabaceae","Exostyles","godoyensis","Soares-Silva & Mansano","Forther, H",NA,"PARATYPE","760","Carneiro, J",1999,10,20,"Brazil","Paraná","Conselheiro Mairinck","Fazenda Rancho Alegre",0,0,"Árvore, 10 m.; Floresta","BRA:UEL:FUEL:0000016420","Exostyles godoyensis Soares-Silva & Mansano"
"18","2016-01-21T16:17:58.000+0000","JBRJ","RB","RB01065381","Exostyles godoyensis Soares-Silva & Mansano",NA,"Fabaceae","Exostyles","godoyensis","Soares-Silva & Mansano","H. Forther",NA,"PARATYPE","760","J. Carneiro",1999,10,20,"Brazil","Paraná","Conselheiro Mairinck","Fazenda Rancho Alegre.",NA,NA,"Árvore 10 m de altura.","urn:catalog:JBRJ:RB:1065381","Exostyles godoyensis Soares-Silva & Mansano"
"19",NA,"Universidade Estadual de Londrina, UEL","FUEL","9597","Exostyles godoyensis Soares-Silva & Mansano",NA,"Fabaceae","Exostyles","godoyensis","Soares-Silva & Mansano",NA,NA,"PARATYPE","s.n.","Torezan, JMD; Silveira, M",1992,9,22,"Brazil","Paraná","Londrina","Mata dos Godoy",0,0,"Árvore com 10m; frutos maduros amarelados comestíveis.","BRA:UEL:FUEL:0000009597","Exostyles godoyensis Soares-Silva & Mansano"
"20",NA,"Fundação Universidade Federal de Mato Grosso do Sul (UFMS)","CGMS","23258","Exostyles godoyensis Soares-Silva & Mansano",NA,"Fabaceae","Exostyles","godoyensis","Soares-Silva & Mansano",NA,NA,NA,"192","L.H. Soares Silva",1989,2,17,"Brazil","Paraná","Londrina","Mata dos Godoy.",NA,NA,"Botão verde, escassa. HABITO:Arbóreo. 19,00 m de altura.;FLOR:Flor amarela.;","BRA:UFMS:CGMS:0000023258","Exostyles godoyensis Soares-Silva & Mansano"
"21",NA,"Escola Superior de Agricultura Luiz de Queiroz, ESALQ","ESA","ESA052496","Exostyles godoyensis Soares-Silva & Mansano",NA,"Fabaceae","Exostyles","godoyensis","Soares-Silva & Mansano",NA,NA,NA,"192","Soares e Silva, L.H. ; Chagas e Silva, F.",1989,2,17,"Brazil","Paraná","Londrina",NA,NA,NA,NA,"BRA:ESALQ:ESA:0ESA052496","Exostyles godoyensis Soares-Silva & Mansano"
"22",NA,"UNICAMP","UEC","145116","Exostyles godoyensis Soares-Silva & Mansano",NA,"Fabaceae","Exostyles","godoyensis","Soares-Silva & Mansano",NA,NA,NA,"192","Soares-Silva, L.H.; Chagas e Silva, F.; Chagas e Silva, F.",1989,2,17,"Brazil","Paraná","Londrina","Mata dos Godoy",0,0,"Árvore 19,0 m. de altura; botões florais verdes; flores amarelas, escassa.","BRA:UNICAMP:UEC:0000145116","Exostyles godoyensis Soares-Silva & Mansano"
"23",NA,"Universidade Estadual de Londrina, UEL","FUEL","10725","Exostyles godoyensis Soares-Silva & Mansano",NA,"Fabaceae","Exostyles","godoyensis","Soares-Silva & Mansano",NA,NA,"PARATYPE","192","Soares-Silva, LH; Francisco das Chagas e Silva",1989,2,17,"Brazil","Paraná","Londrina","Mata dos Godoy",0,0,"Árvore, 19,0m de alt., botões florais verdes, flores amarelas, escassa.","BRA:UEL:FUEL:0000010725","Exostyles godoyensis Soares-Silva & Mansano"
"24",NA,"IAC","IAC","48523","Exostyles godoyensis Soares-Silva & Mansano",NA,"Fabaceae","Exostyles","godoyensis","Soares-Silva & Mansano",NA,"1989-02-17T00:00:00.000+0000",NA,"192",NA,1989,2,17,"Brazil","Paraná","Londrina","Mata dos Godoy",-51.1628,-23.3103,"PARATYPUS - Bot. J. Lima Soc. (2004) 146: 103 - 106","BRA:IAC:IAC:0000048523","Exostyles godoyensis Soares-Silva & Mansano"
"25",NA,"Universidade Federal de Santa Catarina (UFSC)","FLOR","40077","Exostyles godoyensis Soares-Silva & Mansano",NA,"Fabaceae","Exostyles","godoyensis","Soares-Silva & Mansano",NA,NA,NA,"192","Soares-Silva, L.H.",1989,2,17,"Brazil","Paraná","Londrina","Mata dos Godoy.",NA,NA,"árvore, flor botão verde, flor amarela e escassa, 19m altura. Recebido do Herbário FUEL Nº 10725.","BRA:UFSC:FLOR:0000040077","Exostyles godoyensis Soares-Silva & Mansano"
"26",NA,"UEFS","HUEFS","119169","Exostyles godoyensis Soares-Silva & Mansano",NA,"Fabaceae","Exostyles","godoyensis","Soares-Silva & Mansano",NA,NA,NA,"192","Silva, L.H.S.",1989,2,17,"Brazil","Paraná","Londrina","Mata dos Godoy.",NA,NA,NA,"BRA:UEFS:HUEFS:0000119169","Exostyles godoyensis Soares-Silva & Mansano"
