"","modified","institutionCode","collectionCode","catalogNumber","scientificName","identificationQualifier","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","acceptedNameUsage"
"27",NA,"USP","SPF","182624","Exostyles godoyensis Soares-Silva & Mansano",NA,"Fabaceae","Exostyles","godoyensis","Soares-Silva & Mansano","Anônimo",NA,"PARATYPE","192","Soares-Silva, LH",1989,2,17,"Brazil","Paraná","Londrina",NA,0,0,NA,"BRA:USP:SPF:0000182624","Exostyles godoyensis Soares-Silva & Mansano"
"28",NA,"UFSCar","SORO","5270","Exostyles godoyensis Soares-Silva & Mansano",NA,"Fabaceae","Exostyles","godoyensis","Soares-Silva & Mansano",NA,NA,NA,"192","Soares - Silva, L.H.; Chagas e Silva, F.",1989,2,17,"Brazil","Paraná","Londrina","Mada dos Godoy",NA,NA,"Árvore, 19 m de alt.; botões florais verdes, flores amarelas, escassa.","BRA:UFSCar:SORO:0000005270","Exostyles godoyensis Soares-Silva & Mansano"
"29",NA,"UFRGS","ICN","135413","Exostyles godoyensis Soares-Silva & Mansano",NA,"Fabaceae","Exostyles","godoyensis","Soares-Silva & Mansano","Soares-Silva, LH",NA,NA,"192","Soares-Silva, LH; Chagas; Silva, F",1989,2,17,"Brazil","Pr","Londrina","Parque Estadual Mata dos Godoy",0,0,"Doação do Herbário FUEL.; Árvore, 19,0m de altura; botões florais verdes; flores amarelas.Escassa","BRA:UFRGS:ICN:0000135413","Exostyles godoyensis Soares-Silva & Mansano"
"30",NA,"MBM","MBM","299258","Exostyles godoyensis Soares-Silva & Mansano",NA,"Fabaceae","Exostyles","godoyensis","Soares-Silva & Mansano","Soares-Silva, LH","2003-01-01T00:00:00.000+0000","ISOTYPE","208","Soares-Silva, LH; Chagas; Silva, F",1989,6,9,"Brazil","Paraná","Londrina","Parque Estadual Mata dos Godoy",0,0,"Árvore, 19,0m de alt., botões florais verdes, flores com pétalas brancas, escassa.; Árvore, 19,0m de alt., botões florais verdes, flores com pétalas brancas.","BRA:MBM:MBM:0000299258","Exostyles godoyensis Soares-Silva & Mansano"
"31",NA,"UTFPR","DVPR","1500","Exostyles godoyensis Soares-Silva & Mansano",NA,"Fabaceae","Exostyles","godoyensis","Soares-Silva & Mansano",NA,NA,NA,"208","Soares-Silva, L.H.; Chagas; Silva, F.; Chagas; Silva, F.",1989,6,9,"Brazil","Paraná","Londrina","Mata dos Godoy",0,0,"Árvore 19 m de alt., botões florais verdes, flores com pétalas bancas, escassa.","BRA:UTFPR:DVPR:0000001500","Exostyles godoyensis Soares-Silva & Mansano"
"32",NA,"UFPE","UFP","83277","Exostyles godoyensis Soares-Silva & Mansano",NA,"Fabaceae","Exostyles","godoyensis","Soares-Silva & Mansano",NA,NA,NA,"208","Soares-Silva, L.H.",1989,6,9,"Brazil","Paraná","Londrina","Mata dos Godoy",0,0,"DESC:Árvore, 19,0 m de alt, botões florais verdes, flores com pétalas brancas, escassa.;","BRA:UFPE:UFP:0000083277","Exostyles godoyensis Soares-Silva & Mansano"
"33",NA,"Universidade Estadual de Londrina, UEL","FUEL","10724","Exostyles godoyensis Soares-Silva & Mansano",NA,"Fabaceae","Exostyles","godoyensis","Soares-Silva & Mansano",NA,NA,"ISOTYPE","208","Soares-Silva, LH; Francisco das Chagas e Silva",1989,6,9,"Brazil","Paraná","Londrina","Mata dos Godoy",0,0,"Árvore, 19,0m de alt., botões florais verdes, flores com pétalas brancas, escassa.","BRA:UEL:FUEL:0000010724","Exostyles godoyensis Soares-Silva & Mansano"
"34",NA,"UnB","UB","14462","Exostyles godoyensis Soares-Silva & Mansano",NA,"Fabaceae","Exostyles","godoyensis","Soares-Silva & Mansano","Soares-Silva, LH",NA,"HOLOTYPE","208","Soares-Silva, LH; Chagas e Silva, FC",1989,6,9,"Brazil","Paraná","Londrina","Parque Estadual Mata dos Godoy",0,0,"Botões florais verdes, flores com pétalas brancas.; Árvore 19m; .","BRA:UnB:UB:0000014462","Exostyles godoyensis Soares-Silva & Mansano"
"35","2017-10-19T10:41:47.000+0000","JBRJ","RB","RB00540110","Exostyles godoyensis Soares-Silva & Mansano",NA,"Fabaceae","Exostyles","godoyensis","Soares-Silva & Mansano","Mansano, V.F.",NA,"PARATYPE","228","Soares e Silva, L.H.; Chagas & Silva, F.",1989,8,30,"Brazil","Paraná","Londrina","Floresta do Godoy.",NA,NA,"árvore com 19 m de altura, frutos imaturos verde, escassa","urn:catalog:JBRJ:RB:540110","Exostyles godoyensis Soares-Silva & Mansano"
"36",NA,"UNICAMP","UEC","145117","Exostyles godoyensis Soares-Silva & Mansano",NA,"Fabaceae","Exostyles","godoyensis","Soares-Silva & Mansano",NA,NA,NA,"228","Soares-Silva, L.H.; Chagas e Silva, F.; Chagas e Silva, F.",1989,8,30,"Brazil","Paraná","Londrina","Mata dos Godoy",0,0,"Árvore, 19,0 m. de altura; frutos imaturos verdes, escassa.","BRA:UNICAMP:UEC:0000145117","Exostyles godoyensis Soares-Silva & Mansano"
"37",NA,"Instituto de Botânica, IBT","SP","386553","Exostyles godoyensis Soares-Silva & Mansano",NA,"Fabaceae","Exostyles","godoyensis","Soares-Silva & Mansano","Mansano, VF","2004-01-01T00:00:00.000+0000","PARATYPE","228","Soares Silva, LH; Chagas; Silva, F",1989,8,30,"Brazil","Paraná","Londrina","Mata dos Godoy",0,0,"Árvore, 19 m alt., frutos imaturos verdes, escassa","BRA:IBt:SP:0000386553","Exostyles godoyensis Soares-Silva & Mansano"
"38","2017-10-19T10:54:17.000+0000","JBRJ","RB","RB00540262","Exostyles godoyensis Soares-Silva & Mansano",NA,"Fabaceae","Exostyles","godoyensis","Soares-Silva & Mansano","Mansano, V.F.","2006-11-28T00:00:00.000+0000","PARATYPE","226","Soares-Silva, L.H.; F. Chagas e Silva",1989,8,4,"Brazil","Paraná","Londrina","Floresta Godoy.",NA,NA,"árvore com 19m de alt. Frutos imaturos verdes.","urn:catalog:JBRJ:RB:540262","Exostyles godoyensis Soares-Silva & Mansano"
"39",NA,"Universidade Estadual de Londrina, UEL","FUEL","10720","Exostyles godoyensis Soares-Silva & Mansano",NA,"Fabaceae","Exostyles","godoyensis","Soares-Silva & Mansano",NA,NA,"PARATYPE","228","Soares-Silva, LH; Francisco das Chagas e Silva",1989,8,30,"Brazil","Paraná","Londrina","Mata dos Godoy",0,0,"Árvore, 19,0m de alt., frutos imaturos verdes, escassa.","BRA:UEL:FUEL:0000010720","Exostyles godoyensis Soares-Silva & Mansano"
"40",NA,"Universidade do Estado de Mato Grosso (UNEMAT)","HPAN","3876","Exostyles godoyensis Soares-Silva & Mansano",NA,"Fabaceae","Exostyles","godoyensis","Soares-Silva & Mansano","Soares-Silva, LH","2003-10-01T00:00:00.000+0000","PARATYPE","226","Soares-Silva, LH; Silva, FC",1989,8,4,"Brazil","Paraná","Londrina","Parque Estadual Mata dos Godoy",-51.24175,-23.441389,"Amostra recebida do Herbário da Universidade Estadual de Londrina (FUEL nº 10722) como permuta conforme descrito na guia de remessa 61/2015 de 11 de dezembro de 2015.","BRA:UNEMAT:HPAN:0000003876","Exostyles godoyensis Soares-Silva & Mansano"
"41",NA,"UEFS","HUEFS","119168","Exostyles godoyensis Soares-Silva & Mansano",NA,"Fabaceae","Exostyles","godoyensis","Soares-Silva & Mansano",NA,NA,NA,"228","Silva, L.H.S.",1989,8,30,"Brazil","Paraná","Londrina","Mata dos Godoy.",NA,NA,NA,"BRA:UEFS:HUEFS:0000119168","Exostyles godoyensis Soares-Silva & Mansano"
"42",NA,"Universidade Estadual de Londrina, UEL","FUEL","10722","Exostyles godoyensis Soares-Silva & Mansano",NA,"Fabaceae","Exostyles","godoyensis","Soares-Silva & Mansano",NA,NA,"PARATYPE","226","Soares-Silva, LH; Francisco das Chagas e Silva",1989,8,4,"Brazil","Paraná","Londrina","Mata dos Godoy",0,0,"Árvore, 19,0m de alt., frutos imaturos verdes.","BRA:UEL:FUEL:0000010722","Exostyles godoyensis Soares-Silva & Mansano"
"43",NA,"MN","R-TIPOS","211393","Exostyles godoyensis Soares-Silva & Mansano",NA,"Fabaceae","Exostyles","godoyensis","Soares-Silva & Mansano",NA,NA,NA,"260","Soares-Silva, L.H.",1989,9,22,"Brazil","Paraná","Londrina","Mata dos Godoy",NA,NA,NA,"BRA:MN:R-TIPOS:0000211393","Exostyles godoyensis Soares-Silva & Mansano"
"44",NA,"UNICAMP","UEC","157557","Exostyles godoyensis Soares-Silva & Mansano",NA,"Fabaceae","Exostyles","godoyensis","Soares-Silva & Mansano","Soares-Silva, L.H.","2003-01-01T00:00:00.000+0000",NA,"260","Soares-Silva, L.H.; Chagas e Silva, F.",1989,9,22,"Brazil","Paraná","Londrina","Parque Estadual Mata dos Godoy",0,0,"Árvore, 1,90 m de alt., frutos imaturos verdes, raras","BRA:UNICAMP:UEC:0000157557","Exostyles godoyensis Soares-Silva & Mansano"
"45",NA,"MBM","MBM","322581","Exostyles godoyensis Soares-Silva & Mansano",NA,"Fabaceae","Exostyles","godoyensis","Soares-Silva & Mansano",NA,NA,"PARATYPE","260","Soares-Silva, LH; Chagas; Silva, F",1989,9,22,"Brazil","Paraná","Londrina","Parque Estadual Mata dos Godoy",0,0,"Árvore, 19,0 m de alt.; frutos imaturos verdes, raras.; Árvore, 19,0 m de alt.; frutos imaturos verdes, raras.","BRA:MBM:MBM:0000322581","Exostyles godoyensis Soares-Silva & Mansano"
"46","2017-10-19T14:06:11.000+0000","JBRJ","RB","RB00540263","Exostyles godoyensis Soares-Silva & Mansano",NA,"Fabaceae","Exostyles","godoyensis","Soares-Silva & Mansano","V.F. Mansano","2006-11-28T00:00:00.000+0000","PARATYPE","260","Soares-Silva, L.H.; Chagas. F. & Silva",1989,9,22,"Brazil","Paraná","Londrina","Floresta Godoy.",NA,NA,"Árvore com 19,0m de altura, flores cremes, frutos imaturos verdes, rara","urn:catalog:JBRJ:RB:540263","Exostyles godoyensis Soares-Silva & Mansano"
"47",NA,"MN","R-TIPOS","211393A","Exostyles godoyensis Soares-Silva & Mansano",NA,"Fabaceae","Exostyles","godoyensis","Soares-Silva & Mansano",NA,NA,NA,"260","Soares-Silva, L.H.",1989,9,22,"Brazil","Paraná","Londrina","Mata dos Godoy",NA,NA,NA,"BRA:MN:R-TIPOS:000211393A","Exostyles godoyensis Soares-Silva & Mansano"
"48",NA,"Universidade Estadual de Londrina, UEL","FUEL","10719","Exostyles godoyensis Soares-Silva & Mansano",NA,"Fabaceae","Exostyles","godoyensis","Soares-Silva & Mansano",NA,NA,"PARATYPE","260","Soares-Silva, LH; Francisco das Chagas e Silva",1989,9,22,"Brazil","Paraná","Londrina","Mata dos Godoy",0,0,"Árvore, 19,0m de alt., frutos imaturos verdes, raras.","BRA:UEL:FUEL:0000010719","Exostyles godoyensis Soares-Silva & Mansano"
"49","2013-02-25T00:00:00.000+0000","K","Herbarium","K000892318","Exostyles godoyensis Soares-Silva & Mansano",NA,"Fabaceae","Exostyles","godoyensis","Soares-Silva & Mansano","Lewis, G.P.",NA,NA,"2335","Lindeman, J.C.; Haas, J.H.",1966,8,16,"Brazil",NA,NA,"Near Casa Branca, ca. 10km W of Cêrro Azul.",NA,NA,"Sheet 1/2. Wood sample n° U 13679. Flora Brasiliae Australis","http://specimens.kew.org/herbarium/K000892318","Exostyles godoyensis Soares-Silva & Mansano"
"50",NA,NA,"Botany","U.1243938","Exostyles godoyensis Soares-Silva & Mansano",NA,"Fabaceae","Exostyles","godoyensis","Soares-Silva & Mansano","Mansano VF",NA,NA,NA,"Lindeman JC; Haas JH de",1966,8,6,"Brazil","Paraná",NA,NA,NA,NA,NA,"http://data.biodiversitydata.nl/naturalis/specimen/U.1243938","Exostyles godoyensis Soares-Silva & Mansano"
"51",NA,NA,"Botany","U.1243937","Exostyles godoyensis Soares-Silva & Mansano",NA,"Fabaceae","Exostyles","godoyensis","Soares-Silva & Mansano","Mansano VF",NA,NA,NA,"Lindeman JC; Haas JH de",1966,8,6,"Brazil","Paraná",NA,NA,NA,NA,NA,"http://data.biodiversitydata.nl/naturalis/specimen/U.1243937","Exostyles godoyensis Soares-Silva & Mansano"
"52",NA,NA,"Botany","U  0079625","Exostyles godoyensis Soares-Silva & Mansano",NA,"Fabaceae","Exostyles","godoyensis","Soares-Silva & Mansano",NA,NA,NA,NA,"Lindeman JC; Horreüs de Haas R",NA,NA,NA,"Brazil","Paraná",NA,"Cêrro Azul",NA,NA,NA,"http://data.biodiversitydata.nl/naturalis/specimen/U%20%200079625","Exostyles godoyensis Soares-Silva & Mansano"
"53",NA,"UB","HERB","150665","Exostyles godoyensis Soares-Silva & Mansano",NA,"Fabaceae","Exostyles","godoyensis","Soares-Silva & Mansano","-",NA,NA,NA,"Soares-Silva, L. H.",NA,NA,NA,"Brazil","Paraná",NA,"Parque Estadual Mata dos Godoy",NA,NA,NA,NA,"Exostyles godoyensis Soares-Silva & Mansano"
"54",NA,"RB","HERB","150667","Exostyles godoyensis Soares-Silva & Mansano",NA,"Fabaceae","Exostyles","godoyensis","Soares-Silva & Mansano","-",NA,NA,NA,"Soares-Silva, L. H.",NA,NA,NA,"Brazil","Paraná",NA,"Parque Estadual Mata dos Godoy",NA,NA,NA,NA,"Exostyles godoyensis Soares-Silva & Mansano"
"55","2013-02-25T00:00:00.000+0000","K","Herbarium","K000892315","Exostyles godoyensis Soares-Silva & Mansano",NA,"Fabaceae","Exostyles","godoyensis","Soares-Silva & Mansano","Soares-Silva, L.H.",NA,NA,"1110","Soares-Silva, L.H.",2001,9,9,"Brazil",NA,"Londrina","Lat/Long: 23[deg] 27' 0'' S, 511[deg] 5' 0'' W; Parque Estadual, Mata dos Godoy.",NA,NA,NA,"http://specimens.kew.org/herbarium/K000892315","Exostyles godoyensis Soares-Silva & Mansano"
