"","modified","institutionCode","collectionCode","catalogNumber","scientificName","identificationQualifier","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","recordNumber","fieldNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","bibliographicCitation","acceptedNameUsage"
"1",NA,"UEFS","HUEFS","208592","Pseudopiptadenia inaequalis (Benth.) Rauschert",NA,"Fabaceae","Pseudopiptadenia","inaequalis","(Benth.) Rauschert",NA,NA,"7790",NA,"Lima, H.C.de",2014,3,25,"Brazil","Rio de Janeiro","Nova Iguaçu","Reserva Biológica do Tinguá, Boa esperança, Duto Orbel II. Mata de encosta e área degradada.",-43.400833,-22.569722,NA,"BRA:UEFS:HUEFS:0000208592",NA,"Pseudopiptadenia inaequalis (Benth.) Rauschert"
"2","2017-10-18T13:31:52.000+0000","JBRJ","RB","RB00598315","Pseudopiptadenia inaequalis (Benth.) Rauschert",NA,"Fabaceae","Pseudopiptadenia","inaequalis","(Benth.) Rauschert","R. D. Ribeiro","2010-03-31T00:00:00.000+0000","6203",NA,"D. A. Folli",2008,10,3,"Brazil","Espírito Santo","Cachoeiro de Itapemirim","Flona de Pacotuba. Estrada: Pacotuba á Monte Alegre.",NA,NA,"Porte: Arbóreo; Forma Vida: Terrestre; Cor Fruto Maduro: Marrom; Cor Fruto Imaturo: Marrom; Cor Exsudação: Incolor; Descamação: Ausente; Forma Fuste: Cilíndrico; Superfície Casca: áspera; Altura Total (m): 26; Altura Fuste (m): 16; Cap Fuste (cm): 98; Diametro Copa (m): 8; Exsudação: Seiva.","urn:catalog:JBRJ:RB:598315",NA,"Pseudopiptadenia inaequalis (Benth.) Rauschert"
"3",NA,"USP","SPF","181817","Pseudopiptadenia inaequalis (Benth.) Rauschert",NA,"Fabaceae","Pseudopiptadenia","inaequalis","(Benth.) Rauschert","Nunes, NLA","2007-05-01T00:00:00.000+0000","17",NA,"Nunes, NLA",2007,3,16,"Brazil","Rio de Janeiro","Nova Iguaçu","Reserva Biológica do Tinguá",-43.466667,-22.546944,NA,"BRA:USP:SPF:0000181817",NA,"Pseudopiptadenia inaequalis (Benth.) Rauschert"
"4","2017-10-19T22:44:45.000+0000","JBRJ","RB","RB00493100","Pseudopiptadenia inaequalis (Benth.) Rauschert",NA,"Fabaceae","Pseudopiptadenia","inaequalis","(Benth.) Rauschert","Nina L. de A. Nunes",NA,"17",NA,"Nina L. de A. Nunes ; H. C. de Lima, F. L. R. Filardi & J. E. Meireles",2007,3,16,"Brazil","Rio de Janeiro","Nova Iguaçu","Estrada do Comércio. Reserva Biológica de Tinguá",-43.466667,-22.546944,"Árvore de 9 metros de altura, DAP 15 cm. Variação nas folhas. Casca esbranquiçada. Ponto do GPS 319","urn:catalog:JBRJ:RB:493100",NA,"Pseudopiptadenia inaequalis (Benth.) Rauschert"
"5","2017-10-19T22:42:17.000+0000","JBRJ","RB","RB00493102","Pseudopiptadenia inaequalis (Benth.) Rauschert",NA,"Fabaceae","Pseudopiptadenia","inaequalis","(Benth.) Rauschert","Nina L. de A. Nunes",NA,"18",NA,"Nina L. de A. Nunes ; H. C. de Lima, F. L. R. Filardi & J. E. Meireles",2007,3,16,"Brazil","Rio de Janeiro","Nova Iguaçu","REBIO Tinguá - Estrada do Comércio.",-43.466667,-22.546944,"Indíviduo novo. Variação nas folhas","urn:catalog:JBRJ:RB:493102",NA,"Pseudopiptadenia inaequalis (Benth.) Rauschert"
"6",NA,"Escola Superior de Agricultura Luiz de Queiroz, ESALQ","ESA","ESA096657","Pseudopiptadenia inaequalis (Benth.) Rauschert",NA,"Fabaceae","Pseudopiptadenia","inaequalis","(Benth.) Rauschert",NA,NA,"5853",NA,"Lima, H.C. et al.",2001,9,12,"Brazil","Rio de Janeiro","Nova Iguaçu",NA,NA,NA,NA,"BRA:ESALQ:ESA:0ESA096657",NA,"Pseudopiptadenia inaequalis (Benth.) Rauschert"
"7",NA,"USP","SPF","200505","Pseudopiptadenia inaequalis (Benth.) Rauschert",NA,"Fabaceae","Pseudopiptadenia","inaequalis","(Benth.) Rauschert","Fontes, A","2010-09-01T00:00:00.000+0000","4457",NA,"Farney, C",2001,12,3,"Brazil","Rio de Janeiro","São Pedro da Aldeia","Serra de Sapiatiba",0,0,NA,"BRA:USP:SPF:0000200505",NA,"Pseudopiptadenia inaequalis (Benth.) Rauschert"
"8","2017-10-17T13:29:17.000+0000","JBRJ","RB","RB00451664","Pseudopiptadenia inaequalis (Benth.) Rauschert",NA,"Fabaceae","Pseudopiptadenia","inaequalis","(Benth.) Rauschert","R.D.Ribeiro","2004-09-23T00:00:00.000+0000","4456",NA,"C. Farney; J.C.Gomes, G.S.Z.Resende",2001,12,3,"Brazil","Rio de Janeiro","São Pedro da Aldeia","Serra de Sapiatiba. mata de encosta.",NA,NA,"Árvore; 15 m; DAP 15; folhas discolores verdes; frutos maduros passados castanhos.","urn:catalog:JBRJ:RB:451664",NA,"Pseudopiptadenia inaequalis (Benth.) Rauschert"
"9",NA,"USP","SPF","200504","Pseudopiptadenia inaequalis (Benth.) Rauschert",NA,"Fabaceae","Pseudopiptadenia","inaequalis","(Benth.) Rauschert","Ribeiro, RD","2004-09-01T00:00:00.000+0000","4151",NA,"Farney, C",2000,8,24,"Brazil","Rio de Janeiro","São Pedro da Aldeia","Serra de Sapiatiba",0,0,NA,"BRA:USP:SPF:0000200504",NA,"Pseudopiptadenia inaequalis (Benth.) Rauschert"
"10","2017-10-19T13:36:39.000+0000","JBRJ","RB","RB00452030","Pseudopiptadenia inaequalis (Benth.) Rauschert","cf.","Fabaceae","Pseudopiptadenia","inaequalis","(Benth.) Rauschert","A. Fontes","2010-09-30T00:00:00.000+0000","4161",NA,"C. Farney; J.C.Gomes",2000,9,11,"Brazil","Rio de Janeiro","São Pedro da Aldeia","Serra de Sapiatiba. Mata de Encosta baixa, Estrada para a Torre.",NA,NA,"Árvore; 8 m; folhas discolores, verdes; inflorescência com flores jovens esverdeadas; flores abertas com cálice verde e corola alvo/amarelada. Flores perfumadas.","urn:catalog:JBRJ:RB:452030",NA,"Pseudopiptadenia inaequalis (Benth.) Rauschert"
