"","modified","institutionCode","collectionCode","catalogNumber","scientificName","identificationQualifier","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","recordNumber","fieldNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","bibliographicCitation","acceptedNameUsage"
"11",NA,"UFES","VIES","10431","Pseudopiptadenia inaequalis (Benth.) Rauschert",NA,"Fabaceae","Pseudopiptadenia","inaequalis","(Benth.) Rauschert","Lima, H.C. de","2009-07-01T00:00:00.000+0000","4221",NA,"Lima, H.C. de",1991,8,27,"Brazil","Rio de Janeiro","Guapimirim","Estação Ecológica Estadual de Paraíso.",NA,NA,"SW2242","BRA:UFES:VIES:0000010431",NA,"Pseudopiptadenia inaequalis (Benth.) Rauschert"
"12","2017-10-19T10:35:36.000+0000","JBRJ","RB","RB00558604","Pseudopiptadenia inaequalis (Benth.) Rauschert",NA,"Fabaceae","Pseudopiptadenia","inaequalis","(Benth.) Rauschert","H.C.de Lima","2009-01-01T00:00:00.000+0000","4236",NA,"H.C.de Lima; et al.",1991,8,29,"Brazil","Rio de Janeiro","Guapimirim","Estação Ecológica Estadual de Paraíso. Picada para a Serra dos Brejos.",-42.833333,-22.433333,"Arvore. Troco com casca lisa, alvacenta, CAP 2.3m. Frutos pardacentos. Muito frequente","urn:catalog:JBRJ:RB:558604",NA,"Pseudopiptadenia inaequalis (Benth.) Rauschert"
"13","2017-10-17T14:05:00.000+0000","JBRJ","RB","RB00558749","Pseudopiptadenia inaequalis (Benth.) Rauschert",NA,"Fabaceae","Pseudopiptadenia","inaequalis","(Benth.) Rauschert","H.C.de Lima",NA,NA,NA,"C.M.Vieira; et al.",1991,10,26,"Brazil","Rio de Janeiro","Guapimirim","Estação Ecológica Estadual de Paraíso. Parcela 7C.",-42.833333,-22.433333,"Rhipsalis (epifita). (C.M.Vieira 141, bt).  Arvore. Folhas discolores. Pedunculo verde-claro, botoes verdes.","urn:catalog:JBRJ:RB:558749",NA,"Pseudopiptadenia inaequalis (Benth.) Rauschert"
"14",NA,"Escola Superior de Agricultura Luiz de Queiroz, ESALQ","ESA","ESA106578","Pseudopiptadenia inaequalis (Benth.) Rauschert",NA,"Fabaceae","Pseudopiptadenia","inaequalis","(Benth.) Rauschert","Lima, H.C.","2009-07-01T00:00:00.000+0000","951",NA,"Vaz, A.F.",1991,10,26,"Brazil","Rio de Janeiro","Guapimirim",NA,NA,NA,NA,"BRA:ESALQ:ESA:0ESA106578",NA,"Pseudopiptadenia inaequalis (Benth.) Rauschert"
"15",NA,"MBML","MBML-HERBARIO","39001","Pseudopiptadenia inaequalis (Benth.) Rauschert",NA,"Fabaceae","Pseudopiptadenia","inaequalis","(Benth.) Rauschert","H.C.Lima/07-2009","2009-07-30T00:00:00.000+0000","951",NA,"A.F.Vaz; et al.",1991,10,26,"Brazil","Rio de Janeiro","Guapimirim","Estação ECológica Estadual de Paraíso. Parcela 7C. Área 07C.",-42.85,-22.433333,"Indivíduo P1042. Árvore. Inflorescência vinosa. Com raízes tabulares. Varias familias epífitas e lianas. DAP 2. Altura: 32m.","BRA:MBML:MBML-HERBARIO:0000039001",NA,"Pseudopiptadenia inaequalis (Benth.) Rauschert"
"16",NA,"NY","NY","1039070","Pseudopiptadenia inaequalis (Benth.) Rauschert",NA,"Fabaceae","Pseudopiptadenia","inaequalis","(Benth.) Rauschert","H. C. de Lima","2009-01-01T00:00:00.000+0000","288",NA,"C. M. B. Correia",1991,11,22,"Brazil","Rio de Janeiro",NA,"EstaÃ§Ã£o EcolÃ³gica Estadual de ParaÃ­so. Serra da Queima, prÃ³ximo Sobe e desce.",-42.88333,-22.48333,NA,"221aa563-8964-450f-83e4-c6f7529b1bbf",NA,"Pseudopiptadenia inaequalis (Benth.) Rauschert"
"17",NA,"Universidade Federal de Minas Gerais (UFMG)","BHCB","136640","Pseudopiptadenia inaequalis (Benth.) Rauschert",NA,"Fabaceae","Pseudopiptadenia","inaequalis","(Benth.) Rauschert",NA,NA,"288",NA,"Correia, CMB",1991,11,22,"Brazil","Rio de Janeiro","Guapimirim","Estação Ecológica Estadual de Paraíso., Serra da Queima, próximo Sobe e desce.",-42.833333,-22.433333,"Indivíduo F0392.Árvore. Casca castanha, estriada longitudinalmente, entrecasca roxa. Inflor. verde alvacenta, com anteras amarelas. Flores em álcool 70. Raízes tabulares de 1 m. alt. Serra da Queimada, prox. sobe e desce. DAp 173. Altura: 20 m.","BRA:UFMG:BHCB:0000136640",NA,"Pseudopiptadenia inaequalis (Benth.) Rauschert"
"18",NA,"IPA","IPA","65631","Pseudopiptadenia inaequalis (Benth.) Rauschert",NA,"Fabaceae","Pseudopiptadenia","inaequalis","(Benth.) Rauschert",NA,NA,"143",NA,"Lima, M.P. de; et al.; et al.",1987,8,13,"Brazil","Rio de Janeiro","Volta Redonda","Área de relevância Ecológica da SEMA-Floresta da CICUTA. Beira do caminho da gauarda ( ca. 300m). Muito frequênte na mata pluvial de baixa altitude.",-44.083333,-22.55,"Árvore ca. 10m. Frutos ainda verdes com manchas acinzentadas.","BRA:IPA:IPA:0000065631",NA,"Pseudopiptadenia inaequalis (Benth.) Rauschert"
"19","2017-10-19T01:45:59.000+0000","JBRJ","RB","RB00166872","Pseudopiptadenia inaequalis (Benth.) Rauschert",NA,"Fabaceae","Pseudopiptadenia","inaequalis","(Benth.) Rauschert","M. P. M. de Lima","1988-01-01T00:00:00.000+0000","9967",NA,"G. Martinelli; et al",1984,10,4,"Brazil","Rio de Janeiro","Magé","3º distrito, Paraiso Centro de Primatologia do RJ-FEEMA, . Centro de Primatologia",NA,NA,"àrv. com 30m de alt. tronco c58cm diâm. copa c/12m diâm.","urn:catalog:JBRJ:RB:166872",NA,"Pseudopiptadenia inaequalis (Benth.) Rauschert"
"20",NA,"MN","R","160627","Pseudopiptadenia inaequalis (Benth.) Rauschert",NA,"Fabaceae","Pseudopiptadenia","inaequalis","(Benth.) Rauschert",NA,NA,"2293",NA,"Lima, H.C.",1984,10,23,"Brazil","Rio de Janeiro","Magé",NA,NA,NA,"Jardim Botânico do Rio de Janeiro.","BRA:MN:R:0000160627",NA,"Pseudopiptadenia inaequalis (Benth.) Rauschert"
"21","2017-10-19T01:45:58.000+0000","JBRJ","RB","RB00166851","Pseudopiptadenia inaequalis (Benth.) Rauschert",NA,"Fabaceae","Pseudopiptadenia","inaequalis","(Benth.) Rauschert","M. P. M. de Lima","1988-01-01T00:00:00.000+0000","2293",NA,"H. C. de Lima; et al",1984,10,23,"Brazil","Rio de Janeiro","Magé","Paraiso, área do Centro de Primatologia do RJ. Centro de Primatologia",NA,NA,"Àrv. com 30m alt. DAP 50cm, flores amarelas . Fr. passados no Chão","urn:catalog:JBRJ:RB:166851",NA,"Pseudopiptadenia inaequalis (Benth.) Rauschert"
"22","2017-10-19T01:46:03.000+0000","JBRJ","RB","RB00166987","Pseudopiptadenia inaequalis (Benth.) Rauschert",NA,"Fabaceae","Pseudopiptadenia","inaequalis","(Benth.) Rauschert",NA,NA,"10281",NA,"G. Martinelli; et al",1984,11,8,"Brazil","Rio de Janeiro","Magé","3º Distrito, Paraiso, Centro de Primatologia do Rj. Centro de Primatologia",NA,NA,"àrv. c/20m alt. Folhas discolores , flores em botões de cor verde","urn:catalog:JBRJ:RB:166987",NA,"Pseudopiptadenia inaequalis (Benth.) Rauschert"
"23","2014-08-25T11:01:00.000+0000","JBRJ","RB","RB00601736","Pseudopiptadenia inaequalis (Benth.) Rauschert",NA,"Fabaceae","Pseudopiptadenia","inaequalis","(Benth.) Rauschert","Marli P. Morim de Lima","2010-01-01T00:00:00.000+0000","114",NA,"W.D. Barros",1940,11,25,"Brazil","Rio de Janeiro","Itatiaia","Lote 30. margem da estrada.",NA,NA,"Árvore com flores amarela, caule lisa.","urn:catalog:JBRJ:RB:601736",NA,"Pseudopiptadenia inaequalis (Benth.) Rauschert"
"24",NA,"Instituto de Botânica, IBT","SP","24545A","Piptadenia inaequalis Benth.",NA,"Fabaceae","Pseudopiptadenia","inaequalis","Benth.",NA,NA,"428",NA,"Kuhlmann, JG",1929,6,2,"Brazil","Rio de Janeiro","Rio de Janeiro","Mato do Horto Florestal",0,0,NA,"BRA:IBt:SP:000024545A",NA,"Piptadenia inaequalis Benth."
"25","2014-07-08T04:51:16.000+0000","JBRJ","RB","RB00166982","Pseudopiptadenia inaequalis (Benth.) Rauschert",NA,"Fabaceae","Pseudopiptadenia","inaequalis","(Benth.) Rauschert","R.O. Ribeiro","2009-08-14T00:00:00.000+0000",NA,NA,"Antenor",1927,11,5,"Brazil","Rio de Janeiro","Rio de Janeiro","Perto do H. Florestal - Obras Públicas.",NA,NA,"árvore de 15-25 m de alt.","urn:catalog:JBRJ:RB:166982",NA,"Pseudopiptadenia inaequalis (Benth.) Rauschert"
"26",NA,"NY","NY","459503","Pseudopiptadenia inaequalis (Benth.) Rauschert",NA,"Fabaceae","Pseudopiptadenia","inaequalis","(Benth.) Rauschert",NA,NA,NA,NA,"O. Silva",1914,11,14,"Brazil","Rio de Janeiro",NA,"Sacopan, Morro da Saudade, D. Federal",-43.2076685470805,-22.9069598238154,NA,"b879371a-b4c0-41de-a3c7-9e01229ed8ee",NA,"Pseudopiptadenia inaequalis (Benth.) Rauschert"
"27",NA,"NY","NY","459504","Pseudopiptadenia inaequalis (Benth.) Rauschert",NA,"Fabaceae","Pseudopiptadenia","inaequalis","(Benth.) Rauschert",NA,NA,NA,NA,"O. Silva",1914,11,14,"Brazil","Rio de Janeiro",NA,"Sacopan, Morro da Saudade, D. Federal",-43.2076685470805,-22.9069598238154,NA,"f7ada26d-e1ca-4232-acac-54a138f733a4",NA,"Pseudopiptadenia inaequalis (Benth.) Rauschert"
"28","2013-05-28T00:00:00.000+0000","BR",NA,"BR0000013056254","Pseudopiptadenia inaequalis (Benth.) Rauschert",NA,"Fabaceae","Pseudopiptadenia","inaequalis","(Benth.) Rauschert",NA,NA,"8441",NA,"Glaziou A.",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,"http://www.botanicalcollections.be/specimen/BR0000013056254",NA,"Pseudopiptadenia inaequalis (Benth.) Rauschert"
"29","2007-10-18T10:12:14.000+0000","K","Herbarium","K000504704","Pseudopiptadenia inaequalis (Benth.) Rauschert",NA,"Fabaceae","Pseudopiptadenia","inaequalis","(Benth.) Rauschert",NA,NA,"1386",NA,"[Pohl]",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,"Herbarium Benthamianum 1854; Herb. Mus. Vind. 18337  associated with K000504706  [ead Organ M Luchaeta Hb Petrop]","http://specimens.kew.org/herbarium/K000504704",NA,"Pseudopiptadenia inaequalis (Benth.) Rauschert"
"30",NA,"NY","NY","459505","Pseudopiptadenia inaequalis (Benth.) Rauschert",NA,"Fabaceae","Pseudopiptadenia","inaequalis","(Benth.) Rauschert",NA,NA,"s.n.",NA,"H. W. Schott",NA,NA,NA,"Brazil","Rio de Janeiro",NA,"Tingua",-43.4509851508395,-22.763257238817,"""Schott s. n. (1386)""  [collection number 1386?]","2b29e55d-9185-4906-b594-6a0b775ec105",NA,"Pseudopiptadenia inaequalis (Benth.) Rauschert"
"31",NA,"UEFS","HUEFS","199274","Pseudopiptadenia inaequalis (Benth.) Rauschert",NA,"Fabaceae","Pseudopiptadenia","inaequalis","(Benth.) Rauschert",NA,NA,"6203",NA,"Folli, D.A.",2008,10,3,"Brazil","Espírito Santo","Cachoeira do Itapemirim","Flona de Pacotuba. Pacotuba a Monte Alegre.",NA,NA,"Mata de tabuleiro.","BRA:UEFS:HUEFS:0000199274",NA,"Pseudopiptadenia inaequalis (Benth.) Rauschert"
