"","modified","institutionCode","collectionCode","catalogNumber","scientificName","identificationQualifier","family","genus","specificEpithet","infraspecificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","fieldNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","comments","bibliographicCitation","acceptedNameUsage"
"1","","","EAC","59937","Ormosia paraensis Ducke","","Fabaceae","Ormosia","paraensis","","Ducke","Castro, A.S.F.","2016-03-16","","2933","","Castro, A.S.F.","2016","3","16","brazil","Ceará","Viçosa do Ceará","Igreja do Céu.","-41.135418","-3.543808","Árvore; flor vinácea.; Mata úmida.","","centroide mpo (0)","GBIF","Ormosia paraensis Ducke"
"2","","","HUEFS","240987","Ormosia paraensis Ducke","","Fabaceae","Ormosia","paraensis","","Ducke","A.S.F.Castro & D.Cardoso","2016-03-01","","2933","","Castro, A.S.F","2016","3","16","brazil","Minas Gerais","Viçosa","Serra da Ibiapaba. Zona urbana.","-42.886014","-20.740274","mata úmida.","","centroide mpo","GBIF","Ormosia paraensis Ducke"
"3","","","RB","RB00902845","Ormosia paraensis Ducke","","Fabaceae","Ormosia","paraensis","","Ducke","Dexter, K.G.","","","6896","","Dexter, K.G.; Santana, F.","2014","6","26","brazil","Amazonas","Manaus","Reserva Adolfo Ducke, North of Manaus, PPBIO plot LO5:1500.","-59.928056","-2.960556","6,5m alt., 3,3cm DBH, brown bark with large flattened lenticels - Material no Banco de DNA","","original coordinates","GBIF","Ormosia paraensis Ducke"
"4","","","HUEFS","213528","Ormosia paraensis Ducke","","Fabaceae","Ormosia","paraensis","","Ducke","","","","1958","","Neves, D.M.","2014","8","25","brazil","Pará","Belém","Centro de pesquisa do Museu Goeldi. Planta cultivada no horto.","-48.462671","-1.229381","","","centroide mpo","GBIF","Ormosia paraensis Ducke"
"5","","","Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)","258916","Ormosia paraensis Ducke","","Fabaceae","Ormosia","paraensis","","Ducke","Simon, M.F.","2013-06-01","","1824","","Simon, MF","2013","6","18","brazil","Rondônia","","10 km a NW de Abunã, margem esquerda do rio Madeira. T11P5.","-65.47","-9.610833","","","original coordinates","GBIF","Ormosia paraensis Ducke"
"6","","","CEN","86835","Ormosia paraensis Ducke","","Fabaceae","Ormosia","paraensis","","Ducke","M. Simon","","","1824","","Marcelo Fragomeni Simon","2013","6","18","brazil","Ro","PORTO VELHO","10 km a NW de Abunã, margem esquerda do rio Madeira. T11P5.","-65.467777","-9.610833","Árvore 30 m x 40 cm DAP. Sapopema pequena, ritidoma áspero, casca viva bege. Frutos da estação anterior. Sementes vermelhas e preta. Indivíduo 941, monitoramento da flora.","","original coordinates","GBIF","Ormosia paraensis Ducke"
"7","","","RB","RB00710439","Ormosia paraensis Ducke","","Fabaceae","Ormosia","paraensis","","Ducke","Haroldo C. de Lima","2012-07-27","","7520","","Haroldo C. de Lima; D.F. Silva & M.F. Quintela","2012","7","27","brazil","Pará","Parauapebas","Flona Carajás, Estrada para Serra da Bocaina, cerca de 5 Km após a Vila Cidério.","-49.887778","-6.224722","Árvore com 12 metros de altura. Tronco com casca lisa, levemente fissurada, pardo-acizentada, DAP com aproximadamente 25 cm. Frutos castanho-avermelhados, sementes bicolores, vermelho e preto. Ocasional. Material para banco de DNA. Fotos H.C.L. Nome vulgar: ""Tento"". RBcarpo 7852","","original coordinates","GBIF","Ormosia paraensis Ducke"
"8","","","EAFM","15639","Ormosia paraensis Ducke","","Fabaceae","Ormosia","paraensis","","Ducke","Marra, D.M.; Carneiro, V.M.C.","2012-09-19","","1256","","Marra, D.M.; Neves, A.F. & Souza, I.G.","2012","9","19","brazil","Amazonas","Manacapurú, Novo Airão","Reserva de Desenvolvimento Sustentável do Rio Negr, Parcelas permanentes instaladas ao longo de transectos que cruzam uma área (ca. 75 hectares) de floresta atingida por uma tempestade de vento ocorrida no ano de 1987","-61.257997","-3.658581","árvore, DAP = 16.2 cm; Floresta de terra-firme ; HA","","original coordinates","GBIF","Ormosia paraensis Ducke"
"9","","","EAFM","11212","Ormosia paraensis Ducke","","Fabaceae","Ormosia","paraensis","","Ducke","Aguiar, D.P.P.","2012-01-01","","215","","Aguiar, D.P.P.","2012","","","brazil","Amazonas","Manaus","CiGS, Floresta secundária de terra-firme situada em fragmento urbano","-60.251153","-2.607107","Árvore de dossel; ritidoma áspero, base dilatada, folíolos coriáceos de margem revoluta.","","centroide mpo (0)","GBIF","Ormosia paraensis Ducke"
"10","","","RB","RB00608095","Ormosia paraensis Ducke","","Fabaceae","Ormosia","paraensis","","Ducke","H.C. de Lima","","","7089","","H.C. de Lima; D.F. Silva & R.O. Teixeira","2011","2","9","brazil","Pará","Parauapebas","Serra de Carajás, Nucleo Urbano de Carajás, Parque Zoobotânico, próximo a moradia das Jaguatiricas.","-50.058056","-6.063333","Árvore alta ca. 25 m alt. Tronco com casca lisa e pardacenta, DAP com aproximadamente 70 cm. Frutos passados. Ocasional na mata de plateau.","","original coordinates","GBIF","Ormosia paraensis Ducke"
