"","modified","institutionCode","collectionCode","catalogNumber","scientificName","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","fieldNumber","recordedBy","year","month","day","country","stateProvince","locality","decimalLongitude","decimalLatitude","occurrenceID","acceptedNameUsage","identificationQualifier","infraspecificEpithet","municipality","occurrenceRemarks","comments","bibliographicCitation"
"1",NA,"NY","NY","02431274","Swartzia rondoniensis Torke & Mansano","Fabaceae","Swartzia","rondoniensis","Torke & Mansano",NA,NA,NA,2710,NA,"J. L. Zarucchi",1979,10,15,"Brazil","Rondônia","Mineração Campo Novo (ca 100 km SW of Ariquemes)",-63,-10.566667,"37d4c154-3405-40be-9f61-3d44c850052c","Swartzia rondoniensis Torke & Mansano",NA,NA,NA,NA,NA,NA
"2","2014-09-29T09:07:30.000+0000","Harvard University","GH","barcode-00368533","Swartzia rondoniensis Torke & Mansano","Fabaceae","Swartzia","rondoniensis","Torke & Mansano",NA,"2014-09-26T00:00:00.000+0000",NA,2710,2710,"J. L. Zarucchi, M. G. Viera, R. H. Petersen, C. D. Mota & J. F. Ramos",1979,10,15,"Brazil","Rondonia (Terr.)","Mineracao Campo Novo (ca. 100 km SW of Ariquemes)",NA,NA,NA,"Swartzia rondoniensis Torke & Mansano",NA,NA,NA,NA,NA,NA
"3",NA,"NY","NY","02431275","Swartzia rondoniensis Torke & Mansano","Fabaceae","Swartzia","rondoniensis","Torke & Mansano",NA,NA,NA,1300,NA,"B. G. S. Ribeiro",1976,2,10,"Brazil","Pará","Estrada Transamazônica entre Estreita e Marabá",-48.076858,-5.743115,"171223cf-4d66-4222-8dc4-695f0fcedbd5","Swartzia rondoniensis Torke & Mansano",NA,NA,NA,NA,NA,NA
"4","2015-09-04T02:37:41.000+0000","MNHN","P","P03101809","Swartzia rondoniensis Torke & Mansano","Fabaceae","Swartzia","rondoniensis","Torke & Mansano","Mansano",NA,"PARATYPE",NA,1442,"Krukoff, B.A.",1931,11,1,"Brazil",NA,NA,NA,NA,"http://coldb.mnhn.fr/catalognumber/mnhn/p/p03101809","Swartzia rondoniensis Torke & Mansano",NA,NA,NA,NA,NA,NA
"5","2014-09-29T09:05:50.000+0000","Harvard University","A","barcode-00368532","Swartzia rondoniensis Torke & Mansano","Fabaceae","Swartzia","rondoniensis","Torke & Mansano",NA,"2014-09-26T00:00:00.000+0000",NA,1443,1443,"B. A. Krukoff",NA,NA,NA,"Brazil",NA,"State of Matto Grosso: near Tabajaza, upper Machado River region",NA,NA,NA,"Swartzia rondoniensis Torke & Mansano",NA,NA,NA,NA,NA,NA
