"","institutionCode","catalogNumber","recordedBy"
"1","Instituto Nacional de Pesquisas da Amazônia (INPA)","255961","Silva, JAC da"
"2","Instituto Nacional de Pesquisas da Amazônia (INPA)","231843","Melo, MFF"
"3","Instituto Nacional de Pesquisas da Amazônia (INPA)","257434","Silva, JAC da"
"4","Instituto Nacional de Pesquisas da Amazônia (INPA)","225781","Sakagawa, S"
"5","Instituto Nacional de Pesquisas da Amazônia (INPA)","225661","Zartman, CE"
"6","Instituto Nacional de Pesquisas da Amazônia (INPA)","260219","Equipe Fito"
"7","Instituto Nacional de Pesquisas da Amazônia (INPA)","218507","Oliveira, ACA"
"8","Instituto Nacional de Pesquisas da Amazônia (INPA)","218508","Oliveira, ACA"
"9","Instituto Nacional de Pesquisas da Amazônia (INPA)","217497","Oliveira, ACA"
"10","Instituto Nacional de Pesquisas da Amazônia (INPA)","222656","Castilho, CV"
"11","Instituto Nacional de Pesquisas da Amazônia (INPA)","219955","Castilho, CV"
"12","Instituto Nacional de Pesquisas da Amazônia (INPA)","232973","Castilho, CV"
"13","Instituto Nacional de Pesquisas da Amazônia (INPA)","202739","Co̻lho, LF"
"14","Instituto Nacional de Pesquisas da Amazônia (INPA)","189581","Hopkins, MJG"
"15","Instituto Nacional de Pesquisas da Amazônia (INPA)","189599","Souza, MAD de"
"16","Instituto Nacional de Pesquisas da Amazônia (INPA)","179569","Vicentini, A"
"17","Instituto Nacional de Pesquisas da Amazônia (INPA)","179545","Ribeiro, JELS"
"18","Instituto Nacional de Pesquisas da Amazônia (INPA)","195329","Ribeiro, JELS"
"19","Instituto Nacional de Pesquisas da Amazônia (INPA)","179540","Ribeiro, JELS"
"20","Instituto Nacional de Pesquisas da Amazônia (INPA)","175223","Dick, C"
"21","Instituto Nacional de Pesquisas da Amazônia (INPA)","175079","Dick, C"
"22","Instituto Nacional de Pesquisas da Amazônia (INPA)","184472","Cunha, NML da"
"23","Instituto Nacional de Pesquisas da Amazônia (INPA)","170562","Mori, SA"
"24","Instituto Nacional de Pesquisas da Amazônia (INPA)","180243","Silva, SS da"
"25","Instituto Nacional de Pesquisas da Amazônia (INPA)","180237","Silva, SS da"
"26","Instituto Nacional de Pesquisas da Amazônia (INPA)","180235","Silva, SS da"
"27","Instituto Nacional de Pesquisas da Amazônia (INPA)","170350","Mori, SA"
"28","Instituto Nacional de Pesquisas da Amazônia (INPA)","175959","Silva, SS da"
"29","Instituto Nacional de Pesquisas da Amazônia (INPA)","148575","Souza, LAG de"
"30","Instituto Nacional de Pesquisas da Amazônia (INPA)","179548","Santos, JL dos"
"31","Instituto Nacional de Pesquisas da Amazônia (INPA)","179539","Ramos, JF"
"32","Instituto Nacional de Pesquisas da Amazônia (INPA)","165090","Cunha, O da"
"33","Instituto Nacional de Pesquisas da Amazônia (INPA)","143010","Albuquerque, JM de"
"34","Instituto Nacional de Pesquisas da Amazônia (INPA)","143037","Albuquerque, JM de"
"35","Instituto Nacional de Pesquisas da Amazônia (INPA)","138388","Ferreira, CAC"
"36","Instituto Nacional de Pesquisas da Amazônia (INPA)","140971","Ferreira, CAC"
"37","Instituto Nacional de Pesquisas da Amazônia (INPA)","148556","Ferreira, CAC"
"38","Instituto Nacional de Pesquisas da Amazônia (INPA)","171974","Silva, JM da"
"39","Instituto Nacional de Pesquisas da Amazônia (INPA)","133614","Magalḥes, FMM"
"40","Instituto Nacional de Pesquisas da Amazônia (INPA)","180260","Nascimento, JR"
"41","Instituto Nacional de Pesquisas da Amazônia (INPA)","172124","Mackenzie, CA"
"42","Instituto Nacional de Pesquisas da Amazônia (INPA)","172191","Nascimento, JR"
"43","Instituto Nacional de Pesquisas da Amazônia (INPA)","87763","Ferreira, CAC"
"44","Instituto Nacional de Pesquisas da Amazônia (INPA)","90383","Ferreira, CAC"
"45","Instituto Nacional de Pesquisas da Amazônia (INPA)","86982","Ferreira, CAC"
"46","Instituto Nacional de Pesquisas da Amazônia (INPA)","87011","Ferreira, CAC"
"47","Instituto Nacional de Pesquisas da Amazônia (INPA)","59696","Oliveira, AR de"
"48","Instituto Nacional de Pesquisas da Amazônia (INPA)","59559","Souza, JA de"
"49","Instituto Nacional de Pesquisas da Amazônia (INPA)","59614","Oliveira, AR de"
"50","Instituto Nacional de Pesquisas da Amazônia (INPA)","58701","Oliveira, AR de"
"51","Instituto Nacional de Pesquisas da Amazônia (INPA)","73463","Oliveira, AR de"
"52","Instituto Nacional de Pesquisas da Amazônia (INPA)","57694","Lourteig, A"
"53","Instituto Nacional de Pesquisas da Amazônia (INPA)","57650","Haroldo"
"54","Instituto Nacional de Pesquisas da Amazônia (INPA)","73466","Oliveira, AR de"
"55","Instituto Nacional de Pesquisas da Amazônia (INPA)","55353","Mello, FC de"
"56","Instituto Nacional de Pesquisas da Amazônia (INPA)","57645","Reis, LQ"
"57","Instituto Nacional de Pesquisas da Amazônia (INPA)","73464","Oliveira, AR de"
"58","Instituto Nacional de Pesquisas da Amazônia (INPA)","73462","Oliveira, AR de"
"59","Instituto Nacional de Pesquisas da Amazônia (INPA)","73465","Oliveira, AR de"
"60","Instituto Nacional de Pesquisas da Amazônia (INPA)","57656","Jorge"
"61","Instituto Nacional de Pesquisas da Amazônia (INPA)","58591","Reis, LQ"
"62","Instituto Nacional de Pesquisas da Amazônia (INPA)","58312","Mello, FC de"
"63","Instituto Nacional de Pesquisas da Amazônia (INPA)","49461","Prance, GT"
"64","Instituto Nacional de Pesquisas da Amazônia (INPA)","52190","Anderson, AB"
"65","Instituto Nacional de Pesquisas da Amazônia (INPA)","50065","Monteiro, OP"
"66","Instituto Nacional de Pesquisas da Amazônia (INPA)","48178","Loureiro, AA"
"67","Instituto Nacional de Pesquisas da Amazônia (INPA)","45098","Nelson, BW"
"68","Instituto Nacional de Pesquisas da Amazônia (INPA)","45044","Nelson, BW"
"69","Instituto Nacional de Pesquisas da Amazônia (INPA)","41345","Prance, GT"
"70","Instituto Nacional de Pesquisas da Amazônia (INPA)","35822","Loureiro, AA"
"71","Instituto Nacional de Pesquisas da Amazônia (INPA)","27626","Elias, J"
"72","Instituto Nacional de Pesquisas da Amazônia (INPA)","21165","Co̻lho, LF"
"73","Instituto Nacional de Pesquisas da Amazônia (INPA)","20268","Prance, GT"
"74","Instituto Nacional de Pesquisas da Amazônia (INPA)","20458","Albuquerque, BWP de"
"75","Instituto Nacional de Pesquisas da Amazônia (INPA)","20747","Co̻lho, DF"
"76","Instituto Nacional de Pesquisas da Amazônia (INPA)","17263","Rodrigues, WA"
"77","Instituto Nacional de Pesquisas da Amazônia (INPA)","17281","Rodrigues, WA"
"78","Instituto Nacional de Pesquisas da Amazônia (INPA)","19334","Prance, GT"
"79","Instituto Nacional de Pesquisas da Amazônia (INPA)","17149","Rodrigues, WA"
"80","Instituto Nacional de Pesquisas da Amazônia (INPA)","15667","Rodrigues, WA"
"81","Instituto Nacional de Pesquisas da Amazônia (INPA)","15485","Rodrigues, WA"
