"","modified","institutionCode","collectionCode","catalogNumber","scientificName","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","bibliographicCitation","acceptedNameUsage","identificationQualifier","infraspecificEpithet","fieldNumber","comments"
"1","2016-05-25T15:48:04.000+0000","K","Herbarium","K000834630","Cynometra stenopetala Dwyer","Fabaceae","Cynometra","stenopetala","Dwyer","Radosavljevic, A.",NA,NA,"3200","Cid, C.A.",1982,10,13,"Brazil",NA,"Tefé","Rio Solimões, lago Tefé, próximo a Vila Nogueira.",-64.98,-3.47,NA,"http://specimens.kew.org/herbarium/K000834630",NA,"Cynometra stenopetala Dwyer",NA,NA,NA,NA
"2","2008-05-27T22:02:00.000+0000","MO","MO","3244437","Cynometra stenopetala Dwyer","Fabaceae","Cynometra","stenopetala","Dwyer",NA,NA,NA,"Krukoff 8418","Boris A. Krukoff",1936,9,11,"Brazil","Amazonas",NA,"Municipality Sao Paulo de Olivenca near Palmares.",NA,NA,NA,"urn:catalog:MO:Tropicos:3244437","http://www.tropicos.org/Specimen/3244437","Cynometra stenopetala Dwyer",NA,NA,NA,NA
"3",NA,NA,"Botany","U.1241479","Cynometra stenopetala Dwyer","Fabaceae","Cynometra","stenopetala","Dwyer",NA,NA,NA,NA,"Krukoff BA",1936,9,11,"Brazil",NA,NA,"State od Amazonas: Municipality Sao Paulo de Olivenca nea Palmares.",NA,NA,NA,"http://data.biodiversitydata.nl/naturalis/specimen/U.1241479",NA,"Cynometra stenopetala Dwyer",NA,NA,NA,NA
"4",NA,"US","Botany","2169832","Cynometra stenopetala Dwyer","Fabaceae","Cynometra","stenopetala","Dwyer",NA,NA,NA,"6439","B. A. Krukoff",1936,9,14,"Brazil","Amazonas",NA,"Rio madeira, humayta mun., near tres casas",NA,NA,NA,"http://n2t.net/ark:/65665/399b4c974-83ac-4e36-82f5-d8a06a4a2389",NA,"Cynometra stenopetala Dwyer",NA,NA,NA,NA
"5",NA,"US","Botany","2169834","Cynometra stenopetala Dwyer","Fabaceae","Cynometra","stenopetala","Dwyer",NA,NA,NA,"8418","B. A. Krukoff",1936,9,11,"Brazil","Amazonas",NA,"Rio solimoes, sao paulo de olivenca, near palmares",NA,NA,NA,"http://n2t.net/ark:/65665/3ad547a28-0f3f-4efc-b177-899cd04b3761",NA,"Cynometra stenopetala Dwyer",NA,NA,NA,NA
"7","2008-05-27T22:02:00.000+0000","MO","MO","3244243","Cynometra stenopetala Dwyer","Fabaceae","Cynometra","stenopetala","Dwyer","Tavaus","1996-01-01T00:00:00.000+0000",NA,"Krukoff 6439","Boris A. Krukoff",1934,9,14,"Brazil","Amazonas",NA,"Municipality Humayta, near Tres Casas. On low terra firma.",NA,NA,NA,"urn:catalog:MO:Tropicos:3244243","http://www.tropicos.org/Specimen/3244243","Cynometra stenopetala Dwyer",NA,NA,NA,NA
"8","2016-05-25T15:39:08.000+0000","K","Herbarium","K000834602","Cynometra stenopetala Dwyer","Fabaceae","Cynometra","stenopetala","Dwyer","Radosavljevic, A.",NA,NA,"6439","Krukoff, B.A.",1934,9,14,"Brazil",NA,"Humaitá","Near Tres casas. Basin of Rio Madeira.",NA,NA,"B.A. Krukoff´s 5th Expedition to Brazilian Amazonia - Basin of Rio Madeira","http://specimens.kew.org/herbarium/K000834602",NA,"Cynometra stenopetala Dwyer",NA,NA,NA,NA
"11",NA,"F","Botany","V0057765F","Cynometra stenopetala Dwyer","Fabaceae","Cynometra","stenopetala","Dwyer",NA,NA,"ISOTYPE","6631","B. A. Krukoff",1934,10,12,"Brazil",NA,NA,NA,-52.8731,-10.8339,NA,"8e8e40e2-6286-47e7-ba7a-2e5819420eb8",NA,"Cynometra stenopetala Dwyer",NA,NA,NA,NA
"16","2008-05-27T22:02:00.000+0000","MO","MO","2720245","Cynometra stenopetala Dwyer","Fabaceae","Cynometra","stenopetala","Dwyer","A.S. Tavares","1986-01-01T00:00:00.000+0000","ISOTYPE","Krukoff 6631","Boris A. Krukoff",1934,10,12,"Brazil","Amazonas",NA,"Municipality Humayta, near Livramento, on Rio Livramento. On terra firma.",-58.6286,-7.4188,NA,"urn:catalog:MO:Tropicos:2720245","http://www.tropicos.org/Specimen/2720245","Cynometra stenopetala Dwyer",NA,NA,NA,NA
"20",NA,"NY","NY","1161786","Cynometra stenopetala Dwyer","Fabaceae","Cynometra","stenopetala","Dwyer",NA,NA,NA,"2424","A. S. L. da Silva",NA,NA,NA,"Brazil","ParÃ¡",NA,NA,0,0,NA,"1a29beec-943b-497c-af7e-709c2048c368",NA,"Cynometra stenopetala Dwyer",NA,NA,NA,NA
