"","modified","institutionCode","collectionCode","catalogNumber","scientificName","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","fieldNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","acceptedNameUsage","identificationQualifier","infraspecificEpithet","comments","bibliographicCitation"
"1",NA,"IEPA","HAMAB","4863","Swartzia mangabalensis R.S.Cowan","Fabaceae","Swartzia","mangabalensis","R.S.Cowan","Silva",NA,NA,446,NA,"Silva, M.G. da",1983,2,1,"Brazil","Rondônia","Porto Velho","Guajará-Mirim, Trecho entre o km 12 ao km 36.",0,0,"Arbusto de 2m de altura.; flores amarelas e botoes jovens esverdeados em peniculas de cachos em caulifloria, axilares. Madeira branca com resina avermalhada.; Terra firme, solo argiloso.","BRA:IEPA:HAMAB:0000004863","Swartzia mangabalensis R.S.Cowan",NA,NA,NA,NA
"2",NA,"UNICAMP","UEC","33769","Swartzia mangabalensis R.S.Cowan","Fabaceae","Swartzia","mangabalensis","R.S.Cowan","Tozzi, A.M.G.A.; Sciamarelli, A.; Sartori, A.","1992-01-01T00:00:00.000+0000",NA,14869,NA,"Joly, C.A.; Stubblebine, W.H.; Benson, W.W.",1983,8,10,"Brazil","Pará","Marabá","Complexo Carajás, Serra Norte. Crescendo na margem da mata na beira da estrada.",0,0,"Rebroto de 2 m. flores amarelas.","BRA:UNICAMP:UEC:0000033769","Swartzia mangabalensis R.S.Cowan",NA,NA,NA,NA
"3",NA,"IEPA","HAMAB","4129","Swartzia mangabalensis R.S.Cowan","Fabaceae","Swartzia","mangabalensis","R.S.Cowan","Rabelo, B.V.; Mori, S.A.",NA,NA,16463,NA,"Mori, S.A.",1983,9,20,"Brazil","Amapá","Macapá","Camaipi, EMBRAPA reserve and vicinity.",-51.616667,0.166667,"Tree, 23.2 m x 19.8 cm. Bole 19.3 cm. Tree 2967.","BRA:IEPA:HAMAB:0000004129","Swartzia mangabalensis R.S.Cowan",NA,NA,NA,NA
"4","2018-06-05T00:00:00.000+0000","NHMUK","BOT","BM000952065","Swartzia mangabalensis R.S.Cowan","Fabaceae","Swartzia","mangabalensis","R.S.Cowan","B M. Torke",NA,"ISOTYPE",16461,16461,"Walter Adolpho Ducke",1916,9,5,"Brazil",NA,NA,NA,-53.0839,-10.764,NA,"ecca8739-fbf8-42ff-ad2a-56b539c24774","Swartzia mangabalensis R.S.Cowan",NA,NA,NA,NA
"5","2015-11-03T15:42:01.000+0000","MNHN","P","P01818071","Swartzia mangabalensis R.S.Cowan","Fabaceae","Swartzia","mangabalensis","R.S.Cowan","Torke",NA,"ISOTYPE",NA,16461,"Ducke, A.",1916,9,5,"Brazil",NA,NA,NA,NA,NA,NA,"http://coldb.mnhn.fr/catalognumber/mnhn/p/p01818071","Swartzia mangabalensis R.S.Cowan",NA,NA,NA,NA
"8",NA,"US","Botany","1040905","Swartzia mangabalensis R.S.Cowan","Fabaceae","Swartzia","mangabalensis","R.S.Cowan",NA,NA,"HOLOTYPE",16461,NA,"A. Ducke",1916,9,5,"Brazil","Pará",NA,"Rio Tapajoz, near rapids of Mangabal.",NA,NA,NA,"http://n2t.net/ark:/65665/321b155f0-3577-45d9-86a6-1a32a9955348","Swartzia mangabalensis R.S.Cowan",NA,NA,NA,NA
"11",NA,"MN","R-TIPOS","2311","Swartzia mangabalensis R.S.Cowan","Fabaceae","Swartzia","mangabalensis","R.S.Cowan","Mansano,V.F.","2010-09-01T00:00:00.000+0000","ISOTYPE",16461,NA,"Ducke, W.A.",NA,NA,NA,"Brazil","Pará","Rio Tapajoz","Morros das Cachoeiras do Mangabal",NA,NA,NA,"BRA:MN:R-TIPOS:0000002311","Swartzia mangabalensis R.S.Cowan",NA,NA,NA,NA
