"","modified","institutionCode","collectionCode","catalogNumber","scientificName","identificationQualifier","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","fieldNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","bibliographicCitation","acceptedNameUsage","infraspecificEpithet","comments"
"1",NA,"UT","TOLI","TOLI-18006","Ormosia paraensis Ducke",NA,"Fabaceae","Ormosia","paraensis","Ducke","B. Villanueva","2017-06-26T00:00:00.000+0000",NA,"3170",NA,"B. Villanueva | L.F. Henao | E. Giraldo",2017,6,23,"Colombia","Bolivar",NA,"Vereda Puerto Matilde, cerros atrás de la Bufalera, Parcela 3. Sur de Bolivar",-74.205067,7.05705,"Árbol 25m, parcela 3","UT:TOLI:18006",NA,"Ormosia paraensis Ducke",NA,NA
"2",NA,"Universidade Federal do Ceará, UFC","EAC","59937","Ormosia paraensis Ducke",NA,"Fabaceae","Ormosia","paraensis","Ducke","Castro, A.S.F.","2016-03-16T00:00:00.000+0000",NA,"2933",NA,"Castro, A.S.F.",2016,3,16,"Brazil","Ceará","Viçosa do Ceará","Igreja do Céu.",0,0,"Árvore; flor vinácea.; Mata úmida.","BRA:UFC:EAC:0000059937",NA,"Ormosia paraensis Ducke",NA,NA
"3",NA,"UEFS","HUEFS","240987","Ormosia paraensis Ducke",NA,"Fabaceae","Ormosia","paraensis","Ducke","A.S.F.Castro & D.Cardoso","2016-03-01T00:00:00.000+0000",NA,"2933",NA,"Castro, A.S.F",2016,3,16,"Brazil","Minas Gerais","Viçosa","Serra da Ibiapaba. Zona urbana.",NA,NA,"mata úmida.","BRA:UEFS:HUEFS:0000240987",NA,"Ormosia paraensis Ducke",NA,NA
"4",NA,"Instituto Amazónico de Investigaciones Científicas SINCHI","COAH","87879","Ormosia paraensis Ducke",NA,"Fabaceae","Ormosia","paraensis","Ducke","Jaimes-R., M.S.","2016-05-30T00:00:00.000+0000",NA,"974",NA,"Barona, A.",2015,6,18,"Colombia","Guainía",NA,"comunidad indígena Caño Vitina",-67.827,3.802778,"Ejemplar Botánico","SINCHI:COAH:87879",NA,"Ormosia paraensis Ducke",NA,NA
"5",NA,"Instituto de Investigación de Recursos Biológicos Alexander von Humboldt (IAvH)","FMB","FMB-112428","Ormosia paraensis Ducke","cf. paraensis","Fabaceae","Ormosia","paraensis","Ducke","Mendoza, Humberto","2015-11-30T00:00:00.000+0000",NA,"18591",NA,"Mendoza, Humberto | Aguilar-Cano, J. | Vargas, J. | Quintana, A. | Medina, Sandra",2015,10,19,"Colombia","Tolima",NA,"Hacienda El Triunfo, quebrada Castañal",-74.803836,5.149411,NA,"IAvH:FMB-112428",NA,"Ormosia paraensis Ducke",NA,NA
"6","2017-10-18T17:38:40.000+0000","JBRJ","RB","RB00902845","Ormosia paraensis Ducke",NA,"Fabaceae","Ormosia","paraensis","Ducke","Dexter, K.G.",NA,NA,"6896",NA,"Dexter, K.G.; Santana, F.",2014,6,26,"Brazil","Amazonas","Manaus","Reserva Adolfo Ducke, North of Manaus, PPBIO plot LO5:1500.",-59.928056,-2.960556,"6,5m alt., 3,3cm DBH, brown bark with large flattened lenticels - Material no Banco de DNA","urn:catalog:JBRJ:RB:902845",NA,"Ormosia paraensis Ducke",NA,NA
"7",NA,"UEFS","HUEFS","213528","Ormosia paraensis Ducke",NA,"Fabaceae","Ormosia","paraensis","Ducke",NA,NA,NA,"1958",NA,"Neves, D.M.",2014,8,25,"Brazil","Pará","Belém","Centro de pesquisa do Museu Goeldi. Planta cultivada no horto.",NA,NA,NA,"BRA:UEFS:HUEFS:0000213528",NA,"Ormosia paraensis Ducke",NA,NA
"8","2017-10-19T10:35:12.000+0000","JBRJ","RB","RB00903476","Ormosia paraensis Ducke",NA,"Fabaceae","Ormosia","paraensis","Ducke",NA,NA,NA,"1958",NA,"Neves, D.M.; Barbosa, C.V.O.",2014,8,25,"Brazil","Pará","Belém","Centro de pesquisa do Museu Goeldi. Planta cultivada no horto.",-48.443889,-1.485,"Arvore 10m, foliolos membranaceos, esteril. Coletado material para DNA","urn:catalog:JBRJ:RB:903476",NA,"Ormosia paraensis Ducke",NA,NA
"9","2014-09-26T00:00:00.000+0000","Instituto Nacional de Pesquisas da Amazônia (INPA)","Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)","258916","Ormosia paraensis Ducke",NA,"Fabaceae","Ormosia","paraensis","Ducke","Simon, M.F.","2013-06-01T00:00:00.000+0000",NA,"1824",NA,"Mike Hopkins",2013,6,18,"Brazil","Rondônia",NA,"10 km a NW de Abunã, margem esquerda do rio Madeira. T11P5.",-65.47,-9.610833,NA,"urn:catalog:inpa:herbarium:247582",NA,"Ormosia paraensis Ducke",NA,NA
"10","2017-10-19T05:32:30.000+0000","JBRJ","RB","RB00857660","Ormosia paraensis Ducke",NA,"Fabaceae","Ormosia","paraensis","Ducke","M.F. Simon",NA,NA,"1824",NA,"M.F. Simon et. al.;",2013,6,18,"Brazil","Rondônia","Porto Velho","10 km NW de Abunã; margem esquerda do rio Madeira. T11P5.",-65.466667,-9.6,"Árvore 30m X 40 cm DAP; Sapopema Pequena; ritidoma áspero, casca viva bege; Frutos de estação anterior; Sementes vermelhas e preta; Ind. 941","urn:catalog:JBRJ:RB:857660",NA,"Ormosia paraensis Ducke",NA,NA
