"","modified","institutionCode","collectionCode","catalogNumber","scientificName","identificationQualifier","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","fieldNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","acceptedNameUsage","infraspecificEpithet","comments","bibliographicCitation"
"1",NA,"UEFS","HUEFS","235338","Pterocarpus villosus Mart. ex Benth.",NA,"Fabaceae","Pterocarpus","villosus","Mart. ex Benth.",NA,NA,NA,"5223",NA,"Särkinen, T.",2017,3,4,"Brazil","Bahia","Morro do Chapéu","ca. 200m W of BA-052 road at km 287. Part of voucher specimen collections of a permanent 0.5 ha plot MOR01 during project NordEste.",-41.316667,-11.483333,"Caatinga. ca. 5m canopy with a few larger tree species to 8m. Understory of few Bromeliaceae and Cactaceae spp. Dense shrub layer.","BRA:UEFS:HUEFS:0000235338","Pterocarpus villosus Mart. ex Benth.",NA,NA,NA
"2","2017-11-19T08:38:03.000+0000","JBRJ","RB","RB01152858","Pterocarpus villosus Mart. ex Benth.",NA,"Fabaceae","Pterocarpus","villosus","Mart. ex Benth.",NA,NA,NA,"1523",NA,"L.J.T. Cardoso; P.R.C. Farag; O. Samor & P.O.M. Samor",2016,6,19,"Brazil","Bahia","Morro do Chapéu","Divisa  com  o  Município  de  Várzea  nova,  Serra  da  Babilônia,  Faz.  Bom  Jesus,  futura  área  de  implantação  do  Parque  Eólico  da  Serra  da  Babilônia.  Área  da  sub-estação.  Coordenadas  aroximadas  do  indivíduo  (WGS84).  Savana-estépica  arborizada  densa.",-41.331111,-11.100833,"Cespitosa; alcançando 40 cm de circunferência a altura da base e 6 m de altura; ritidoma desprendendendo em placas irregulares grossas, deixando marca característica; folhas membranáceas e discolores; frutos maduros secos e paleáceos","urn:catalog:JBRJ:RB:1152858","Pterocarpus villosus Mart. ex Benth.",NA,NA,NA
"3",NA,"UEFS","HUEFS","207692","Pterocarpus villosus Mart. ex Benth.",NA,"Fabaceae","Pterocarpus","villosus","Mart. ex Benth.","L.P. de Queiroz","2014-11-01T00:00:00.000+0000",NA,"6",NA,"Dourado, A.C.P.",2014,3,25,"Brazil","Bahia","Contendas do Sincorá","Floresta Nacional Contendas do Sincorá.",NA,NA,NA,"BRA:UEFS:HUEFS:0000207692","Pterocarpus villosus Mart. ex Benth.",NA,NA,NA
"4",NA,"UEFS","HUEFS","211642","Pterocarpus villosus Mart. ex Benth.",NA,"Fabaceae","Pterocarpus","villosus","Mart. ex Benth.",NA,NA,NA,"1382",NA,"Nascimento, F.H.F.",2014,6,15,"Brazil","Ceará","Crateús","RPPN Serra das Almas.",-40.888333,-5.162222,NA,"BRA:UEFS:HUEFS:0000211642","Pterocarpus villosus Mart. ex Benth.",NA,NA,NA
"5",NA,"UEFS","HUEFS","218206","Pterocarpus villosus Mart. ex Benth.",NA,"Fabaceae","Pterocarpus","villosus","Mart. ex Benth.","L.P.Queiroz","2016-08-01T00:00:00.000+0000",NA,"2526",NA,"Macedo, G.E.L.",2014,12,26,"Brazil","Bahia","Lajedinho",NA,-41.016111,-12.437222,NA,"BRA:UEFS:HUEFS:0000218206","Pterocarpus villosus Mart. ex Benth.",NA,NA,NA
"6",NA,"UEFS","HUEFS","204779","Pterocarpus villosus Mart. ex Benth.",NA,"Fabaceae","Pterocarpus","villosus","Mart. ex Benth.","L.P. de Queiroz","2014-11-01T00:00:00.000+0000",NA,"4313",NA,"Queiroz, E.P.",2010,4,23,"Brazil","Bahia","Ibitiara","Lavra Velha.",NA,NA,"Caatinga arbórea;solo argiloso avermelhado com cascalho.","BRA:UEFS:HUEFS:0000204779","Pterocarpus villosus Mart. ex Benth.",NA,NA,NA
"7",NA,"USP","SPF","193774","Pterocarpus villosus Mart. ex Benth.",NA,"Fabaceae","Pterocarpus","villosus","Mart. ex Benth.","Vaz, AMSF","2009-09-01T00:00:00.000+0000",NA,"16254",NA,"Martinelli, G",2009,4,8,"Brazil","Piauí","Caracol","Parque Nacional da Serra das Confusões",-43.363611,-10.084722,NA,"BRA:USP:SPF:0000193774","Pterocarpus villosus Mart. ex Benth.",NA,NA,NA
"8",NA,"NY","NY","1184150","Pterocarpus villosus Mart. ex Benth.",NA,"Fabaceae","Pterocarpus","villosus","Mart. ex Benth.","A. M. S. da F. Vaz","2009-01-01T00:00:00.000+0000",NA,"16254",NA,"G. Martinelli",2009,4,8,"Brazil","PiauÃ­",NA,"Parque Nacional da Serra das ConfusÃµes. Baixo do Canto verde.",-43.3636,-9,NA,"d6892c71-8d72-4fde-a506-6a7d33a167c3","Pterocarpus villosus Mart. ex Benth.",NA,NA,NA
"9",NA,"UEFS","HUEFS","171595","Pterocarpus villosus Mart. ex Benth.",NA,"Fabaceae","Pterocarpus","villosus","Mart. ex Benth.",NA,NA,NA,"16254",NA,"Martinelli, G.",2009,4,8,"Brazil","Piauí","Caracol","Parque Nacional da Serra das Confusões. Baixão do Canto Verde.",-43.363611,-9,"Caatinga.","BRA:UEFS:HUEFS:0000171595","Pterocarpus villosus Mart. ex Benth.",NA,NA,NA
"10","2017-10-18T13:47:59.000+0000","JBRJ","RB","RB00569920","Pterocarpus villosus Mart. ex Benth.",NA,"Fabaceae","Pterocarpus","villosus","Mart. ex Benth.","Angela Vaz",NA,NA,"16254",NA,"G. Martinelli; M.A.Moraes, E.Ferrnandes",2009,4,8,"Brazil","Piauí","Caracol","Parque Nacional da Serra das Confusões. Baixão do Canto verde, Caatinga.",-43.363611,-10.084722,"Arbusto, com cerca de 4m; folhas discolores; frutos imaturos verdes com nuances avermelhados.","urn:catalog:JBRJ:RB:569920","Pterocarpus villosus Mart. ex Benth.",NA,NA,NA
