"","institutionCode","catalogNumber","recordedBy"
"1","Instituto Nacional de Pesquisas da Amazônia (INPA)","208502","Brito, VM de"
"2","Instituto Nacional de Pesquisas da Amazônia (INPA)","188467","Ribeiro, JELS"
"3","Instituto Nacional de Pesquisas da Amazônia (INPA)","188464","Mesquita, MR"
"4","Instituto Nacional de Pesquisas da Amazônia (INPA)","191833","Nitta, A"
"5","Instituto Nacional de Pesquisas da Amazônia (INPA)","165423","Miller, RP"
"6","Instituto Nacional de Pesquisas da Amazônia (INPA)","175020","Pacheco, M"
"7","Instituto Nacional de Pesquisas da Amazônia (INPA)","94926","Ferreira, CAC"
"8","Instituto Nacional de Pesquisas da Amazônia (INPA)","85459",NA
"9","Instituto Nacional de Pesquisas da Amazônia (INPA)","59404","Monteiro, OP"
"10","Instituto Nacional de Pesquisas da Amazônia (INPA)","44827","Campbell, DG"
"11","Instituto Nacional de Pesquisas da Amazônia (INPA)","44697","Prance, GT"
"12","Instituto Nacional de Pesquisas da Amazônia (INPA)","43460","Rodrigues, WA"
"13","Instituto Nacional de Pesquisas da Amazônia (INPA)","43108","Lleras, E"
"14","Instituto Nacional de Pesquisas da Amazônia (INPA)","44061","Prance, GT"
"15","Instituto Nacional de Pesquisas da Amazônia (INPA)","36576","Silva, MF da"
"16","Instituto Nacional de Pesquisas da Amazônia (INPA)","18625","Prance, GT"
"17","Instituto Nacional de Pesquisas da Amazônia (INPA)","18608","Prance, GT"
