"","modified","institutionCode","collectionCode","catalogNumber","scientificName","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","acceptedNameUsage","identificationQualifier","infraspecificEpithet","fieldNumber","comments","bibliographicCitation"
"1","2018-08-13T11:52:25.000+0000","JBRJ","RB","RB01395848","Swartzia euxylophora Rizzini & A.Mattos","Fabaceae","Swartzia","euxylophora","Rizzini & A.Mattos",NA,NA,NA,"73","Grupo de Coletores do Núcleo Sapucaia",2014,2,2,"Brazil","Bahia","Mucuri","Assentamento Paulo Freire. Núcleo Sapucaia, Matriz 73.",-39.658889,-18.062222,"dominada subosque, de acesso muito fácil","urn:catalog:JBRJ:RB:1395848","Swartzia euxylophora Rizzini & A.Mattos",NA,NA,NA,NA,NA
"2","2018-08-07T17:42:26.000+0000","JBRJ","RB","RB01395722","Swartzia euxylophora Rizzini & A.Mattos","Fabaceae","Swartzia","euxylophora","Rizzini & A.Mattos",NA,NA,NA,"16","Grupo de Coletores do Núcleo Araticum",2013,11,13,"Brazil","Bahia","Porto Seguro","Margens da Estrada do Parque. Núcleo Araticum, Matriz 16. Parque Nacional Histórico do Monte Pascoal",-39.318889,-16.856944,"árvore, terrícola, codominante de dossel, de acesso muito fácil","urn:catalog:JBRJ:RB:1395722","Swartzia euxylophora Rizzini & A.Mattos",NA,NA,NA,NA,NA
"3","2017-10-18T17:39:10.000+0000","JBRJ","RB","RB00645175","Swartzia euxylophora Rizzini & A.Mattos","Fabaceae","Swartzia","euxylophora","Rizzini & A.Mattos","R.B. Pinto & V.F. Mansano",NA,NA,"860","V.F. Mansano; R.B. Pinto, E.P. Seleme, C. Polido",2011,6,15,"Brazil","Bahia","Prado","Fazenda Guaíra, propriedade do sr. Caliman, acesso pelo lado esquerdo da estrada Itamarajú / Prado, km 21 logo após o Parque Nacional do Descobrimento, 10km de estrada de terra.",-39.314167,-17.134722,"Árvore 20m, tronco decorticanter cinza-acastanhado, frutos creme-esverdeados, sementes bege com arilo amarelo","urn:catalog:JBRJ:RB:645175","Swartzia euxylophora Rizzini & A.Mattos",NA,NA,NA,NA,NA
"4","2014-11-12T11:46:14.000+0000","JBRJ","RB","RB00897611","Swartzia euxylophora Rizzini & A.Mattos","Fabaceae","Swartzia","euxylophora","Rizzini & A.Mattos","V.F. Mansano","2014-10-15T00:00:00.000+0000",NA,"513","A.A. da Luz",2010,12,10,"Brazil","Bahia","Itamaraju","Itamarajú a Prado.",NA,NA,"Terrestre; porte arbóreo, 26m, fuste 16m, CAP 211cm, copa 13m; botão verde, flor branca; exsudação incolor; descamação ausente","urn:catalog:JBRJ:RB:897611","Swartzia euxylophora Rizzini & A.Mattos",NA,NA,NA,NA,NA
"5",NA,"Reserva Natural Vale (CVRD)","CVRD","13236","Swartzia euxylophora Rizzini & A.Mattos","Fabaceae","Swartzia","euxylophora","Rizzini & A.Mattos","V.F. Mansano","2014-10-15T00:00:00.000+0000",NA,"513","Luz, A.A. da",2010,12,10,"Brazil","Ba","ITAMARAJÚ",NA,NA,NA,"<ll>dwc_commonname:</ll> Folha de bolo","BRA:CVRD:CVRD:0000013236","Swartzia euxylophora Rizzini & A.Mattos",NA,NA,NA,NA,NA
"6","2013-10-14T11:55:22.000+0000","JBRJ","RB","RB00810328","Swartzia euxylophora Rizzini & A.Mattos","Fabaceae","Swartzia","euxylophora","Rizzini & A.Mattos",NA,NA,NA,NA,"N.C. Barbosa; A. Caliman",2010,12,8,"Brazil","Bahia","Prado","Fazenda Guaíra; entorno do Parque Nacional do Descobrimento; Proprietário Ademir Caliman.",-38,-17,"Árvore alta, cerne marron alaranjado distinto alburno branco; medianamente pesada; raios estratificados","urn:catalog:JBRJ:RB:810328","Swartzia euxylophora Rizzini & A.Mattos",NA,NA,NA,NA,NA
"8",NA,"UFRPE","PEUFR","15323","Swartzia fasciata Rizzini & A.Mattos","Fabaceae","Swartzia","fasciata","Rizzini & A.Mattos","E. Tavares","1971-11-24T00:00:00.000+0000",NA,"23563","M.T. Monteiro",1971,9,30,"Brazil","Bahia","Itamaraju","Fazenda Boa Vista",NA,NA,"Árvore; flores esverdeadas com estames brancos com pouco perfume, agradável; madeira dura, amarela, com cerne vermelho quando cortado, do cilíndro central sai um vinho basatante saboroso, segundo informações locais","BRA:UFRPE:PEUFR:0000015323","Swartzia fasciata Rizzini & A.Mattos",NA,NA,NA,NA,NA
"9","2014-10-07T15:27:52.000+0000","JBRJ","RB","RB00710462","Swartzia euxylophora Rizzini & A.Mattos","Fabaceae","Swartzia","euxylophora","Rizzini & A.Mattos","Mattos, A. et Rizzini, C.T.",NA,"HOLOTYPE","451","Mattos, A.; Rizzini, C.T.",1965,10,26,"Brazil","Bahia","Prado","Zona do Cai, Fazenda Natividade.",NA,NA,"Nome vulgar: Arruda vermelha Obs.: Árvore de 20 m por 0,90 diâm; casca espessa, 14 mm. Madeira dura e pesada de cerne vermelho, às vezes com desenhos. Xiloteca nº 5465 Annotation: probably not even a legume (fide Lewis, Leg. Bahia 194. 1987)  Zona d","urn:catalog:JBRJ:RB:710462","Swartzia euxylophora Rizzini & A.Mattos",NA,NA,NA,NA,NA
"10","2015-02-10T13:53:10.000+0000","JBRJ","RB","RB00547629","Swartzia fasciata Rizzini & A.Mattos","Fabaceae","Swartzia","fasciata","Rizzini & A.Mattos","Rizzini",NA,"TYPE","452","Mattos, A.; Rizzini, C.T.",1965,10,26,"Brazil","Bahia","Prado","Zona do Cai, Fazenda Natividade.",NA,NA,"Nome vulgar: Arruda rajada Obs.: Árvore de 20m X 0,90 diâm., casca espessa, 18 mm. Madeira dura e pesada de cerne vermelho listado de amarelo, as vezes arroxeado. Xiloteca nº 5466 Zona do Cai, Fazenda Natividade","urn:catalog:JBRJ:RB:547629","Swartzia fasciata Rizzini & A.Mattos",NA,NA,NA,NA,NA
"20",NA,"USP","SPFW","1390","Swartzia euxylophora Rizzini & A.Mattos","Fabaceae","Swartzia","euxylophora","Rizzini & A.Mattos",NA,NA,NA,NA,"Mattos Filho, A.",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,"Referido em Angyalossy- Alfonso, V. & Miller, R. 2002. IAWA Journal, Vol 23 (4), 2002: 359-390","BRA:USP:SPFW:0000001390","Swartzia euxylophora Rizzini & A.Mattos",NA,NA,NA,NA,NA
