"","modified","institutionCode","collectionCode","catalogNumber","scientificName","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","fieldNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","acceptedNameUsage"
"1",NA,"F","Botany","V0110438F","Chamaecrista scleroxylon (Ducke) H.S.Irwin & Barneby","Fabaceae","Chamaecrista","scleroxylon","(Ducke) H.S.Irwin & Barneby",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brazil",NA,NA,NA,-52.8731,-10.8339,NA,"933edf63-4a04-4ac8-b52b-896b768f0161","Chamaecrista scleroxylon (Ducke) H.S.Irwin & Barneby"
"2","2017-05-23T11:31:50.000+0000","MNHN","P","P02935297","Chamaecrista scleroxylon (Ducke) H.S.Irwin & Barneby","Fabaceae","Chamaecrista","scleroxylon","(Ducke) H.S.Irwin & Barneby",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://coldb.mnhn.fr/catalognumber/mnhn/p/p02935297","Chamaecrista scleroxylon (Ducke) H.S.Irwin & Barneby"
"3",NA,"F","Botany","V0110439F","Chamaecrista scleroxylon (Ducke) H.S.Irwin & Barneby","Fabaceae","Chamaecrista","scleroxylon","(Ducke) H.S.Irwin & Barneby",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brazil",NA,NA,NA,-52.8731,-10.8339,NA,"a99da1e2-1528-4573-8db1-255a3f7d5345","Chamaecrista scleroxylon (Ducke) H.S.Irwin & Barneby"
"4","2015-09-04T02:41:52.000+0000","MNHN","P","P02935294","Chamaecrista scleroxylon (Ducke) H.S.Irwin & Barneby","Fabaceae","Chamaecrista","scleroxylon","(Ducke) H.S.Irwin & Barneby",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://coldb.mnhn.fr/catalognumber/mnhn/p/p02935294","Chamaecrista scleroxylon (Ducke) H.S.Irwin & Barneby"
"5",NA,NA,"Botany","U.1301015","Cassia scleroxylon Ducke","Fabaceae","Chamaecrista","scleroxylon","Ducke",NA,NA,NA,NA,NA,"Black GA",1947,7,17,"unknown or invalid",NA,NA,"Estado do Para, Belterra, mata, Arv. A madeira apresente miolo preto e bonito e bastante dura. flor amarela.",NA,NA,NA,"http://data.biodiversitydata.nl/naturalis/specimen/U.1301015","Cassia scleroxylon Ducke"
"6",NA,NA,"Botany","U.1301017","Cassia scleroxylon Ducke","Fabaceae","Chamaecrista","scleroxylon","Ducke",NA,NA,NA,NA,NA,"Black GA",1947,7,17,"unknown or invalid",NA,NA,"Belterra, mata. Arvera, madeira apresenta miele prete e bonita e bastante dura, Flor amarela.",NA,NA,NA,"http://data.biodiversitydata.nl/naturalis/specimen/U.1301017","Cassia scleroxylon Ducke"
"7",NA,NA,"Botany","U  0271425","Cassia scleroxylon Ducke","Fabaceae","Chamaecrista","scleroxylon","Ducke",NA,NA,NA,NA,NA,"Lanjouw J; Lindeman JC",NA,NA,NA,"Suriname",NA,NA,NA,NA,NA,NA,"http://data.biodiversitydata.nl/naturalis/specimen/U%20%200271425","Cassia scleroxylon Ducke"
"8","2/06/17 15:38","INPA","INPA","16621","Chamaecrista scleroxylon","Leguminosae-Caes","Chamaecrista",NA,"(Ducke) H.S.Irwin & Barneby",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brasil","Amazonas",NA,NA,NA,NA,NA,NA,"Chamaecrista scleroxylon (Ducke) H.S.Irwin & Barneby"
"9","2/06/17 15:38","INPA","INPA","212045","Chamaecrista scleroxylon","Leguminosae-Caes","Chamaecrista",NA,"(Ducke) H.S.Irwin & Barneby","Rando, JG",NA,NA,NA,NA,NA,NA,NA,NA,"Brasil","ParÃ¡",NA,"Alter do ChÃ£o",NA,NA,NA,NA,"Chamaecrista scleroxylon (Ducke) H.S.Irwin & Barneby"
"10","2/06/17 15:38","INPA","INPA","2563","Chamaecrista scleroxylon","Leguminosae-Caes","Chamaecrista",NA,"(Ducke) H.S.Irwin & Barneby",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brasil","ParÃ¡",NA,"Belterra, Belterra.",NA,NA,NA,NA,"Chamaecrista scleroxylon (Ducke) H.S.Irwin & Barneby"
"11","2/06/17 15:38","INPA","INPA","2564","Chamaecrista scleroxylon","Leguminosae-Caes","Chamaecrista",NA,"(Ducke) H.S.Irwin & Barneby",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brasil","ParÃ¡",NA,"Belterra, Belterra.",NA,NA,NA,NA,"Chamaecrista scleroxylon (Ducke) H.S.Irwin & Barneby"
"12","2/06/17 15:38","INPA","INPA","82569","Chamaecrista scleroxylon","Leguminosae-Caes","Chamaecrista",NA,"(Ducke) H.S.Irwin & Barneby",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brasil","ParÃ¡",NA,"Barreirinha, CuruÃ¡-Una.",NA,NA,NA,NA,"Chamaecrista scleroxylon (Ducke) H.S.Irwin & Barneby"
"13",NA,NA,"Botany","U  0003209","Chamaecrista scleroxylon (Ducke) H.S.Irwin & Barneby","Fabaceae","Chamaecrista","scleroxylon","(Ducke) H.S.Irwin & Barneby","Irwin HS; Barneby RC",NA,"ISOTYPE",NA,NA,NA,1917,7,20,"Brazil","Par√°",NA,"Villa Braga, flum Tapajoz, civ. Par√°",NA,NA,NA,"http://data.biodiversitydata.nl/naturalis/specimen/U%20%200003209","Chamaecrista scleroxylon (Ducke) H.S.Irwin & Barneby"
