"","modified","institutionCode","collectionCode","catalogNumber","scientificName","identificationQualifier","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","acceptedNameUsage","infraspecificEpithet","fieldNumber","comments","bibliographicCitation"
"1",NA,"UEFS","HUEFS","191096","Macrolobium cidii Barneby",NA,"Fabaceae","Macrolobium","cidii","Barneby","F.Bonadeu",NA,NA,"644","Bonadeu, F.",2012,7,17,"Brazil","Amazonas","São Gabriel da Cachoeira","Comunidade de Assunção do Rio Içana.",-67.594722,-1.079722,NA,"BRA:UEFS:HUEFS:0000191096","Macrolobium cidii Barneby",NA,NA,NA,NA
"2","2014-09-26T00:00:00.000+0000","Instituto Nacional de Pesquisas da Amazônia (INPA)","Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)","251622","Macrolobium cidii Barneby",NA,"Fabaceae","Macrolobium","cidii","Barneby","""Bonadeu, F.; Morim, M.P.""","2012-09-05T00:00:00.000+0000",NA,"644","Mike Hopkins",2012,7,17,"Brazil","Amazonas",NA,"Comunidade de Assunção do rio Içana.",-67.59,1.079722,NA,"urn:catalog:inpa:herbarium:234632","Macrolobium cidii Barneby",NA,NA,NA,NA
"3","2017-10-04T11:35:46.000+0000","JBRJ","RB","RB00723774","Macrolobium cidii Barneby",NA,"Fabaceae","Macrolobium","cidii","Barneby","Morim, M.P. & Bonadeu, F.",NA,NA,"644","Bonadeu, F.; Morim, M.P.; Iganci, J.R. & Koenen, E.",2012,7,17,"Brazil","Amazonas","São Gabriel da Cachoeira","Comunidade de Assunção do Rio Içana. Amostra DNA-RBdna.",-67.594722,1.079722,"Árvore de 20 m alt., frutos imaturos verdes, liberando uma substância transparente semelhante a óleo.","urn:catalog:JBRJ:RB:723774","Macrolobium cidii Barneby",NA,NA,NA,NA
"4","2017-10-04T12:03:53.000+0000","JBRJ","RB","RB00728403","Macrolobium cidii Barneby",NA,"Fabaceae","Macrolobium","cidii","Barneby","Morim, M.P. & Bonadeu, F.","2013-02-14T00:00:00.000+0000",NA,"567","Morim, M.P.; Iganci, J.R.V.; Bonadeu, F. & Koenen, E.",2012,7,20,"Brazil","Amazonas","São Gabriel da Cachoeira","Comunidade de Camarão, Rio Içana. Amostra DNA-RBdna.",-67.590833,0.623056,"Árvore ca. 2 m acima do nível da água; folíolos discolores; flores alvo esverdeadas","urn:catalog:JBRJ:RB:728403","Macrolobium cidii Barneby",NA,NA,NA,NA
"5","2014-10-01T11:12:51.000+0000","JBRJ","RB","RB00702953","Macrolobium cidii Barneby","cf.","Fabaceae","Macrolobium","cidii","Barneby","H.C. Lima, Córdula et. Bonadeu",NA,NA,"80","R.L. Assis; J.R.M. Ferreira & M.H.T. Araújo",2008,4,21,"Brazil","Amazonas","São Gabriel da Cachoeira","Coletada em uma área de platô, lagoa da Prata. ReBio Morro dos Seis Lagos, Parque Nacional do Pico da Neblina. Parque Nacional do Pico da Neblina",-66.684444,0.285556,"Árvore; Fruto simples, seco, deiscente do tipo legume, coloração verde-amarelada quando imaturo e marrom quando maduro.","urn:catalog:JBRJ:RB:702953","Macrolobium cidii Barneby",NA,NA,NA,NA
"6","2017-11-19T08:44:26.000+0000","JBRJ","RB","RB00539644","Macrolobium cidii Barneby",NA,"Fabaceae","Macrolobium","cidii","Barneby",NA,NA,"ISOTYPE","5980","Cid Ferreira, C.A.",1985,5,2,"Brazil","Amazonas","Novo Aripuanã","BR  230,  Rod.  Transamazônica  a  400  Km  de  Humaitá.  Projeto  INCRA-Rio  Juma,  vicinal  Corujá  a  25  Km  da  Tranzamazônica.  Mata  de  terra  firme,  solo  argiloso  úmido.",NA,NA,"Arvoreta de 8 m de altura, flores com pétalas brancas, estames de cor lilás. Coruja","urn:catalog:JBRJ:RB:539644","Macrolobium cidii Barneby",NA,NA,NA,NA
"7",NA,"F","Botany","V0057833F","Macrolobium cidii Barneby",NA,"Fabaceae","Macrolobium","cidii","Barneby",NA,NA,"ISOTYPE","5980","C. A. Cid Ferreira",1985,5,2,"Brazil",NA,NA,NA,-52.8731,-10.8339,NA,"96ac6661-2e0a-40c0-b5c6-d45e7709b9b6","Macrolobium cidii Barneby",NA,NA,NA,NA
"8",NA,"NY","NY","4445","Macrolobium cidii Barneby",NA,"Fabaceae","Macrolobium","cidii","Barneby",NA,NA,"ISOTYPE","5980","C. A. Cid Ferreira",1985,5,2,"Brazil","Amazonas",NA,"MunicÃ­pio de Novo Aripuana, BR 230. Rodovia TransamazÃ´nica a 400 km de HumaitÃ¡. Projeto INCRA-Rio Juma, vicinal CorujÃ¡ a 25 km da TransamazÃ´nica.",-60,-7.25,NA,"6cad6c15-4a74-4d9f-a931-f6a59b33ea04","Macrolobium cidii Barneby",NA,NA,NA,NA
"9","2008-06-18T10:48:23.000+0000","K","Herbarium","K000555039","Macrolobium cidii Barneby",NA,"Fabaceae","Macrolobium","cidii","Barneby","Barneby, R.",NA,"ISOTYPE","5890","Ferreira, C.",1985,5,2,"Brazil",NA,NA,"Mun. de Novo Aripuana, BR 230.  Rod. Tranzamazonica a 400km de Humaita.  Projeto INCRA-Rio Juma, vicinal Coruja a 25km da Tranamaz",-60,-7.25,"INPA no. 127.446","http://specimens.kew.org/herbarium/K000555039","Macrolobium cidii Barneby",NA,NA,NA,NA
"10",NA,"US","Botany","3232441","Macrolobium cidii Barneby",NA,"Fabaceae","Macrolobium","cidii","Barneby",NA,NA,"ISOTYPE","5980","C. A. Cid Ferreira",1985,5,2,"Brazil","Amazonas",NA,"Br 230. rod Transamazonica a 400 km de Humaita, projecto Incra-rio juma, vicinal coruja a 25 km da Transamaz.",-60,-7.25,NA,"http://n2t.net/ark:/65665/3900c3f7b-3374-4578-be75-6de1d720f711","Macrolobium cidii Barneby",NA,NA,NA,NA
