"","modified","institutionCode","collectionCode","catalogNumber","scientificName","identificationQualifier","family","genus","specificEpithet","infraspecificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","fieldNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","comments","bibliographicCitation","acceptedNameUsage"
"1","","","CNMT","5079","Peltogyne catingae Ducke","","Fabaceae","Peltogyne","catingae","","Ducke","Santos, J.P.","2015-02-25","","385","","Santos, J.P.; França, A.L.; Giacoppini, D.R.;Silva, G.M.X.","2015","2","","brazil","Mato Grosso","Cotiguaçu","FazendaSão Nicolau","-55.819278","-9.483","","","original coordinates","GBIF","Peltogyne catingae Ducke"
"2","","","RB","RB00902843","Peltogyne catingae Ducke","","Fabaceae","Peltogyne","catingae","","Ducke","Dexter, K.G.","","","6894","","Dexter, K.G.; Santana, F.","2014","6","26","brazil","Amazonas","Manaus","Reserva Adolfo Ducke, North of Manaus, PPBIO plot LO5:1500.","-59.928056","-2.960556","2,5m alt., 1,7cm DBH, reddish brown bark with big lenticels - Material no Banco de DNA","","original coordinates","GBIF","Peltogyne catingae Ducke"
"3","","","RB","RB00903020","Peltogyne catingae Ducke","","Fabaceae","Peltogyne","catingae","","Ducke","Dexter, K.G.","","","7095","","Dexter, K.G.; Souza, P.","2014","7","11","brazil","Amazonas","Manaus","Reserva Adolfo Ducke, North of Manaus, PPBIO plot LO4:1500.","-59.928056","-2.960556","9m alt., 4,5cm DBH, tan bark - Material no Banco de DNA","","original coordinates","GBIF","Peltogyne catingae Ducke"
"4","","","Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)","249977","Peltogyne catingae Ducke","","Fabaceae","Peltogyne","catingae","","Ducke","Damasco, G.","2013-02-10","","1270","","Damasco, G","2013","2","10","brazil","Roraima","","Parque Nacional Viruá - Estrada da perdida - Trilh","-60.98","1.29989","","","original coordinates","GBIF","Peltogyne catingae Ducke"
"5","","","Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)","258845","Peltogyne catingae Ducke","","Fabaceae","Peltogyne","catingae","","Ducke","","2013-01-01","","181","","Gaui, TD","2012","6","","brazil","Amazonas","","ZF2, Vicinal de origem no Km 50 da Rodovia BR-174","-60.09","-2.3745","","","original coordinates","GBIF","Peltogyne catingae Ducke"
"6","","","Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)","258846","Peltogyne catingae Ducke","","Fabaceae","Peltogyne","catingae","","Ducke","","2013-01-01","","182","","Gaui, TD","2012","6","","brazil","Amazonas","","ZF2, Vicinal de origem no Km 50 da Rodovia BR-174","-60.09","-2.3829","","","original coordinates","GBIF","Peltogyne catingae Ducke"
"7","","","EAFM","14832","Peltogyne catingae Ducke","","Fabaceae","Peltogyne","catingae","","Ducke","Marra, D.M.","2011-05-26","","449","","Marra, D.M.; Neves, A.F. & Souza, I.G.","2011","5","26","brazil","Amazonas","Manaus, Presidente Figueiredo","Ramal ZF5 (SUFRAMA), BR-174, Km 83, Parcelas permanentes instaladas ao longo de transectos que cruzam uma floresta de terra-firme (ca. 900 hectares) atingida por uma tempestade de vento ocorrida no ano de 1996","-60.298272","-2.424903","árvore, DAP = 32.9 cm; Floresta de terra-firme ; HA","","original coordinates","GBIF","Peltogyne catingae Ducke"
"8","","","Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)","223869","Peltogyne catingae Ducke","","Fabaceae","Peltogyne","catingae","","Ducke","""Ramos, J.F.; Cortês, A.""","2008-04-15","","9_08","","Souza, LAG de","2008","4","4","brazil","Amazonas","","Coletada na estrada Camanaus.","-67","-0.171833","","","original coordinates","GBIF","Peltogyne catingae Ducke"
"9","","","RB","RB00116301","Peltogyne catingae Ducke","","Fabaceae","Peltogyne","catingae","","Ducke","","","","2457","","S.M. de Faria et al.","2003","9","17","brazil","Pará","Pará","Oriximiná, Campina das Três Ilhinhas. Árvore com aproximadamente 1,5 metros de altura com flores de cor creme e frutos maduros. Colhido sementes. Não observado a nodulação.","","","","","","GBIF","Peltogyne catingae Ducke"
"10","","","Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)","209386","Peltogyne catingae Ducke","","Fabaceae","Peltogyne","catingae","","Ducke","Vicentini, A.","2000-08-01","","1726","","Vicentini, A","2000","8","6","brazil","Roraima","","Campina do alojamento, margem da BR-174, alguns km ao N da linha do Equador. Campinarana baixa (ca. 15m de dossel), densa, com áreas mais abertas de solo exposto, com muitos mintículos de terra processada por minhocas e Cladonia. Matayba, Richeria, O","-60.52","0.345556","","","original coordinates","GBIF","Peltogyne catingae Ducke"
