"","modified","institutionCode","collectionCode","catalogNumber","scientificName","identificationQualifier","family","genus","specificEpithet","infraspecificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","bibliographicCitation","acceptedNameUsage","fieldNumber","comments"
"1",NA,"F","Botany","V0367693F","Swartzia tomentifera Ducke",NA,"Fabaceae","Swartzia","tomentifera",NA,"Ducke",NA,NA,NA,NA,NA,NA,NA,NA,"Brazil",NA,NA,NA,-52.8731,-10.8339,NA,"48c3d1ba-82c2-4f81-9047-1afbeecd313a",NA,"Swartzia tomentifera Ducke",NA,NA
"2",NA,"F","Botany","V0367696F","Swartzia tomentifera Ducke",NA,"Fabaceae","Swartzia","tomentifera",NA,"Ducke",NA,NA,NA,NA,NA,NA,NA,NA,"Brazil",NA,NA,NA,-52.8731,-10.8339,NA,"d5a0ecdf-1e42-4e81-808d-c8443f9af446",NA,"Swartzia tomentifera Ducke",NA,NA
"3",NA,"F","Botany","V0367698F","Swartzia tomentifera Ducke",NA,"Fabaceae","Swartzia","tomentifera",NA,"Ducke",NA,NA,NA,NA,NA,NA,NA,NA,"Brazil",NA,NA,NA,-52.8731,-10.8339,NA,"1f312de1-ecf8-4d5c-b33e-e9264548c062",NA,"Swartzia tomentifera Ducke",NA,NA
"4",NA,"F","Botany","V0367692F","Swartzia tomentifera Ducke",NA,"Fabaceae","Swartzia","tomentifera",NA,"Ducke",NA,NA,NA,NA,NA,NA,NA,NA,"Brazil",NA,NA,NA,-52.8731,-10.8339,NA,"87b42bac-444a-49e2-965d-94ec12d1d4d1",NA,"Swartzia tomentifera Ducke",NA,NA
"5",NA,"F","Botany","V0367694F","Swartzia tomentifera Ducke",NA,"Fabaceae","Swartzia","tomentifera",NA,"Ducke",NA,NA,NA,NA,NA,NA,NA,NA,"Brazil",NA,NA,NA,-52.8731,-10.8339,NA,"403ea906-43b9-4b4a-bb80-6d3179c858b2",NA,"Swartzia tomentifera Ducke",NA,NA
"6",NA,"F","Botany","V0367697F","Swartzia tomentifera Ducke",NA,"Fabaceae","Swartzia","tomentifera",NA,"Ducke",NA,NA,NA,NA,NA,NA,NA,NA,"Brazil",NA,NA,NA,-52.8731,-10.8339,NA,"53810bab-6e74-4fc0-a8ee-62c040870c07",NA,"Swartzia tomentifera Ducke",NA,NA
"7",NA,"F","Botany","V0367695F","Swartzia tomentifera Ducke",NA,"Fabaceae","Swartzia","tomentifera",NA,"Ducke",NA,NA,NA,NA,NA,NA,NA,NA,"Brazil",NA,NA,NA,-52.8731,-10.8339,NA,"b815a0fd-3930-4a15-955b-af021073164d",NA,"Swartzia tomentifera Ducke",NA,NA
"8","2015-09-04T02:05:26.000+0000","MNHN","P","P02940278","Swartzia tomentifera Ducke",NA,"Fabaceae","Swartzia","tomentifera",NA,"Ducke",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://coldb.mnhn.fr/catalognumber/mnhn/p/p02940278",NA,"Swartzia tomentifera Ducke",NA,NA
"9",NA,"F","Botany","V0367691F","Swartzia tomentifera Ducke",NA,"Fabaceae","Swartzia","tomentifera",NA,"Ducke",NA,NA,NA,NA,NA,NA,NA,NA,"Brazil",NA,NA,NA,-52.8731,-10.8339,NA,"d5264905-d7c1-47a9-a4ad-5e7fa793a605",NA,"Swartzia tomentifera Ducke",NA,NA
"10","2015-09-04T02:05:26.000+0000","MNHN","P","P02940280","Swartzia tomentifera Ducke",NA,"Fabaceae","Swartzia","tomentifera",NA,"Ducke",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://coldb.mnhn.fr/catalognumber/mnhn/p/p02940280",NA,"Swartzia tomentifera Ducke",NA,NA
"11","2015-09-04T02:05:26.000+0000","MNHN","P","P02940277","Swartzia tomentifera Ducke",NA,"Fabaceae","Swartzia","tomentifera",NA,"Ducke",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://coldb.mnhn.fr/catalognumber/mnhn/p/p02940277",NA,"Swartzia tomentifera Ducke",NA,NA
"12","2015-09-04T02:05:26.000+0000","MNHN","P","P02940279","Swartzia tomentifera Ducke",NA,"Fabaceae","Swartzia","tomentifera",NA,"Ducke",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://coldb.mnhn.fr/catalognumber/mnhn/p/p02940279",NA,"Swartzia tomentifera Ducke",NA,NA
