"","modified","institutionCode","collectionCode","catalogNumber","scientificName","identificationQualifier","family","genus","specificEpithet","infraspecificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","fieldNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","comments","bibliographicCitation","acceptedNameUsage"
"1","","","HUEFS","231228","Ormosia friburgensis Taub. ex Glaz.","","Fabaceae","Ormosia","friburgensis","","Taub. ex Glaz.","","","","1357","","Cardoso, L.J.T.","2015","5","4","brazil","Rio de Janeiro","Resende","Parque Estadual da Pedra Selada.Estrada da Ponte.","-44.389167","-22.276389","Floresta Ombrofila Densa.","","original coordinates","GBIF","Ormosia friburgensis Taub. ex Glaz."
"2","","","RB","RB00657289","Ormosia friburgensis Taub. ex Glaz.","","Fabaceae","Ormosia","friburgensis","","Taub. ex Glaz.","Oliveira, J.C.L. de","","","431","","Nascimento,M.P. do; Oliveira, J.C.L. de; Freitas, J.C. da; Xaveir-Junior, S.R.","2009","10","27","brazil","Pará","Pará","Igarapé-Açu. Estrada Velha de Cafezal.","","","Árvore de 12 metros de altura, 32 cm de DAP, ritidoma bege claro com mancha branca, casca morta verde claro com 1 mm de espessura, casca viva com 1 mm de espessura avermelhada, alburno amarelado, fruto verde claro imaturo.","","","GBIF","Ormosia friburgensis Taub. ex Glaz."
"3","","","MBM","343062","Ormosia friburgensis Harms","","Fabaceae","Ormosia","friburgensis","","Harms","","","","6841","","Lima, HC de; et al.","2008","1","16","brazil","Rio de Janeiro","Nova Friburgo","Estrada para Macaé de Cima, cercaa de 700 metros após o Hotel Garllip.","-42.501539","-22.319613","Árvore com 13 metros de altura. Tronco com casca estriada-fendilhada e pardo-acinzentada, DAP 45 cm. Flores com cheiro adocicado e fórmico, cálice ferrugíneo-tomentoso na face externa e creme esverdeada na face interna, corola vinosa","","centroide mpo (0)","GBIF","Ormosia friburgensis Harms"
"4","","","RB","RB00522358","Ormosia friburgensis Taub. ex Glaz.","","Fabaceae","Ormosia","friburgensis","","Taub. ex Glaz.","","","","567","","J.E.Meireles; H.C.Lima, R.D.Ribeiro","2008","1","16","brazil","Rio de Janeiro","Nova Friburgo","Macaé de Cima, Estrada para o Rio das Flores, 4 km antes do Hotel S. João.","-42.482778","-22.3775","Árvore 8 m, 30 cm DAP. Tronco fissurado longitudinalmente, acinzentado. Folíolos cartáceos, discolores. Indumento ferrugíneo nos ramos. Inflorescências excertas da copa, eretas. Botões de coloração fusca.","","original coordinates","GBIF","Ormosia friburgensis Taub. ex Glaz."
"5","","","SPF","183920","Ormosia friburgensis Harms","","Fabaceae","Ormosia","friburgensis","","Harms","Anônimo","","","6851","","Lima, HC","2008","1","17","brazil","Rio de Janeiro","Nova Friburgo","Macaé de Cima","-42.494194","-22.390833","","","original coordinates","GBIF","Ormosia friburgensis Harms"
"6","","","MO","100175063","Ormosia friburgensis Harms","","Fabaceae","Ormosia","friburgensis","","Harms","","","","Meireles 571","","José E. Meireles|F. Filardi","2008","1","31","brazil","Rio de Janeiro","","Friburgo. Macaé de Cima, Estrada para o Rio das Flores, pouco antes do Hotel São João.","","","","","","GBIF","Ormosia friburgensis Harms"
"7","","","RB","RB00522347","Ormosia friburgensis Taub. ex Glaz.","","Fabaceae","Ormosia","friburgensis","","Taub. ex Glaz.","","","","571","","J.E.Meireles; F.Filardi","2008","1","31","brazil","Rio de Janeiro","Nova Friburgo","Macaé de Cima. Estrada para o Rio das Flores, pouco antes do Hotel São João.","-42.501539","-22.319613","Árvore de 7 metros. Folhas cartáceas, discolores. Inflorescências excertas da copa. Botões florais com indumento fulvo. Ocasional.","","centroide mpo","GBIF","Ormosia friburgensis Taub. ex Glaz."
"8","","","NY","1018325","Ormosia friburgensis Harms","","Fabaceae","Ormosia","friburgensis","","Harms","","","","565","","J. E. Meireles","2008","1","16","brazil","Rio de Janeiro","","Friburgo. Estrada para MacaÃ© de Cima. Ca. de 1000 m depois do Hotel Garlipp","","","","","","GBIF","Ormosia friburgensis Harms"
"9","","","RB","RB00522520","Ormosia friburgensis Taub. ex Glaz.","","Fabaceae","Ormosia","friburgensis","","Taub. ex Glaz.","","","","563","","J.E.Meireles; R. Marquete, E.Guimarães, V.Mansano","2008","5","18","brazil","Rio de Janeiro","Itatiaia","Parque Nacional de Itatiaia. Margem esquerda do rio Campo Belo, trilha de acesso ao abrigo do JBRJ (casa 4).","-44.580977","-22.439525","Frutos caídos no chão, quebrados. Sementes muito predadas. Marcas de bicos nas sementes. Sementes com a testa quebrada e o embrião consumido.","","centroide mpo","GBIF","Ormosia friburgensis Taub. ex Glaz."
"10","","","RB","RB00466917","Ormosia friburgensis Taub. ex Glaz.","","Fabaceae","Ormosia","friburgensis","","Taub. ex Glaz.","","","","6559","","Haroldo C. de Lima ; F. L. R. Filardi, J. E. Meireles & N. L. Nunes","2007","3","13","brazil","Rio de Janeiro","Miguel Pereira","Vera Cruz, Estrada Torre da Embratel.","-43.474103","-22.510859","Árvore com 8 m de altura. Tronco com casca fissurada e acinzentada. DAP 20 cm. Estéril. Frequente","","centroide mpo","GBIF","Ormosia friburgensis Taub. ex Glaz."
"11","","","RB","RB00273272","Ormosia friburgensis Taub. ex Glaz.","","Fabaceae","Ormosia","friburgensis","","Taub. ex Glaz.","","","","6418","","Haroldo C. de Lima; Robson D. Ribeiro & Walter da Silva","2006","1","27","brazil","Rio de Janeiro","Rio de Janeiro","Mun. Nova Friburgo, Estrada de Macaé de Cima, cerca de 1 Km após o Hotel Garlip.Floresta degradada.1050msm.","-42.516111","-22.359722","Árvore com 10 metros de altura. Tronco com casca levemente fissurada, pardacenta, DAP 30 cm. Estéril. Ocasional na floresta de encosta.","","original coordinates","GBIF","Ormosia friburgensis Taub. ex Glaz."
"12","","","RB","RB00450244","Ormosia friburgensis Taub. ex Glaz.","","Fabaceae","Ormosia","friburgensis","","Taub. ex Glaz.","","","","","","Juliana Müller Freire","2006","2","15","brazil","Rio de Janeiro","Petrópolis","APA Petrópolis - Secretário. APA Petrópolis","-43.155902","-22.393567","Árvore com 13 m de altura, CAP 53 cm","","centroide mpo","GBIF","Ormosia friburgensis Taub. ex Glaz."
