"","modified","institutionCode","collectionCode","catalogNumber","scientificName","identificationQualifier","family","genus","specificEpithet","infraspecificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","fieldNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","comments","bibliographicCitation","acceptedNameUsage"
"1","","","HUEFS","235571","Stryphnodendron coriaceum Benth.","","Fabaceae","Stryphnodendron","coriaceum","","Benth.","","","","99","","Mizushima, M.","2017","4","13","brazil","Piauí","Sete Cidades","","-41.713889","-4.099722","Caatinga","","original coordinates","GBIF","Stryphnodendron coriaceum Benth."
"2","","","HUEFS","235557","Stryphnodendron coriaceum Benth.","","Fabaceae","Stryphnodendron","coriaceum","","Benth.","","","","85","","Mizushima, M.","2017","4","12","brazil","Piauí","Sete Cidades","","-41.713889","-4.099722","Caatinga","","original coordinates","GBIF","Stryphnodendron coriaceum Benth."
"3","","","EAC","58124","Stryphnodendron coriaceum Benth.","","Fabaceae","Stryphnodendron","coriaceum","","Benth.","Moura, R.L.","2015-05-29","","16","","Araújo, K.C.","2015","3","13","brazil","Ceará","Cascavel","Distrito de Guanacés.","-38.339047","-4.136933","","","original coordinates","GBIF","Stryphnodendron coriaceum Benth."
"4","","","RB","RB01383889","Stryphnodendron coriaceum Benth.","","Fabaceae","Stryphnodendron","coriaceum","","Benth.","M.P. Morim","","","3107","","N.F.O. Mota; P.L. Viana; A.K. Kock; M.N.C. Bastos","2015","5","17","brazil","Maranhão","Barreirinhas","PARNA dos Lençóis Maranhenses, Povoado da Ponta do Mangue. Atrás da casa da Dona Maria do Celso","-42.792222","-2.580278","","","original coordinates","GBIF","Stryphnodendron coriaceum Benth."
"5","","","UB","216931","Stryphnodendron coriaceum Benth.","","Fabaceae","Stryphnodendron","coriaceum","","Benth.","Silva Júnior, MC","2015-08-07","","338","","Kuhlmann, MP","2015","8","7","brazil","Bahia","Correntina","Estrada Correntina-Barreiras","-45.407042","-13.477608","Foto em www.frutosatrativosdocerrado.bio.br; Árvore 5 m, fruto seco retorcido, até 10 sementes.; Cerrado sentido restrito","","centroide mpo (0)","GBIF","Stryphnodendron coriaceum Benth."
"6","","","RB","RB01369835","Stryphnodendron coriaceum Benth.","","Fabaceae","Stryphnodendron","coriaceum","","Benth.","M.A. da Silva","2015-10-16","","8340","","M.A. da Silva; D. Alvarenga; G.D. Silva","2015","10","3","brazil","Goiás","Guarani de Goiás","Fazenda Primavera, cerca de 25 km de Posse-GO e 20 km de Rosário-BA. Folha SD-23-V-C","-46.2175","-14.062778","","","original coordinates","GBIF","Stryphnodendron coriaceum Benth."
"7","","","CEN","97440","Stryphnodendron coriaceum Benth.","","Fabaceae","Stryphnodendron","coriaceum","","Benth.","J. B. Pereira","","","5272","","Anderson Cássio Sevilha","2015","10","16","brazil","Ma","CAROLINA","Parque Nacional Chapada das Mesas. Sítio Buenos Aires.","-47.371388","-6.950555","Ponto 1 parcela 1.","","original coordinates","GBIF","Stryphnodendron coriaceum Benth."
"8","","","RB","RB01369827","Stryphnodendron coriaceum Benth.","","Fabaceae","Stryphnodendron","coriaceum","","Benth.","M.A. da Silva","","","8385","","M.A. da Silva; D. Alvarenga; G.D. Silva","2015","10","3","brazil","Goiás","Guarani de Goiás","Fazenda Primavera, cerca de 25 km de Posse-GO e 20 km de Rosário-BA, próximo à Serra Geral de Goiás. Folha: SD-23-V-C","-46.2175","-14.062778","","","original coordinates","GBIF","Stryphnodendron coriaceum Benth."
"9","","","EAFM","16136","Stryphnodendron coriaceum Benth.","","Fabaceae","Stryphnodendron","coriaceum","","Benth.","Ramos, J.; Alves, R.P.; Levis, C.","2017-02-01","","72","","Alves, R.P.; Levis, C.; Ferreira, M.J. & Brasil, I.","2015","10","26","brazil","Pará","Belterra","FLONA Tapajós, São João","-55.634808","-3.308525","fuste manchada e áspera; folha composta; Floresta de mata alta ; HA","","original coordinates","GBIF","Stryphnodendron coriaceum Benth."
"10","","","SLUI","3992","Stryphnodendron coriaceum Benth.","","Fabaceae","Stryphnodendron","coriaceum","","Benth.","","","","479","","P.M. Santos et al.","2013","5","27","brazil","Maranhão","Município de Mirador","Parque Estadual do Mirador","-44.729167","-6.392611","","","original coordinates","GBIF","Stryphnodendron coriaceum Benth."
