"","modified","institutionCode","collectionCode","catalogNumber","scientificName","identificationQualifier","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","recordNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","acceptedNameUsage","infraspecificEpithet","typeStatus","fieldNumber","comments","bibliographicCitation"
"1",NA,"Cenargen","CEN","102526","Enterolobium monjollo (Vell.) Mart.",NA,"Fabaceae","Enterolobium","monjollo","(Vell.) Mart.","B. M. T. Walter & J. B. Pereira",NA,"6022","Anderson Cássio Sevilha",2016,12,1,"Brazil","Mg","RUBELITA","Sítio 4 - Ponto 2.",-42.298611,-16.454444,"Tronco de casca lisa com lenticelas, alburno amarelo com estrias verdes. Projeto Bem Diverso.","BRA:Cenargen:CEN:0000102526","Enterolobium monjollo (Vell.) Mart.",NA,NA,NA,NA,NA
"2","2017-10-08T14:54:04.000+0000","JBRJ","RB","RB00904783","Enterolobium mongollo Martius",NA,"Fabaceae","Enterolobium","mongollo","Martius","Haroldo Cavalcante de Lima",NA,"7911","Haroldo Cavalcante de Lima; E. Gagnon, M.C.L. Roberts, E.J.M. Koenen, R.D. Santana e E.N. Pacheco",2014,11,2,"Brazil","Bahia","Potiraguá","Itaimbé, Ponto Chic, Fazenda , após a Pedreira de Calcário (Mineração).",-39.569722,-15.755833,"Árvore com 20 metros de altura. Tronco liso com fissuras, alvo-pardacento, DAP com aproximadamente 1,5 cm. Frutos castanho-escuro, endo/mesocarpo macio e pulverulento de cor creme. Ocasional. Material para banco de DNA. Fotos EG. RBcarpo 7817","urn:catalog:JBRJ:RB:904783","Enterolobium mongollo Martius",NA,NA,NA,NA,NA
"3",NA,"UEFS","HUEFS","213681","Enterolobium mongollo Martius",NA,"Fabaceae","Enterolobium","mongollo","Martius",NA,NA,"7911","Lima, H.C.de",2014,11,2,"Brazil","Bahia","Potiraguá","Itaimbé, Ponto Chic, Fazenda, após a Pedreira de Clcário (Mineração).",-39.569722,-15.755833,NA,"BRA:UEFS:HUEFS:0000213681","Enterolobium mongollo Martius",NA,NA,NA,NA,NA
"4","2017-10-04T11:53:32.000+0000","JBRJ","RB","RB00477028","Enterolobium monjollo (Vell.) Mart.",NA,"Fabaceae","Enterolobium","monjollo","(Vell.) Mart.","R.D. Ribeiro",NA,"823","Robson D. Ribeiro ; H. C. de Lima, F. L. F. R. Filardi & J. E. Meireles",2007,4,4,"Brazil","Espírito Santo","Linhares","Estrada entre Aracruz e Santa Rosa.",-40.273333,-19.848889,"Árvore com 13 m de altura, ca. de 60 cm de DAP, tronco liso de cor acinzentada. Folíolos discolores, frutos jovens verdes","urn:catalog:JBRJ:RB:477028","Enterolobium monjollo (Vell.) Mart.",NA,NA,NA,NA,NA
"5",NA,"Reserva Natural Vale (CVRD)","CVRD","10455","Enterolobium monjollo (Vell.) Mart.",NA,"Fabaceae","Enterolobium","monjollo","(Vell.) Mart.","Robson D. Ribeiro","2010-04-08T00:00:00.000+0000","465","Luz, A.A. da",2007,9,5,"Brazil","Es","BAIXO GUANDU",NA,NA,NA,"<ll>dwc_commonname:</ll> Timbuíba","BRA:CVRD:CVRD:0000010455","Enterolobium monjollo (Vell.) Mart.",NA,NA,NA,NA,NA
"6",NA,"UFES","VIES","19676","Enterolobium monjollo (Vell.) Mart.",NA,"Fabaceae","Enterolobium","monjollo","(Vell.) Mart.","Ribeiro, R.D.","2010-04-08T00:00:00.000+0000","465","Luz, A.A. da",2007,9,5,"Brazil","Espírito Santo","Baixo Guandu",NA,NA,NA,"SW1941","BRA:UFES:VIES:0000019676","Enterolobium monjollo (Vell.) Mart.",NA,NA,NA,NA,NA
"7","2014-07-07T20:09:26.000+0000","JBRJ","RB","RB00598562","Enterolobium monjollo (Vell.) Mart.",NA,"Fabaceae","Enterolobium","monjollo","(Vell.) Mart.","R. D. Ribeiro",NA,"465","A. A. da Luz",2007,9,5,"Brazil","Espírito Santo","Baixo Guandu","Estrada: Baixo Guandú à Alto Lage.",NA,NA,"Porte: Arbóreo; Forma Vida: Terrestre; Cor Botão: Verde; Cor Exsudação: Incolor; Forma Fuste: Cilíndrico; Superfície Casca: áspera; Altura Total (m): 12; Altura Fuste (m): 2,5; Cap Fuste (cm): 110; Diametro Copa (m): 10; Exsudação: Seiva.","urn:catalog:JBRJ:RB:598562","Enterolobium monjollo (Vell.) Mart.",NA,NA,NA,NA,NA
"8","2017-10-18T16:32:10.000+0000","JBRJ","RB","RB00647634","Enterolobium monjollo (Vell.) Mart.",NA,"Fabaceae","Enterolobium","monjollo","(Vell.) Mart.","F. Bonadeu",NA,"3752","R. Marquete; N. Marquete, E. Medeiros & M. C. Valente",2006,7,19,"Brazil","Rio de Janeiro","Rio de Janeiro","Macaé. Estrada de Glicério para Tapera. Após a entrada para Frade. Lado esquerdo.",NA,NA,"Árvore heliófita com ca. 16m de altura. Tronco com casca estriada, acinzentada. Folhas com folíolos verdes, discolores verdes, cartáceos, opacos nas duas faces, frutos imaturos verdes.","urn:catalog:JBRJ:RB:647634","Enterolobium monjollo (Vell.) Mart.",NA,NA,NA,NA,NA
"9","2014-07-08T01:56:48.000+0000","JBRJ","RB","RB00298953","Enterolobium monjollo (Vell.) Mart.",NA,"Fabaceae","Enterolobium","monjollo","(Vell.) Mart.","placa do JBRJ",NA,"35","Luciana F.G.da Silva; Camila da Matta & Ricardo Matheus",2005,10,3,"Brazil","Rio de Janeiro","Rio de Janeiro","Jardim Botânico do Rio de janeiro, canteiro 14-A. Jardim Botânico do Rio de Janeiro",NA,NA,"Árvore 17m altura, 70cm DAP, frutos passadaos no chão, folíolos verdes discolores, DNA 1741","urn:catalog:JBRJ:RB:298953","Enterolobium monjollo (Vell.) Mart.",NA,NA,NA,NA,NA
"10","2014-07-22T15:56:08.000+0000","JBRJ","RB","RB00476054","Enterolobium monjollo (Vell.) Mart.",NA,"Fabaceae","Enterolobium","monjollo","(Vell.) Mart.","R. D. Ribeiro",NA,"229","G. S. Z. Rezende",2003,8,20,"Brazil","Rio de Janeiro","Cabo Frio","Dentro Limites do Parque Ecológico Municipal do Mico-Leão-Dourado. Parque Ecológico Municipal do Mico-Leão-Dourado",NA,NA,"Árvore com 5 m de altura, casca levemente fissurada, folhas verdes claras","urn:catalog:JBRJ:RB:476054","Enterolobium monjollo (Vell.) Mart.",NA,NA,NA,NA,NA
