"","modified","institutionCode","collectionCode","catalogNumber","scientificName","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","fieldNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","bibliographicCitation","acceptedNameUsage"
"1",NA,"IAP","PACA-AGP","85218","Peltogyne paradoxa Ducke","Fabaceae","Peltogyne","paradoxa","Ducke","M. A. Conceicao",NA,NA,"304",NA,"M. A. Conceicao",1998,12,21,"Brazil","Pa",NA,"Vale do Jari; Bloco Miguel, área 45.",NA,NA,"Tronco cilindrico, DAP 32 cm, alt. comercial 28m, copa 8m, total 36m. Inflorescência paniculas. Habitat: Floresta secundária. Solo arenoso.","BRA:IAP:PACA-AGP:0000085218",NA,"Peltogyne paradoxa Ducke"
"2","2014-09-26T00:00:00.000+0000","Instituto Nacional de Pesquisas da Amazônia (INPA)","Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)","170814","Peltogyne paradoxa Ducke","Fabaceae","Peltogyne","paradoxa","Ducke","Grimes, J.W.","1997-01-01T00:00:00.000+0000",NA,"1769",NA,"Mike Hopkins",1987,10,22,"Brazil","Amazonas",NA,"Vista Alegre, margem do Rio Negro aprox. ao Xié.",-67.2,0.916667,NA,"urn:catalog:inpa:herbarium:168280",NA,"Peltogyne paradoxa Ducke"
"4","2014-09-26T00:00:00.000+0000","Instituto Nacional de Pesquisas da Amazônia (INPA)","Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)","139968","Peltogyne paradoxa Ducke","Fabaceae","Peltogyne","paradoxa","Ducke","Rabelo, B.V.",NA,NA,"3273",NA,"Mike Hopkins",1985,11,28,"Brazil","Amapá",NA,"Ramal do Camaipi, Ramal do Camaipi.",NA,NA,NA,"urn:catalog:inpa:herbarium:147515",NA,"Peltogyne paradoxa Ducke"
"5","2014-09-26T00:00:00.000+0000","Instituto Nacional de Pesquisas da Amazônia (INPA)","Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)","139974","Peltogyne paradoxa Ducke","Fabaceae","Peltogyne","paradoxa","Ducke","Rabelo, B.V.",NA,NA,"3283",NA,"Mike Hopkins",1985,11,29,"Brazil","Amapá",NA,"Ramal do Camaipi, Ramal do Camaipi.",NA,NA,NA,"urn:catalog:inpa:herbarium:147521",NA,"Peltogyne paradoxa Ducke"
"6","2014-09-26T00:00:00.000+0000","Instituto Nacional de Pesquisas da Amazônia (INPA)","Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)","139987","Peltogyne paradoxa Ducke","Fabaceae","Peltogyne","paradoxa","Ducke","Rabelo, B.V.",NA,NA,"3276",NA,"Mike Hopkins",1985,11,28,"Brazil","Amapá",NA,"Ramal do Camaipi, Ramal do Camaipi.",NA,NA,NA,"urn:catalog:inpa:herbarium:147517",NA,"Peltogyne paradoxa Ducke"
"8",NA,"IEPA","HAMAB","6823","Peltogyne paradoxa Ducke","Fabaceae","Peltogyne","paradoxa","Ducke","Rabelo, B.V.",NA,NA,"3263",NA,"Rabelo, B.V.",1985,11,26,"Brazil","Amapá","Mazagão",NA,0,0,"µrvore de 35m x 47,5 cm. Estéril.","BRA:IEPA:HAMAB:0000006823",NA,"Peltogyne paradoxa Ducke"
"12",NA,"IEPA","HAMAB","4192","Peltogyne paradoxa Ducke","Fabaceae","Peltogyne","paradoxa","Ducke","Rabelo, B.V.",NA,NA,"16530",NA,"Mori, S.A.",1983,10,12,"Brazil","Amapá","Mazagão","Camaipi, EMBRAPA reserve and vicinity.",-51.616667,0.166667,"Tree, 15m x 20cm. Bark smooth, with very distinctive reddish coloration.","BRA:IEPA:HAMAB:0000004192",NA,"Peltogyne paradoxa Ducke"
"13",NA,"USP","SPFW","212","Peltogyne paradoxa Ducke","Fabaceae","Peltogyne","paradoxa","Ducke",NA,NA,NA,"5127",NA,"Silva, N.T.",1979,1,1,"Brazil","Pará",NA,"Projeto Jari",NA,NA,NA,"BRA:USP:SPFW:0000000212",NA,"Peltogyne paradoxa Ducke"
"15",NA,"US","Botany","2447695","Peltogyne paradoxa Ducke","Fabaceae","Peltogyne","paradoxa","Ducke",NA,NA,NA,"52248",NA,"J. M. Pires & P. B. Cavalcante",1962,7,23,"Brazil","Amapá",NA,"Road to amapa, km 134, agua azul",NA,NA,NA,"http://n2t.net/ark:/65665/393636b48-451e-43d5-bb8c-c88efdd5eb9a",NA,"Peltogyne paradoxa Ducke"
"16","2013-12-16T13:26:00.000+0000","MO","MO","3254695","Peltogyne paradoxa Ducke","Fabaceae","Peltogyne","paradoxa","Ducke","M.F. Silva","1975-01-01T00:00:00.000+0000",NA,"Pires 52248",NA,"João Murça Pires|Paulo B. Cavalcante",1962,7,23,"Brazil","Amapá",NA,"Road to Amapa, Km 134, Agua Azul.",NA,NA,NA,"urn:catalog:MO:Tropicos:3254695","http://www.tropicos.org/Specimen/3254695","Peltogyne paradoxa Ducke"
"17","2008-09-23T10:37:30.000+0000","K","Herbarium","K000555187","Peltogyne paradoxa Ducke","Fabaceae","Peltogyne","paradoxa","Ducke","M.F. Silva",NA,NA,"111026",NA,"Ducke, A.",1919,10,11,"Brazil",NA,NA,"Velha Padre prope Almerim",NA,NA,NA,"http://specimens.kew.org/herbarium/K000555187",NA,"Peltogyne paradoxa Ducke"
"18",NA,NA,"Botany","U.1316835","Peltogyne paradoxa Ducke","Fabaceae","Peltogyne","paradoxa","Ducke",NA,NA,NA,NA,NA,"Ducke A",1919,10,11,"Brazil",NA,NA,"in colle Velha Pobre inter Almerium et Irainha (civ Para).",NA,NA,NA,"http://data.biodiversitydata.nl/naturalis/specimen/U.1316835",NA,"Peltogyne paradoxa Ducke"
"19","2014-07-22T08:08:36.000+0000","JBRJ","RB","RB00146383","Peltogyne paradoxa Ducke","Fabaceae","Peltogyne","paradoxa","Ducke","M .F. Silva",NA,NA,NA,NA,"A .Duck",1919,10,11,"Brazil","Pará","Pará","Morro da velha Pobre, Altamira.",NA,NA,NA,"urn:catalog:JBRJ:RB:146383",NA,"Peltogyne paradoxa Ducke"
"20","2017-10-18T17:52:53.000+0000","JBRJ","RB","RB00545390","Peltogyne paradoxa Ducke","Fabaceae","Peltogyne","paradoxa","Ducke",NA,NA,"SYNTYPE",NA,NA,"Ducke, A.",1918,7,28,"Brazil","Pará","Monte Alegre","Serra Itauajury.",NA,NA,"Ex-Herbário Amazonico Musei Paraensis nº 17147 Nome vulgar: coataquiçaua Monte Alegre, Serra Itaujury","urn:catalog:JBRJ:RB:545390",NA,"Peltogyne paradoxa Ducke"
"22",NA,"US","Botany","1041035","Peltogyne paradoxa Ducke","Fabaceae","Peltogyne","paradoxa","Ducke",NA,NA,"ISOSYNTYPE","17147",NA,"A. Ducke",1918,7,28,"Brazil","Pará",NA,"Montealegre.",NA,NA,NA,"http://n2t.net/ark:/65665/38a9dbea1-7037-4cde-b549-8baa42a9f5b2",NA,"Peltogyne paradoxa Ducke"
"23","2018-03-12T00:00:00.000+0000","NHMUK","BOT","BM000952261","Peltogyne paradoxa Ducke","Fabaceae","Peltogyne","paradoxa","Ducke","M F. Silva",NA,"ISOTYPE","17147",17147,"Walter Adolpho Ducke",1918,7,28,"Brazil",NA,NA,NA,-53.08982,-10.773109,NA,"23402e74-76d8-4b97-8047-987a700cfe2f",NA,"Peltogyne paradoxa Ducke"
"25","2013-12-16T13:28:00.000+0000","MO","MO","3254509","Peltogyne paradoxa Ducke","Fabaceae","Peltogyne","paradoxa","Ducke",NA,NA,"TYPE","Ducke 17147",NA,"A. Ducke",1918,7,28,"Brazil","Pará",NA,"Montealegre: Serra Tlauajury.",NA,NA,NA,"urn:catalog:MO:Tropicos:3254509","http://www.tropicos.org/Specimen/3254509","Peltogyne paradoxa Ducke"
"29",NA,"US","Botany","1041053","Peltogyne paradoxa Ducke","Fabaceae","Peltogyne","paradoxa","Ducke",NA,NA,NA,"17260",NA,"A. Ducke",1918,8,26,"Brazil","Pará",NA,"Serra do arumandube",NA,NA,NA,"http://n2t.net/ark:/65665/35e67cc35-ddbd-4ac0-acdb-83db544fb59c",NA,"Peltogyne paradoxa Ducke"
"32",NA,"MN","R-TIPOS","5227","Peltogyne paradoxa Ducke","Fabaceae","Peltogyne","paradoxa","Ducke",NA,NA,NA,"17259",NA,"Ducke, W.A.",1918,8,26,"Brazil","Pará","Almeirim","Serra de Arumanduba",NA,NA,NA,"BRA:MN:R-TIPOS:0000005227",NA,"Peltogyne paradoxa Ducke"
"35",NA,"US","Botany","1041054","Peltogyne paradoxa Ducke","Fabaceae","Peltogyne","paradoxa","Ducke",NA,NA,"ISOSYNTYPE","17279",NA,"A. Ducke",1918,9,1,"Brazil","Pará",NA,"Serras du Jutahy 134, Agua Azul.",NA,NA,NA,"http://n2t.net/ark:/65665/3e8beaa10-c339-49b4-a39b-a3d919553354",NA,"Peltogyne paradoxa Ducke"
"39","2018-03-12T00:00:00.000+0000","NHMUK","BOT","BM000952262","Peltogyne paradoxa Ducke","Fabaceae","Peltogyne","paradoxa","Ducke","M F. Silva",NA,"ISOTYPE","17279",17279,"Walter Adolpho Ducke",1918,9,1,"Brazil",NA,NA,NA,-53.08982,-10.773109,NA,"36a7e542-0157-4035-89bb-2ad56045e2e9",NA,"Peltogyne paradoxa Ducke"
