"","modified","institutionCode","collectionCode","catalogNumber","scientificName","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","fieldNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","bibliographicCitation","acceptedNameUsage","identificationQualifier","infraspecificEpithet","comments"
"1",NA,"US","Botany","1832035","Parkia paraensis Ducke","Fabaceae","Parkia","paraensis","Ducke",NA,NA,NA,"1243",NA,"A. Ducke",1943,6,6,"Brazil","Pará",NA,"Amazonia, Belem Entroncamento, silva paludosa.",NA,NA,NA,"http://n2t.net/ark:/65665/321f296c9-2834-4f8a-93e9-882b3b32f5d0",NA,"Parkia paraensis Ducke",NA,NA,NA
"2",NA,"F","Botany",NA,"Parkia paraensis Ducke","Fabaceae","Parkia","paraensis","Ducke",NA,NA,NA,"s.n.",NA,"A. Ducke",1923,7,16,"Brazil",NA,NA,NA,-52.8731,-10.8339,NA,"31c17673-fbaf-4635-8e1a-4ab6b4547c52",NA,"Parkia paraensis Ducke",NA,NA,NA
"3",NA,"F","Botany","V0058663F","Parkia paraensis Ducke","Fabaceae","Parkia","paraensis","Ducke",NA,NA,"ISOSYNTYPE","s.n.",NA,"A. Ducke",1918,6,2,"Brazil",NA,NA,NA,-52.8731,-10.8339,NA,"81d2f641-30e6-4dda-9a10-22398b2e60a0",NA,"Parkia paraensis Ducke",NA,NA,NA
"4",NA,"US","Botany","1041009","Parkia paraensis Ducke","Fabaceae","Parkia","paraensis","Ducke",NA,NA,NA,"17038",NA,"A. Ducke",1918,6,2,"Brazil","Pará",NA,"Belem do Para.",NA,NA,NA,"http://n2t.net/ark:/65665/306a2ab20-4181-4051-96ff-5e70c66e7353",NA,"Parkia paraensis Ducke",NA,NA,NA
"5",NA,"F","Botany",NA,"Parkia paraensis Ducke","Fabaceae","Parkia","paraensis","Ducke",NA,NA,"SYNTYPE","s.n.",NA,"A. Ducke",1916,5,11,"Brazil",NA,NA,NA,-52.8731,-10.8339,NA,"189e8bb8-b86e-4f8a-b2ec-a04dc979940a",NA,"Parkia paraensis Ducke",NA,NA,NA
"6",NA,"US","Botany","1832036","Parkia paraensis Ducke","Fabaceae","Parkia","paraensis","Ducke",NA,NA,NA,"1243",NA,"A. Ducke",NA,NA,NA,"Brazil",NA,NA,"Brazil",NA,NA,NA,"http://n2t.net/ark:/65665/3ad19c79e-7ec2-43c1-b407-a60dee659cc8",NA,"Parkia paraensis Ducke",NA,NA,NA
"7",NA,"NY","NY","01190422","Parkia paraensis Ducke","Fabaceae","Parkia","paraensis","Ducke","J. M. Pires",NA,NA,"47030",NA,"B. Maguire",NA,NA,NA,"Brazil","AmapÃ¡",NA,NA,0,0,NA,"f5c46e8e-0fe8-4556-88f0-c1bd54d3e08b",NA,"Parkia paraensis Ducke",NA,NA,NA
"8","2017-10-10T17:03:56.000+0000","JBRJ","RB","RB00165854","Parkia paraensis Ducke","Fabaceae","Parkia","paraensis","Ducke","H C Hopkins","1981-01-01T00:00:00.000+0000",NA,NA,NA,"A Ducke",NA,NA,NA,"Brazil","Pará","Pará",NA,NA,NA,"Arvore com flores purpureas","urn:catalog:JBRJ:RB:165854",NA,"Parkia paraensis Ducke",NA,NA,NA
"9",NA,"US","Botany","1441784","Parkia paraensis Ducke","Fabaceae","Parkia","paraensis","Ducke",NA,NA,NA,"16857",NA,"A. Ducke",1923,7,6,"Brazil","Pará",NA,"Belem do Para, silva paludosa [interpreted].",NA,NA,NA,"http://n2t.net/ark:/65665/3ddcf4598-1317-4891-ba7f-ffd69dc52ac5",NA,"Parkia paraensis Ducke",NA,NA,NA
"10",NA,"F","Botany",NA,"Parkia paraensis Ducke","Fabaceae","Parkia","paraensis","Ducke",NA,NA,"SYNTYPE","s.n.",NA,"A. Ducke",1918,6,2,"Brazil",NA,NA,NA,-52.8731,-10.8339,NA,"ede9ef4c-4a10-4eaa-ae67-110bf7e3605d",NA,"Parkia paraensis Ducke",NA,NA,NA
"11",NA,"F","Botany","V0076655F","Parkia paraensis Ducke","Fabaceae","Parkia","paraensis","Ducke",NA,NA,"ISOSYNTYPE","s.n.",NA,"A. Ducke",1916,5,11,"Brazil",NA,NA,NA,-52.8731,-10.8339,NA,"23e8ca42-66c9-4679-9b72-cd9fd0e4020e",NA,"Parkia paraensis Ducke",NA,NA,NA
"12",NA,"NY","NY","01190423","Parkia paraensis Ducke","Fabaceae","Parkia","paraensis","Ducke","J. M. Pires",NA,NA,"47030",NA,"B. Maguire",NA,NA,NA,"Brazil","AmapÃ¡",NA,NA,0,0,NA,"60777608-70e6-4588-968d-e2af3fa2f091",NA,"Parkia paraensis Ducke",NA,NA,NA
"13","2018-03-12T00:00:00.000+0000","NHMUK","BOT","BM000952311","Parkia paraensis Ducke","Fabaceae","Parkia","paraensis","Ducke","H C. Hopkins",NA,"ISOLECTOTYPE","17038",17038,"Walter Adolpho Ducke",NA,NA,NA,"Brazil",NA,NA,NA,-53.08982,-10.773109,NA,"ab7aa691-2908-4fdb-b015-b516c68062b1",NA,"Parkia paraensis Ducke",NA,NA,NA
