"","institutionCode","catalogNumber","recordedBy"
"1","Instituto Nacional de Pesquisas da Amazônia (INPA)","258263","Ferreira, CAC"
"2","Instituto Nacional de Pesquisas da Amazônia (INPA)","220231","Zartman, CE"
"3","Instituto Nacional de Pesquisas da Amazônia (INPA)","219426","Silva, ASL da"
"4","Instituto Nacional de Pesquisas da Amazônia (INPA)","112331","Amaral, IL do"
"5","Instituto Nacional de Pesquisas da Amazônia (INPA)","93583","Hopkins, HCF"
"6","Instituto Nacional de Pesquisas da Amazônia (INPA)","93582","Hopkins, HCF"
"7","Instituto Nacional de Pesquisas da Amazônia (INPA)","93581","Hopkins, HCF"
"8","Instituto Nacional de Pesquisas da Amazônia (INPA)","93579","Hopkins, HCF"
"9","Instituto Nacional de Pesquisas da Amazônia (INPA)","93587","Hopkins, HCF"
"10","Instituto Nacional de Pesquisas da Amazônia (INPA)","93585","Hopkins, HCF"
"11","Instituto Nacional de Pesquisas da Amazônia (INPA)","93580","Hopkins, HCF"
"12","Instituto Nacional de Pesquisas da Amazônia (INPA)","93584","Hopkins, HCF"
"13","Instituto Nacional de Pesquisas da Amazônia (INPA)","93586","Hopkins, HCF"
"14","Instituto Nacional de Pesquisas da Amazônia (INPA)","75081","Mac̻do, M"
"15","Instituto Nacional de Pesquisas da Amazônia (INPA)","43618","Rodrigues, WA"
