"","scientificName","new_Lon","new_Lat","municipality","county.shape","status"
"1","Swartzia multijuga Vogel",-43.128056,-19.847222,"joao monlevade","joao monlevade","Ok"
"2","Swartzia multijuga Vogel",-18.01524,-18.01524,"mucurici","not found","outside Brazil"
"3","Swartzia parvipetala (R.S.Cowan) Mansano",-14.170302,-14.170302,"alto horizonte","not found","outside Brazil"
"4","Swartzia parvipetala (R.S.Cowan) Mansano",-49.295555,-14.196667,"alto horizonte","alto horizonte","Ok"
"5","Swartzia multijuga Vogel",-21.660121,-21.660121,"sao fidelis","not found","outside Brazil"
"6","Swartzia multijuga Vogel",-43.898055,-19.7325,"santa luzia","santa luzia","Ok"
"7","Swartzia parvipetala (R.S.Cowan) Mansano",-48.012777,-15.906388,"brasilia","brasilia","Ok"
"8","Swartzia multijuga Vogel",-42.225833,-16.751944,"aracuai","virgem da lapa","outside municipality"
"9","Swartzia multijuga Vogel",-43.645093,-19.189098,"santana do riacho","santana do riacho","Ok"
"10","Swartzia multijuga Vogel",-43.650722,-19.262222,"santana do riacho","santana do riacho","Ok"
"11","Swartzia multijuga Vogel",-44.389444,-20.094167,"mateus leme","mateus leme","Ok"
"12","Swartzia acutifolia var. parvipetala R.S.Cowan",-48.285556,-5.508611,"araguatins","araguatins","Ok"
"13","Swartzia acutifolia var. parvipetala R.S.Cowan",-48.023333,-5.895555,"sao bento do tocantins","sao bento do tocantins","Ok"
"14","Swartzia multijuga Vogel",-43.610853,-19.313347,"santana do riacho","santana do riacho","Ok"
"15","Swartzia acutifolia var. parvipetala R.S.Cowan",-47.910833,-6.684167,"darcinopolis","darcinopolis","Ok"
"16","Swartzia multijuga Vogel",-44.050833,-19.825,"ribeirao das neves","ribeirao das neves","Ok"
"17","Swartzia parvipetala (R.S.Cowan) Mansano",-47.489444,-14.105833,"alto paraiso de goias","alto paraiso de goias","Ok"
"18","Swartzia multijuga Vogel",-19.887021,-19.887021,"contagem","not found","outside Brazil"
"19","Swartzia parvipetala (R.S.Cowan) Mansano",-47.6,-7.3225,"babaculandia","filadelfia","outside municipality"
"20","Swartzia multijuga Vogel",-45.168889,-18.993055,"santana de pirapama","abaete","outside municipality"
"21","Swartzia multijuga Vogel",-43.8,-20.448889,"santana de pirapama","ouro preto","outside municipality"
"22","Swartzia multijuga Vogel",-40.163502,-18.356887,"pinheiros","pinheiros","Ok"
"23","Swartzia multijuga Vogel",-18.369494,-18.369494,"pinheiros","not found","outside Brazil"
"24","Swartzia multijuga Vogel",-40.202778,-18.365278,"pinheiros","pinheiros","Ok"
"25","Swartzia multijuga Vogel",-40.423056,-15.568333,NA,"macarani","original municipality not informed"
"26","Swartzia acutifolia var. parvipetala R.S.Cowan",-47.118083,-11.450694,"almas","almas","Ok"
"27","Swartzia parvipetala (R.S.Cowan) Mansano",-42.603333,-15.968055,"rio pardo de minas","fruta de leite","outside municipality"
"28","Swartzia parvipetala (R.S.Cowan) Mansano",-47.485,-6.6275,"palmeiras do tocantins","mosquito","outside municipality"
"29","Swartzia parvipetala (R.S.Cowan) Mansano",-47.455833,-6.590278,"estreito","estreito","Ok"
"30","Swartzia parvipetala (R.S.Cowan) Mansano",-48.178611,-12.876388,"parana","parana","Ok"
"31","Swartzia multijuga Vogel",-43.915972,-19.891611,"belo horizonte","belo horizonte","Ok"
"32","Swartzia multijuga Vogel",-42.089722,-19.57,"governador valadares","inhapim","outside municipality"
"33","Swartzia parvipetala (R.S.Cowan) Mansano",-48.339166,-13.066111,"palmeiropolis","palmeiropolis","Ok"
"34","Swartzia multijuga Vogel",-48.196972,-15.845525,"brasilia","brasilia","Ok"
"35","Swartzia multijuga Vogel",-43.961111,-19.461944,"matozinhos","matozinhos","Ok"
"36","Swartzia multijuga Vogel",-43.985667,-19.471389,"matozinhos","matozinhos","Ok"
"37","Swartzia multijuga Vogel",-19.524357,-19.524357,"matozinhos","not found","outside Brazil"
"38","Swartzia parvipetala (R.S.Cowan) Mansano",-48.119444,-12.983333,"parana","parana","Ok"
"39","Swartzia parvipetala (R.S.Cowan) Mansano",-47.936388,-7.864722,"palmeirante","palmeirante","Ok"
"40","Swartzia parvipetala (R.S.Cowan) Mansano",-16.514794,-16.514794,"goianapolis","not found","outside Brazil"
"42","Swartzia multijuga Vogel",-18.369494,-18.369494,"pinheiros","not found","outside Brazil"
"43","Swartzia parvipetala (R.S.Cowan) Mansano",-48.40028,-16.37389,"silvania","silvania","Ok"
"44","Swartzia parvipetala (R.S.Cowan) Mansano",-48.51361,-16.12972,"alexania","alexania","Ok"
"45","Swartzia multijuga Vogel",-19.601518,-19.601518,"itabira","not found","outside Brazil"
"46","Swartzia multijuga Vogel",-43.45231,-22.924471,"rio de janeiro","rio de janeiro","Ok"
"47","Swartzia parvipetala (R.S.Cowan) Mansano",-48.16111,-13.4,"minacu","minacu","Ok"
"48","Swartzia multijuga Vogel",-42.744167,-16.537222,"grao mogol","grao mogol","Ok"
"49","Swartzia parvipetala (R.S.Cowan) Mansano",-48.14139,-13.78139,"colinas do sul","colinas do sul","Ok"
"50","Swartzia parvipetala (R.S.Cowan) Mansano",-48.15389,-13.52917,"minacu","minacu","Ok"
"51","Swartzia parvipetala (R.S.Cowan) Mansano",-46.769166,-13.616944,"sao domingos","sao domingos","Ok"
"52","Swartzia multijuga Vogel",-52.885556,-17.437778,"santa rita do araguaia","mineiros","outside municipality"
"53","Swartzia parvipetala (R.S.Cowan) Mansano",-46.760555,-13.604444,"sao domingos","sao domingos","Ok"
"54","Swartzia multijuga Vogel",-42.96414,-21.447234,"descoberto","descoberto","Ok"
"55","Swartzia multijuga Vogel",-42.519444,-20.201111,NA,"sao pedro dos ferros","original municipality not informed"
"56","Swartzia parvipetala (R.S.Cowan) Mansano",-13.536781,-13.536781,"sao domingos","not found","outside Brazil"
"57","Swartzia parvipetala (R.S.Cowan) Mansano",-13.536781,-13.536781,"sao domingos","not found","outside Brazil"
"58","Swartzia parvipetala (R.S.Cowan) Mansano",-14.418167,-14.418167,"uruacu","not found","outside Brazil"
"59","Swartzia parvipetala (R.S.Cowan) Mansano",-13.800418,-13.800418,"nova roma","not found","outside Brazil"
"60","Swartzia multijuga Vogel",-43.966667,-19.866667,"belo horizonte","belo horizonte","Ok"
"61","Swartzia parvipetala (R.S.Cowan) Mansano",-61.466667,-11.933333,"alta floresta d'oeste","sao felipe d'oeste","outside municipality"
"62","Swartzia multijuga Vogel",-42.614779,-19.705577,"marlieria","marlieria","Ok"
"63","Swartzia burchellii Mansano",-61.466667,-11.933333,NA,"sao felipe d'oeste","original municipality not informed"
