"","modified","institutionCode","collectionCode","catalogNumber","scientificName","family","genus","specificEpithet","infraspecificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","bibliographicCitation","acceptedNameUsage","identificationQualifier","fieldNumber","comments"
"1","2018-05-09T11:17:28.000+0000","JBRJ","RB","RB01386987","Copaifera arenicola (Ducke) J.Costa & L.P.Queiroz","Fabaceae","Copaifera","arenicola",NA,"(Ducke) J.Costa & L.P.Queiroz","Jardim, J.G.","2016-01-19T00:00:00.000+0000",NA,"1668","Roque, A.A.",2016,1,19,"Brazil","Rio Grande do Norte","Natal",NA,-35.991667,-5.849167,"Folíolos verde-escuros. Botões esverdeados. Frutos imaturos verdes.","urn:catalog:JBRJ:RB:1386987",NA,"Copaifera arenicola (Ducke) J.Costa & L.P.Queiroz",NA,NA,NA
"2","2017-10-15T12:41:33.000+0000","JBRJ","RB","RB01315428","Copaifera arenicola (Ducke) J.Costa & L.P.Queiroz","Fabaceae","Copaifera","arenicola",NA,"(Ducke) J.Costa & L.P.Queiroz","A.P. Fontana","2016-09-28T00:00:00.000+0000",NA,"9640","A.P. Fontana; J.R. Silva",2016,9,28,"Brazil","Pernambuco","Moreilândia","Chapada do Araripe, Serra da Mata Grande, propriedade do Sr. Zé Miranda e Luiz Soares de Brito",-3.472778,-7.548055,NA,"urn:catalog:JBRJ:RB:1315428",NA,"Copaifera arenicola (Ducke) J.Costa & L.P.Queiroz",NA,NA,NA
"3",NA,"UEFS","HUEFS","220314","Copaifera arenicola (Ducke) J.Costa & L.P.Queiroz","Fabaceae","Copaifera","arenicola",NA,"(Ducke) J.Costa & L.P.Queiroz",NA,NA,NA,"8611","Fontana, A.P.",2014,10,1,"Brazil","Paraíba","Conceição","Lobo. Serra Vermelha de solo arenítico.",-38.586111,-7.400556,NA,"BRA:UEFS:HUEFS:0000220314",NA,"Copaifera arenicola (Ducke) J.Costa & L.P.Queiroz",NA,NA,NA
"4","2014-07-07T23:33:45.000+0000","JBRJ","RB","RB00708790","Copaifera arenicola (Ducke) J.Costa & L.P.Queiroz","Fabaceae","Copaifera","arenicola",NA,"(Ducke) J.Costa & L.P.Queiroz","Haroldo C. de Lima","2012-06-29T00:00:00.000+0000",NA,"7488","Haroldo C. de Lima; Wayt Thomas; P.Gadelha Neto & Ravi  De  Caju",2012,6,29,"Brazil","Paraíba","Mataraca","Barra do rio Guaju, área de reserva da Mineradora Milenium Inorganic Chemicals Ltda. Mata de restinga e restinga sobre duna.",-35.063056,-6.593055,"Arbusto com 1-2 m de altura. Muito ramificado, formando moitas. Frutos verdes com nuances avermelhados; sementes nigrescentes com arilo amarelo. Muito comum na restinga sobre duna. Fotos H.C.L. Material para DNA.","urn:catalog:JBRJ:RB:708790",NA,"Copaifera arenicola (Ducke) J.Costa & L.P.Queiroz",NA,NA,NA
"5","2017-12-08T11:52:39.000+0000","JBRJ","RB","RB01377503","Copaifera arenicola (Ducke) J.Costa & L.P.Queiroz","Fabaceae","Copaifera","arenicola",NA,"(Ducke) J.Costa & L.P.Queiroz","J.G. Jardim",NA,NA,"5902","J.G. Jardim; et al.",2011,3,12,"Brazil","Rio Grande do Norte","Extremoz","APA Jenipabu. ECOPOSTO. Áreas adjacentes e acesso à Trilha da Torre",-35.211944,-5.705556,NA,"urn:catalog:JBRJ:RB:1377503",NA,"Copaifera arenicola (Ducke) J.Costa & L.P.Queiroz",NA,NA,NA
"6","2014-07-07T17:58:30.000+0000","JBRJ","RB","RB00531653","Copaifera cearensis Huber ex Ducke","Fabaceae","Copaifera","cearensis",NA,"Huber ex Ducke","H.C. de Lima","2008-01-01T00:00:00.000+0000",NA,"6996","Haroldo C. de Lima; R.D. Ribeiro & M. Souza",2008,8,7,"Brazil","Rio Grande do Norte","Rio Grande do Norte","Parque das Dunas, trilha em frente ao Hotel Pestana. Restinga arborescente sobre dunas em tabuleiro.",-35.184167,-5.841667,"Árvore pequena com 5 metros de altura. Tronco com casca lisa e pardacenta, DAP 12 cm. Frutos esverdeados com nuances nigrescentes. Ocasional. Fotos H.C.L. Material DNA.","urn:catalog:JBRJ:RB:531653",NA,"Copaifera cearensis Huber ex Ducke",NA,NA,NA
"7",NA,"UFPB","JPB","46343","Copaifera cearensis Huber ex Ducke","Fabaceae","Copaifera","cearensis",NA,"Huber ex Ducke","Lima, HC","2008-01-01T00:00:00.000+0000",NA,"6996","Lima, HC; Ribeiro, RD; Souza, M",2008,8,7,"Brazil","Rio Grande do Norte",NA,"Parque das dunas, Trilha em frente ao Hotel Pestana",-35.191667,-5.841667,"Árvore pequena com 5 metros de altura. Tronco com casca lisa e pardacenta, DAP 12 cm. Frutos esverdeados com nuances nigrescentes. Ocasional. Fotos H.C.L. Material DNA.; Restinga arborescente sobre dunas em tabuleiro ; HA","BRA:UFPB:JPB:0000046343",NA,"Copaifera cearensis Huber ex Ducke",NA,NA,NA
"8",NA,"UEFS","HUEFS","136136","Copaifera arenicola (Ducke) J.Costa & L.P.Queiroz","Fabaceae","Copaifera","arenicola",NA,"(Ducke) J.Costa & L.P.Queiroz","L.P.de Queiroz","2011-04-01T00:00:00.000+0000",NA,"51","Oliveira, U.R.",2007,7,20,"Brazil","Bahia","Várzea da Roça","Piemonte da Chapada Diamantina.",NA,NA,"Caatinga arbustivo-arbórea.","BRA:UEFS:HUEFS:0000136136",NA,"Copaifera arenicola (Ducke) J.Costa & L.P.Queiroz",NA,NA,NA
"9",NA,"NY","NY","1144861","Copaifera cearensis Huber ex Ducke","Fabaceae","Copaifera","cearensis",NA,"Huber ex Ducke","D. B. O. S. Cardoso","2006-01-01T00:00:00.000+0000",NA,"982","D. B. O. S. Cardoso",2006,1,29,"Brazil","Bahia",NA,"Povoado da Pedra Grande. Serra do Pai Miguel.",-38.77,-11.1244,NA,"900c78ea-9c4a-4512-adf4-66463c09ae43",NA,"Copaifera cearensis Huber ex Ducke",NA,NA,NA
"10",NA,"UESB","HUESB","2826","Copaifera cearensis Huber ex Ducke","Fabaceae","Copaifera","cearensis",NA,"Huber ex Ducke",NA,NA,NA,"1188","Cardoso, D.; Marcos Guerreiro.; Marcos Guerreiro.",2006,4,15,"Brazil","Bahia","Tucano","Sítio do Mandacaru., Faz. Do Sr. Gildásio.",-38.771944,-10.874722,"Troca de material.; Árvore com 5,0 m. bastante ramificada. Folíolos coriáceos. Flores com sépalas e filetes brancos. Frutos imaturos verdes.; Caatinga arbóreo- arbustiva densa. ; HA","BRA:UESB:HUESB:0000002826",NA,"Copaifera cearensis Huber ex Ducke",NA,NA,NA
