"","modified","institutionCode","collectionCode","catalogNumber","scientificName","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","fieldNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","acceptedNameUsage","identificationQualifier","infraspecificEpithet","comments","bibliographicCitation"
"1",NA,"USP","SPF","211350","Chamaecrista scleroxylon (Ducke) H.S.Irwin & Barneby","Fabaceae","Chamaecrista","scleroxylon","(Ducke) H.S.Irwin & Barneby","Rando, JG","2012-02-22T00:00:00.000+0000",NA,"1205e",NA,"Rando, JG; Nogueira, A",2012,2,22,"Brazil","Pará","Santarém","Estrada Alter do Chão - Santarém, ca. 3 km de Alter do Chão, ramal do Laranjal.",-54.931333,-2.562361,"Árvore, tronco com ca. 25 cm DAP, ca. 9 m alt. Estéril. Coleta em sílica e FAA. Prensada em álcool. Madeira bastante resistente, muito utilizada em construção pela população local.; Mata ombrófila densa, solo arenoso.","BRA:USP:SPF:0000211350","Chamaecrista scleroxylon (Ducke) H.S.Irwin & Barneby",NA,NA,NA,NA
"2",NA,"USP","SPF","211353","Chamaecrista scleroxylon (Ducke) H.S.Irwin & Barneby","Fabaceae","Chamaecrista","scleroxylon","(Ducke) H.S.Irwin & Barneby","Rando, JG","2012-02-22T00:00:00.000+0000",NA,"1205d",NA,"Rando, JG; Nogueira, A",2012,2,22,"Brazil","Pará","Santarém","Estrada Alter do Chão - Santarém, ca. 3 km de Alter do Chão, ramal do Laranjal.",-54.931333,-2.562361,"Árvore, tronco com ca. 18 cm DAP, ca. 9 m alt. Estéril. Coleta em sílica e FAA. Prensada em álcool. Madeira bastante resistente, muito utilizada em construção pela população local.; Mata ombrófila densa, solo arenoso.","BRA:USP:SPF:0000211353","Chamaecrista scleroxylon (Ducke) H.S.Irwin & Barneby",NA,NA,NA,NA
"3",NA,"UFV","VIC","45752","Chamaecrista scleroxylon (Ducke) H.S.Irwin & Barneby","Fabaceae","Chamaecrista","scleroxylon","(Ducke) H.S.Irwin & Barneby","Rando, J.G.","2012-02-24T00:00:00.000+0000",NA,"1212",NA,"Rando, J.G.; et al.",2012,2,24,"Brazil","Pará","Santarém","Alter do chão., Estrada de Alter do Chão para Ponta de Pedra, ca. 600m à direita, no final da subida.Área de pastagem.",-54.864444,-2.516667,"Árvore ca. 6m alt, isolada bastante ramificada. Frutos predados, sem sementes viáveis.; Frutos predados, sem sementes viáveis.; Árvore ca. 6m alt, isolada bastante ramificada.","BRA:UFV:VIC:0000045752","Chamaecrista scleroxylon (Ducke) H.S.Irwin & Barneby",NA,NA,NA,NA
"4",NA,"USP","SPF","211349","Chamaecrista scleroxylon (Ducke) H.S.Irwin & Barneby","Fabaceae","Chamaecrista","scleroxylon","(Ducke) H.S.Irwin & Barneby","Rando, JG","2012-02-22T00:00:00.000+0000",NA,"1205b",NA,"Rando, JG; Nogueira, A",2012,2,22,"Brazil","Pará","Santarém","Estrada Alter do Chão - Santarém, ca. 3 km de Alter do Chão, ramal do Laranjal.",-54.931333,-2.562361,"Árvore, tronco com ca. 15 cm DAP, ca. 9 m alt. Estéril. Coleta em sílica e FAA. Prensada em álcool. Madeira bastante resistente, muito utilizada em construção pela população local.; Mata ombrófila densa, solo arenoso.","BRA:USP:SPF:0000211349","Chamaecrista scleroxylon (Ducke) H.S.Irwin & Barneby",NA,NA,NA,NA
"5",NA,"NY","NY","02681479","Chamaecrista scleroxylon (Ducke) H.S.Irwin & Barneby","Fabaceae","Chamaecrista","scleroxylon","(Ducke) H.S.Irwin & Barneby",NA,NA,NA,"1212",NA,"J. G. Rando",2012,2,24,"Brazil","Pará",NA,"Alter do Chão. Estrada de Alter do Chão para Ponta de Pedra, ca. 600m à direita, no final da subida. Área de pastagem.",-54.86469,-2.51675,NA,"513a4be8-0010-4a20-a20f-01e0803c24f4","Chamaecrista scleroxylon (Ducke) H.S.Irwin & Barneby",NA,NA,NA,NA
"6",NA,"UEFS","HUEFS","199214","Chamaecrista scleroxylon (Ducke) H.S.Irwin & Barneby","Fabaceae","Chamaecrista","scleroxylon","(Ducke) H.S.Irwin & Barneby",NA,NA,NA,"1212",NA,"Rando, J.G.",2012,2,24,"Brazil","Pará","Santarém","Alterdo Chão. Estrada de Alter do Chão para Ponta de Pedra, ca. 600m à direita, nofinal da subida.",-54.864722,-2.516667,"Área de pastagem.","BRA:UEFS:HUEFS:0000199214","Chamaecrista scleroxylon (Ducke) H.S.Irwin & Barneby",NA,NA,NA,NA
"7",NA,"UEPA","MFS","005422","Chamaecrista scleroxylon (Ducke) H.S.Irwin & Barneby","Fabaceae","Chamaecrista","scleroxylon","(Ducke) H.S.Irwin & Barneby",NA,NA,NA,"334",NA,"Tyeen, TC",2012,12,6,"Brazil","Pará","Santarém","Floresta Nacional do Tapajos",-54.908606,-4.097964,"Tree, DBH = 50cm.&nf;Sterile&nf;Trunk slash odor pea and fresh squash. Trunk slash layers: bark brown; phloem light orange - brown; xylem cream. Bark brown, wxfoliating in large, irregular, stiff plates. Lenticels beneath plates numerous,","BRA:UEPA:MFS:0000005422","Chamaecrista scleroxylon (Ducke) H.S.Irwin & Barneby",NA,NA,NA,NA
"8",NA,"Escola Superior de Agricultura Luiz de Queiroz, ESALQ","ESA","ESA126362","Chamaecrista scleroxylon (Ducke) H.S.Irwin & Barneby","Fabaceae","Chamaecrista","scleroxylon","(Ducke) H.S.Irwin & Barneby","Rando, J.G.","1905-07-04T00:00:00.000+0000",NA,"1212",NA,"Rando, J.G. ; Nogueira, A.",2012,NA,NA,"Brazil","Pará","Santarém",NA,NA,NA,NA,"BRA:ESALQ:ESA:0ESA126362","Chamaecrista scleroxylon (Ducke) H.S.Irwin & Barneby",NA,NA,NA,NA
"9","2014-09-26T00:00:00.000+0000","Instituto Nacional de Pesquisas da Amazônia (INPA)","Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)","2564","Chamaecrista scleroxylon (Ducke) H.S.Irwin & Barneby","Fabaceae","Chamaecrista","scleroxylon","(Ducke) H.S.Irwin & Barneby",NA,NA,NA,"47-1031",NA,"Black, GA",1947,7,19,"Brazil","Pará",NA,"Belterra, Belterra.",NA,NA,NA,"urn:catalog:inpa:herbarium:15502","Chamaecrista scleroxylon (Ducke) H.S.Irwin & Barneby",NA,NA,NA,NA
"10",NA,"Universidade Federal da Bahia (UFBA)","ALCB","06200","Cassia scleroxylon Ducke","Fabaceae","Chamaecrista","scleroxylon","Ducke",NA,NA,NA,"47-1031",NA,"Black, GA",1947,7,17,"Brazil","Pará","Belterra",NA,0,0,NA,"BRA:UFBA:ALCB:0000006200","Cassia scleroxylon Ducke",NA,NA,NA,NA
"11",NA,"MN","R","106649","Cassia scleroxylon Ducke","Fabaceae","Chamaecrista","scleroxylon","Ducke",NA,NA,NA,"1031",NA,"Black, G.A",1947,7,17,"Brazil","Pará",NA,NA,NA,NA,NA,"BRA:MN:R:0000106649","Cassia scleroxylon Ducke",NA,NA,NA,NA
"12",NA,"IPA","IPA","41722","Chamaecrista scleroxylon (Ducke) H.S.Irwin & Barneby","Fabaceae","Chamaecrista","scleroxylon","(Ducke) H.S.Irwin & Barneby",NA,NA,NA,"630",NA,"Ducke, A.",1940,11,21,"Brazil","Amazonas","São Paulo de Olivença",NA,0,0,NA,"BRA:IPA:IPA:0000041722","Chamaecrista scleroxylon (Ducke) H.S.Irwin & Barneby",NA,NA,NA,NA
"13","2015-04-11T10:12:34.000+0000","S","VascularPlants","S-R-8858","Chamaecrista scleroxylon (Ducke) H.S.Irwin & Barneby","Fabaceae","Chamaecrista","scleroxylon","(Ducke) H.S.Irwin & Barneby",NA,NA,NA,"16819",16819,"[Ducke, A. ]",1917,7,20,"Brazil","Pará",NA,"[Brazil] Pará, Villa Braga, river Tapajoz",NA,NA,"Arch. Jard. Bot. Rio de Janeiro 3: 115-116. 1922. In the collector field of the label is wrtten ""- Herb. Amazon. Musei Paraensis 16819""","S:VascularPlants:S-R-8858","Chamaecrista scleroxylon (Ducke) H.S.Irwin & Barneby",NA,NA,NA,NA
"14",NA,"NHMUK","BOT","BM000793255","Chamaecrista scleroxylon (Ducke) H.S.Irwin & Barneby","Fabaceae","Chamaecrista","scleroxylon","(Ducke) H.S.Irwin & Barneby",NA,NA,"ISOTYPE","16819",16819,"Anon.",1917,7,20,"Brazil",NA,NA,NA,-53.08982,-10.773109,NA,"6f504e2b-4eea-4c72-8326-4f7d436b9135","Chamaecrista scleroxylon (Ducke) H.S.Irwin & Barneby",NA,NA,NA,NA
"15","2017-10-18T17:20:03.000+0000","JBRJ","RB","RB00539492","Cassia scleroxylon Ducke","Fabaceae","Chamaecrista","scleroxylon","Ducke",NA,NA,"SYNTYPE","16819",NA,"Museu Goeldi",1917,7,20,"Brazil","Pará","Pará","Villa Braga, Rio Tapajoz.",NA,NA,"EX herbario Amazonico Musei Paraensis (Museu Goeldi), MG 16819, Nome vulgar: ""Muirapixuna""","urn:catalog:JBRJ:RB:539492","Cassia scleroxylon Ducke",NA,NA,NA,NA
"16",NA,"IPA","IPA","40036","Chamaecrista scleroxylon (Ducke) H.S.Irwin & Barneby","Fabaceae","Chamaecrista","scleroxylon","(Ducke) H.S.Irwin & Barneby",NA,NA,NA,"630",NA,"Ducke, A.",NA,NA,NA,"Brazil","Amazonas","São Paulo de Olivença",NA,0,0,NA,"BRA:IPA:IPA:0000040036","Chamaecrista scleroxylon (Ducke) H.S.Irwin & Barneby",NA,NA,NA,NA
"17",NA,"Universidade Federal do Ceará, UFC","EAC","50791","Chamaecrista scleroxylon (Ducke) H.S.Irwin & Barneby","Fabaceae","Chamaecrista","scleroxylon","(Ducke) H.S.Irwin & Barneby","Coutinho, I.A.C.","2016-07-28T00:00:00.000+0000",NA,"2641",NA,"Lima-Verde, L.W.",2004,8,15,"Brazil","Maranhão","Codó","Torre da EMBRATEL",-44.162136,-4.474664,"Árvore.; Cerrado","BRA:UFC:EAC:0000050791","Chamaecrista scleroxylon (Ducke) H.S.Irwin & Barneby",NA,NA,NA,NA
"18","2012-10-16T00:00:00.000+0000","K","Herbarium","K000835336","Chamaecrista scleroxylon (Ducke) H.S.Irwin & Barneby","Fabaceae","Chamaecrista","scleroxylon","(Ducke) H.S.Irwin & Barneby",NA,NA,NA,"47-1031",NA,"Black, G.A.",1947,7,17,"Brazil",NA,"Belterra",NA,NA,NA,"F 19 A.","http://specimens.kew.org/herbarium/K000835336","Chamaecrista scleroxylon (Ducke) H.S.Irwin & Barneby",NA,NA,NA,NA
"19","2015-09-04T02:41:52.000+0000","MNHN","P","P02935295","Cassia scleroxylon Ducke","Fabaceae","Chamaecrista","scleroxylon","Ducke",NA,NA,"ISOTYPE",NA,16605,"Ducke, A.",1916,12,13,"Brazil",NA,NA,NA,NA,NA,"Reçu le 8 juillet 1919","http://coldb.mnhn.fr/catalognumber/mnhn/p/p02935295","Cassia scleroxylon Ducke",NA,NA,NA,NA
"20","2014-11-03T13:09:28.000+0000","JBRJ","RB","RB00539493","Cassia scleroxylon Ducke","Fabaceae","Chamaecrista","scleroxylon","Ducke",NA,NA,"SYNTYPE",NA,NA,"Ducke, A.",1916,12,13,"Brazil","Pará","Pará","Estrada da Volta da Xingu.",NA,NA,"Nome vulgar: ""coração de negro"" EX herbario Amazonico Musei Paraensis (Museu Goeldi)","urn:catalog:JBRJ:RB:539493","Cassia scleroxylon Ducke",NA,NA,NA,NA
"21",NA,"F","Botany","V0057678F","Cassia scleroxylon Ducke","Fabaceae","Chamaecrista","scleroxylon","Ducke",NA,NA,"ISOSYNTYPE","16605 & 16819",NA,"A. Ducke",NA,NA,NA,"Brazil",NA,NA,NA,-52.8731,-10.8339,NA,"5fb4a760-ef23-492a-b56b-4fb55ed2440c","Cassia scleroxylon Ducke",NA,NA,NA,NA
