"","modified","institutionCode","collectionCode","catalogNumber","scientificName","identificationQualifier","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","fieldNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","bibliographicCitation","acceptedNameUsage","infraspecificEpithet","comments"
"1",NA,"UEFS","HUEFS","238903","Myrocarpus fastigiatus Allem.",NA,"Fabaceae","Myrocarpus","fastigiatus","Allem.",NA,NA,NA,"3516",NA,"Cardoso, D.",2015,1,10,"Brazil","Bahia","Elísio Medrado","Estrada para a sede do Projeto GAMBA, na base da Serra da Jibóia.",-39.485556,-12.878611,NA,"BRA:UEFS:HUEFS:0000238903",NA,"Myrocarpus fastigiatus Allem.",NA,NA
"2",NA,"UFPB","JPB","50290","Myrocarpus fastigiatus Allem.",NA,"Fabaceae","Myrocarpus","fastigiatus","Allem.","Lima, IB","2012-11-22T00:00:00.000+0000",NA,"14",NA,"Moreira, RS; Menezes, D; Silva, GS",2011,7,8,"Brazil","Bahia","Jequié","Brejo Novo 9km do Mandacarú",0,0,"Árvore Ca.6m de alt.; Folhas composta; Fruto samara.; Mata.","BRA:UFPB:JPB:0000050290",NA,"Myrocarpus fastigiatus Allem.",NA,NA
"3",NA,"UnB","UB","185829","Myrocarpus fastigiatus Allem.",NA,"Fabaceae","Myrocarpus","fastigiatus","Allem.",NA,NA,NA,"2843",NA,"Cardoso, D; Moraes, PLB",2010,3,20,"Brazil","Bahia","Santa Teresinha","Estrada para a área do Projeto Gambá",-39.466667,-12.833333,"Árvore com ca. 5m altl, ramos com lenticelas brancas. Folíolos papiráceos. Flores brancas; Borda da mata ombrófila na encosta da serra","BRA:UnB:UB:0000185829",NA,"Myrocarpus fastigiatus Allem.",NA,NA
"4",NA,"UFES","VIES","21619","Myrocarpus fastigiatus Allem.",NA,"Fabaceae","Myrocarpus","fastigiatus","Allem.","Fontana, A.P.","2009-03-17T00:00:00.000+0000",NA,"1126",NA,"Couto, D.R.; Manhães, V.C.; Fontana, A.P. & Kollmann, L.J.C.",2009,3,17,"Brazil","Espírito Santo","Alegre","São João do Norte.",NA,NA,"SW2041","BRA:UFES:VIES:0000021619",NA,"Myrocarpus fastigiatus Allem.",NA,NA
"5",NA,"UFRB","HURB","591","Myrocarpus fastigiatus Allem.",NA,"Fabaceae","Myrocarpus","fastigiatus","Allem.","L.P. de Queiroz","2007-08-01T00:00:00.000+0000",NA,"182",NA,"Melo, P.A. de",2007,2,28,"Brazil","Bahia","Mundo Novo","Jequitibá; mata",-40.483333,-12.033333,"Flores: amarela; Hábito: arbóreo","BRA:UFRB:HURB:0000000591",NA,"Myrocarpus fastigiatus Allem.",NA,NA
"6",NA,"MBM","MBM","343975","Myrocarpus fastigiatus Allem.",NA,"Fabaceae","Myrocarpus","fastigiatus","Allem.","et al.; Guedes, ML","2006-04-01T00:00:00.000+0000",NA,"119",NA,"Costa, MA de A; et al.",2006,1,29,"Brazil","Bahia",NA,"Recôncavo Sul, Amargosa",0,0,"Árvore de ca 5m. Folhas com folíolos membranáceos, discolores. Frutos maduros secos. Ocasional. Mata seca.","BRA:MBM:MBM:0000343975",NA,"Myrocarpus fastigiatus Allem.",NA,NA
"7",NA,"NY","NY","1144863","Myrocarpus fastigiatus Allem.",NA,"Fabaceae","Myrocarpus","fastigiatus","Allem.",NA,NA,NA,"1230",NA,"D. B. O. S. Cardoso",2006,4,20,"Brazil","Bahia",NA,"ARIE Serra do OrobÃ³. Trilha PÃ¡tio das Orquideas.",-40.4875,-12.3008,NA,"ac55fd9d-0275-4b4d-87d6-8b9550e1c8a1",NA,"Myrocarpus fastigiatus Allem.",NA,NA
"8","2015-04-01T16:25:52.000+0000","JBRJ","RB","RB00180660","Myrocarpus fastigiatus Allem.",NA,"Fabaceae","Myrocarpus","fastigiatus","Allem.",NA,NA,NA,"121",NA,"Robson D. Ribeiro; Heloisa G. Dantas",2004,2,18,"Brazil","Rio de Janeiro","Armação dos Búzios","estrada para o Mirante da Brava.",NA,NA,"Árvore com e metros de altura (PAP 1 = 33  e PAP 2 = 34 e PAP 3 = 17). Frutos verdes e maduros.","urn:catalog:JBRJ:RB:180660",NA,"Myrocarpus fastigiatus Allem.",NA,NA
"9","2015-04-01T16:25:51.000+0000","JBRJ","RB","RB00180623","Myrocarpus fastigiatus Allem.",NA,"Fabaceae","Myrocarpus","fastigiatus","Allem.",NA,NA,NA,"116",NA,"Robson D. Ribeiro; Heloisa G. Dantas",2004,2,18,"Brazil","Rio de Janeiro","Armação dos Búzios","Estrada para o Mirante da Brava.",NA,NA,"Árvore com 6 metros de altura,  ( DAP 1 aproximadamente 15 cm, DAP 2 aproximadamente 10 cm ).","urn:catalog:JBRJ:RB:180623",NA,"Myrocarpus fastigiatus Allem.",NA,NA
"10",NA,"Escola Superior de Agricultura Luiz de Queiroz, ESALQ","ESA","ESA126342","Myrocarpus fastigiatus Allem.",NA,"Fabaceae","Myrocarpus","fastigiatus","Allem.",NA,NA,NA,"121",NA,"Ribeiro, R.D.",2004,NA,NA,"Brazil","Rio de Janeiro","Armação de Búzios",NA,NA,NA,NA,"BRA:ESALQ:ESA:0ESA126342",NA,"Myrocarpus fastigiatus Allem.",NA,NA
"11","2015-04-01T16:26:05.000+0000","JBRJ","RB","RB00452094","Myrocarpus fastigiatus Allem.",NA,"Fabaceae","Myrocarpus","fastigiatus","Allem.","H.C.Lima",NA,NA,"438",NA,"P.R.Farág; F.C.P.Tatagiba",1997,10,18,"Brazil","Rio de Janeiro","Cabo Frio","Cond. Bosque do Peró. casa atrás do campo de futebol.",NA,NA,"Árvore ca 6 m de altura. Ritidoma acinzentado. Flores alvas e com cheiro adocicado muito agradável.","urn:catalog:JBRJ:RB:452094",NA,"Myrocarpus fastigiatus Allem.",NA,NA
"12",NA,"USP","SPF","153977","Myrocarpus fastigiatus Allem.",NA,"Fabaceae","Myrocarpus","fastigiatus","Allem.","Cardoso, D","2007-11-01T00:00:00.000+0000",NA,"1191",NA,"Melo, E",1995,4,14,"Brazil","Bahia","Lafaiete Coutinho",NA,0,0,NA,"BRA:USP:SPF:0000153977",NA,"Myrocarpus fastigiatus Allem.",NA,NA
"13",NA,"UEFS","HUEFS","19991","Myrocarpus fastigiatus Allem.",NA,"Fabaceae","Myrocarpus","fastigiatus","Allem.","D.Cardoso","2007-07-01T00:00:00.000+0000",NA,"1191",NA,"Melo, E.",1995,4,14,"Brazil","Bahia","Lafaiete Coutinho","100 km S de Milagres, na Br 116.",NA,NA,"Beira da estrada de terra.","BRA:UEFS:HUEFS:0000019991",NA,"Myrocarpus fastigiatus Allem.",NA,NA
"14",NA,"Universidade Federal da Bahia (UFBA)","ALCB","029346","Myrocarpus fastigiatus Allem.",NA,"Fabaceae","Myrocarpus","fastigiatus","Allem.","Lewis, GP","1995-01-01T00:00:00.000+0000",NA,"3087",NA,"Queiroz, LP de; Costa, MJSL; Nunes, TS",1993,3,12,"Brazil","Bahia","Castro Alves","Recôncavo Sul, Povoado de Pedra Branca ca. 4,0km N de Pedra Branca",-39.516667,-12.75,"Ca. 3,0m com tronco sulcado. Folíolos membranáceos. Flores com sépalas, pétalas e estames creme, perfumadas.; Degradada.","BRA:UFBA:ALCB:0000029346",NA,"Myrocarpus fastigiatus Allem.",NA,NA
"15",NA,"UEFS","HUEFS","13331","Myrocarpus fastigiatus Allem.",NA,"Fabaceae","Myrocarpus","fastigiatus","Allem.","D.Cardoso","2007-07-01T00:00:00.000+0000",NA,"3087",NA,"Queiroz, L.P.de",1993,3,12,"Brazil","Bahia","Castro Alves",NA,-39.516667,-12.733333,NA,"BRA:UEFS:HUEFS:0000013331",NA,"Myrocarpus fastigiatus Allem.",NA,NA
"16",NA,"UnB","UB","33631","Myrocarpus fastigiatus Allem.",NA,"Fabaceae","Myrocarpus","fastigiatus","Allem.","Lewis, GP",NA,NA,"3087",NA,"Queiroz, LP; Costa, MJSL; Sena, TSN",1993,3,12,"Brazil","Bahia","Castro Alves","Povoado e Pedra Branca, ca. de 4km N de Pedra Branca",-39.516667,-12.733333,"Tronco sulcado; folíolos membranáceos; flores com sépalas, pétalas e estames creme, perfumadas. Flores fixadas.; Arvoreta 3m; Caatinga degrada.","BRA:UnB:UB:0000033631",NA,"Myrocarpus fastigiatus Allem.",NA,NA
"17","2007-03-15T11:14:51.000+0000","K","Herbarium","K000188687","Myrocarpus fastigiatus Allem.",NA,"Fabaceae","Myrocarpus","fastigiatus","Allem.","Lewis, G.P.",NA,NA,"3087",NA,"Queiroz, L.P.; Sena, T.S.N.; Costa, M.J.S.L.",1993,3,12,"Brazil",NA,"Castro Alves","Povoado de Pedra Branca, 4km N deste",-39.52,-12.73,NA,"http://specimens.kew.org/herbarium/K000188687",NA,"Myrocarpus fastigiatus Allem.",NA,NA
"18",NA,"Universidade Federal da Bahia (UFBA)","ALCB","029414","Myrocarpus fastigiatus Allem.",NA,"Fabaceae","Myrocarpus","fastigiatus","Allem.","Lewis, GP","1995-01-01T00:00:00.000+0000",NA,"3244",NA,"Queiroz, LP de; Nunes, TS",1993,6,18,"Brazil","Bahia","Castro Alves","Recôncavo Sul, Topo da Serra da Jibóia, em torno, da torre de televisão",-39.466667,-13.85,"Pequena, ca. 3,0m, copa não muito densa. Caule com casca escura de lenticelas brancas. Folíolos com a face adaxial verde-escura e abaxial verde-glaucescente. Frutos imaturos verdes.","BRA:UFBA:ALCB:0000029414",NA,"Myrocarpus fastigiatus Allem.",NA,NA
"19",NA,"Universidade Federal Rural de Pernambuco, UFRPE","HST","9812","Myrocarpus fastigiatus Allem.",NA,"Fabaceae","Myrocarpus","fastigiatus","Allem.","D.Cardoso","2008-01-07T00:00:00.000+0000",NA,"3244",NA,"L.P. de Queiroz; et al.",1993,6,18,"Brazil","Bahia","Castro Alves",NA,NA,NA,"Pequena árvore de ca. 3 m, copa não muito densa, o caule com casca escuira de lenticelas brancas. Folíolos com face adaxial verde-escura e abaxial verde-glaucescente. Frutos imaturos verdes.","BRA:UFRPE:HST:0000009812",NA,"Myrocarpus fastigiatus Allem.",NA,NA
"20",NA,"UNICAMP","UEC","118757","Myrocarpus fastigiatus Allem.",NA,"Fabaceae","Myrocarpus","fastigiatus","Allem.","Sartori, A.L.B.","1999-08-01T00:00:00.000+0000",NA,"3618",NA,"Queiróz, L.P.; Nascimento, N.S.",1993,10,28,"Brazil","Bahia","Caetité","ca. de 3km N de Caetité, na estrada para",-42.483333,-14.5,"fruto, Arbusto a pequena árvore de 2,5-4,0m, ramificado desde a base. Folíolos membranáceos, flores perfumadas com cálice verde, pétalas e estames brancos. Frutos imaturos verdes e maduros paleáceos. Frutos maduros separados. Foto. Flores fixadas. Pl","BRA:UNICAMP:UEC:0000118757",NA,"Myrocarpus fastigiatus Allem.",NA,NA
"21",NA,"UEFS","HUEFS","14837","Myrocarpus fastigiatus Allem.",NA,"Fabaceae","Myrocarpus","fastigiatus","Allem.","D.Cardoso","2007-07-01T00:00:00.000+0000",NA,"3618",NA,"Queiroz, L.P.de",1993,10,28,"Brazil","Bahia","Caetité",NA,-42.483333,-14.05,NA,"BRA:UEFS:HUEFS:0000014837",NA,"Myrocarpus fastigiatus Allem.",NA,NA
"22",NA,"Universidade Federal Rural de Pernambuco, UFRPE","HST","9809","Myrocarpus fastigiatus Allem.",NA,"Fabaceae","Myrocarpus","fastigiatus","Allem.","D.Cardoso","2008-01-07T00:00:00.000+0000",NA,"3618",NA,"L.P. de Queiroz; N.S.Nascimento",1993,10,28,"Brazil","Bahia","Caetité",NA,NA,NA,"Arbusto a pequena árvore de 2,5 #?# 4 m. ramificada desde a base. Folíolos membranáceos, flores perfumadas com cálice verde, pétalas e estames brancos. Frutos imaturos verdes e maduros paleáceos. Frutos maduros separados. Flores fixada.","BRA:UFRPE:HST:0000009809",NA,"Myrocarpus fastigiatus Allem.",NA,NA
"23","2015-04-01T16:26:11.000+0000","JBRJ","RB","RB00452852","Myrocarpus fastigiatus Allem.",NA,"Fabaceae","Myrocarpus","fastigiatus","Allem.","H.C. Lima",NA,NA,"446",NA,"D.A. Folli",1983,5,28,"Brazil","Espírito Santo","Linhares","Est. Oiticica, ant. 151, km 2482, lado esquerdo.",NA,NA,"Árvore, +/- 23 m de altura e fuste de +/- 13 m. DAP 30 cm, 0 da copa +/- 5 m. Com fruto verde imaturo. Fuste cilíndrico e casca áspera.","urn:catalog:JBRJ:RB:452852",NA,"Myrocarpus fastigiatus Allem.",NA,NA
