"","modified","institutionCode","collectionCode","catalogNumber","scientificName","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","fieldNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","bibliographicCitation","acceptedNameUsage","identificationQualifier","infraspecificEpithet","comments"
"1",NA,"Universidade Federal de Sergipe, UFS","ASE","39755","Martiodendron mediterraneum (Mart. ex Benth.) Köppen","Fabaceae","Martiodendron","mediterraneum","(Mart. ex Benth.) Köppen","Cardoso, A","2017-05-16T00:00:00.000+0000",NA,"2570",NA,"Cardoso, A; Silva, SS; Cordeiro, MN",2017,5,16,"Brazil","Pará","Conceição do Araguaia",NA,-49,-7,"Árvore ca. 7m, crescendo em borda de canga. Flores amarelo ouro; Canga","BRA:UFS:ASE:0000039755",NA,"Martiodendron mediterraneum (Mart. ex Benth.) Köppen",NA,NA,NA
"2",NA,"UEPA","MFS","007955","Martiodendron mediterraneum (Mart. ex Benth.) Köppen","Fabaceae","Martiodendron","mediterraneum","(Mart. ex Benth.) Köppen","Cardoso, A",NA,NA,"2515",NA,"Cardoso, A",2017,5,11,"Brazil","Pará","Conceição do Araguaia","Borda de canga",-49.376111,-7.925833,"Arvore, até 7m, crescendo em borda de canga, flores amarelo-ouro.","BRA:UEPA:MFS:0000007955",NA,"Martiodendron mediterraneum (Mart. ex Benth.) Köppen",NA,NA,NA
"4",NA,"Cenargen","CEN","103966","Martiodendron mediterraneum (Mart. ex Benth.) Köppen","Fabaceae","Martiodendron","mediterraneum","(Mart. ex Benth.) Köppen","G. Pereira-Silva",NA,NA,"3417",NA,"Luiz Aquino Silva Santos",2017,7,26,"Brazil","To","MIRACEMA DO TOCANTINS","Conglomerado: TO-287. Subunidade 1, subparcela 10, indivíduo 11.",-48.42,-9.9,"Projeto Inventário Florestal Nacional (IFN). Arbusto com 1,9 m de altura. Fruto imaturo, forma oval, 12 cm de dimensão, cor interna esverdeado, consistência externa seca, possui arilo.","BRA:Cenargen:CEN:0000103966",NA,"Martiodendron mediterraneum (Mart. ex Benth.) Köppen",NA,NA,NA
"5",NA,"Cenargen","CEN","95458","Martiodendron mediterraneum (Mart. ex Benth.) Köppen","Fabaceae","Martiodendron","mediterraneum","(Mart. ex Benth.) Köppen","M. Simon",NA,NA,"2854",NA,"Marcelo Fragomeni Simon",2016,4,10,"Brazil","Ma","CAROLINA","Santuário Ecológico Pedra Caída. Topo do morro do teleférico. Trilha para a torre.",-47.442777,-7.051944,"Árvore 6 m. Em botão. Cerrado.","BRA:Cenargen:CEN:0000095458",NA,"Martiodendron mediterraneum (Mart. ex Benth.) Köppen",NA,NA,NA
"6",NA,"Cenargen","CEN","97830","Martiodendron mediterraneum (Mart. ex Benth.) Köppen","Fabaceae","Martiodendron","mediterraneum","(Mart. ex Benth.) Köppen","B. M. T. Walter",NA,NA,"5668",NA,"Anderson Cássio Sevilha",2016,4,7,"Brazil","Ma","CAROLINA","Laje de Arenito ao longo do rio Farinha, sazonalmente inundável com acúmulo de solo nas fendas da rocha.",-47.377777,-6.730555,"Material coletado na baixada.","BRA:Cenargen:CEN:0000097830",NA,"Martiodendron mediterraneum (Mart. ex Benth.) Köppen",NA,NA,NA
"7",NA,"Universidade Federal da Bahia (UFBA)","ALCB","122273","Martiodendron mediterraneum (Mart. ex Benth.) Köppen","Fabaceae","Martiodendron","mediterraneum","(Mart. ex Benth.) Köppen","Guedes, ML","2015-12-01T00:00:00.000+0000",NA,"22",NA,"Pinto, FCL; Silveira, ER",2015,4,3,"Brazil","Piauí","Piripiri",NA,-41.541667,-4.449167,"Folhas com folíolos cartáceos. Inflorescência com botões ferrugíneos, flores com pétalas amarelas.","BRA:UFBA:ALCB:0000122273",NA,"Martiodendron mediterraneum (Mart. ex Benth.) Köppen",NA,NA,NA
"8","2017-10-08T16:38:09.000+0000","JBRJ","RB","RB00990681","Martiodendron mediterraneum (Mart. ex Benth.) Köppen","Fabaceae","Martiodendron","mediterraneum","(Mart. ex Benth.) Köppen",NA,NA,NA,"1082",NA,"L.J.T. Cardoso; S. Neves",2015,7,9,"Brazil","Maranhão","Barão de Grajaú","ca. de 5km da margem do Rio Parnaíba, próimo a localidade de Bem-Quer. Coordenada do indivíduo (WGS84). Contato Savana arborizada - Savana-Estépica arborizada -Floresta Estacional Decidual - Trechos antropizados.",-42.980278,-6.666389,"Ritidoma acinzentado. Folhas membranáceas e discolores. Frutos maduros alaranjados.","urn:catalog:JBRJ:RB:990681",NA,"Martiodendron mediterraneum (Mart. ex Benth.) Köppen",NA,NA,NA
"9",NA,"Universidade Federal da Bahia (UFBA)","ALCB","122081","Martiodendron mediterraneum (Mart. ex Benth.) Köppen","Fabaceae","Martiodendron","mediterraneum","(Mart. ex Benth.) Köppen","Guedes, ML","2016-03-01T00:00:00.000+0000",NA,"23993",NA,"Guedes, ML; Chagas, F das; Silveira, ER",2015,10,5,"Brazil","Maranhão","Barra do Corda","Loteamento Cidade Universitária.",-45.266389,-5.544167,"com estípulas espinescentes. Folíolos membranáceos. Frutos sâmaras.","BRA:UFBA:ALCB:0000122081",NA,"Martiodendron mediterraneum (Mart. ex Benth.) Köppen",NA,NA,NA
"10","2017-10-18T12:33:53.000+0000","JBRJ","RB","RB00903438","Martiodendron mediterraneum (Mart. ex Benth.) Köppen","Fabaceae","Martiodendron","mediterraneum","(Mart. ex Benth.) Köppen","Lima, H.C.; Queiroz, L.P.; Lewis, G.P.",NA,NA,"1645",NA,"Neves, D.M.; Lima, H.C.; Queiroz, L.P.; Pennington, R.T.; Lewis, G.P.; Vivas, C.V.; Paixao, J.L.",2014,3,9,"Brazil","Bahia","Itabuna","Fazenda Antares, 12 km ao sul de Itabuna. Entrada pela BR 101.",-39.2775,-14.917222,"Arvore 12m","urn:catalog:JBRJ:RB:903438",NA,"Martiodendron mediterraneum (Mart. ex Benth.) Köppen",NA,NA,NA
"11",NA,"UEFS","HUEFS","211608","Martiodendron mediterraneum (Mart. ex Benth.) Köppen","Fabaceae","Martiodendron","mediterraneum","(Mart. ex Benth.) Köppen",NA,NA,NA,"1348",NA,"Nascimento, F.H.F.",2014,6,30,"Brazil","Piauí","Castelo do Piauí","Amostragem atrás da fábrica de aguardente Mangueira.",-41.5,-5.339444,"Transição Caatinga-Cerrado.","BRA:UEFS:HUEFS:0000211608",NA,"Martiodendron mediterraneum (Mart. ex Benth.) Köppen",NA,NA,NA
