"","modified","institutionCode","collectionCode","catalogNumber","scientificName","identificationQualifier","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","recordNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","bibliographicCitation","acceptedNameUsage"
"20","2017-11-19T09:23:02.000+0000","JBRJ","RB","RB00522932","Tachigali paratyensis (Vell.) H.C.Lima",NA,"Fabaceae","Tachigali","paratyensis","(Vell.) H.C.Lima","H.C. de Lima",NA,"4258","D.A. Folli",2002,5,7,"Brazil","Espírito Santo","Linhares","Reserva  Natural  da  CVRD.  Estrada  Cinco  Folhas.",NA,NA,"Porte arbóreo.Terrestre. Fuste cilindrico, casca áspera, botão verde, flor amarelo. Exsudação incolor. Altura total 30  Altura do fuste 20. CAP do fuste 270. Diametro da copa 10. Descamação ausente","urn:catalog:JBRJ:RB:522932",NA,"Tachigali paratyensis (Vell.) H.C.Lima"
"21","2014-07-22T19:36:32.000+0000","JBRJ","RB","RB00522934","Tachigali paratyensis (Vell.) H.C.Lima",NA,"Fabaceae","Tachigali","paratyensis","(Vell.) H.C.Lima","Luciana F.G. da Silva","2006-12-19T00:00:00.000+0000","4485","L. Kollmann",2001,9,4,"Brazil","Espírito Santo","Santa Teresa","Rio Saltinho, terreno Tranhaço.",NA,NA,"Árvore 24 m. DAP 52 cm. Fuste 8 m. Vagens verdes.","urn:catalog:JBRJ:RB:522934",NA,"Tachigali paratyensis (Vell.) H.C.Lima"
"22","2014-07-07T22:30:38.000+0000","JBRJ","RB","RB00683366","Tachigali paratyensis (Vell.) H.C.Lima",NA,"Fabaceae","Tachigali","paratyensis","(Vell.) H.C.Lima","H.C. de Lima",NA,"129","D. Gaspar",2000,2,25,"Brazil","São Paulo","Campinas","Distrito de Sousas, Mata Ribeirão Cachoeira (Condomínio Colinas do Atibaia).",NA,NA,"Árvore de aproximadamente 25 m. de altura.","urn:catalog:JBRJ:RB:683366",NA,"Tachigali paratyensis (Vell.) H.C.Lima"
"23",NA,"UFRPE","PEUFR","26314","Tachigali paratyensis (Vell.) H.C.Lima",NA,"Fabaceae","Tachigali","paratyensis","(Vell.) H.C.Lima","H.C. de Lima","2002-12-01T00:00:00.000+0000","601","E.M.N. Ferraz; A.G. Bispo; R.G. Oliveira",1999,1,29,"Brazil","Pernambuco","São Vicente Férrer","Mata do Estado",-35.5,-7.583333,"Árvore ca. de 30 m de alt.; frutos (caído) marrons claro; sementes verdes","BRA:UFRPE:PEUFR:0000026314",NA,"Tachigali paratyensis (Vell.) H.C.Lima"
"24","2017-10-19T01:40:45.000+0000","JBRJ","RB","RB00157881","Tachigali paratyensis (Vell.) H.C.Lima",NA,"Fabaceae","Tachigali","paratyensis","(Vell.) H.C.Lima","H. C. de Lima",NA,"320","E. M. N. Ferraz; A. G. Bispo, J. Urbano",1998,5,28,"Brazil","Pernambuco","Pernambuco","São Vicente. Férrer, mata do estado.",-35.5,-7.583333,"Árvore ca. de 15m de altura. Botões imaturos, cálice marrom, pilosos. Frutos imaturos verdes. Frequência: ocasional.","urn:catalog:JBRJ:RB:157881",NA,"Tachigali paratyensis (Vell.) H.C.Lima"
"25",NA,"UFV","VIC","18145","Tachigali paratyensis (Vell.) H.C.Lima",NA,"Fabaceae","Tachigali","paratyensis","(Vell.) H.C.Lima","Silva, L.F.G. da","2004-07-20T00:00:00.000+0000","s.n.","Luiza, A.",1995,10,16,"Brazil","Bahia",NA,"FLONA Rio Preto",0,0,"Altura, c.a. de 20 metros; P38 nº 112.","BRA:UFV:VIC:0000018145",NA,"Tachigali paratyensis (Vell.) H.C.Lima"
"26","2014-07-08T04:26:51.000+0000","JBRJ","RB","RB00158026","Tachigali paratyensis (Vell.) H.C.Lima",NA,"Fabaceae","Tachigali","paratyensis","(Vell.) H.C.Lima",NA,NA,"150","P.R.Farag",1995,11,14,"Brazil","Rio de Janeiro","Nova Iguaçu","Estrada do Comercio, prox. a Sede após o portão .",NA,NA,"Arv. com 4,5 m alt, folhas discolores, estéril, ocasional","urn:catalog:JBRJ:RB:158026",NA,"Tachigali paratyensis (Vell.) H.C.Lima"
"27","2017-10-17T17:00:29.000+0000","JBRJ","RB","RB00348701","Tachigali paratyensis (Vell.) H.C.Lima",NA,"Fabaceae","Tachigali","paratyensis","(Vell.) H.C.Lima",NA,NA,"188","P. R. do C. Farág; et al",1995,12,6,"Brazil","Rio de Janeiro","Nova Iguaçu","Represa de Serra Velha. REBIO do Tinguá",NA,NA,"Árvore ca. 12m de altura Tronco com casca lisa, acinzentada, casca viva inicialmente acinzentada, depois tornando-se branco-gelo. Estéril. Frequente nas encostas frescas, prox. a beira do rio. N.P. caiga-branco.","urn:catalog:JBRJ:RB:348701",NA,"Tachigali paratyensis (Vell.) H.C.Lima"
"28","2014-07-08T04:26:29.000+0000","JBRJ","RB","RB00157865","Tachigali paratyensis (Vell.) H.C.Lima",NA,"Fabaceae","Tachigali","paratyensis","(Vell.) H.C.Lima","H. C. de Lima","1996-01-01T00:00:00.000+0000","1855","R. Marquete; O. Marquete",1994,6,21,"Brazil","Rio de Janeiro","Rio de Janeiro","Encosta do Jardim Botânico, passando o Cactário, acima da vila no topo do Morro. Projeto Vegetação das Áreas do Entorno do Jardim Botânico, Horto Florestal e Parque Lage.",NA,NA,"Heliófila, árvore com ca. de 18m de altura, tronco com casca lisa a levemente esfoliante, externamente cor marrom, internamente de cor amarela/amarronzada. Frutos secos, deiscentes, maduros de cor marrom e sementes amarelas.","urn:catalog:JBRJ:RB:157865",NA,"Tachigali paratyensis (Vell.) H.C.Lima"
"29",NA,"Universidade Federal de Minas Gerais (UFMG)","BHCB","136815","Tachigali paratyensis (Vell.) H.C.Lima",NA,"Fabaceae","Tachigali","paratyensis","(Vell.) H.C.Lima",NA,NA,"196","Vieira, CM",1992,2,24,"Brazil","Rio de Janeiro","Guapimirim","Estação Ecológica Estadual de Paraíso., Margens do rio Paraíso. Área FP20.",-42.883333,-22.533333,"Indivíduo F1032. Arvore. Folhas discolores verdes. Pedunculo e botões esverdeados. Flores com cálice amarelo-ferrugíneo, corola amarela, ovário e estames amarelados. Altura: 22m.","BRA:UFMG:BHCB:0000136815",NA,"Tachigali paratyensis (Vell.) H.C.Lima"
"30","2017-10-18T11:00:21.000+0000","JBRJ","RB","RB00559242","Tachigali paratyensis (Vell.) H.C.Lima",NA,"Fabaceae","Tachigali","paratyensis","(Vell.) H.C.Lima","H.C.de Lima","2009-07-31T00:00:00.000+0000","196","C.M.Vieira; et al.",1992,2,24,"Brazil","Rio de Janeiro","Guapimirim","Estação Ecológica Estadual de Paraíso. Margens do rio Paraíso.",-42.833333,-22.433333,"Arvore.  Folhas discolores verdes.  Pedunculo e botoes esverdeados.  Flores com calice amarelo-ferrugineo, corola amarela, ovario e estames amarelados.","urn:catalog:JBRJ:RB:559242",NA,"Tachigali paratyensis (Vell.) H.C.Lima"
"31",NA,"MBML","MBML-HERBARIO","39356","Tachigali paratyensis (Vell.) H.C.Lima",NA,"Fabaceae","Tachigali","paratyensis","(Vell.) H.C.Lima","H.C. de Lima/31-VII-2009",NA,"196","C. M. Vieira; et al.",1992,2,24,"Brazil","Rio de Janeiro","Guapimirim","Estação Ecológica Estadual de Paraíso. Margens do Rio Paraíso. Área FP20.",-42.85,-22.433333,"Indivíduo F1032. arvore. Folhas discolores verdes. Pedunculo e botões esverdeados. Flores com cálice amarelo-ferrugíneo, corola amarela, ovário e estames amarelados. Altura 2m.","BRA:MBML:MBML-HERBARIO:0000039356",NA,"Tachigali paratyensis (Vell.) H.C.Lima"
"32",NA,"NY","NY","1144704","Tachigali paratyensis (Vell.) H.C.Lima",NA,"Fabaceae","Tachigali","paratyensis","(Vell.) H.C.Lima",NA,NA,"302","C. M. B. Correia",1992,3,17,"Brazil","Rio de Janeiro",NA,"EstaÃ§Ã£o EcolÃ³gica Estadual de ParaÃ­so.",-42.883,-22.483,NA,"b88638b9-fd94-42f6-a439-cd92a9286493",NA,"Tachigali paratyensis (Vell.) H.C.Lima"
"33","2017-10-18T11:47:38.000+0000","JBRJ","RB","RB00559504","Tachigali paratyensis (Vell.) H.C.Lima",NA,"Fabaceae","Tachigali","paratyensis","(Vell.) H.C.Lima",NA,NA,"302","C.M.B.Correia; et al.",1992,3,17,"Brazil","Rio de Janeiro","Guapimirim","Estação Ecológica Estadual de Paraíso.",-42.833333,-22.433333,"Arvore. Folhas discolores. Botões verde-acastanhados. Flores com calice verde-acastanhado, pétalas amarelas; estames com filetes amarelo-claros e anteras amarelo-acastanhados, perfumadas.","urn:catalog:JBRJ:RB:559504",NA,"Tachigali paratyensis (Vell.) H.C.Lima"
"34","2014-07-22T19:36:30.000+0000","JBRJ","RB","RB00522933","Tachigali paratyensis (Vell.) H.C.Lima",NA,"Fabaceae","Tachigali","paratyensis","(Vell.) H.C.Lima","H.C. de Lima",NA,"103","V. de Souza",1991,5,31,"Brazil","Espírito Santo","Conceição do Castelo","Sitio da Caviuna, proximo ao asfalto, sentido Taquaraçú á Santa Luzia.",NA,NA,"Porte arbóreo.Terrestre. Fuste cilindrico, casca escamosa, flor branco. Altura total 15.  Altura do fuste 6. CAP do fuste 315,1 . Diametro da copa 12. Descamação em escamas","urn:catalog:JBRJ:RB:522933",NA,"Tachigali paratyensis (Vell.) H.C.Lima"
"35",NA,"UFV","VIC","11025","Tachigali paratyensis (Vell.) H.C.Lima",NA,"Fabaceae","Tachigali","paratyensis","(Vell.) H.C.Lima","Silva, L.F.G. da","2004-07-21T00:00:00.000+0000","1382","Silva, A.F. da; Capellari Júnior, L.",1986,3,6,"Brazil","São Paulo","São José dos Campos","Reserva Florestal Prof. Augusto Ruschi, Mata da reserva.",-45.9375,-23.075,"Árvore, c.a. de 20 metros de altura; flores de cálice castanho-claro e corola amarelo-pálido, filetes amarelo-esverdeados, levemente aromáticas; casca gorssa bege, lenho amarelo, súber em protuberâncias, horizontais e verrucoso.","BRA:UFV:VIC:0000011025",NA,"Tachigali paratyensis (Vell.) H.C.Lima"
"36","2017-10-10T14:15:09.000+0000","JBRJ","RB","RB00157898","Tachigali paratyensis (Vell.) H.C.Lima",NA,"Fabaceae","Tachigali","paratyensis","(Vell.) H.C.Lima","L. F. G. da Silva",NA,"1382","A. F. Silva; L. Capellari Jr.",1986,3,6,"Brazil","São Paulo","São José dos Campos",NA,-45.9375,-23.075,"Árvore de 20m, flores de cálice castanho-claro e corola amarelo-pálido, filetes amarelo-esverdeados, levemente aromáticas, casca grossa bege, lenho amarelo, súber com protuberâncias, horizontais e verrucoso.","urn:catalog:JBRJ:RB:157898",NA,"Tachigali paratyensis (Vell.) H.C.Lima"
"37",NA,"UnB","UB","17714","Tachigali paratyensis (Vell.) H.C.Lima",NA,"Fabaceae","Tachigali","paratyensis","(Vell.) H.C.Lima",NA,NA,"209","Oliveira, CAL",1986,4,1,"Brazil","Rio de Janeiro","Rio de Janeiro","Alto da Boa Vista, estrada da Vista Chinesa km 2",0,0,"Árvore 20m. Flor amarelada; .","BRA:UnB:UB:0000017714",NA,"Tachigali paratyensis (Vell.) H.C.Lima"
"38","2014-07-08T04:24:51.000+0000","JBRJ","RB","RB00157917","Tachigali paratyensis (Vell.) H.C.Lima",NA,"Fabaceae","Tachigali","paratyensis","(Vell.) H.C.Lima",NA,"1981-05-30T00:00:00.000+0000","071/78","J. Spada",1978,3,21,"Brazil","Espírito Santo","Linhares","Reserva Florestal da CVRD. Est. Jacarandá, ant. 232, km 1000, T. 306. R. C. de G. Reserva Florestal da CVRD",NA,NA,"Árvore ca. 18m de altura e fuste ca. de 10m, DAP 40cm, circunferência da copa ca. 3m. Com flor amarela e botão marrom. Fuste cilíndrico e casca áspera.","urn:catalog:JBRJ:RB:157917",NA,"Tachigali paratyensis (Vell.) H.C.Lima"
"39",NA,"UnB","UB","17692","Tachigali paratyensis (Vell.) H.C.Lima",NA,"Fabaceae","Tachigali","paratyensis","(Vell.) H.C.Lima",NA,NA,"2771","Heringer, EP; Gomes, VL",1965,4,5,"Brazil","Minas Gerais",NA,"Coletada na coleção de árvores da Estação Experimental de Água Limpa, MG",0,0,"Árvore 20m x 40cm; .","BRA:UnB:UB:0000017692",NA,"Tachigali paratyensis (Vell.) H.C.Lima"
"40","2014-07-08T04:26:35.000+0000","JBRJ","RB","RB00157852","Tachigali paratyensis (Vell.) H.C.Lima",NA,"Fabaceae","Tachigali","paratyensis","(Vell.) H.C.Lima","H. C. de Lima","1983-01-01T00:00:00.000+0000","203","P. Occhini",1945,4,5,"Brazil","Rio de Janeiro","Rio de Janeiro","D. Federal.",NA,NA,"Árvore grande, flor creme.","urn:catalog:JBRJ:RB:157852",NA,"Tachigali paratyensis (Vell.) H.C.Lima"
"41",NA,"US","Botany","2801120","Tachigali paratyensis (Vell.) H.C.Lima",NA,"Fabaceae","Tachigali","paratyensis","(Vell.) H.C.Lima",NA,NA,"113","F. da Silva",1941,3,13,"Brazil",NA,NA,"De Fronte da Pedra Grande, Obras Publicas",NA,NA,NA,"http://n2t.net/ark:/65665/34fc76825-54f9-451e-866d-0d1a16740329",NA,"Tachigali paratyensis (Vell.) H.C.Lima"
"42",NA,"UnB","UB","17715","Tachigali paratyensis (Vell.) H.C.Lima",NA,"Fabaceae","Tachigali","paratyensis","(Vell.) H.C.Lima","Silva, LFG",NA,"113","Silva, FG",1941,3,13,"Brazil","Rio de Janeiro","Rio de Janeiro","De frente da pedra grande, obras públicas.",0,0,".","BRA:UnB:UB:0000017715",NA,"Tachigali paratyensis (Vell.) H.C.Lima"
"43","2017-10-18T01:26:28.000+0000","JBRJ","RB","RB00158021","Tachigali paratyensis (Vell.) H.C.Lima",NA,"Fabaceae","Tachigali","paratyensis","(Vell.) H.C.Lima","L. da Silva",NA,NA,"H.C. de Lima; C.Farney, R.H.P.Andreatta, T.Wendt, J.C.Gomes",NA,NA,NA,"Brazil","Rio de Janeiro","Santa Maria Madalena","Parque Estadual do Desengano, Serra da Rifa, Picada para a Pedra Lisa. Parque Estadual do Desengano",-41.966667,-21.966667,"Árv. grande com 28 m alt, tronco com casca lisa e acinzentada, DAP 45 cm, frutos passados no chão","urn:catalog:JBRJ:RB:158021",NA,"Tachigali paratyensis (Vell.) H.C.Lima"
"44","2017-10-18T00:45:38.000+0000","JBRJ","RB","RB00157872","Tachigali paratyensis (Vell.) H.C.Lima",NA,"Fabaceae","Tachigali","paratyensis","(Vell.) H.C.Lima","H. C. de Lima","1983-01-01T00:00:00.000+0000",NA,"J. G. Kuhlmann",NA,NA,NA,"Brazil","Rio de Janeiro","Rio de Janeiro","Represa Camorim. Jacarepaguá.",NA,NA,NA,"urn:catalog:JBRJ:RB:157872",NA,"Tachigali paratyensis (Vell.) H.C.Lima"
"45","2017-10-18T02:52:56.000+0000","JBRJ","RB","RB00157883","Tachigali paratyensis (Vell.) H.C.Lima",NA,"Fabaceae","Tachigali","paratyensis","(Vell.) H.C.Lima","H.C. de Lima","1990-01-01T00:00:00.000+0000",NA,"Capanema freire Alemão",NA,NA,NA,"Brazil","Rio de Janeiro","Rio de Janeiro",NA,NA,NA,NA,"urn:catalog:JBRJ:RB:157883",NA,"Tachigali paratyensis (Vell.) H.C.Lima"
