"","modified","institutionCode","collectionCode","catalogNumber","scientificName","identificationQualifier","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","bibliographicCitation","acceptedNameUsage"
"1",NA,"UEFS","HUEFS","211031","Swartzia micrantha R.S.Cowan",NA,"Fabaceae","Swartzia","micrantha","R.S.Cowan",NA,NA,NA,"1810","Neves, D.M.",2014,3,18,"Brazil","Espírito Santo","Linhares","Reserva Natural Vale.",-39.959167,-19.1875,NA,"BRA:UEFS:HUEFS:0000211031",NA,"Swartzia micrantha R.S.Cowan"
"2","2016-09-13T14:45:43.000+0000","JBRJ","RB","RB00846633","Swartzia micrantha R.S.Cowan",NA,"Fabaceae","Swartzia","micrantha","R.S.Cowan","Lima, H.C.; Queiroz, L.P.; Lewis, G.P.","2014-03-18T00:00:00.000+0000",NA,"1811","Neves, D.M.; Lima, H.C.; Queiroz, L.P.; Pennington, R.T.; Lewis, G.P.; Siqueira, G.; Pezzini, F.",2014,3,18,"Brazil","Espírito Santo","Linhares","Reserva Natural Vale  .",-39.959167,-19.1875,"Arvore 18m, botoes amarelo-amarronzados, flores com petalas beges","urn:catalog:JBRJ:RB:846633",NA,"Swartzia micrantha R.S.Cowan"
"4",NA,"Reserva Natural Vale (CVRD)","CVRD","14497","Swartzia micrantha R.S.Cowan",NA,"Fabaceae","Swartzia","micrantha","R.S.Cowan","Geovane S. Siqueira","2014-03-21T00:00:00.000+0000",NA,"890","Siqueira, G.S.",2013,9,16,"Brazil","Es","JAGUARÉ",NA,-40.143167,-18.905972,"<ll>dwc_commonname:</ll> Laranjinha amarela","BRA:CVRD:CVRD:0000014497",NA,"Swartzia micrantha R.S.Cowan"
"6",NA,"Reserva Natural Vale (CVRD)","CVRD","14208","Swartzia micrantha R.S.Cowan",NA,"Fabaceae","Swartzia","micrantha","R.S.Cowan","Domingos A. Folli","2014-03-17T00:00:00.000+0000",NA,"6925","Folli, D.A.",2012,10,16,"Brazil","Es","LINHARES",NA,NA,NA,"<ll>dwc_commonname:</ll> Laranjinha amarela","BRA:CVRD:CVRD:0000014208",NA,"Swartzia micrantha R.S.Cowan"
"7",NA,"Escola Superior de Agricultura Luiz de Queiroz, ESALQ","ESA","ESA115224","Swartzia micrantha R.S.Cowan",NA,"Fabaceae","Swartzia","micrantha","R.S.Cowan","Pinto, R.B.",NA,NA,"287","Lopes, J.C.",2011,4,20,"Brazil","Espírito Santo","Linhares",NA,NA,NA,NA,"BRA:ESALQ:ESA:0ESA115224",NA,"Swartzia micrantha R.S.Cowan"
"8",NA,"Escola Superior de Agricultura Luiz de Queiroz, ESALQ","ESA","ESA115225","Swartzia micrantha R.S.Cowan",NA,"Fabaceae","Swartzia","micrantha","R.S.Cowan","Pinto, R.B.",NA,NA,"288","Lopes, J.C.",2011,4,20,"Brazil","Espírito Santo","Linhares",NA,NA,NA,NA,"BRA:ESALQ:ESA:0ESA115225",NA,"Swartzia micrantha R.S.Cowan"
"13",NA,"Reserva Natural Vale (CVRD)","CVRD","11264","Swartzia micrantha R.S.Cowan",NA,"Fabaceae","Swartzia","micrantha","R.S.Cowan","Luciano P. Queiroz","2014-03-17T00:00:00.000+0000",NA,"6030","Folli, D.A.",2008,5,8,"Brazil","Es","CONCEIÇÃO DA BARRA",NA,-39.892336,-18.584446,"<ll>dwc_commonname:</ll> Laranjinha amarela","BRA:CVRD:CVRD:0000011264",NA,"Swartzia micrantha R.S.Cowan"
"14","2014-11-12T11:52:45.000+0000","JBRJ","RB","RB00897614","Swartzia micrantha R.S.Cowan",NA,"Fabaceae","Swartzia","micrantha","R.S.Cowan","L.P. Queiroz","2014-03-17T00:00:00.000+0000",NA,"6030","D.A. Folli",2008,5,8,"Brazil","Espírito Santo","Conceição da Barra","BR 101.",NA,NA,"Terrestre; porte arbóreo, 15m, fuste 5m, CAP 120cm, copa 10m; botão marrom, flor branca; exsudação incolor; descamação ausente","urn:catalog:JBRJ:RB:897614",NA,"Swartzia micrantha R.S.Cowan"
"16",NA,"UEFS","HUEFS","144317","Swartzia micrantha R.S.Cowan",NA,"Fabaceae","Swartzia","micrantha","R.S.Cowan","V.F.Mansano","2009-11-01T00:00:00.000+0000",NA,"6898","Lima, H.C.de",2008,7,22,"Brazil","Bahia","Mucuri","Rodovia BA 101, km próximo ao Aeródromo Max Feffer.",-39.8675,-18.045556,NA,"BRA:UEFS:HUEFS:0000144317",NA,"Swartzia micrantha R.S.Cowan"
"17",NA,"UEFS","HUEFS","208913","Swartzia micrantha R.S.Cowan",NA,"Fabaceae","Swartzia","micrantha","R.S.Cowan",NA,NA,NA,"5683","Folli, D.A.",2007,8,27,"Brazil","Minas Gerais","Conceição da Barra","Próximo a entrada para Conc. da Barra. Estrada BR-101",NA,NA,"Macega.","BRA:UEFS:HUEFS:0000208913",NA,"Swartzia micrantha R.S.Cowan"
