"","modified","institutionCode","collectionCode","catalogNumber","scientificName","identificationQualifier","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","bibliographicCitation","acceptedNameUsage"
"19",NA,"UNICAMP","UEC","155436","Swartzia micrantha R.S.Cowan",NA,"Fabaceae","Swartzia","micrantha","R.S.Cowan","Pinto, R.B.","2011-05-12T00:00:00.000+0000",NA,"5741","Souza, J.P.; Paciência, M.; Sampaio, D.; Oliveira, A.C.P.; Souza, V.C.; Scalon, V.R.",2006,4,11,"Brazil","Espírito Santo","Linhares","Reserva da Companhia Vale do Rio Doce, Estrada Juerana Vermelha, Barra Seca, próximo à casa do guarda.",-40.485278,-19.139722,"Arvoreta, ca. 3m alt. Inflorescências caulifloras, flores alvas. Nativo arbustivo-arbóreo.","BRA:UNICAMP:UEC:0000155436",NA,"Swartzia micrantha R.S.Cowan"
"21",NA,"Universidade Federal da Bahia (UFBA)","ALCB","57092","Swartzia micrantha R.S.Cowan",NA,"Fabaceae","Swartzia","micrantha","R.S.Cowan","Mansano, VF","2009-11-20T00:00:00.000+0000",NA,"9445","Guedes, ML; Loureiro, DM; Santana, DL; Alves, L. de J.",2001,12,2,"Brazil","Bahia","Wenceslau Guimarães","Litoral Sul",-39.466667,-13.683333,"15 m. , ramos com tomentos ferrugíneos. Folíolos coriáceos, discolores, com a face abaxial com tomentos ferrugíneos. Fruto cápsulas vilosas, com tomentos ferrugíneos. Ocasional.","BRA:UFBA:ALCB:0000057092",NA,"Swartzia micrantha R.S.Cowan"
"22",NA,"US","Botany","3311005","Swartzia micrantha R.S.Cowan",NA,"Fabaceae","Swartzia","micrantha","R.S.Cowan","Barneby, R. C.",NA,NA,"10014","W. W. Thomas, A. M. Carvalho, A. M. Amorim, J. G. Járdim & S. C. Sant' Ana",1993,10,20,"Brazil","Bahia",NA,"On road from Itamaraju to Cumuruxatiba, 10.5 km NE of turn off to Prado, on road to Cumuruxatiba",-39.42,-17.13,NA,"http://n2t.net/ark:/65665/3b4add0e9-369b-441b-9b56-ef759bb75a06",NA,"Swartzia micrantha R.S.Cowan"
"24",NA,"Universidade Federal da Bahia (UFBA)","ALCB","026504","Swartzia micrantha R.S.Cowan",NA,"Fabaceae","Swartzia","micrantha","R.S.Cowan","Mansano, VF",NA,NA,"s/n","Thomas, W; Carvalho, AM de; Amorim, AMA; Jardim, J; Sant'Ana, SC de",1993,10,20,"Brazil","Bahia","Prado","Extremo Sul, On road from Itamaraju to Cumuruxatiba, 10.5 km NE of turn off of road to Prado on road to Cumuruxatiba.",-39.416667,-17.133333,"Small tree in restinga, 4 m, leaves lustrous green above, paler beneath; fruits greenish brown.","BRA:UFBA:ALCB:0000026504",NA,"Swartzia micrantha R.S.Cowan"
"26","2008-05-27T22:02:00.000+0000","MO","MO","3224541","Swartzia micrantha R.S.Cowan",NA,"Fabaceae","Swartzia","micrantha","R.S.Cowan","B.M. Torke","2001-01-01T00:00:00.000+0000",NA,"Thomas 10014","W. Wayt Thomas",1993,10,20,"Brazil","Bahia",NA,"Mun. Prado. On road from Itamaraju to Cumuruxatiba, 10.5 km NE of turn off of road to Prado on road to Cumuruxatiba. Southern Atlantic moist forest & adjacent restinga.",-39.41666,-17.13333,NA,"urn:catalog:MO:Tropicos:3224541","http://www.tropicos.org/Specimen/3224541","Swartzia micrantha R.S.Cowan"
"29",NA,"US","Botany","2843702","Swartzia micrantha R.S.Cowan",NA,"Fabaceae","Swartzia","micrantha","R.S.Cowan",NA,NA,NA,"3609","R. Belém",1968,5,23,"Brazil","Bahia",NA,"Encruzilhada; margem do Rio Parod; Mata Cipo",NA,NA,NA,"http://n2t.net/ark:/65665/362d2ec1b-e801-44cc-8663-25bf3b87f1cc",NA,"Swartzia micrantha R.S.Cowan"
"30","2013-10-01T15:07:53.000+0000","K","Herbarium","K000188585","Swartzia micrantha R.S.Cowan",NA,"Fabaceae","Swartzia","micrantha","R.S.Cowan","Mansano, V.F.","2013-09-27T00:00:00.000+0000",NA,"3636","Belém, R.P.",1968,5,24,"Brazil",NA,"Encruzilhada","Margem do Rio Pardo",NA,NA,NA,"http://specimens.kew.org/herbarium/K000188585",NA,"Swartzia micrantha R.S.Cowan"
"32","2013-10-01T15:08:54.000+0000","K","Herbarium","K000188584","Swartzia micrantha R.S.Cowan",NA,"Fabaceae","Swartzia","micrantha","R.S.Cowan","Mansano, V.F.","2013-09-27T00:00:00.000+0000",NA,"3609","Belém, R.P.",1968,5,23,"Brazil",NA,"Encruzilhada","Margem do Rio Pardo",NA,NA,NA,"http://specimens.kew.org/herbarium/K000188584",NA,"Swartzia micrantha R.S.Cowan"
"33",NA,"US","Botany","3108546","Swartzia micrantha R.S.Cowan","cf.","Fabaceae","Swartzia","micrantha","R.S.Cowan","Cowan, R. S.",NA,NA,"3636","R. Belém",1968,5,24,"Brazil","Bahia",NA,"Encruzilhada, margem do Rio Pardo, Mata Cipo",NA,NA,NA,"http://n2t.net/ark:/65665/365b32212-31ff-42e9-bff7-3cf03923f942",NA,"Swartzia micrantha R.S.Cowan"
"35",NA,"US","Botany","2843705","Swartzia micrantha R.S.Cowan","cf.","Fabaceae","Swartzia","micrantha","R.S.Cowan","Cowan, R. S.",NA,NA,"3639","R. Belém",1968,5,24,"Brazil","Bahia",NA,"Encruzilhada; margem do Rio Parod; Mata Cipo",NA,NA,NA,"http://n2t.net/ark:/65665/348814b64-c2b5-4e5d-9d15-6855c90e66a8",NA,"Swartzia micrantha R.S.Cowan"
"36",NA,"US","Botany","2639663","Swartzia micrantha R.S.Cowan",NA,"Fabaceae","Swartzia","micrantha","R.S.Cowan",NA,NA,"ISOTYPE","2522","R. P. Belém & R. S. Pinheiro",1966,7,7,"Brazil","Bahia",NA,"Belmonte.",NA,NA,NA,"http://n2t.net/ark:/65665/37568848b-a419-461a-ae1b-5bbc259a863b",NA,"Swartzia micrantha R.S.Cowan"
"38",NA,"Comissão Executiva do Plano da Lavoura Cacaueira (CEPLAC)","CEPEC","2645","Swartzia micrantha R.S.Cowan",NA,"Fabaceae","Swartzia","micrantha","R.S.Cowan","R. S. Cowan",NA,NA,"2522","R. P. Belém",NA,NA,NA,"Brazil","Bahia","BELMONTE","Sem informação.",NA,NA,"Ambiente: Restinga. Habito: Arbusto, eretro, 2m.","BRA:CEPLAC:CEPEC:0000002645",NA,"Swartzia micrantha R.S.Cowan"
