"","institutionCode","catalogNumber","recordedBy"
"1","Instituto Nacional de Pesquisas da Amazônia (INPA)","211986","Oliveira, FPM"
"2","Instituto Nacional de Pesquisas da Amazônia (INPA)","193286","Mitja, D"
"3","Instituto Nacional de Pesquisas da Amazônia (INPA)","192360","Ferreira, CAC"
"4","Instituto Nacional de Pesquisas da Amazônia (INPA)","124731","Rodrigues, WA"
"5","Instituto Nacional de Pesquisas da Amazônia (INPA)","126640","Mota, CDA da"
"6","Instituto Nacional de Pesquisas da Amazônia (INPA)","124932","Ramos, JF"
"7","Instituto Nacional de Pesquisas da Amazônia (INPA)","123734","Ramos, JF"
"8","Instituto Nacional de Pesquisas da Amazônia (INPA)","114835","Miranda, FEL de"
"9","Instituto Nacional de Pesquisas da Amazônia (INPA)","115479","Lima, E de"
"10","Instituto Nacional de Pesquisas da Amazônia (INPA)","98525","Rodrigues, WA"
"11","Instituto Nacional de Pesquisas da Amazônia (INPA)","136576","Lisb̫a, PLB"
"12","Instituto Nacional de Pesquisas da Amazônia (INPA)","135312","Silva, MG da"
"13","Instituto Nacional de Pesquisas da Amazônia (INPA)","98870","Ramos, JF"
"14","Instituto Nacional de Pesquisas da Amazônia (INPA)","98827","Ramos, JF"
"15","Instituto Nacional de Pesquisas da Amazônia (INPA)","84064","Silva, MG da"
"16","Instituto Nacional de Pesquisas da Amazônia (INPA)","134877","Silva, MG da"
"17","Instituto Nacional de Pesquisas da Amazônia (INPA)","28401","Co̻lho, LF"
"18","Instituto Nacional de Pesquisas da Amazônia (INPA)","80073","Fr�_es, RL"
