"","modified","institutionCode","collectionCode","catalogNumber","scientificName","identificationQualifier","family","genus","specificEpithet","infraspecificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","fieldNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","acceptedNameUsage","occurrenceID","comments","bibliographicCitation"
"1",NA,NA,"FURB","58168","Ormosia arborea Harms",NA,"Fabaceae","Ormosia","arborea",NA,"Harms","Funez, L.A.","2018-01-06",NA,"7161",NA,"Funez, L.A.",2018,1,6,"brazil","Santa Catarina","Indaial","Ilha Ninja Paintball.",-49.224868,-26.994453,"frutos imaturos vermelhos","Ormosia arborea Harms",NA,"centroide mpo OK","GBIF"
"2",NA,NA,"RB","RB01385257","Ormosia arborea Harms",NA,"Fabaceae","Ormosia","arborea",NA,"Harms","H. C. Lima & A. Novaes","",NA,"1471",NA,"C. Baez; E. Fernandez, T. Lima, R. Gomes",2018,3,20,"brazil","Rio de Janeiro","Saquarema","Antiga Reserva Ecológica de Jacarepiá (""Vilatur). Parque Estadual da Costa do Sol",-42.453889,-22.926389,"Árvore matriz nº 188; CAP 113+74 cm; Folhas verdes discolores. Frutos castanhos secos deiscentes. Sementes no solo de coloracção vermelha e preta.","Ormosia arborea Harms",NA,"original coordinates OK","GBIF"
"3",NA,NA,"RB","RB01385311","Ormosia arborea Harms",NA,"Fabaceae","Ormosia","arborea",NA,"Harms","C. Baez","",NA,"1525",NA,"C. Baez; E. Fernandez, T. Lima, R. Gomes",2018,3,21,"brazil","Rio de Janeiro","Saquarema","Antiga Reserva Ecológica de Jacarepiá (""Vilatur). Parque Estadual da Costa do Sol",-42.4575,-22.926667,"Árvore matriz nº 242; CAP 62+36 cm; Corte amarelado. Folhas verdes discolores com indumento castanho nas nervuras da face abaxial. Frutos maduros castanhos deiscentes com sementes pretas e vermelhas sendo dispersadas.","Ormosia arborea Harms",NA,"original coordinates OK","GBIF"
"4",NA,NA,"FURB","59508","Ormosia arborea Harms",NA,"Fabaceae","Ormosia","arborea",NA,"Harms","Kassner-Filho, A.","2018-06-06",NA,"2762",NA,"Kassner-Filho, A.",2018,6,6,"brazil","Santa Catarina","Pescaria Brava","",-48.87,-28.44,"fruto seco","Ormosia arborea Harms",NA,"original coordinates OK","GBIF"
"5",NA,NA,"FURB","60075","Ormosia arborea Harms",NA,"Fabaceae","Ormosia","arborea",NA,"Harms","Kassner-Filho, A.","2018-07-17",NA,"3115",NA,"Kassner-Filho, A.",2018,7,17,"brazil","Santa Catarina","Palhoça","",-48.599444,-27.904722,"fruto imaturo","Ormosia arborea Harms",NA,"original coordinates OK","GBIF"
"6",NA,NA,"CRI","10499","Ormosia arborea Harms",NA,"Fabaceae","Ormosia","arborea",NA,"Harms","Alexandre Medeiros","2017-04-30",NA,"",NA,"Alexandre Medeiros",2017,4,30,"brazil","Santa Catarina","Balneário Camboriú","Praia do Pinho. (antena)",-48.620501,-27.005573,"Coleta 248","Ormosia arborea Harms",NA,"centroide mpo OK","GBIF"
"7",NA,NA,"HST","21855","Ormosia arborea Harms",NA,"Fabaceae","Ormosia","arborea",NA,"Harms","A.M.Miranda et H.Gomes","2017-09-11",NA,"21",NA,"K.Martins; A.Figueredo",2017,8,15,"brazil","Bahia","Saubara","",-38.754892,-12.781103,"Árvore ca. 22 m alt.; caule marron avermelhado; folhas coriáceas; frutos maduros, legume com decência lateral, semente laranja com preto. Ocasional.","Ormosia arborea Harms",NA,"centroide mpo OK","GBIF"
"8",NA,NA,"HST","22106","Ormosia arborea Harms",NA,"Fabaceae","Ormosia","arborea",NA,"Harms","A.M.Miranda","2018-03-13",NA,"90",NA,"K.Martins; A.Figueredo",2017,11,11,"brazil","Bahia","São Desidério","",-45.482902,-12.798637,"Arbusto ca. 8 m alt.; caule pouco nervurado; folhas rígidas; frutos seco, semente laranja. Pouco frequente.","Ormosia arborea Harms",NA,"centroide mpo OK","GBIF"
"9",NA,NA,"MBM","402788","Ormosia arborea Harms",NA,"Fabaceae","Ormosia","arborea",NA,"Harms","Brotto, ML","2016-04-15",NA,"2292",NA,"Brotto, ML",2016,4,8,"brazil","Paraná","Campina Grande do Sul","Serra da Virgem Maria, vale do rio Pardinho",-48.548056,-25.092222,"Árvore com 5m de altura; frutos secos.; Floresta Ombrófila Densa Montana.","Ormosia arborea Harms",NA,"original coordinates outside municipality original in campina grande do sul falls in guaraquecaba","GBIF"
"10",NA,NA,"RB","RB01218286","Ormosia arborea Harms",NA,"Fabaceae","Ormosia","arborea",NA,"Harms","D.V.S. Machado","",NA,"949",NA,"D.N.S. Machado; G.A. de Queiroz",2016,7,5,"brazil","Rio de Janeiro","Macaé","Cabiúnas, Parque Nacional da Restinga de Jurubatiba, entorno da Lagoa de Cabiúnas.",-41.673889,-22.290833,"","Ormosia arborea Harms",NA,"original coordinates outside municipality original in macae falls in carapebus","GBIF"
"11",NA,NA,"HDJF","4814","Ormosia arborea Harms",NA,"Fabaceae","Ormosia","arborea",NA,"Harms","Moreira, SN","2016-10-02",NA,"1993",NA,"Moreira, SN; Pereira, E",2016,7,17,"brazil","Minas Gerais","Conceição do Mato Dentro","",-43.427222,-18.904722,"Fruto Castanho; Remanescente de Floresta Estacional Semidecidual em transição com Cerrado","Ormosia arborea Harms",NA,"original coordinates OK","GBIF"
