"","modified","institutionCode","collectionCode","catalogNumber","scientificName","identificationQualifier","family","genus","specificEpithet","infraspecificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","fieldNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","acceptedNameUsage","occurrenceID","comments","bibliographicCitation"
"1",NA,NA,"RB","RB01238384","Machaerium pedicellatum Vogel",NA,"Fabaceae","Machaerium","pedicellatum",NA,"Vogel","D.N.S. Machado","2016-07-20",NA,"5240",NA,"A.A.M. de Barros; et al",2016,3,4,"brazil","Rio de Janeiro","Rio de Janeiro","Divisa dos Municípios de Niterói e Maricá, entre Itaipuaçu e Itacoatiara, Parque Estadual da Serra da Tiririca, Alto Mourão, Praça da Pita",-43.021944,-22.965833,"","Machaerium pedicellatum Vogel",NA,"original coordinates outside municipality original in rio de janeiro falls in marica","GBIF"
"2",NA,NA,"HUEFS","209982","Machaerium pedicellatum Vogel",NA,"Fabaceae","Machaerium","pedicellatum",NA,"Vogel","","",NA,"1080",NA,"Nascimento, F.H.F.",2013,3,15,"brazil","Espírito Santo","Linhares","Reserva Natural Vale.",-40.05,-19.15,"Floresta Estacional Perenifólia.","Machaerium pedicellatum Vogel",NA,"original coordinates OK","GBIF"
"3",NA,NA,"HUEFS","209983","Machaerium pedicellatum Vogel",NA,"Fabaceae","Machaerium","pedicellatum",NA,"Vogel","","",NA,"1081",NA,"Nascimento, F.H.F.",2013,3,15,"brazil","Espírito Santo","Linhares","Reserva Natural Vale.",-40.05,-19.15,"Floresta Estacional Perenifólia.","Machaerium pedicellatum Vogel",NA,"original coordinates OK","GBIF"
"4",NA,NA,"RB","RB00781751","Machaerium pedicellatum Vogel",NA,"Fabaceae","Machaerium","pedicellatum",NA,"Vogel","Neves, D.R.M.","",NA,"1239",NA,"Neves, D.R.M.; Pennington, R.T.; Lima, H.C.; Fraga, C.N.",2013,5,24,"brazil","Espírito Santo","Pancas","Laginha, na rampa de voo livre de Lajinha. Borda de floresta estacional. .",-40.775833,-19.164167,"Árvore 4m. Material banco DNA.","Machaerium pedicellatum Vogel",NA,"original coordinates OK","GBIF"
"5",NA,NA,"RB","RB00862817","Machaerium pedicellatum Vogel",NA,"Fabaceae","Machaerium","pedicellatum",NA,"Vogel","F.R. Filardi","2013-06-27",NA,"85",NA,"G.C.L. Paes; et al",2013,5,15,"brazil","Rio de Janeiro","Niterói","Jurujuba, Área de Proteção Ambiental do Morro do Morcego, Fortaleza de Santa Cruz e dos Fortes São Luiz e Rio Branco, Morro do Pico, Trilha para o Forte do Pico.",-43.013611,-22.975556,"Árvore com cerca de 10,0m de altura, heliófila, folhas membranáceas discolores verdes, frutos verdes e marrons","Machaerium pedicellatum Vogel",NA,"original coordinates outside Brazil","GBIF"
"6",NA,NA,"RB","RB00837781","Machaerium pedicellatum Vogel",NA,"Fabaceae","Machaerium","pedicellatum",NA,"Vogel","F. Filardi","2014-03-13",NA,"",NA,"Pimentel, L. B.",2013,9,26,"brazil","Rio de Janeiro","São Pedro da Aldeia","Conglomerado 153-1-4-24. UTM E(788891,82m) N(7484181,52m) Fuso do GPS (23K).",-42.124821,-22.788203,"Árvore com ca. de 20m. Fruto marrom.","Machaerium pedicellatum Vogel",NA,"centroide mpo OK","GBIF"
"7",NA,NA,"HUEFS","195869","Machaerium pedicellatum Vogel",NA,"Fabaceae","Machaerium","pedicellatum",NA,"Vogel","","",NA,"7547",NA,"Lima, H.C.de",2012,9,11,"brazil","Rio de Janeiro","Rio de Janeiro","Guaratiba. Pedra de Guaratiba, APA capoeira grande.",-43.45231,-22.924471,"Mata degradada em morrote.","Machaerium pedicellatum Vogel",NA,"centroide mpo OK","GBIF"
"8",NA,NA,"RB","RB00878272","Machaerium pedicellatum Vogel",NA,"Fabaceae","Machaerium","pedicellatum",NA,"Vogel","","",NA,"103",NA,"L.Quintanilha; A. Lobão",2012,10,3,"brazil","Rio de Janeiro","Iguaba Grande","BR 106.",-42.217858,-22.828766,"Árvore, ca. 12m de altura, folhas lisas, frutos imaturos marrons","Machaerium pedicellatum Vogel",NA,"centroide mpo OK","GBIF"
"9",NA,NA,"MBML-HERBARIO","46898","Machaerium pedicellatum Vogel",NA,"Fabaceae","Machaerium","pedicellatum",NA,"Vogel","","",NA,"2415",NA,"A. M. Assis; M.D.S. Demuner & M. B. Redighieri",2010,4,25,"brazil","Espírito Santo","Nova Venécia","APA Pedra do Elefante - propriedade Maurilio Bravin. Floresta em estágio médio",-40.430139,-18.753194,"Árvore 10m; DAP 50cm. Frutos verdes. Borda da mata.","Machaerium pedicellatum Vogel",NA,"original coordinates OK","GBIF"
"10",NA,NA,"MBML-HERBARIO","40955","Machaerium pedicellatum Vogel",NA,"Fabaceae","Machaerium","pedicellatum",NA,"Vogel","Marco Octávio de Oliveira Pellegrini/06-09-2013","",NA,"375",NA,"F. Z. Saiter",2010,5,31,"brazil","Espírito Santo","Santa Teresa","São João de Petrópolis, Serra do São Brás",-40.697139,-19.815556,"Árvore de 12 metros de altura. Fruto verde do tipo sâmara. Borda de floresta secundária.","Machaerium pedicellatum Vogel",NA,"original coordinates OK","GBIF"
