"","modified","institutionCode","collectionCode","catalogNumber","scientificName","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","fieldNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","bibliographicCitation","acceptedNameUsage"
"1",NA,"UNIVILLE","JOIW","1112","Parkia paraensis Ducke","Fabaceae","Parkia","paraensis","Ducke","Thais Vezehaci Roque",NA,NA,NA,NA,"Thais Vezehaci Roque",2016,6,29,"Brazil","Sc","Governador Celso Ramos","Caieira do norte",NA,NA,"Coleção Madeiras Históricas - Madeira usada para construção e conserto de borda e banco de canoa-de-um-pau-só","BRA:UNIVILLE:JOIW:0000001112",NA,"Parkia paraensis Ducke"
"2",NA,"UFMA","MAR","7122","Parkia paraensis Ducke","Fabaceae","Parkia","paraensis","Ducke",NA,NA,NA,"68",NA,"Martins, K.L.",2012,6,30,"Brazil","Maranhão","Barreirinhas","Tabocas",-42.826389,-2.746944,"Árvore, flor vermelha, com nectar","BRA:UFMA:MAR:0000007122",NA,"Parkia paraensis Ducke"
"3",NA,"Faculdade São Lucas (FSL)","HFSL","5612","Parkia paraensis Ducke","Fabaceae","Parkia","paraensis","Ducke",NA,NA,NA,"42",NA,"Correia, B.",2009,11,30,"Brazil","Rondônia","Itapuã d'Oeste","Flona do Jamari, Flona do Jamari",0,0,NA,"BRA:FSL:HFSL:0000005612",NA,"Parkia paraensis Ducke"
"4",NA,"Faculdade São Lucas (FSL)","HFSL","5628","Parkia paraensis Ducke","Fabaceae","Parkia","paraensis","Ducke",NA,NA,NA,"76",NA,"Correia, B.",2009,12,2,"Brazil","Rondônia","Itapuã d'Oeste","Flona do Jamari, Flona do Jamari",0,0,NA,"BRA:FSL:HFSL:0000005628",NA,"Parkia paraensis Ducke"
"5","2008-05-27T22:02:00.000+0000","MO","MO","2921373","Parkia paraensis Ducke","Fabaceae","Parkia","paraensis","Ducke",NA,NA,NA,"Balée 379",NA,"W.L. Balée",1985,2,4,"Brazil","Maranhão",NA,"Município de Monção: Basin of the Rio Turiaçu; Ka'apor Indian Reserve; 4 km NW of settlement of Urutawy. Moist terra firme forest on mild slope.",NA,NA,NA,"urn:catalog:MO:Tropicos:2921373","http://www.tropicos.org/Specimen/2921373","Parkia paraensis Ducke"
"6",NA,"US","Botany","2400748","Parkia paraensis Ducke","Fabaceae","Parkia","paraensis","Ducke",NA,NA,NA,"470",NA,"B. Maguire & C. K. Maguire",1960,7,11,"Brazil","Amapá",NA,"Territorio Amapa, Brasil. Rio Oiapoque. Woodland. Porto Platon (Rio Araguari).",-51.42,0.75,NA,"http://n2t.net/ark:/65665/32d92de7b-5070-4207-9fa4-731d845b2bd3",NA,"Parkia paraensis Ducke"
"7",NA,"MN","R","54917","Parkia paraensis Ducke","Fabaceae","Parkia","paraensis","Ducke",NA,NA,NA,"1243",NA,"Ducke, W.A.",1943,6,6,"Brazil","Pará","Belém",NA,NA,NA,NA,"BRA:MN:R:0000054917",NA,"Parkia paraensis Ducke"
"8","2012-12-03T00:00:00.000+0000","K","Herbarium","K000849428","Parkia paraensis Ducke","Fabaceae","Parkia","paraensis","Ducke",NA,NA,NA,"1243",NA,"Ducke, A.",1943,6,6,"Brazil",NA,"Belém","Entrocamento .",NA,NA,"Plantas da Amazonia","http://specimens.kew.org/herbarium/K000849428",NA,"Parkia paraensis Ducke"
"10","2011-03-24T10:03:00.000+0000","MO","MO","2921145","Parkia paraensis Ducke","Fabaceae","Parkia","paraensis","Ducke","H.C. Hopkins","1987-01-01T00:00:00.000+0000",NA,"Ducke 1243",NA,"A. Ducke",1943,NA,NA,"Brazil","Pará",NA,"Belem, Entroncamento, silva paludosa.",NA,NA,NA,"urn:catalog:MO:Tropicos:2921145","http://www.tropicos.org/Specimen/2921145","Parkia paraensis Ducke"
"11",NA,"B","FMNH-B-Types","1495","Parkia paraensis Ducke","Fabaceae","Parkia","paraensis","Ducke",NA,NA,"TYPE","s.n.",NA,"A. Ducke",1923,7,16,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"Parkia paraensis Ducke"
